negatives
"('Q9UQN3', 'Q70EL1')"
"('O60269', 'P31947')"
"('P00387', 'P99999')"
"('Q9NPH9', 'P78552')"
"('Q99460', 'P54725')"
"('P01574', 'P38398')"
"('Q15418', 'P25963')"
"('P78539', 'P53350')"
"('P23760', 'P00519')"
"('P00533', 'P10599')"
"('P08254', 'P01033')"
"('P25205', 'P63104')"
"('P61952', 'P45983')"
"('P08138', 'P16104')"
"('Q13363', 'Q9P2Y4')"
"('P62877', 'Q9NYL2')"
"('Q9Y4X3', 'P51685')"
"('Q969Q6', 'O60359')"
"('Q0D2I5', 'Q15027')"
"('Q15257', 'P50991')"
"('Q13489', 'Q9Y4K3')"
"('Q8TAQ2', 'P24522')"
"('Q9NWQ8', 'O14745')"
"('P01106', 'O60266')"
"('Q16236', 'P62987')"
"('P35222', 'P00519')"
"('Q15645', 'P67775')"
"('P15336', 'Q5T230')"
"('P49790', 'Q15796')"
"('P30260', 'Q9NZH5')"
"('O00221', 'P63208')"
"('P21246', 'P01215')"
"('O14933', 'Q06587')"
"('O15479', 'P10276')"
"('Q13315', 'Q4LE39')"
"('P62993', 'P17041')"
"('P38398', 'P16220')"
"('Q7Z3B3', 'P19012')"
"('Q9Y3C7', 'Q9BPY3')"
"('Q8IY92', 'P09874')"
"('P32245', 'Q8TCY5')"
"('P17980', 'P14866')"
"('P29692', 'O15264')"
"('Q15797', 'Q9BZS1')"
"('O95819', 'Q13490')"
"('Q70Z53', 'Q5JVS0')"
"('Q12796', 'Q92731')"
"('O15162', 'Q9NZV1')"
"('Q16659', 'P18859')"
"('P31749', 'P18848')"
"('O14920', 'Q00839')"
"('O00198', 'Q9HD36')"
"('O95433', 'P15918')"
"('Q99963', 'Q15052')"
"('Q92633', 'P50150')"
"('P62942', 'P21817')"
"('P12272', 'Q03431')"
"('Q9Y6Q6', 'P27986')"
"('Q9H0H5', 'P06493')"
"('P68133', 'Q969Q1')"
"('P32121', 'Q8NH05')"
"('Q71U36', 'Q9UBN7')"
"('P62993', 'P18146')"
"('Q12931', 'P37173')"
"('Q92922', 'Q10586')"
"('Q9H4P4', 'Q96L34')"
"('P34947', 'P49238')"
"('P20339', 'Q92544')"
"('Q13619', 'P0C0S5')"
"('P62491', 'Q96EV8')"
"('P05813', 'P02511')"
"('O95299', 'Q9UI09')"
"('P52435', 'Q8N7H5')"
"('Q15388', 'P00374')"
"('P62993', 'Q92966')"
"('P45974', 'Q9Y3C5')"
"('O95376', 'P62917')"
"('Q9Y6K9', 'O95347')"
"('Q14204', 'P49642')"
"('Q92830', 'Q96JK9')"
"('P05997', 'P16070')"
"('P12980', 'Q96B36')"
"('Q9UGL9', 'Q5UIP0')"
"('O75569', 'Q9UI95')"
"('P19838', 'P38646')"
"('Q8TBB1', 'Q2M3C7')"
"('P10828', 'Q13503')"
"('P01106', 'P41440')"
"('Q9Y295', 'Q96I15')"
"('P47900', 'P84996')"
"('Q8N5X7', 'P43146')"
"('Q9HAV0', 'P45983')"
"('O76064', 'Q14676')"
"('Q9UNM6', 'P60900')"
"('Q99570', 'Q7Z3C6')"
"('O75173', 'P01009')"
"('Q9NRG4', 'O15169')"
"('P08670', 'O14503')"
"('P01137', 'P17813')"
"('O75051', 'O00212')"
"('P04183', 'Q7Z4K8')"
"('Q13243', 'P51003')"
"('Q9Y4K3', 'Q9UGP4')"
"('Q9Y5S8', 'Q15080')"
"('P46108', 'Q9Y5I3')"
"('P62273', 'P62701')"
"('P51610', 'O15294')"
"('Q99966', 'P05412')"
"('P07900', 'Q15653')"
"('Q16533', 'O75971')"
"('P33991', 'Q13416')"
"('P49841', 'Q13163')"
"('P17544', 'O14867')"
"('P13612', 'P46108')"
"('Q8NGE1', 'P38405')"
"('P67809', 'P62310')"
"('Q16637', 'P01023')"
"('P29460', 'Q01344')"
"('O43390', 'P16333')"
"('P58107', 'Q16695')"
"('P49888', 'Q5T3J3')"
"('O15121', 'Q9ULC4')"
"('Q96A54', 'Q9UGI9')"
"('P06748', 'Q96BK5')"
"('Q96JH8', 'P31939')"
"('P01112', 'Q03135')"
"('P49336', 'Q9BTT4')"
"('P15311', 'O14745')"
"('P17028', 'Q05516')"
"('P21980', 'P15531')"
"('Q99459', 'Q92900')"
"('P78527', 'P19438')"
"('Q13424', 'Q99437')"
"('Q00005', 'P62701')"
"('Q15185', 'P30480')"
"('P26373', 'P18124')"
"('Q9P0W0', 'Q8N6P7')"
"('P63279', 'Q13233')"
"('Q96GZ6', 'Q16659')"
"('P0C0L4', 'P01024')"
"('Q9NS23', 'Q96BY2')"
"('P56645', 'Q12968')"
"('Q9Y6K9', 'P25445')"
"('O60296', 'P18505')"
"('Q14994', 'P02794')"
"('Q9UKB1', 'P16471')"
"('P01137', 'Q9BZS1')"
"('Q13490', 'Q13114')"
"('P41182', 'Q9NYC9')"
"('P27348', 'Q9UQC2')"
"('Q9H6Z4', 'P50053')"
"('O14641', 'Q96CG3')"
"('Q9UK53', 'O75446')"
"('P28331', 'P01889')"
"('Q99459', 'A1YPR0')"
"('Q9H171', 'Q9UKV8')"
"('Q9Y297', 'P30291')"
"('Q9BWD1', 'Q9Y478')"
"('P46108', 'Q07666')"
"('Q70EK8', 'P62993')"
"('O95373', 'Q15628')"
"('P04141', 'P16471')"
"('O75530', 'Q96RS0')"
"('Q8NAF0', 'Q9NPF4')"
"('P21580', 'Q99683')"
"('Q9BXN2', 'O60603')"
"('O95201', 'Q5EB52')"
"('P31274', 'Q8IY92')"
"('Q00653', 'P62191')"
"('Q14781', 'O95931')"
"('Q92629', 'Q16586')"
"('P56746', 'O14493')"
"('P60709', 'Q13155')"
"('Q969D9', 'P26992')"
"('Q13573', 'Q92785')"
"('P45973', 'Q71U36')"
"('O75817', 'Q16637')"
"('P05231', 'Q9HBE5')"
"('Q9C0J8', 'Q15287')"
"('Q9BUJ2', 'P04637')"
"('P08670', 'Q9GZT8')"
"('P13639', 'Q15843')"
"('O60318', 'Q14194')"
"('P54253', 'Q13303')"
"('P48736', 'Q05513')"
"('P61247', 'O15479')"
"('O15198', 'Q9H871')"
"('P00918', 'P10809')"
"('P84022', 'P56915')"
"('Q96HA1', 'Q9NRG9')"
"('Q92552', 'P82914')"
"('Q9UNL4', 'Q13136')"
"('Q9NYJ8', 'P33981')"
"('O14807', 'P48736')"
"('P55273', 'P30279')"
"('Q99963', 'Q9ULV8')"
"('P05783', 'P61981')"
"('P01106', 'P50213')"
"('P61289', 'O75689')"
"('P08572', 'P08648')"
"('P01730', 'P01911')"
"('Q9Y6E0', 'P17844')"
"('P21333', 'Q9UKX5')"
"('Q99616', 'P32246')"
"('O75554', 'Q8N684')"
"('P49716', 'Q8IXL7')"
"('P62495', 'Q14145')"
"('Q9NZT1', 'P27348')"
"('Q15653', 'P46940')"
"('Q8IYF1', 'Q9BQ66')"
"('P0CG47', 'P58335')"
"('Q12873', 'Q13363')"
"('O75038', 'Q16512')"
"('P22105', 'P23229')"
"('Q8NEB9', 'Q6ZNE5')"
"('O15105', 'O15198')"
"('Q99613', 'P20042')"
"('Q8IU54', 'Q9HBE5')"
"('Q9BPX3', 'Q8NEM0')"
"('O75689', 'P39687')"
"('O60869', 'Q13133')"
"('P63151', 'P31749')"
"('Q09472', 'P10827')"
"('Q9UPY3', 'O14980')"
"('O60739', 'P62857')"
"('Q13315', 'P46527')"
"('O95071', 'Q9BPZ3')"
"('Q99750', 'P78381')"
"('Q9P286', 'Q9H1R3')"
"('Q13546', 'Q9Y572')"
"('P46821', 'O94817')"
"('Q9UBC3', 'Q99447')"
"('P79483', 'P01903')"
"('O00238', 'Q9UNE7')"
"('Q00341', 'Q9H8T0')"
"('P63165', 'Q5VWQ0')"
"('O75970', 'P56750')"
"('Q8IYB3', 'Q9BUJ2')"
"('P62714', 'Q9BXT2')"
"('Q9HBE4', 'P42701')"
"('Q96HB5', 'Q99750')"
"('Q13315', 'Q00610')"
"('Q99689', 'Q13332')"
"('P15056', 'Q9Y6X8')"
"('O43707', 'P60709')"
"('P80098', 'Q99689')"
"('Q96M83', 'Q9UBU7')"
"('P25100', 'Q14315')"
"('P35680', 'Q8IWU6')"
"('Q9NR96', 'Q15109')"
"('O75083', 'P62993')"
"('Q676U5', 'Q9GZQ8')"
"('P78352', 'O43166')"
"('Q9BWH2', 'P46459')"
"('Q12873', 'P15090')"
"('Q9H9D4', 'P14174')"
"('Q66K89', 'Q8N448')"
"('Q9UDY2', 'Q13813')"
"('Q13177', 'P83731')"
"('Q03518', 'O60641')"
"('406987', 'P09629')"
"('O15198', 'Q9BTW9')"
"('P51610', 'P28749')"
"('P12111', 'P13612')"
"('P51817', 'Q02846')"
"('Q13573', 'P14625')"
"('Q96RG2', 'P01589')"
"('Q9BYD1', 'Q9Y4K3')"
"('P12814', 'Q07157')"
"('Q15365', 'P30480')"
"('P51809', 'Q9UNK0')"
"('P16383', 'Q9Y490')"
"('Q99459', 'Q96CW5')"
"('P00966', 'P10398')"
"('P16520', 'Q00975')"
"('O15455', 'Q8IUC6')"
"('O60262', 'P08172')"
"('Q5T3J3', 'P51693')"
"('P05198', 'B5ME19')"
"('Q9P1W9', 'P54253')"
"('Q8IZI9', 'P48357')"
"('Q9NWZ3', 'Q15750')"
"('Q99731', 'P10914')"
"('P62834', 'O00522')"
"('P07814', 'Q00653')"
"('O43390', 'P31943')"
"('Q8TBF2', 'O15530')"
"('P10827', 'Q9Y618')"
"('P25942', 'P11142')"
"('P42694', 'P55854')"
"('Q13315', 'Q5VVJ2')"
"('Q92993', 'Q6N063')"
"('O94762', 'P01033')"
"('Q9HBG4', 'P29353')"
"('Q9Y679', 'Q9Y664')"
"('Q9UKX7', 'Q9BW27')"
"('Q13315', 'Q4G0J3')"
"('P36897', 'Q9GZS3')"
"('P62837', 'Q15843')"
"('Q9NW08', 'O14802')"
"('P21246', 'Q96EW2')"
"('P41743', 'Q16543')"
"('P12980', 'P40616')"
"('Q9NP98', 'Q9HAU4')"
"('P62993', 'Q16559')"
"('Q8NAA4', 'P04183')"
"('Q07889', 'P59998')"
"('Q9NW38', 'Q96B02')"
"('P04156', 'Q14515')"
"('Q9H0U4', 'Q8TDZ2')"
"('P08631', 'Q9Y3L3')"
"('P49023', 'Q15262')"
"('Q9HCS7', 'P62487')"
"('P26678', 'P23297')"
"('P78509', 'P05556')"
"('Q92583', 'P51677')"
"('Q9UJX2', 'Q8TAQ2')"
"('P56545', 'P49915')"
"('P0CG48', 'Q13191')"
"('P52306', 'P62834')"
"('Q12860', 'Q16659')"
"('P48200', 'Q9BYM8')"
"('P00441', 'P18146')"
"('P56192', 'P13805')"
"('O00501', 'Q07157')"
"('P78556', 'P51677')"
"('Q13485', 'Q96D21')"
"('Q9BUY5', 'Q99750')"
"('Q9BQ89', 'P06241')"
"('Q96A08', 'Q6FI13')"
"('Q9HC52', 'P54257')"
"('Q8N8V2', 'Q92734')"
"('Q9UBY5', 'Q9UK08')"
"('Q96BA8', 'Q68CJ9')"
"('P78347', 'P11831')"
"('Q9UBZ9', 'O75417')"
"('Q86VX9', 'Q9H270')"
"('P20226', 'P01100')"
"('Q9H1Y0', 'Q7Z6L1')"
"('P10275', 'P37088')"
"('P11021', 'O95819')"
"('P46527', 'O00505')"
"('Q15287', 'Q86VM9')"
"('P03891', 'O96000')"
"('Q86UX6', 'P62993')"
"('P16104', 'P09525')"
"('P51991', 'P67809')"
"('TZF', 'P10275')"
"('P02749', 'P98164')"
"('Q9Y6N9', 'Q13402')"
"('Q9P2N4', 'Q8WZA2')"
"('Q8WU17', 'Q9H832')"
"('O15360', 'Q68CP9')"
"('P62993', 'Q9H204')"
"('Q16637', 'Q13573')"
"('Q9UQ80', 'P62913')"
"('P13667', 'O95257')"
"('P30153', 'Q9BXT2')"
"('P19438', 'O00220')"
"('Q8N264', 'P15153')"
"('P48556', 'Q06323')"
"('Q15834', 'P62191')"
"('O43261', 'P68371')"
"('P60709', 'P35268')"
"('P56645', 'Q8TAK6')"
"('P46781', 'Q9Y478')"
"('Q15427', 'Q15811')"
"('O60493', 'P23508')"
"('Q00987', 'Q16665')"
"('P49427', 'P68400')"
"('Q92621', 'Q99623')"
"('Q13105', 'P62256')"
"('P98170', 'O15392')"
"('Q9Y4K3', 'Q16658')"
"('P04440', 'P20036')"
"('P28472', 'Q9NQX3')"
"('P25963', 'P04350')"
"('P42224', 'Q04206')"
"('Q13769', 'Q8NI27')"
"('P30154', 'Q8IZS8')"
"('Q15717', 'P01137')"
"('P62906', 'P62987')"
"('Q99459', 'O75821')"
"('Q05086', 'O15198')"
"('Q9UGI9', 'Q9UBK2')"
"('O95400', 'P35637')"
"('P51813', 'O95163')"
"('P02545', 'P35555')"
"('P46781', 'P62244')"
"('Q15555', 'P25791')"
"('Q8N257', 'Q16777')"
"('P18146', 'O95644')"
"('P62136', 'P16220')"
"('Q8TBK6', 'Q96MF2')"
"('P25116', 'P48736')"
"('Q8TD19', 'P36897')"
"('Q96AW1', 'Q6IB77')"
"('Q13873', 'P45983')"
"('P60953', 'Q13009')"
"('Q14192', 'P23246')"
"('P20936', 'P04626')"
"('Q9UKV0', 'Q96KK5')"
"('P48643', 'Q15257')"
"('Q13017', 'P63000')"
"('Q06190', 'Q01668')"
"('Q9H1R3', 'P60660')"
"('Q5EB52', 'P19883')"
"('P78369', 'Q96B33')"
"('O14717', 'Q15047')"
"('Q9UET6', 'P07237')"
"('P85299', 'Q6R327')"
"('P56880', 'O95471')"
"('Q9NRL3', 'P08243')"
"('Q9NZQ3', 'P61981')"
"('Q6DN90', 'Q92985')"
"('Q14186', 'O00716')"
"('Q13151', 'Q14011')"
"('P16220', 'Q643R3')"
"('Q9Y478', 'Q9NR30')"
"('Q86U86', 'Q13573')"
"('O14508', 'Q14765')"
"('O43889', 'Q16649')"
"('Q16659', 'Q71U36')"
"('Q99638', 'Q92547')"
"('P46977', 'Q86WV6')"
"('P55085', 'P50148')"
"('O15394', 'P04156')"
"('O15121', 'Q53HC9')"
"('P28335', 'P50148')"
"('P08238', 'P13805')"
"('P78509', 'P18564')"
"('P61927', 'Q07020')"
"('P42771', 'P49736')"
"('O43156', 'Q96Q15')"
"('Q92793', 'Q13185')"
"('Q8N5W9', 'O14798')"
"('P49716', 'Q8N335')"
"('P35244', 'Q86WJ1')"
"('P10275', 'P08473')"
"('P63092', 'O95622')"
"('Q04206', 'P35228')"
"('Q16401', 'Q06323')"
"('P01834', 'P01871')"
"('P12081', 'P62195')"
"('Q14781', 'Q99750')"
"('Q16659', 'O15145')"
"('P38159', 'Q14011')"
"('Q9Y2D8', 'Q08043')"
"('Q02750', 'Q96RU8')"
"('P51991', 'Q01130')"
"('Q15648', 'P10071')"
"('P12882', 'P11171')"
"('P08670', 'Q13426')"
"('P19838', 'Q8NFZ5')"
"('O60613', 'Q13145')"
"('Q9Y6E0', 'Q8WUM4')"
"('Q8IXH7', 'Q99816')"
"('Q13151', 'Q9BUJ2')"
"('P02768', 'P10124')"
"('P10071', 'Q9NRP7')"
"('Q92769', 'P51532')"
"('P15153', 'P05060')"
"('Q6WCQ1', 'Q07889')"
"('P46527', 'P49815')"
"('P27986', 'P11678')"
"('P30480', 'P61289')"
"('P15170', 'O00422')"
"('Q14558', 'Q13418')"
"('P51784', 'Q14457')"
"('P99999', 'P01243')"
"('P55774', 'P51684')"
"('O75531', 'P42166')"
"('Q13243', 'P84103')"
"('P47992', 'O00574')"
"('O15111', 'P35222')"
"('Q8TD19', 'O95166')"
"('P12814', 'Q9Y2D8')"
"('P35749', 'P25054')"
"('O60264', 'Q9UBC5')"
"('P82650', 'Q9UBC1')"
"('O95182', 'Q9P0J0')"
"('Q9UFG5', 'O43264')"
"('P25445', 'O75340')"
"('P12110', 'P26012')"
"('P16104', 'Q14191')"
"('P62258', 'Q96L34')"
"('Q16512', 'Q9ULK5')"
"('Q99459', 'Q01082')"
"('Q8IY92', 'Q13501')"
"('P29460', 'Q9NPF7')"
"('Q15155', 'Q9HAU4')"
"('P23528', 'P17612')"
"('P38159', 'Q9BUJ2')"
"('P18206', 'O75325')"
"('Q16644', 'P04792')"
"('P84022', 'Q9UI36')"
"('Q13418', 'Q9H3U1')"
"('Q03013', 'Q5T3J3')"
"('P27482', 'P06737')"
"('P62258', 'P10398')"
"('P05388', 'Q9UQ80')"
"('Q6P2I7', 'Q9Y376')"
"('Q92993', 'P29074')"
"('Q13416', 'Q9H211')"
"('Q12824', 'P06400')"
"('O75081', 'Q9UFB7')"
"('Q13243', 'P62306')"
"('Q9UKV8', 'Q9H0S4')"
"('Q13011', 'Q14197')"
"('Q99717', 'Q15393')"
"('Q07912', 'P16333')"
"('O15297', 'Q16539')"
"('Q15047', 'Q8TAD8')"
"('P12931', 'Q9UI08')"
"('O00471', 'Q99459')"
"('407021', 'Q5ZPR3')"
"('P51114', 'O95084')"
"('P15260', 'P18146')"
"('Q15256', 'P19022')"
"('Q13794', 'Q07820')"
"('Q9UI30', 'P30480')"
"('O14512', 'P17181')"
"('Q9UET6', 'P62333')"
"('O43439', 'Q96HA8')"
"('O00716', 'P30304')"
"('Q9Y2X8', 'Q9Y4K3')"
"('P55795', 'P52756')"
"('Q9H293', 'P46379')"
"('O00141', 'P48048')"
"('P51692', 'Q92793')"
"('Q14194', 'P05091')"
"('Q01130', 'Q08170')"
"('P05783', 'Q15628')"
"('Q9Y3C8', 'P40337')"
"('O75159', 'Q9HBE5')"
"('Q86XI2', 'P01106')"
"('Q8WWI1', 'P12814')"
"('Q06830', 'O95163')"
"('P46783', 'Q01201')"
"('P49841', 'P53396')"
"('Q2QGD7', 'Q16637')"
"('P07910', 'Q9UKM9')"
"('P12956', 'Q9NX76')"
"('Q9Y478', 'P35580')"
"('Q9BZF9', 'Q99759')"
"('Q9GZT5', 'O00144')"
"('Q08345', 'P02766')"
"('P46779', 'P62987')"
"('P23471', 'P41240')"
"('Q00005', 'Q15323')"
"('P60953', 'Q13153')"
"('P31994', 'Q92835')"
"('Q9UGJ1', 'P68363')"
"('P42336', 'P40763')"
"('Q86YF9', 'Q9NQZ3')"
"('O75593', 'Q9BQ52')"
"('Q05655', 'Q9NSI5')"
"('P45984', 'Q12778')"
"('Q12923', 'P62993')"
"('Q9H0R8', 'Q02156')"
"('O43318', 'O75478')"
"('Q14498', 'Q96N46')"
"('Q9Y478', 'P61077')"
"('Q9H444', 'P40818')"
"('P51817', 'Q8TEY5')"
"('P15018', 'Q08334')"
"('Q9H074', 'Q14240')"
"('Q9H832', 'Q14527')"
"('P07437', 'P15498')"
"('P48039', 'Q9P2W3')"
"('P05113', 'P42229')"
"('Q04759', 'O15111')"
"('P01106', 'Q92537')"
"('Q13952', 'P30307')"
"('Q8IV63', 'P67870')"
"('Q9Y619', 'P55157')"
"('P07585', 'P02452')"
"('Q8N264', 'P61587')"
"('P01106', 'O95456')"
"('P01242', 'Q08334')"
"('P35626', 'Q8NGP2')"
"('Q9HBM1', 'O14777')"
"('Q5T3J3', 'Q9Y6H6')"
"('Q14332', 'P35222')"
"('P04150', 'Q71SY5')"
"('Q9HCK4', 'Q9Y6N7')"
"('P15927', 'Q13432')"
"('P24385', 'P11802')"
"('P51617', 'O43318')"
"('Q9HCK5', 'P63173')"
"('P62136', 'Q4KMQ1')"
"('P01303', 'P28221')"
"('P26641', 'P04350')"
"('Q96BD6', 'Q93034')"
"('O43913', 'O43929')"
"('Q96QE5', 'Q15005')"
"('P08238', 'Q8TDR0')"
"('Q04637', 'Q8NFH3')"
"('Q9BQD3', 'Q9GZT8')"
"('P05113', 'P16471')"
"('Q9Y3M8', 'Q7L0Q8')"
"('P19875', 'P49238')"
"('P30450', 'Q14952')"
"('Q9Y3C7', 'Q9NX70')"
"('P0CJ77', 'P25090')"
"('Q15843', 'P24941')"
"('O94832', 'O76071')"
"('Q9UGP4', 'P10276')"
"('P38405', 'Q08462')"
"('Q8WYQ5', '406954')"
"('Q13547', 'O14529')"
"('P18084', 'P46108')"
"('Q96B02', 'P62841')"
"('Q15554', 'Q14191')"
"('O15151', 'O00505')"
"('Q69YH5', 'O95243')"
"('Q9H9Y6', 'P17480')"
"('O00159', 'Q9Y6K9')"
"('P27635', 'P18077')"
"('P32456', 'O60238')"
"('P51690', 'Q9Y2Z9')"
"('P23588', 'Q9HCK5')"
"('O15541', 'Q14498')"
"('Q9NP79', 'Q05516')"
"('Q9Y4E8', 'O95990')"
"('P61981', 'Q8ND76')"
"('Q13509', 'Q15012')"
"('P68104', 'Q8NFJ9')"
"('Q8NG31', 'O43683')"
"('Q9Y572', 'P21333')"
"('Q9H237', 'Q9UBV4')"
"('P05108', 'P21281')"
"('P50613', 'Q07869')"
"('Q10586', 'Q9Y5B9')"
"('Q6NUN9', 'Q9NYL2')"
"('P48059', 'P36897')"
"('O94916', 'P26447')"
"('Q96PM5', 'Q92685')"
"('Q99727', 'P08253')"
"('Q9Y468', 'P24864')"
"('P04049', 'P32121')"
"('Q96RG2', 'Q93100')"
"('P78545', 'P27797')"
"('O95376', 'P51681')"
"('Q9UM54', 'Q14164')"
"('P35080', 'Q13424')"
"('Q13619', 'P16104')"
"('Q07157', 'Q13813')"
"('Q9UII4', 'P51965')"
"('P52565', 'P08134')"
"('O75376', 'Q14995')"
"('P62899', 'O60739')"
"('Q13509', 'Q969W0')"
"('Q15653', 'Q9GZS1')"
"('P31152', 'P35568')"
"('P49792', 'P21675')"
"('Q8WYR1', 'Q06187')"
"('P27448', 'P05060')"
"('O75251', 'O95167')"
"('Q15286', 'P60709')"
"('Q13158', 'O95243')"
"('P61313', 'P83881')"
"('Q8NFD5', 'Q92925')"
"('P03901', 'Q86Y39')"
"('Q02363', 'Q16666')"
"('P11836', 'P22415')"
"('Q10570', 'Q13573')"
"('Q00325', 'P19438')"
"('O14818', 'P25788')"
"('Q02556', 'Q9NPF2')"
"('Q9BPY3', 'Q9P2H0')"
"('Q9P2H0', 'Q9NUL3')"
"('Q13485', 'Q8TAK6')"
"('Q8N5K1', 'P01241')"
"('P51970', 'O96000')"
"('P26367', 'O94829')"
"('O15520', 'P07333')"
"('Q99459', 'Q09666')"
"('Q7L5D6', 'Q92956')"
"('P23025', 'P20585')"
"('Q09472', 'O95352')"
"('O75807', 'P56945')"
"('P27986', 'O43150')"
"('O14964', 'O75962')"
"('O95059', 'P78346')"
"('O75896', 'P50851')"
"('P12004', 'P20585')"
"('Q9NZQ3', 'P62837')"
"('O75554', 'P08621')"
"('Q9NP97', 'P30480')"
"('406919', 'P50222')"
"('P60709', 'Q9Y230')"
"('P24666', 'P11171')"
"('P27986', 'P26373')"
"('P42336', 'P42345')"
"('Q13444', 'P07947')"
"('P54727', 'Q16531')"
"('Q9H469', 'Q9H0M0')"
"('P21246', 'Q9Y6N8')"
"('Q96MT3', 'Q9ULK5')"
"('Q15008', 'P28074')"
"('P41235', 'P10635')"
"('Q96EE3', 'Q13573')"
"('Q96BK5', 'P25189')"
"('Q9BRA2', 'P40337')"
"('Q9NW64', 'Q9BUJ2')"
"('Q9Y5S9', 'Q13435')"
"('P03901', 'O95870')"
"('P16104', 'Q86WJ1')"
"('P50991', 'P60510')"
"('O43741', 'Q9UGI9')"
"('P49792', 'Q9BW27')"
"('P46109', 'P04626')"
"('Q5JSZ5', 'Q15306')"
"('P63104', 'Q8WUI4')"
"('Q9Y5I7', 'A6NM45')"
"('P40938', 'P01106')"
"('P05000', 'Q9UHF4')"
"('O95619', 'Q13315')"
"('Q9GZR7', 'Q13813')"
"('Q8N423', 'P13746')"
"('O75400', 'P10644')"
"('Q03135', 'P01112')"
"('Q16659', 'Q05639')"
"('P29400', 'P06756')"
"('P35749', 'Q9BQ83')"
"('P41586', 'O14775')"
"('P36639', 'P78549')"
"('P12931', 'O43150')"
"('P61513', 'P18124')"
"('Q9H204', 'P06241')"
"('Q07157', 'Q96GC9')"
"('O60239', 'Q06187')"
"('P16333', 'Q8IVH8')"
"('P33993', 'P51946')"
"('Q9Y2X8', 'Q6UVK1')"
"('P12931', 'P26373')"
"('P08311', 'O00254')"
"('O75694', 'Q96HA1')"
"('P51531', 'Q86U86')"
"('Q5VWX1', 'P38159')"
"('Q8NEM0', 'Q15554')"
"('P18146', 'Q14585')"
"('Q9NZM1', 'P63104')"
"('P32780', 'Q92759')"
"('Q15744', 'Q01094')"
"('P49767', 'P07333')"
"('O15164', 'Q5VVX9')"
"('Q7Z434', 'Q9UHD2')"
"('Q96QV1', 'O95897')"
"('406887', 'P05231')"
"('Q9Y6J9', 'O75558')"
"('P07225', 'P00734')"
"('Q8TEW0', 'P31946')"
"('Q8TAX7', 'P35080')"
"('P06401', 'P48736')"
"('P15692', 'Q96CV9')"
"('Q8N2W9', 'Q9H213')"
"('P06730', 'Q9UBU9')"
"('P49368', 'Q9NT62')"
"('P06241', 'Q06124')"
"('O96018', 'Q92844')"
"('Q08209', 'P63098')"
"('P57678', 'P09382')"
"('Q9Y6N6', 'P05556')"
"('Q92538', 'P62330')"
"('P26368', 'Q07666')"
"('Q96BK5', 'P46783')"
"('P56537', 'Q9Y3A5')"
"('P63104', 'P32929')"
"('P10827', 'Q96ST3')"
"('Q12851', 'P29622')"
"('Q9UL18', 'Q7L2E3')"
"('P21917', 'P63096')"
"('P25490', 'Q8IY57')"
"('O95816', 'O95391')"
"('Q9UL18', 'Q99623')"
"('P10275', 'Q13889')"
"('P28562', 'P27361')"
"('Q9Y5I3', 'P46108')"
"('P27361', 'Q9BZM2')"
"('P27348', 'O15198')"
"('P13010', 'Q15233')"
"('P56134', 'P01106')"
"('Q969Q6', 'Q8IZS8')"
"('Q04206', 'Q96RU7')"
"('P22612', 'Q32MK0')"
"('Q13535', 'Q15648')"
"('Q99741', 'Q13415')"
"('Q9UKG1', 'Q01968')"
"('P46777', 'P62899')"
"('Q9BRX2', 'O75746')"
"('P31946', 'P30305')"
"('P35968', 'P60953')"
"('P41220', 'O95568')"
"('P61077', 'O75592')"
"('P49815', 'O14640')"
"('P43146', 'Q8IZJ1')"
"('Q9BY77', 'Q09161')"
"('P62993', 'Q9Y2W1')"
"('Q13148', 'P30480')"
"('P27986', 'P61981')"
"('O94805', 'P20073')"
"('P01857', 'P02647')"
"('P07204', 'P04070')"
"('Q7Z6M2', 'O00571')"
"('P61966', 'P53985')"
"('Q15714', 'O95785')"
"('Q6FI13', 'O60814')"
"('P48065', 'Q96RT1')"
"('Q9UK53', 'Q09028')"
"('P18858', 'P41220')"
"('Q9Y678', 'Q13418')"
"('Q9UHH9', 'P07900')"
"('Q16629', 'Q14683')"
"('P62263', 'Q04206')"
"('Q9H1J7', 'O75197')"
"('Q13164', 'Q06413')"
"('Q9Y675', 'O76070')"
"('P31947', 'Q86X27')"
"('Q14197', 'O95202')"
"('O15198', 'P07602')"
"('Q15365', 'P55795')"
"('P48742', 'P67870')"
"('O43586', 'Q9UJX6')"
"('P62140', 'O95639')"
"('P13498', 'P35228')"
"('Q14197', 'Q9HCC0')"
"('O75477', 'P30086')"
"('P26599', 'Q99459')"
"('Q9HBE4', 'P15260')"
"('O75489', 'O95139')"
"('Q07812', 'Q15388')"
"('P04637', 'Q9HBJ7')"
"('P13747', 'Q13241')"
"('P19320', 'P26010')"
"('O14908', 'P98164')"
"('O14640', 'Q5S007')"
"('P05067', 'P38405')"
"('574442', 'O00628')"
"('P11233', 'P62158')"
"('Q969S8', 'O75367')"
"('P18858', 'P18146')"
"('P15880', 'P23396')"
"('Q9H492', 'Q9Y4P1')"
"('Q9BY41', 'P0C5Z0')"
"('P78545', 'Q9UQ90')"
"('Q96BH1', 'O14933')"
"('Q14683', 'Q8WVM7')"
"('Q93062', 'Q9UJX2')"
"('Q16778', 'O95819')"
"('P62258', 'P42167')"
"('O95400', 'Q9UHX1')"
"('P68371', 'Q9UI14')"
"('P12931', 'P61981')"
