negatives
"('P35610', 'Q9Y3E0')"
"('Q96DB2', 'P29590')"
"('Q13277', 'Q9UHD2')"
"('Q5VYK3', 'P54727')"
"('P34897', 'P49448')"
"('Q13905', 'P16333')"
"('P21926', 'Q9BQB6')"
"('P15822', 'Q96BI3')"
"('Q9H307', 'Q9P127')"
"('P45973', 'Q96KQ7')"
"('Q6P1M9', 'Q92624')"
"('P61604', 'Q14847')"
"('P43234', 'P01042')"
"('Q86Y33', 'P09601')"
"('Q7LGA3', 'P01892')"
"('Q8WWM7', 'Q13618')"
"('Q9UKL0', 'P68431')"
"('Q8NGC0', 'P62873')"
"('Q13615', 'Q8IVT5')"
"('Q07021', 'P55809')"
"('P48380', 'Q9Y3I0')"
"('Q8NH67', 'P62873')"
"('Q9Y6M1', 'Q9NZI8')"
"('P43378', 'O15126')"
"('O00214', 'P23470')"
"('O00222', 'P16520')"
"('Q9UBB9', 'Q8TBF8')"
"('Q6PKG0', 'Q96S53')"
"('Q96AZ1', 'Q8N163')"
"('Q05D32', 'O14975')"
"('Q9Y291', 'Q9UGY1')"
"('Q96SY0', 'Q8TEK3')"
"('P62979', 'Q9UJ41')"
"('Q969D9', 'Q6UWB1')"
"('Q8NHW5', 'P39023')"
"('Q03111', 'Q16778')"
"('P61006', 'Q14964')"
"('Q969G3', 'O75360')"
"('Q13618', 'Q92905')"
"('Q9BYD6', 'Q9UI12')"
"('Q7Z3I7', 'Q15323')"
"('Q12972', 'Q52LJ0')"
"('P36543', 'Q13492')"
"('Q9Y5Q9', 'Q96LK0')"
"('Q9UBU9', 'Q9H1B4')"
"('Q9HAU5', 'O95057')"
"('Q16665', 'P49336')"
"('P20700', 'O94817')"
"('O60356', 'P35637')"
"('Q14966', 'P55196')"
"('Q8NEY1', 'Q96ST8')"
"('P01106', 'Q9UI12')"
"('P37802', 'O94782')"
"('P21731', 'Q13976')"
"('Q96EZ8', 'Q9H4L5')"
"('P27824', 'P20963')"
"('Q7KZ85', 'Q86WV1')"
"('P19784', 'Q9Y5B0')"
"('Q9P2G3', 'Q8NFF5')"
"('P06744', 'P08579')"
"('Q8NGW6', 'Q9P2W3')"
"('P28328', 'P40855')"
"('Q01860', 'Q8WUA4')"
"('Q15050', 'Q9BTC0')"
"('P51451', 'Q13490')"
"('O43521', 'O75348')"
"('Q99832', 'Q7Z4S6')"
"('Q14974', 'Q9H8W3')"
"('O75152', 'P29558')"
"('Q96EK7', 'Q6PIL6')"
"('O95166', 'P54619')"
"('Q8NI77', 'Q08050')"
"('O00567', 'P18621')"
"('Q969G3', 'Q13315')"
"('P11142', 'P55072')"
"('Q4G0F5', 'P04629')"
"('Q9Y334', 'P49759')"
"('Q9UJV3', 'Q6NX45')"
"('P01730', 'P04899')"
"('Q9UBB4', 'Q9H173')"
"('P21709', 'Q8N5V2')"
"('P05023', 'P38606')"
"('Q6P3X3', 'P49368')"
"('O00214', 'Q92673')"
"('Q9NYL9', 'P50225')"
"('O95274', 'O94919')"
"('Q05707', 'Q8N0V5')"
"('Q9NRD1', 'P04181')"
"('O43390', 'P22626')"
"('P25788', 'P10809')"
"('P25686', 'P54252')"
"('P35568', 'P31947')"
"('P17987', 'Q9HCE7')"
"('Q9NWT1', 'Q16666')"
"('O95155', 'P42771')"
"('P12830', 'Q99959')"
"('O14933', 'Q96BH1')"
"('P00533', 'P98172')"
"('P51571', 'Q92905')"
"('Q9BPX3', 'Q9ULT8')"
"('Q9NVC6', 'Q9NX70')"
"('Q969X5', 'P53990')"
"('P13987', 'P49459')"
"('Q96NZ9', 'P50222')"
"('P62847', 'P42677')"
"('Q71U36', 'O95831')"
"('P18887', 'Q9UGP5')"
"('Q9UM11', 'Q99708')"
"('Q13885', 'Q9H492')"
"('P98175', 'Q8TBE0')"
"('Q00839', 'Q9H0A0')"
"('P02545', 'Q5VWP3')"
"('P11717', 'Q15075')"
"('P26006', 'P46063')"
"('A2VCK2', 'Q9BYR6')"
"('P61326', 'O14744')"
"('Q12962', 'Q16514')"
"('Q49AN0', 'Q9Y297')"
"('Q6NT76', 'Q9Y3M9')"
"('Q14847', 'O60404')"
"('Q96A72', 'O75558')"
"('P11586', 'P04629')"
"('Q96LZ3', 'Q13255')"
"('P16220', 'P04070')"
"('P04180', 'P01023')"
"('P04632', 'Q15078')"
"('P68400', 'P12956')"
"('P52756', 'Q14683')"
"('P04637', 'P01135')"
"('Q5TAB7', 'Q92734')"
"('P29353', 'O43707')"
"('P24941', 'P48735')"
"('Q04721', 'Q96J88')"
"('Q9BXS5', 'Q96QR8')"
"('Q86UE4', 'Q04206')"
"('P19784', 'O14640')"
"('Q13838', 'P09012')"
"('Q99459', 'P25787')"
"('O60282', 'P48058')"
"('Q9HAW0', 'P57088')"
"('Q8IWL3', 'Q8TCS8')"
"('Q5BKZ1', 'P43243')"
"('P37275', 'Q00534')"
"('Q9BV90', 'P06733')"
"('P05388', 'P46940')"
"('P53367', 'Q86V21')"
"('Q86WB0', 'P14635')"
"('P10276', 'P05164')"
"('Q9NPH0', 'P99999')"
"('P43351', 'P84077')"
"('O43638', 'P17482')"
"('P04629', 'P08865')"
"('P05067', 'P57076')"
"('P27540', 'P10275')"
"('P49368', 'Q9NY27')"
"('O60262', 'Q9UGJ0')"
"('Q6P1M3', 'Q96CN9')"
"('O75940', 'Q9HCE1')"
"('A8MT69', 'Q9H9A7')"
"('Q08945', 'Q99880')"
"('O95816', 'O43765')"
"('O00165', 'P09471')"
"('Q9BUL5', 'Q6UWE0')"
"('P84243', 'Q9UNL4')"
"('Q13310', 'Q13838')"
"('P01566', 'Q14626')"
"('O00487', 'O00233')"
"('O00358', 'P31276')"
"('Q8NHQ1', 'P27987')"
"('Q14582', 'P04278')"
"('Q9Y5U4', 'P0DMV8')"
"('P62753', 'P39023')"
"('P47756', 'P54920')"
"('P84243', 'Q9NR48')"
"('Q6IQ23', 'P49715')"
"('P53041', 'Q06190')"
"('P31150', 'Q8NBJ4')"
"('Q71U36', 'P08238')"
"('Q15109', 'O14786')"
"('Q15717', 'O43541')"
"('Q05397', 'O14508')"
"('P48051', 'P14416')"
"('O14530', 'P21246')"
"('Q969H8', 'Q6VAB6')"
"('Q6VAB6', 'Q9Y5S2')"
"('Q00987', 'P26447')"
"('O15060', 'Q8WV44')"
"('Q567U6', 'P61244')"
"('Q16531', 'P42345')"
"('P30049', 'Q9NQT5')"
"('Q8NC56', 'Q99871')"
"('Q9UPZ9', 'Q9NTX9')"
"('P23560', 'P17275')"
"('Q15020', 'P49720')"
"('Q14839', 'Q8IVT5')"
"('Q99436', 'P51665')"
"('P62258', 'P41743')"
"('P63167', 'P17612')"
"('O75970', 'Q14807')"
"('Q7L591', 'Q9UKG1')"
"('P35579', 'P84996')"
"('Q9NRL3', 'P30153')"
"('Q13751', 'P10809')"
"('Q00534', 'Q05519')"
"('P78524', 'Q6P1M3')"
"('Q9BXW6', 'P41182')"
"('Q13263', 'P68431')"
"('P20073', 'O15442')"
"('Q7Z3I7', 'Q9H257')"
"('P49848', 'Q15543')"
"('Q6ICB0', 'Q9HCE1')"
"('O43474', 'Q92769')"
"('Q96EP5', 'O00308')"
"('P15923', 'P0DME0')"
"('O95359', 'P07199')"
"('Q7Z5H3', 'Q9H4E5')"
"('Q9H492', 'P14136')"
"('O95433', 'Q15714')"
"('Q9BVJ6', 'P41218')"
"('O43395', 'P63162')"
"('P06493', 'Q16665')"
"('Q9UQK1', 'Q9UD71')"
"('Q9Y6K9', 'P05787')"
"('O96019', 'Q01201')"
"('P61978', 'Q08170')"
"('Q9BQ66', 'Q9BTY2')"
"('Q9Y262', 'P30504')"
"('Q02548', 'Q6ISB3')"
"('P61599', 'Q9BXJ9')"
"('Q13557', 'P62269')"
"('P61968', 'Q16348')"
"('Q13009', 'P08134')"
"('Q13617', 'P61201')"
"('Q7L5A3', 'Q3LI72')"
"('P51817', 'Q96PU5')"
"('Q9NW08', 'Q9H410')"
"('P19320', 'Q9Y5J1')"
"('Q13155', 'Q6FI81')"
"('P55957', 'P32456')"
"('P40337', 'P07900')"
"('P34897', 'Q9UG63')"
"('Q15022', 'Q86W42')"
"('Q8TAP4', 'Q8NA61')"
"('O95817', 'Q8TBE9')"
"('P43364', 'Q9Y375')"
"('Q9UI47', 'P62258')"
"('O94992', 'P19784')"
"('P29460', 'P16471')"
"('Q15654', 'Q9H0E2')"
"('P55072', 'P55211')"
"('P51170', 'P40818')"
"('Q96RL7', 'P00533')"
"('Q9Y3F4', 'P35228')"
"('Q9Y3E0', 'Q9Y6R4')"
"('O75771', 'Q9UPT6')"
"('Q13617', 'Q96QB1')"
"('P02649', 'P02768')"
"('P61964', 'Q9BQG0')"
"('Q9H0K1', 'Q9H6Z9')"
"('P09874', 'P11142')"
"('Q16531', 'Q14315')"
"('Q96S94', 'P19784')"
"('P01106', 'P16066')"
"('O75528', 'O94864')"
"('P62140', 'Q9H2Y7')"
"('Q92630', 'O75469')"
"('Q9H4L4', 'Q9Y4E8')"
"('P05386', 'P84098')"
"('Q13526', 'Q15390')"
"('O60551', 'Q8ND25')"
"('P02768', 'Q04118')"
"('Q6ZU80', 'P35226')"
"('Q9NP66', 'P51687')"
"('Q6VVB1', 'Q9UQK1')"
"('Q16082', 'Q14896')"
"('Q6P1J9', 'Q05639')"
"('Q9HBM6', 'Q96BN2')"
"('P21926', 'P60033')"
"('Q9NNX6', 'Q14164')"
"('Q9UMR2', 'P02763')"
"('P40225', 'P42702')"
"('O43638', 'Q01826')"
"('P27708', 'Q8TC44')"
"('Q08881', 'Q9UKW4')"
"('Q969X5', 'P04899')"
"('Q01860', 'P23284')"
"('P61204', 'Q9UJY4')"
"('Q14141', 'Q8IYM1')"
"('Q6NUN9', 'Q96L21')"
"('Q9UBC3', 'P24928')"
"('Q92597', 'Q86X19')"
"('P17655', 'Q9NY97')"
"('P62854', 'P08708')"
"('Q8IZT6', 'Q9BQE3')"
"('P14416', 'Q9UK08')"
"('Q9UNF1', 'O95467')"
"('O95793', 'Q9Y5M8')"
"('P62333', 'P61960')"
"('O43482', 'Q92764')"
"('Q86T24', 'Q9BTV6')"
"('Q5T1V6', 'P62807')"
"('P25054', 'P49023')"
"('Q15363', 'Q9H8Y8')"
"('Q03112', 'Q13547')"
"('P60520', 'Q8N653')"
"('P28482', 'Q9BRK4')"
"('P28062', 'P82933')"
"('Q9ULD4', 'P27986')"
"('Q9BUZ4', 'P14598')"
"('Q15040', 'Q8TBB1')"
"('P41229', 'Q96KQ7')"
"('Q9Y2X8', 'Q86Y01')"
"('O76080', 'Q13233')"
"('P05412', 'P32519')"
"('Q86VP1', 'Q13137')"
"('Q9UMR3', 'P53004')"
"('P62917', 'Q9H6W3')"
"('Q8NCN5', 'Q9UBU9')"
"('Q14061', 'Q5RL73')"
"('Q9NXB0', 'Q9NWS0')"
"('Q99436', 'Q9UNM6')"
"('P04629', 'P43378')"
"('Q6ZW49', 'P60900')"
"('Q9BQG0', 'Q14999')"
"('Q9Y4E8', 'O95149')"
"('P30153', 'Q99459')"
"('P35637', 'Q15637')"
"('P01241', 'P15509')"
"('P0DP23', 'Q15796')"
"('P19474', 'Q5TC82')"
"('Q8NGZ6', 'P62873')"
"('Q9H410', 'P29590')"
"('P10275', 'P09874')"
"('Q15018', 'P35998')"
"('Q9HAU5', 'Q8IZH2')"
"('Q8IUH5', 'Q96B77')"
"('P24941', 'Q16667')"
"('Q96S44', 'P49759')"
"('P06132', 'P00533')"
"('O43427', 'Q12767')"
"('Q9NNW7', 'O75376')"
"('O15034', 'O00555')"
"('Q00653', 'O14920')"
"('P62753', 'Q9BZM1')"
"('P29590', 'P13056')"
"('Q16629', 'Q15910')"
"('Q16539', 'Q96RR4')"
"('P10644', 'Q9Y6D5')"
"('Q8NFH3', 'Q8NFH5')"
"('Q8N3L3', 'Q8IYE1')"
"('P13533', 'P19237')"
"('O75530', 'Q9H0U3')"
"('Q9BYG3', 'Q8TAE8')"
"('P06213', 'P51692')"
"('P07327', 'P19784')"
"('Q8IU60', 'P20618')"
"('O95398', 'Q92621')"
"('P35968', 'P46108')"
"('Q13285', 'P38919')"
"('O15320', 'Q86XR8')"
"('Q86TG7', 'Q9BXD5')"
"('Q9UM47', 'P04629')"
"('Q99590', 'Q9Y6B2')"
"('P54727', 'P55854')"
"('Q14657', 'Q9BWH6')"
"('Q9UBT7', 'Q8NA61')"
"('Q96HE9', 'O95625')"
"('O14920', 'Q9UNN5')"
"('Q9NRD1', 'Q9H6L2')"
"('P42685', 'P60484')"
"('Q96AP0', 'Q9UNE7')"
"('Q14498', 'P04637')"
"('P63220', 'P62424')"
"('P49841', 'O95271')"
"('Q9Y282', 'Q96AG3')"
"('Q13509', 'O15357')"
"('Q15154', 'O60308')"
"('P55196', 'O75420')"
"('A0JLT2', 'Q6IAN0')"
"('Q8IY26', 'Q16623')"
"('Q6RFH5', 'Q08J23')"
"('Q8IUH5', 'P52756')"
"('Q8N6K7', 'Q99996')"
"('Q9UJM8', 'Q13303')"
"('P35711', 'Q6PF18')"
"('Q6IPM2', 'Q5JR59')"
"('Q96PU5', 'Q96J92')"
"('Q16543', 'O94966')"
"('Q3LI72', 'Q9UQM7')"
"('Q6ZNJ1', 'P63104')"
"('P55040', 'A6NEM1')"
"('Q86Y97', 'P45973')"
"('P62834', 'Q15717')"
"('Q13509', 'P32121')"
"('Q9UBK2', 'O75469')"
"('P39210', 'Q16864')"
"('P19174', 'Q9GZS3')"
"('Q96ST8', 'Q2KHM9')"
"('O95155', 'Q15654')"
"('Q13884', 'O95477')"
"('P60709', 'P35579')"
"('Q9GZL7', 'Q8WUX9')"
"('O00483', 'P10176')"
"('Q99459', 'P84085')"
"('P05412', 'P29401')"
"('P63167', 'O60412')"
"('O75604', 'P36406')"
"('Q9H4B4', 'Q99828')"
"('Q01851', 'Q01844')"
"('O14640', 'Q9C0F1')"
"('Q9H492', 'Q9UKV8')"
"('Q99759', 'Q99683')"
"('P36952', 'O75152')"
"('P84022', 'P37275')"
"('P69891', 'P60520')"
"('Q86VX9', 'Q3SY56')"
"('Q96PN8', 'P55259')"
"('P08581', 'P42338')"
"('Q5TA81', 'P60014')"
"('O43464', 'O75489')"
"('Q96H20', 'Q9HCE5')"
"('P29590', 'P63208')"
"('P83916', 'P46013')"
"('P38936', 'Q9UMN6')"
"('Q02880', 'Q05655')"
"('P61964', 'Q9BRQ0')"
"('O75031', 'Q8WW01')"
"('Q15256', 'Q13164')"
"('Q5VVH5', 'P11142')"
"('O60645', 'Q96A65')"
"('P63208', 'P25786')"
"('P23526', 'P24941')"
"('P62753', 'Q00005')"
"('Q9NRX3', 'Q8N357')"
"('P26358', 'Q9NU63')"
"('Q9NVH2', 'Q6ZW49')"
"('Q14994', 'P43686')"
"('Q9NVH2', 'Q9NQW6')"
"('P22087', 'Q99848')"
"('Q15717', 'Q9NP79')"
"('P46108', 'P45983')"
"('P43628', 'P30510')"
"('Q5SRI9', 'Q96KN2')"
"('P42765', 'Q9BVS5')"
"('Q9UPS6', 'P53602')"
"('P03372', 'Q8N5C8')"
"('Q01167', 'Q9Y520')"
"('O15541', 'Q14498')"
"('P50150', 'P54646')"
"('Q7Z3S9', 'P09228')"
"('Q9GZP4', 'Q6P1J9')"
"('Q96S52', 'Q9BYQ4')"
"('Q9NZJ5', 'Q15653')"
"('P05813', 'P53674')"
"('Q9Y230', 'P35226')"
"('Q15154', 'Q8IVT5')"
"('O75794', 'Q15154')"
"('P53794', 'Q9H244')"
"('Q9GZQ8', 'Q13137')"
"('O95166', 'Q13610')"
"('Q5T6F2', 'P04216')"
"('Q8IY92', 'Q9UDV7')"
"('P63172', 'Q9UBY9')"
"('P17252', 'Q06710')"
"('Q92599', 'O94921')"
"('Q9P021', 'Q96L14')"
"('Q9H788', 'P43364')"
"('P04179', 'P07237')"
"('Q969N2', 'O43292')"
"('Q9Y4K3', 'Q13347')"
"('O00482', 'Q12906')"
"('P38936', 'Q14653')"
"('Q6UWY0', 'Q9HAT2')"
"('P17612', 'Q8NGM9')"
"('Q5T2W1', 'P25092')"
"('P49761', 'Q9UBU9')"
"('P62256', 'Q92769')"
"('P52566', 'P08134')"
"('Q9BRK5', 'Q14849')"
"('P14373', 'Q9Y2J4')"
"('A0JLT2', 'Q76FK4')"
"('Q9P2P5', 'Q9P2I0')"
"('P12111', 'P06756')"
"('P34932', 'P11441')"
"('Q9Y597', 'Q9BQK8')"
"('Q5I0X4', 'O95273')"
"('Q9NRX3', 'Q9GZU0')"
"('Q86WN2', 'P16234')"
"('Q8IVT5', 'Q9Y3M8')"
"('Q96RD7', 'Q8WVX3')"
"('Q13618', 'Q53HC5')"
"('Q6DKK2', 'Q9H8Y8')"
"('P19388', 'P32121')"
"('P35228', 'P50990')"
"('Q9H2H9', 'Q8WWC4')"
"('P06239', 'P10966')"
"('Q96QZ7', 'Q9BYG4')"
"('Q96EH3', 'Q9BZE1')"
"('Q01105', 'O76081')"
"('P63104', 'Q96CN7')"
"('P14649', 'O00193')"
"('Q6VAB6', 'Q52LR7')"
"('P14625', 'P27824')"
"('Q9Y217', 'Q96QG7')"
"('Q8NBB4', 'P32780')"
"('Q8N122', 'Q9BSB4')"
"('Q9UBD9', 'P14784')"
"('P41229', 'Q9BU02')"
"('Q9Y5S9', 'Q86U38')"
"('Q7Z5R6', 'P07737')"
"('Q7KZN9', 'O60783')"
"('Q9UBN7', 'P00441')"
"('P31751', 'P16220')"
"('Q13526', 'Q05519')"
"('Q13151', 'P04141')"
"('P21673', 'Q8IY81')"
"('Q15404', 'P51991')"
"('O60341', 'Q9NP64')"
"('O95757', 'Q9NWM8')"
"('Q96D53', 'Q9H4A6')"
"('O43597', 'Q8IUH5')"
"('A0JNW5', 'Q0D2I5')"
"('Q8N1G0', 'O75494')"
"('Q15154', 'Q2M1P5')"
"('Q7Z628', 'Q12959')"
"('Q12959', 'Q96GG9')"
"('P05141', 'P61586')"
"('Q96QZ7', 'Q9NSI5')"
"('Q9UBJ2', 'P40855')"
"('P10276', 'P10644')"
"('P27361', 'P07737')"
"('Q53H82', 'P52788')"
"('O60566', 'O14980')"
"('O75208', 'P24539')"
"('P32121', 'Q6IF63')"
"('Q9BUJ2', 'Q9UKR5')"
"('Q7Z7B0', 'Q00613')"
"('Q99816', 'Q8N6H7')"
"('Q9UJX2', 'P35711')"
"('Q86UN6', 'Q9HAT0')"
"('Q9GZQ8', 'Q15424')"
"('P25789', 'P20618')"
"('P05155', 'P08246')"
"('P78368', 'P17612')"
"('Q8WV44', 'O15084')"
"('Q9HBE1', 'O75030')"
"('Q99081', 'Q02363')"
"('Q8N3L3', 'O95678')"
"('P02776', 'P10145')"
"('Q9Y3E0', 'P61006')"
"('Q9H0W5', 'Q9UPY3')"
"('Q9BS26', 'P29460')"
"('Q9NXR8', 'Q8N5F7')"
"('Q12905', 'Q9UNX3')"
"('O43309', 'P60410')"
"('Q15036', 'O95433')"
"('Q96QD9', 'Q9HCE1')"
"('P18146', 'Q9H4A5')"
"('Q96G25', 'Q13617')"
"('P68104', 'Q9NRR5')"
"('Q8TEH3', 'Q9HAU0')"
"('P60410', 'P09758')"
"('Q99873', 'Q5TAQ9')"
"('P11171', 'P27797')"
"('P26196', 'P26368')"
"('P11047', 'P01137')"
"('Q86VP1', 'Q9Y6C2')"
"('P18621', 'Q92901')"
"('P46926', 'Q9H773')"
"('P06753', 'P08047')"
"('O00487', 'P05412')"
"('Q8IVT5', 'Q13572')"
"('P62993', 'P09488')"
"('P01023', 'P61224')"
"('Q93034', 'P39023')"
"('P55072', 'O95292')"
"('P14415', 'P62269')"
"('Q9H8W4', 'P55789')"
"('Q8N3Z6', 'Q00341')"
"('P25098', 'Q8NG97')"
"('Q8NFW5', 'Q2TAL8')"
"('Q92914', 'Q96MF2')"
"('Q9NX40', 'Q16795')"
"('P04629', 'Q9UPN4')"
"('Q8TCU4', 'Q6UVJ0')"
"('Q9UQK1', 'O15169')"
"('A8MQ03', 'P60014')"
"('P19338', 'Q16777')"
"('Q96TA2', 'P03923')"
"('Q15773', 'Q9UNE7')"
"('P04629', 'Q86V81')"
"('P17987', 'O95568')"
"('P23470', 'P35222')"
"('P32881', 'P38484')"
"('Q6NYC1', 'Q96IZ7')"
"('P98170', 'Q6UXS9')"
"('O75462', 'Q9HCE1')"
"('Q13084', 'Q8IWL3')"
"('Q9UNP9', 'Q99459')"
"('Q9UL46', 'P28066')"
"('Q9BYV6', 'Q14192')"
"('Q92905', 'Q5VUJ6')"
"('P54727', 'Q9NRR5')"
"('Q8IUX4', 'Q96AP0')"
"('O43172', 'Q9UMS4')"
"('P54252', 'P17655')"
"('Q9BW85', 'Q96Q89')"
"('O75530', 'Q96L91')"
"('Q16531', 'Q09472')"
"('P09067', 'P60410')"
"('P60410', 'P09923')"
"('P08238', 'Q8IWX7')"
"('Q5XKP0', 'Q9BRQ6')"
"('Q53HC9', 'Q9UID3')"
"('Q15436', 'O95487')"
"('O95071', 'Q13347')"
"('P23396', 'Q08752')"
"('Q9BVL2', 'P49792')"
"('Q9C0E2', 'Q9BVC4')"
"('O95573', 'Q9H0W5')"
"('P04114', 'P60468')"
"('P05387', 'Q14999')"
"('Q8IUC6', 'O15519')"
"('Q16543', 'O75398')"
"('P05067', 'Q460N3')"
"('P22694', 'O75380')"
"('Q9NWT6', 'Q9H6D7')"
"('P68431', 'Q14692')"
"('P05067', 'Q00526')"
"('P31249', 'Q96GM5')"
"('Q9P0V3', 'Q6ZW31')"
"('Q96GM5', 'P04792')"
"('P08238', 'Q9H3U1')"
"('O15392', 'Q15907')"
"('P05412', 'O60343')"
"('P25774', 'P28325')"
"('P16333', 'P07766')"
"('Q16254', 'Q6MZP7')"
"('Q9BT49', 'P61247')"
"('Q9NQX3', 'Q01804')"
"('P05412', 'Q9Y5B9')"
"('Q9H257', 'P25800')"
"('Q7L7L0', 'Q8N257')"
"('Q05516', 'O94776')"
"('Q16659', 'Q9H3K6')"
"('P46781', 'Q9BRP8')"
"('Q96S82', 'Q92900')"
"('O75530', 'Q6P2Q9')"
"('P27348', 'Q9GZS3')"
"('P05387', 'P61247')"
"('Q969F0', 'O95159')"
"('Q86UK5', 'Q04917')"
"('Q6P988', 'P51654')"
"('P18146', 'Q9Y4R7')"
"('P0C862', 'O75973')"
"('Q9NRX1', 'Q9UNX4')"
"('Q7L2H7', 'P05412')"
"('O43390', 'Q07955')"
"('Q9BQ52', 'O75593')"
"('Q06265', 'Q96IZ7')"
"('Q9UKZ1', 'Q9HC44')"
"('O60749', 'O95352')"
"('O00410', 'P35658')"
"('Q14684', 'Q9Y383')"
"('Q9H0L4', 'Q9UMX0')"
"('P46821', 'P04629')"
"('Q9NRR4', 'Q8WYQ5')"
"('Q7L190', 'Q9Y6V0')"
"('P52294', 'P55060')"
"('P07355', 'P18206')"
"('Q99576', 'Q92769')"
"('Q99683', 'P53778')"
"('Q8N7H5', 'Q03405')"
"('Q03701', 'P00533')"
"('O00602', 'P15502')"
"('Q9NQC3', 'P78357')"
"('Q12913', 'P36888')"
"('Q9Y6H5', 'O00193')"
"('O75467', 'P45973')"
"('P80404', 'Q9BXB1')"
"('P78545', 'P29692')"
"('Q9UHD0', 'Q99650')"
"('Q13131', 'O15360')"
"('P22087', 'O00159')"
"('O75581', 'P98082')"
"('Q8TED0', 'P41218')"
"('P98160', 'P11362')"
"('P38936', 'Q53ET0')"
"('Q9UMX5', 'Q8WWX9')"
"('P43403', 'Q96P31')"
"('Q96H35', 'Q96F85')"
"('A8MQ03', 'O60336')"
"('P01889', 'P63167')"
"('P43686', 'Q14318')"
"('O00716', 'P12004')"
"('Q8IVT5', 'Q9Y3M2')"
"('P54727', 'Q9H0A8')"
"('Q13326', 'P07602')"
"('P16473', 'P40763')"
"('O14980', 'P13639')"
"('P34947', 'Q9NX58')"
"('P27105', 'Q5BVD1')"
"('P00491', 'Q16401')"
"('P22234', 'P22102')"
"('P05067', 'O00541')"
"('P02766', 'O75529')"
"('Q15006', 'Q9Y4P3')"
"('P19634', 'Q96BS2')"
"('Q99816', 'Q9BQ89')"
"('Q5H9R7', 'Q8N8S7')"
"('P63241', 'Q92905')"
"('Q96ST3', 'Q9Y618')"
"('P17275', 'P49279')"
"('P56962', 'P40692')"
"('Q13618', 'P19338')"
"('O75586', 'Q15797')"
"('P49716', 'Q8N264')"
"('P26368', 'P13796')"
"('O15162', 'Q9BUZ4')"
"('Q8N6F1', 'O95471')"
"('Q14249', 'P34932')"
"('Q9UNX4', 'Q9NRC8')"
"('Q9P0J1', 'Q9BZE1')"
"('P62310', 'P62318')"
"('Q9NZD8', 'O14978')"
"('P62979', 'O15105')"
"('Q9HCD5', 'Q99549')"
"('P35613', 'P55072')"
"('P62937', 'P02751')"
"('Q92956', 'Q9Y5M8')"
"('Q02878', 'P55769')"
"('B9A064', 'P15814')"
"('Q99436', 'P35558')"
"('Q15233', 'P10275')"
"('Q14683', 'Q08170')"
"('P49715', 'Q9NR96')"
"('Q9UJV9', 'Q8WWY3')"
"('P18206', 'P48637')"
"('Q15287', 'P62277')"
"('O60573', 'Q9P2M7')"
"('P05067', 'O75159')"
"('Q96S52', 'Q8N137')"
"('Q13323', 'Q92843')"
"('O15116', 'P41182')"
"('O75376', 'Q9H6Z9')"
"('Q9BUL8', 'P52597')"
"('Q8N720', 'P43364')"
"('Q99832', 'Q86SE9')"
"('Q86Y39', 'P51970')"
"('Q14469', 'P41134')"
"('Q13151', 'P22626')"
"('P07437', 'P78371')"
"('Q99459', 'P62249')"
"('Q9BY77', 'Q9Y2K6')"
"('Q13241', 'O43914')"
"('Q9BW72', 'P40855')"
"('P60033', 'Q86V81')"
"('Q99496', 'P55265')"
"('Q9NSD9', 'Q9H6Z4')"
"('Q8NEY4', 'P15313')"
"('Q16665', 'Q8N122')"
"('Q9BSJ2', 'P00533')"
"('O00258', 'Q96KN2')"
"('P15313', 'Q8NEY4')"
"('O75569', 'Q9Y3U8')"
"('P01563', 'P78552')"
"('Q13310', 'P02751')"
"('P08238', 'Q13702')"
"('P27797', 'Q03518')"
"('P20701', 'Q9UKW4')"
"('P31150', 'Q8NCM8')"
"('Q5JTY5', 'O15013')"
"('Q9BV81', 'Q96GX1')"
"('Q9HBE1', 'P03372')"
"('Q9Y448', 'Q8IVT5')"
"('P35249', 'P11802')"
"('O15371', 'Q6PF18')"
"('P07948', 'Q14289')"
"('Q9NRJ3', 'P32302')"
"('P26368', 'Q9BZE0')"
"('P09104', 'Q9H492')"
"('P84243', 'O75533')"
"('Q5JXC2', 'Q9BT92')"
"('P17980', 'Q9P0K7')"
"('Q6W2J9', 'P54819')"
"('Q08999', 'O00716')"
"('P42224', 'P33992')"
"('Q9Y265', 'Q9UBS0')"
"('O75935', 'Q9BW27')"
"('P01241', 'Q14627')"
"('P02751', 'Q8IY67')"
"('Q96AJ1', 'Q9BW66')"
"('Q5VTR2', 'P54277')"
"('Q9Y6W6', 'P28482')"
"('Q9Y266', 'Q96TA1')"
"('Q96PU5', 'Q04917')"
"('Q12906', 'P03372')"
"('Q99729', 'P27694')"
"('Q9BWG6', 'Q0VD86')"
"('Q8IXJ9', 'Q9P267')"
"('Q969Z0', 'Q9UBB9')"
"('P02649', 'Q96NG5')"
"('P50221', 'Q9NX01')"
"('O60806', 'P22736')"
"('O75360', 'Q30KQ5')"
"('P61313', 'P55209')"
"('Q5T7N2', 'P33176')"
"('P30044', 'P09972')"
"('Q12829', 'Q13643')"
"('O14980', 'P28340')"
"('P63096', 'O43665')"
"('Q9P2N5', 'O94913')"
"('Q13162', 'Q16526')"
"('Q8TCT0', 'P0CG21')"
"('P67809', 'Q99558')"
"('Q8WUM4', 'Q9NRC8')"
"('P31146', 'Q08379')"
"('P50914', 'Q9UII4')"
"('P62805', 'Q93034')"
