negatives
"('P35226', 'O75525')"
"('Q5JY77', 'P08172')"
"('P03905', 'O14561')"
"('P62834', 'P21127')"
"('Q9NS56', 'P52952')"
"('O00231', 'Q13573')"
"('Q9NVH0', 'P04629')"
"('P05412', 'Q9UGI8')"
"('P20226', 'Q16514')"
"('Q99962', 'P30793')"
"('Q8IYI8', 'Q99750')"
"('P31152', 'P19419')"
"('Q99832', 'Q9UQL6')"
"('P02545', 'Q9UBB9')"
"('P25100', 'Q8TBB1')"
"('P33947', 'O15259')"
"('Q9Y5X4', 'O75376')"
"('Q9H5K3', 'P04062')"
"('O95721', 'Q86Y82')"
"('P62258', 'P31946')"
"('P51858', 'P05141')"
"('P49810', 'P62491')"
"('Q9BTN0', 'Q9Y2A9')"
"('P22304', 'Q14554')"
"('Q16531', 'P25054')"
"('P56199', 'P27658')"
"('Q16555', 'Q9BRX9')"
"('Q70EL1', 'P31946')"
"('Q13765', 'P20290')"
"('P35637', 'Q96SB4')"
"('Q9BVG8', 'P20618')"
"('O95831', 'Q9UBS0')"
"('Q5TC82', 'O95400')"
"('Q9HCE1', 'Q96KQ7')"
"('Q3LHN2', 'P32242')"
"('P13612', 'Q15691')"
"('P84103', 'Q13242')"
"('Q5VUB5', 'Q00987')"
"('P62487', 'Q9H6D8')"
"('Q658P3', 'O60238')"
"('Q7L5N1', 'Q9H9Q2')"
"('Q9NY93', 'Q9H7B2')"
"('Q8IZ69', 'O60645')"
"('P62714', 'O75145')"
"('Q8IUH5', 'Q08379')"
"('Q9UNM6', 'P40337')"
"('Q9UPQ9', 'A5YKK6')"
"('A6NMY6', 'P27694')"
"('Q9NYB0', 'Q15554')"
"('O14757', 'P19838')"
"('P31946', 'Q6P1J9')"
"('P19320', 'Q9GZT3')"
"('Q9H6E5', 'Q9UKF6')"
"('Q12933', 'O14639')"
"('Q8IXZ2', 'O60783')"
"('P52333', 'P13073')"
"('Q96LR2', 'Q96CS2')"
"('Q969T4', 'P50914')"
"('Q13418', 'Q01804')"
"('P12956', 'P36543')"
"('Q9NV56', 'Q14974')"
"('P78318', 'O15212')"
"('P27918', 'O43741')"
"('Q02833', 'P68104')"
"('P17844', 'Q9P127')"
"('P62424', 'P83731')"
"('O95817', 'P07355')"
"('Q99471', 'Q99759')"
"('Q96IY1', 'P45973')"
"('Q9Y230', 'O76081')"
"('P51398', 'Q92552')"
"('O14503', 'Q15717')"
"('Q9NX55', 'O60739')"
"('Q15051', 'P13645')"
"('Q9Y2Y0', 'Q9HCE1')"
"('Q13503', 'P10827')"
"('Q9BX46', 'Q93062')"
"('Q96PN8', 'O43482')"
"('Q8TCJ0', 'Q9Y230')"
"('P01236', 'Q14626')"
"('P02462', 'P01127')"
"('P01106', 'Q9BY50')"
"('Q6I9Y2', 'Q96J01')"
"('P26038', 'P35579')"
"('Q494V2', 'Q7L0Q8')"
"('Q8WZA1', 'Q99592')"
"('Q504Q3', 'P15927')"
"('P05067', 'Q13247')"
"('O94986', 'Q66GS9')"
"('Q86X19', 'Q658P3')"
"('P11171', 'Q96AG4')"
"('P46379', 'P27361')"
"('O75558', 'Q96MY7')"
"('O75964', 'O15258')"
"('Q9H446', 'Q8WZA2')"
"('Q6PKG0', 'P09651')"
"('P10747', 'Q92569')"
"('P12004', 'O75052')"
"('Q13362', 'Q9UPR3')"
"('P25788', 'P48556')"
"('P49593', 'Q3B820')"
"('Q15172', 'P19429')"
"('Q9UIL1', 'P31943')"
"('P67809', 'O14980')"
"('P30550', 'P50148')"
"('Q9UBQ0', 'Q4G0F5')"
"('Q8WZA2', 'P53778')"
"('P61019', 'Q9NVR5')"
"('Q13207', 'A8MQ03')"
"('Q5T6F2', 'P15104')"
"('Q01813', 'P19320')"
"('Q5T7P2', 'P60329')"
"('P03372', 'Q86Y37')"
"('Q5VTD9', 'Q6X4W1')"
"('Q15323', 'Q9BZF9')"
"('Q7Z7L1', 'Q9H8V3')"
"('P49736', 'Q13368')"
"('Q92597', 'P63151')"
"('O95751', 'Q99459')"
"('Q9UKM7', 'Q93034')"
"('P62701', 'Q9UKV8')"
"('Q6UXD5', 'P04183')"
"('P61962', 'P50990')"
"('P01106', 'Q86U86')"
"('P53350', 'Q16143')"
"('O00472', 'P50750')"
"('Q12933', 'P29466')"
"('Q9H3S7', 'Q53EZ4')"
"('Q9NVX0', 'P0DMV8')"
"('Q9UHD9', 'O15427')"
"('Q9BW62', 'Q9C093')"
"('Q96I24', 'Q15366')"
"('Q5JST6', 'P47897')"
"('P25787', 'Q969U7')"
"('P46531', 'Q13573')"
"('O95166', 'Q9NX58')"
"('O60294', 'P37840')"
"('Q9Y266', 'P01889')"
"('Q08379', 'Q96PN8')"
"('Q6NUS6', 'P30101')"
"('Q8IUX4', 'P35226')"
"('Q8TDS5', 'Q6L8G9')"
"('P10114', 'O43818')"
"('P22694', 'Q8NGI2')"
"('P98082', 'Q16643')"
"('P61513', 'Q99801')"
"('Q9Y4K3', 'Q15185')"
"('Q8TBB1', 'Q8IUF8')"
"('Q8N4J0', 'P0DN76')"
"('Q04323', 'Q9BWD1')"
"('P13501', 'P13611')"
"('P28074', 'P28062')"
"('P09629', 'P49761')"
"('P60891', 'Q96S44')"
"('Q9H497', 'O43638')"
"('Q15102', 'Q9NRD5')"
"('P01241', 'Q9UHF4')"
"('Q9Y2X3', 'P61956')"
"('P01570', 'P09619')"
"('P33993', 'Q05086')"
"('P08908', 'P63218')"
"('Q8NA54', 'Q9Y446')"
"('Q15717', 'Q9Y575')"
"('O00463', 'Q8NCF5')"
"('Q8ND56', 'P04629')"
"('O60493', 'Q9Y6E7')"
"('Q14139', 'P55212')"
"('Q06250', 'Q96B26')"
"('Q14999', 'Q9UBM7')"
"('O15439', 'Q5T2W1')"
"('P34932', 'O43734')"
"('Q9UIL8', 'Q8N2W9')"
"('P35606', 'Q13573')"
"('O60739', 'Q99873')"
"('Q5VST9', 'Q8NC69')"
"('Q15276', 'Q9HCE7')"
"('O75365', 'P25205')"
"('Q14203', 'Q9Y448')"
"('Q13547', 'P68400')"
"('P12830', 'A1X283')"
"('P46108', 'Q96B97')"
"('P00748', 'P03952')"
"('Q99814', 'P35222')"
"('O00257', 'Q9Y4C1')"
"('Q9UBS0', 'P49411')"
"('Q8IZS5', 'P40763')"
"('Q13111', 'Q13112')"
"('Q9NVM9', 'Q68E01')"
"('P55081', 'Q96GN5')"
"('O15105', 'Q6ZSG1')"
"('P63104', 'Q9NTK5')"
"('Q9NZJ0', 'Q149N8')"
"('Q6RW13', 'Q99757')"
"('Q13263', 'Q9BQF6')"
"('P60568', 'P14859')"
"('Q5SWW7', 'Q5JUK2')"
"('Q9UBS0', 'P27348')"
"('O95214', 'Q08426')"
"('O95484', 'O14493')"
"('Q9HC52', 'O95251')"
"('Q13332', 'Q12873')"
"('Q9H0W5', 'P10321')"
"('Q14161', 'Q567U6')"
"('P05412', 'Q13596')"
"('O00327', 'P62136')"
"('Q2I0M5', 'O75716')"
"('O94813', 'Q15024')"
"('O43918', 'P08238')"
"('Q04837', 'Q9BQ15')"
"('P55084', 'Q9BXW4')"
"('Q9UHD9', 'P30040')"
"('P52948', 'Q9UKK6')"
"('P12004', 'Q9Y468')"
"('P22087', 'Q9NRX1')"
"('Q9P2P6', 'Q07820')"
"('Q13057', 'Q99447')"
"('P62424', 'Q13573')"
"('O15232', 'P60410')"
"('Q13619', 'Q01085')"
"('P34897', 'Q8IXQ3')"
"('O43290', 'O75031')"
"('Q6FI13', 'P62993')"
"('P51532', 'P04141')"
"('P29317', 'Q15147')"
"('Q9Y6K9', 'Q9H9B4')"
"('Q6L8G4', 'Q9BYQ0')"
"('P42766', 'P51858')"
"('P53992', 'Q96K21')"
"('P42684', 'P08581')"
"('P05067', 'Q9Y496')"
"('P61968', 'P43320')"
"('P57059', 'O15105')"
"('Q9Y4B6', 'Q8NHY2')"
"('Q9NYL9', 'Q16670')"
"('Q09472', 'Q99941')"
"('P62424', 'P61254')"
"('Q13185', 'Q9NRC8')"
"('P23416', 'Q9NPR9')"
"('O43151', 'Q96ST3')"
"('Q99504', 'Q8IUH5')"
"('P04141', 'P38484')"
"('Q8N7W2', 'Q9P2Y4')"
"('Q9UG01', 'Q96LB3')"
"('Q92499', 'P02751')"
"('Q9NRC8', 'Q9UBU9')"
"('Q9BRX9', 'O60573')"
"('P0CAP1', 'P19388')"
"('Q9UER7', 'Q9HC62')"
"('O75503', 'P53007')"
"('O43638', 'Q9UPW6')"
"('Q9Y606', 'Q09161')"
"('Q00887', 'Q8IYK4')"
"('O00571', 'Q15022')"
"('Q6PJT7', 'Q16666')"
"('Q03164', 'Q6PD62')"
"('P35573', 'Q13616')"
"('Q5S007', 'P84243')"
"('O75031', 'Q5VWN6')"
"('Q9P031', 'Q9Y4K3')"
"('P04049', 'P30533')"
"('Q13243', 'Q53GS9')"
"('Q02818', 'P63092')"
"('Q9H081', 'Q03188')"
"('Q9H9S0', 'Q9Y467')"
"('P51690', 'Q4ZIN3')"
"('Q9Y333', 'P22392')"
"('O43318', 'Q13315')"
"('O75460', 'P0DMV9')"
"('Q13885', 'P57078')"
"('P61619', 'Q9H2H9')"
"('Q99959', 'Q7L0Y3')"
"('P35249', 'P60520')"
"('Q16534', 'P53567')"
"('O15212', 'Q96EK4')"
"('Q6SJ96', 'P14921')"
"('Q15788', 'Q6UB99')"
"('P33992', 'O75526')"
"('Q99962', 'Q13094')"
"('Q96BZ8', 'Q5JR59')"
"('Q92793', 'Q6ZRS2')"
"('P14373', 'Q99598')"
"('P38936', 'P62879')"
"('Q9Y3A5', 'P00491')"
"('Q99459', 'P48444')"
"('Q9UHD9', 'Q96FE7')"
"('P60520', 'Q9UBY8')"
"('Q9UN86', 'P32121')"
"('Q13227', 'Q8IUC1')"
"('Q15717', 'P40855')"
"('P24941', 'P50914')"
"('P78527', 'Q9Y265')"
"('P49736', 'Q08380')"
"('Q9UJS0', 'Q9H0W5')"
"('Q13409', 'Q14204')"
"('Q9NVL8', 'Q99750')"
"('Q9UBW8', 'Q9P2N7')"
"('P46782', 'Q99558')"
"('Q14164', 'P31939')"
"('Q13043', 'Q9HCC0')"
"('O15239', 'Q9BYV6')"
"('O00358', 'O60264')"
"('Q9H0R8', 'Q99459')"
"('P49756', 'O14617')"
"('O14709', 'Q9GZM8')"
"('P62424', 'P18077')"
"('Q9UEY8', 'P63279')"
"('Q13884', 'Q14524')"
"('P0CG05', 'P01857')"
"('Q08188', 'Q96ER9')"
"('Q9Y3I0', 'Q8IY67')"
"('Q9UHI6', 'Q9Y333')"
"('Q02535', 'P62879')"
"('P06241', 'O60721')"
"('P32121', 'Q8NG81')"
"('P04278', 'P30626')"
"('Q86UZ6', 'Q9H9B1')"
"('P58107', 'P09651')"
"('P27986', 'P36897')"
"('P49407', 'P08588')"
"('P52292', 'Q5VWG9')"
"('Q9UJV3', 'Q04323')"
"('P06733', 'P49588')"
"('P54725', 'O95155')"
"('O00410', 'Q9NY93')"
"('O43808', 'Q12906')"
"('Q9BPZ2', 'Q7Z309')"
"('Q15019', 'Q9BYV6')"
"('P61218', 'Q96MC6')"
"('O00257', 'O95503')"
"('Q8N2M8', 'P49759')"
"('P38159', 'Q8WWY3')"
"('Q9H0U3', 'Q8IWL3')"
"('Q9UI95', 'Q13554')"
"('Q96PT4', 'Q5S007')"
"('Q9BYR3', 'Q5TA78')"
"('P0C0S5', 'Q96NS5')"
"('Q7Z434', 'P42224')"
"('P49915', 'P01889')"
"('Q9GZS3', 'Q13619')"
"('Q8N228', 'Q86XK2')"
"('Q9BVJ6', 'P07910')"
"('P00533', 'Q14318')"
"('P62280', 'P27635')"
"('Q96SY0', 'Q9NVR2')"
"('Q92820', 'P09622')"
"('Q8N2U0', 'P19022')"
"('Q9UET6', 'P22234')"
"('Q01101', 'P07437')"
"('Q9NYF3', 'Q8IVT5')"
"('P51649', 'P19838')"
"('Q5T7W7', 'Q04864')"
"('Q9ULU8', 'Q8IZU0')"
"('Q8N556', 'P61218')"
"('P62826', 'O43896')"
"('Q9UBN7', 'Q15466')"
"('Q15436', 'P01889')"
"('P62937', 'P02751')"
"('Q6ZU80', 'Q9UI26')"
"('O43707', 'O75578')"
"('P25098', 'Q8NGT7')"
"('Q96L73', 'P35398')"
"('Q9NRA2', 'P17931')"
"('P61158', 'P04040')"
"('P84243', 'Q9UHX1')"
"('P50222', 'O43865')"
"('Q12979', 'P35348')"
"('Q6WCQ1', 'P62316')"
"('P09012', 'Q12874')"
"('Q6UXU6', 'P68871')"
"('P37198', 'O43482')"
"('O95757', 'P38646')"
"('Q8N137', 'Q15058')"
"('Q8N201', 'P52434')"
"('Q9Y371', 'P23610')"
"('Q96MT8', 'Q4AC94')"
"('P35638', 'P49716')"
"('Q14203', 'Q12874')"
"('Q14694', 'Q92844')"
"('Q96SI9', 'O75553')"
"('Q9NWY4', 'P68431')"
"('O43435', 'Q15554')"
"('P29622', 'Q13418')"
"('O00716', 'P09884')"
"('Q01469', 'P42126')"
"('Q6FHJ7', 'Q9UBV4')"
"('O95373', 'P62826')"
"('P78362', 'Q86UU1')"
"('Q13509', 'O60939')"
"('O60260', 'P24864')"
"('P04279', 'P17252')"
"('O95872', 'Q6IA69')"
"('Q9NRD1', 'Q9H936')"
"('P04629', 'Q96PU8')"
"('Q9Y6W5', 'O15143')"
"('Q7Z4G1', 'Q9Y6G5')"
"('O75129', 'Q9NXK8')"
"('P24534', 'P11171')"
"('Q96GX1', 'O00555')"
"('P0C0S8', 'Q9NYB0')"
"('P31749', 'P19174')"
"('P82663', 'Q92665')"
"('P48668', 'Q6A162')"
"('P04439', 'P53618')"
"('P22694', 'P52565')"
"('Q8WWY3', 'Q9BYQ6')"
"('Q9BUF5', 'Q14999')"
"('Q9NPA8', 'Q9Y2J2')"
"('Q12926', 'P35226')"
"('Q96A35', 'Q92887')"
"('P23229', 'Q08380')"
"('Q14511', 'Q8HWS3')"
"('Q99496', 'Q9UL40')"
"('Q15555', 'Q8TBB1')"
"('Q8IUD6', 'Q08379')"
"('Q13151', 'P09651')"
"('P43351', 'P84077')"
"('P16410', 'P20963')"
"('Q00403', 'Q13285')"
"('Q4VCS5', 'Q12959')"
"('O95267', 'Q9NUT2')"
"('Q9NNX6', 'Q08AM6')"
"('Q8TAF3', 'O60346')"
"('Q7L5Y6', 'P41161')"
"('Q96KR1', 'P58012')"
"('Q9H8T0', 'Q9HAU5')"
"('Q14160', 'Q71U36')"
"('Q9P0V3', 'Q5VSY0')"
"('P62304', 'Q99459')"
"('P14618', 'Q96HC4')"
"('O95429', 'Q9UKB1')"
"('Q6NZI2', 'Q9HCH0')"
"('Q13617', 'O43143')"
"('P62879', 'P48051')"
"('Q14232', 'Q9H4I9')"
"('Q13568', 'O60684')"
"('P42166', 'P35244')"
"('P63092', 'P23786')"
"('Q9Y2R0', 'Q7Z434')"
"('Q8IXH7', 'P09669')"
"('Q9BVT8', 'P07550')"
"('Q9ULK5', 'Q13501')"
"('Q9HCE7', 'P80192')"
"('Q8WWZ8', 'P50222')"
"('Q14686', 'Q92753')"
"('Q9NUX5', 'Q99501')"
"('P52597', 'P51991')"
"('Q01968', 'Q9H583')"
"('P32322', 'O95817')"
"('Q8TAP6', 'Q03923')"
"('O60260', 'P54652')"
"('Q4KMQ1', 'Q9Y696')"
"('P07948', 'Q13291')"
"('Q8IV38', 'Q8NEP3')"
"('P68371', 'Q9BV73')"
"('Q9ULR3', 'Q8WUI4')"
"('P22694', 'A6NCV1')"
"('O14777', 'P04629')"
"('Q13619', 'Q3SXM0')"
"('P54274', 'P67870')"
"('Q8TAT6', 'Q15910')"
"('Q16363', 'Q9Y3C7')"
"('Q9Y265', 'Q9NV56')"
"('A2RU14', 'Q9BZJ8')"
"('P17252', 'Q12791')"
"('Q06124', 'P24394')"
"('Q8N0Z3', 'Q12815')"
"('A8MQ03', 'O95995')"
"('O60832', 'Q99973')"
"('Q6L8H1', 'Q7Z3S9')"
"('P06733', 'Q9H0D6')"
"('Q96BA8', 'Q9P0S9')"
"('Q7Z7A1', 'Q8WYA0')"
"('P23396', 'P30050')"
"('P05121', 'P07204')"
"('P26441', 'Q96MA6')"
"('Q9NZC9', 'P04629')"
"('P14136', 'P45984')"
"('P09651', 'Q01081')"
"('O60939', 'Q9UK41')"
"('P49915', 'P49736')"
"('B9A064', 'Q8N9N2')"
"('Q9UET6', 'Q09028')"
"('Q8IUC1', 'Q6L8H1')"
"('O14776', 'Q5VWI1')"
"('Q9BYD3', 'Q96EH3')"
"('Q06830', 'P05161')"
"('O14508', 'P29597')"
"('Q6A162', 'Q96I27')"
"('P35637', 'P62241')"
"('O15504', 'Q9GZY0')"
"('Q08170', 'P61326')"
"('P42566', 'P16333')"
"('Q9UM54', 'Q16531')"
"('Q4G0N4', 'O43464')"
"('Q15111', 'O00591')"
"('O43683', 'Q6FHJ7')"
"('P00533', 'P56945')"
"('Q08499', 'Q08AF8')"
"('O95793', 'P11177')"
"('P29590', 'P54198')"
"('Q9BYT3', 'O95816')"
"('P06748', 'P63165')"
"('Q9P2P5', 'O75676')"
"('P08151', 'Q8IWZ5')"
"('Q9UPN4', 'P63167')"
"('Q15717', 'Q03167')"
"('O75530', 'Q13330')"
"('P26641', 'O75956')"
"('Q02543', 'Q9NX58')"
"('P46063', 'P10301')"
"('O95231', 'Q8N1L9')"
"('Q13470', 'Q12906')"
"('P17676', 'P29466')"
"('Q96EZ8', 'Q8N302')"
"('O75688', 'Q9Y4K4')"
"('P03886', 'O95167')"
"('Q96D46', 'Q8IY92')"
"('P35626', 'Q8NGI9')"
"('Q16539', 'Q9ULV3')"
"('O00472', 'Q6ZNJ1')"
"('P55081', 'Q9UBB9')"
"('P15151', 'Q15223')"
"('P51692', 'Q02763')"
"('P29590', 'O14862')"
"('Q13315', 'P49366')"
"('Q9BTU6', 'Q96J02')"
"('Q8IYX4', 'Q9ULR5')"
"('Q9H0W5', 'Q9Y6M1')"
"('Q9C0E2', 'P43115')"
"('Q8TDR0', 'P12814')"
"('P22695', 'O00767')"
"('Q9H211', 'P14635')"
"('P63241', 'P49736')"
"('Q13489', 'P63279')"
"('Q14145', 'O95980')"
"('P55036', 'P27694')"
"('P04899', 'P08238')"
"('P54803', 'Q96G04')"
"('Q49AN0', 'Q07666')"
"('Q9HCE7', 'Q8WTS6')"
"('Q15717', 'Q6P1S2')"
"('P50583', 'P04406')"
"('Q16666', 'Q9H7B2')"
"('Q12852', 'P46734')"
"('P08670', 'Q7L190')"
"('Q08050', 'P07900')"
"('P55769', 'P12004')"
"('Q5S007', 'Q03113')"
"('O43791', 'P11308')"
"('P51532', 'P17844')"
"('P22735', 'Q6EMK4')"
"('P62805', 'O60907')"
"('Q9H492', 'P10909')"
"('Q9NZJ7', 'Q8IWL3')"
"('P07196', 'Q9Y5B8')"
"('P59022', 'Q9NZD8')"
"('Q86XZ4', 'O14980')"
"('P49715', 'P51532')"
"('Q7Z3K3', 'Q06547')"
"('Q12792', 'Q8TBC4')"
"('Q96SB3', 'Q16821')"
"('Q15717', 'Q8IY67')"
"('O75317', 'P05067')"
"('P27986', 'Q06418')"
"('Q92793', 'P39880')"
"('Q53GQ0', 'P35232')"
"('Q99757', 'Q9UBB9')"
"('Q16658', 'O60739')"
"('P62140', 'Q86WC6')"
"('P55795', 'Q14683')"
"('P09874', 'Q13887')"
"('O95999', 'Q96BN8')"
"('Q9H9B4', 'Q13286')"
"('Q8N122', 'P06730')"
"('Q9H0W5', 'P84996')"
"('Q05519', 'Q08170')"
"('P58004', 'P54646')"
"('Q02156', 'Q9HAW7')"
"('P68431', 'P61201')"
"('P28482', 'Q92908')"
"('O15047', 'P06899')"
"('P62258', 'Q00536')"
"('P00441', 'Q969M1')"
"('Q13216', 'Q9HCS7')"
"('P78317', 'Q96T88')"
"('P00338', 'O75083')"
"('Q9UMX0', 'P62837')"
"('P04792', 'Q9BT25')"
"('Q9BT40', 'Q15323')"
"('O00425', 'Q08257')"
"('P30626', 'Q8WUM4')"
"('Q96CW1', 'P22694')"
"('P62851', 'P61247')"
"('P13928', 'P68133')"
"('P78560', 'P35609')"
"('Q7L2J0', 'Q9UHB9')"
"('Q8IZU0', 'O14910')"
"('Q13363', 'Q13029')"
"('Q32MK0', 'P19105')"
"('Q99259', 'P05412')"
"('P15374', 'Q9Y2K6')"
"('P51116', 'Q9UNE7')"
"('Q12906', 'P18031')"
"('P82979', 'Q9NPQ8')"
"('O43707', 'Q99816')"
"('Q9Y639', 'Q9NRD1')"
"('P56545', 'O43541')"
"('P19784', 'O14786')"
"('P06748', 'Q99814')"
"('Q13618', 'P04350')"
"('Q6UX40', 'Q96HJ5')"
"('Q12834', 'Q08554')"
"('Q9Y337', 'Q13509')"
"('Q5VTY9', 'Q15465')"
"('P06493', 'P11388')"
"('P34925', 'P50502')"
"('P47897', 'Q9Y3D9')"
"('Q13683', 'P23229')"
"('P20020', 'P05023')"
"('P18075', 'Q16635')"
"('Q9UHP3', 'O15481')"
"('P43487', 'Q8IV20')"
"('Q9H871', 'P62699')"
"('Q92956', 'P50502')"
"('Q8IY92', 'P27694')"
"('O60260', 'Q92552')"
"('P11142', 'Q00653')"
"('P61952', 'Q13936')"
"('O75044', 'Q9UK80')"
"('Q96GG9', 'P34931')"
"('P32119', 'Q05707')"
"('O95166', 'P05089')"
"('O76015', 'Q8N7C3')"
"('Q13616', 'P40429')"
"('Q12933', 'P17858')"
"('P24539', 'P28331')"
"('Q13191', 'P15260')"
"('P14373', 'Q8TCE9')"
"('Q15323', 'Q7RTS7')"
"('P35249', 'P07814')"
"('P78406', 'Q15154')"
"('Q7L7L0', 'P33778')"
"('Q9ULR0', 'O43660')"
"('P27986', 'P50570')"
"('Q9Y6K9', 'Q9BTW9')"
"('P82933', 'Q9NR30')"
"('Q92769', 'Q01826')"
"('O14980', 'Q92540')"
"('O14920', 'Q7Z434')"
"('P13612', 'P27105')"
"('Q15691', 'Q13409')"
"('Q9NQR1', 'Q15717')"
"('Q99714', 'Q15654')"
"('P62140', 'P19105')"
"('P78318', 'P31947')"
"('P29597', 'O60674')"
"('Q16401', 'P49721')"
"('O75147', 'P56537')"
"('Q8IXK0', 'Q5RGS3')"
"('P49407', 'Q6IF63')"
"('Q8N140', 'Q8IY18')"
"('Q9NZC7', 'O14744')"
"('Q12815', 'Q9Y463')"
"('P31273', 'Q7L273')"
"('Q96GQ7', 'P50914')"
"('Q03252', 'P02545')"
"('O43257', 'O95619')"
"('P49746', 'Q5TA45')"
"('Q9NPI6', 'Q14192')"
"('P33076', 'P62195')"
"('Q9ULK4', 'P09874')"
"('P98171', 'Q9HBH0')"
"('Q9GZM5', 'Q9H1C4')"
"('P10721', 'P52333')"
"('Q8WUK0', 'P14406')"
"('P62899', 'Q9HCE1')"
"('O75914', 'P60763')"
"('P07900', 'P08651')"
"('Q9UNH6', 'P30519')"
"('Q9P0N5', 'O43402')"
"('P06401', 'P12956')"
"('P36894', 'P09467')"
"('P07737', 'Q14194')"
"('P04629', 'O00231')"
"('Q00978', 'P54259')"
"('P29353', 'P16885')"
"('P60953', 'Q96QD8')"
"('P28062', 'Q16186')"
"('P56747', 'Q96B33')"
"('Q16665', 'O14709')"
"('Q07889', 'P05787')"
"('P11274', 'P55735')"
"('Q8NA61', 'P32969')"
"('Q13535', 'Q12888')"
"('Q9Y4B6', 'Q13535')"
"('P52597', 'O75360')"
"('P11161', 'P51610')"
"('O00193', 'Q9Y2Z0')"
"('Q8TBK6', 'P61289')"
"('P05023', 'Q15051')"
"('O95467', 'P63215')"
"('Q8NGT0', 'P62873')"
"('Q6PF18', 'Q2WGJ6')"
"('Q9Y3C6', 'Q5T749')"
"('Q13356', 'Q08830')"
"('P19320', 'Q5SSJ5')"
"('A6NK59', 'P50402')"
"('P16615', 'Q9Y468')"
"('P04049', 'Q9C004')"
"('P30307', 'Q5TCZ1')"
"('Q99961', 'O43852')"
"('Q8TDM6', 'Q9Y297')"
"('P14866', 'Q8TAT6')"
"('P84022', 'P09466')"
"('P51571', 'Q9UMX5')"
"('O95373', 'P00533')"
"('P20702', 'P12931')"
"('Q9H0H5', 'Q96RN1')"
"('P05019', 'P07333')"
"('Q8N0S2', 'Q8N4C7')"
"('P26367', 'Q5MJ68')"
"('Q06330', 'O96005')"
"('O75530', 'O14979')"
"('P12004', 'P60174')"
"('Q7Z2X4', 'Q8NA61')"
"('P34897', 'Q9UBN7')"
"('Q16644', 'P05067')"
"('Q9Y3C7', 'O75478')"
"('Q8TE12', 'Q9UBR4')"
"('O00159', 'Q7Z460')"
"('O95433', 'P62820')"
"('P12314', 'P02743')"
"('Q5T5B0', 'P60369')"
"('P47756', 'P49736')"
"('Q6P597', 'P22061')"
"('O00567', 'P62888')"
"('O75146', 'P13612')"
"('Q8IUQ4', 'P62195')"
"('P60953', 'P04181')"
"('Q9P127', 'P35268')"
"('Q9UKV0', 'Q93079')"
"('O43318', 'Q8IYH5')"
"('P61020', 'Q9UBU9')"
"('Q9UK80', 'Q9C026')"
"('A6NCL7', 'Q9UBU9')"
"('Q03933', 'Q8NHY5')"
"('P18621', 'Q96HN2')"
"('Q9BTZ2', 'Q96FC7')"
"('O43918', 'Q9UQ35')"
"('P0CAP2', 'O15514')"
"('Q9NZW5', 'Q99608')"
"('P61088', 'Q9HBD1')"
"('Q96J02', 'P04637')"
"('P30305', 'O43896')"
"('P46926', 'P07954')"
"('Q6NSI4', 'Q8WW22')"
"('P01106', 'Q969H0')"
"('Q8TAQ2', 'Q12824')"
"('Q9BRT8', 'Q4V339')"
"('O95630', 'O75791')"
"('P11908', 'Q96SW2')"
"('P49427', 'P67870')"
"('Q12888', 'Q8NAV1')"
"('Q16512', 'Q15323')"
"('Q8WYH8', 'Q92613')"
"('P63261', 'P62877')"
"('Q15393', 'Q12929')"
"('P33240', 'O95639')"
"('P51858', 'P42766')"
"('Q6ZNA4', 'P63165')"
"('Q9HAQ2', 'Q8IYA8')"
"('P10301', 'Q96S94')"
"('Q9H944', 'Q15717')"
"('P15153', 'P19320')"
"('Q9UNX3', 'P62269')"
"('P13725', 'P48357')"
"('Q99496', 'Q8IXK0')"
"('Q9Y572', 'P47756')"
"('O60942', 'P16333')"
"('Q86U06', 'O43251')"
"('Q13371', 'P25098')"
"('P99999', 'Q9UKE5')"
"('P51955', 'P06748')"
"('Q29RF7', 'O95644')"
"('P68400', 'P49959')"
"('P05067', 'P62330')"
"('O60637', 'Q7Z5G4')"
"('Q14BN4', 'Q9ULQ0')"
"('Q15131', 'Q14651')"
"('Q15147', 'Q9NZ94')"
"('Q12933', 'P26196')"
"('P22735', 'Q5T753')"
"('Q9H6Y7', 'P62837')"
"('Q8N6L0', 'Q9NVE4')"
"('O95400', 'Q9NRR5')"
"('Q96P16', 'P05412')"
"('Q06187', 'Q9HCE7')"
"('Q86W42', 'Q53F19')"
"('Q71UI9', 'Q86VP6')"
"('P62314', 'Q13616')"
"('P09429', 'Q01860')"
"('Q9ULR3', 'O60573')"
"('P04629', 'P42765')"
"('Q9P0N5', 'Q8TAA9')"
"('P03915', 'O95169')"
"('P28066', 'O15360')"
"('P09496', 'Q99615')"
"('P52333', 'P50990')"
"('Q13952', 'Q13126')"
"('P62277', 'O95433')"
"('P07900', 'P15692')"
"('P04899', 'Q9UBI6')"
"('Q96EY5', 'Q53EZ4')"
"('O95198', 'Q96J92')"
"('O00716', 'O75132')"
"('O43916', 'P31947')"
"('Q15051', 'Q8N1N4')"
"('P62304', 'Q13619')"
"('Q6ZU52', 'O43639')"
"('P30466', 'Q658Y4')"
"('Q9Y2K6', 'Q15008')"
"('Q99608', 'Q01094')"
"('Q8N653', 'Q9C035')"
"('O14980', 'P35659')"
"('P49736', 'O75390')"
"('Q9H492', 'Q16778')"
