negatives
"frozenset({'Q96AP0', 'Q9UBB6', 'TGFbetaReceptor'})"
"frozenset({'P25205', 'P00533', 'TGFbetaReceptor'})"
"frozenset({'P61326', 'Q6P3W7', 'TGFbetaReceptor'})"
"frozenset({'O14933', 'Q8IUQ4', 'TGFbetaReceptor'})"
"frozenset({'P35626', 'Q8NGF3', 'TGFbetaReceptor'})"
"frozenset({'Q9H1C0', 'P50148', 'TGFbetaReceptor'})"
"frozenset({'Q96K80', 'P86478', 'TGFbetaReceptor'})"
"frozenset({'TGFbetaReceptor', 'O95166', 'P31483'})"
"frozenset({'P17980', 'Q9C0C7', 'TGFbetaReceptor'})"
"frozenset({'O15397', 'Q92973', 'TGFbetaReceptor'})"
"frozenset({'Q9UHA4', 'TGFbetaReceptor', 'P39210'})"
"frozenset({'Q96L34', 'TGFbetaReceptor', 'Q96N67'})"
"frozenset({'P30281', 'TGFbetaReceptor', 'P15531'})"
"frozenset({'TGFbetaReceptor', 'O14863', 'P09471'})"
"frozenset({'P00734', 'O00254', 'TGFbetaReceptor'})"
"frozenset({'O43172', 'Q8N8S7', 'TGFbetaReceptor'})"
"frozenset({'TGFbetaReceptor', 'P68431', 'P61254'})"
"frozenset({'Q9Y4K3', 'P16234', 'TGFbetaReceptor'})"
"frozenset({'P04406', 'Q15102', 'TGFbetaReceptor'})"
"frozenset({'Q15758', 'P49716', 'TGFbetaReceptor'})"
"frozenset({'P04629', 'P62873', 'TGFbetaReceptor'})"
"frozenset({'Q9NX24', 'Q16666', 'TGFbetaReceptor'})"
"frozenset({'P05112', 'TGFbetaReceptor', 'Q9HBE5'})"
"frozenset({'P49454', 'Q96A37', 'TGFbetaReceptor'})"
"frozenset({'P09497', 'O75496', 'TGFbetaReceptor'})"
"frozenset({'P25786', 'O00299', 'TGFbetaReceptor'})"
"frozenset({'P27348', 'O95544', 'TGFbetaReceptor'})"
"frozenset({'O43251', 'Q15717', 'TGFbetaReceptor'})"
"frozenset({'P51148', 'P98194', 'TGFbetaReceptor'})"
"frozenset({'Q92598', 'TGFbetaReceptor', 'Q96FW1'})"
"frozenset({'TGFbetaReceptor', 'P62258', 'Q9NYL9'})"
"frozenset({'Q13535', 'Q9BTP7', 'TGFbetaReceptor'})"
"frozenset({'O00499', 'P39880', 'TGFbetaReceptor'})"
"frozenset({'P04629', 'Q96GA3', 'TGFbetaReceptor'})"
"frozenset({'P50995', 'TGFbetaReceptor', 'P01911'})"
"frozenset({'TGFbetaReceptor', 'P61244', 'Q01813'})"
"frozenset({'Q9Y6A4', 'O00629', 'TGFbetaReceptor'})"
"frozenset({'P07339', 'Q9Y570', 'TGFbetaReceptor'})"
"frozenset({'P07288', 'Q9Y252', 'TGFbetaReceptor'})"
"frozenset({'P27361', 'C9JLW8', 'TGFbetaReceptor'})"
"frozenset({'Q15465', 'Q9UBV2', 'TGFbetaReceptor'})"
"frozenset({'Q9ULE0', 'Q96QB1', 'TGFbetaReceptor'})"
"frozenset({'Q9UBU9', 'Q9BTV6', 'TGFbetaReceptor'})"
"frozenset({'Q9NR50', 'P00533', 'TGFbetaReceptor'})"
"frozenset({'Q13480', 'Q9UNN4', 'TGFbetaReceptor'})"
"frozenset({'P18124', 'Q15843', 'TGFbetaReceptor'})"
"frozenset({'P40222', 'Q92841', 'TGFbetaReceptor'})"
"frozenset({'P31994', 'P17931', 'TGFbetaReceptor'})"
"frozenset({'P61353', 'Q02878', 'TGFbetaReceptor'})"
"frozenset({'P50613', 'P02686', 'TGFbetaReceptor'})"
"frozenset({'Q9UM54', 'P62158', 'TGFbetaReceptor'})"
"frozenset({'Q66GS9', 'Q8IWC1', 'TGFbetaReceptor'})"
"frozenset({'O75489', 'Q01860', 'TGFbetaReceptor'})"
"frozenset({'Q09472', 'Q13562', 'TGFbetaReceptor'})"
"frozenset({'P19237', 'Q8ND90', 'TGFbetaReceptor'})"
"frozenset({'TGFbetaReceptor', 'Q86VU5', 'Q9UHI6'})"
"frozenset({'P36969', 'Q96G74', 'TGFbetaReceptor'})"
"frozenset({'P03372', 'P39687', 'TGFbetaReceptor'})"
"frozenset({'Q96EG3', 'TGFbetaReceptor', 'Q92997'})"
"frozenset({'Q68CJ9', 'O43889', 'TGFbetaReceptor'})"
"frozenset({'Q01844', 'Q9ULC6', 'TGFbetaReceptor'})"
"frozenset({'P04629', 'TGFbetaReceptor', 'Q92769'})"
"frozenset({'Q14596', 'P0C7T5', 'TGFbetaReceptor'})"
"frozenset({'Q8IWL3', 'TGFbetaReceptor', 'P11413'})"
"frozenset({'Q9UJA5', 'P04629', 'TGFbetaReceptor'})"
"frozenset({'Q16637', 'Q01844', 'TGFbetaReceptor'})"
"frozenset({'O75947', 'TGFbetaReceptor', 'Q86TW2'})"
"frozenset({'Q9UM73', 'P62633', 'TGFbetaReceptor'})"
"frozenset({'Q13485', 'Q8NI27', 'TGFbetaReceptor'})"
"frozenset({'Q16655', 'P46934', 'TGFbetaReceptor'})"
"frozenset({'Q8NDD1', 'P30153', 'TGFbetaReceptor'})"
"frozenset({'TGFbetaReceptor', 'P11217', 'P50570'})"
"frozenset({'P20073', 'Q9UMN6', 'TGFbetaReceptor'})"
"frozenset({'TGFbetaReceptor', 'Q06203', 'Q96FW1'})"
"frozenset({'Q15139', 'Q92918', 'TGFbetaReceptor'})"
"frozenset({'Q15717', 'Q13838', 'TGFbetaReceptor'})"
"frozenset({'Q96SB4', 'Q9UJJ9', 'TGFbetaReceptor'})"
"frozenset({'Q8TF42', 'Q5T749', 'TGFbetaReceptor'})"
"frozenset({'Q9Y3C5', 'P31749', 'TGFbetaReceptor'})"
"frozenset({'O60313', 'Q16795', 'TGFbetaReceptor'})"
"frozenset({'Q02363', 'Q16254', 'TGFbetaReceptor'})"
"frozenset({'P41214', 'TGFbetaReceptor', 'Q99459'})"
"frozenset({'Q8TEK3', 'Q16695', 'TGFbetaReceptor'})"
"frozenset({'TGFbetaReceptor', 'P0DMV8', 'Q6R327'})"
"frozenset({'Q86WH2', 'Q16543', 'TGFbetaReceptor'})"
"frozenset({'P35221', 'P68032', 'TGFbetaReceptor'})"
"frozenset({'Q63HK5', 'Q15323', 'TGFbetaReceptor'})"
"frozenset({'Q9H2U2', 'Q5U5X0', 'TGFbetaReceptor'})"
"frozenset({'P52597', 'P49736', 'TGFbetaReceptor'})"
"frozenset({'TGFbetaReceptor', 'Q9UGL1', 'Q09028'})"
"frozenset({'Q9NYR9', 'P25963', 'TGFbetaReceptor'})"
"frozenset({'TGFbetaReceptor', 'Q8N7P3', 'O00501'})"
"frozenset({'Q14103', 'TGFbetaReceptor', 'P31943'})"
"frozenset({'P17066', 'O75594', 'TGFbetaReceptor'})"
"frozenset({'P21589', 'P52569', 'TGFbetaReceptor'})"
"frozenset({'Q92759', 'P19447', 'TGFbetaReceptor'})"
"frozenset({'TGFbetaReceptor', 'Q8WWV3', 'Q9C002'})"
"frozenset({'P06241', 'Q92529', 'TGFbetaReceptor'})"
"frozenset({'Q15554', 'Q14697', 'TGFbetaReceptor'})"
"frozenset({'P25786', 'Q8N1G4', 'TGFbetaReceptor'})"
"frozenset({'Q9Y3Z3', 'Q9Y5J5', 'TGFbetaReceptor'})"
"frozenset({'TGFbetaReceptor', 'P13861', 'P49841'})"
"frozenset({'O60264', 'P17676', 'TGFbetaReceptor'})"
"frozenset({'Q9BQ65', 'Q9BRR8', 'TGFbetaReceptor'})"
"frozenset({'Q9H967', 'P23284', 'TGFbetaReceptor'})"
"frozenset({'P17948', 'P05230', 'TGFbetaReceptor'})"
"frozenset({'Q15645', 'Q9UHY7', 'TGFbetaReceptor'})"
"frozenset({'P07949', 'P29353', 'TGFbetaReceptor'})"
"frozenset({'P54707', 'P08754', 'TGFbetaReceptor'})"
"frozenset({'O43829', 'Q9HC52', 'TGFbetaReceptor'})"
"frozenset({'Q16512', 'P61586', 'TGFbetaReceptor'})"
"frozenset({'TGFbetaReceptor', 'P40926', 'Q9UQL6'})"
"frozenset({'O96008', 'P21912', 'TGFbetaReceptor'})"
"frozenset({'TGFbetaReceptor', 'O15160', 'P08670'})"
"frozenset({'Q96T51', 'Q68CQ4', 'TGFbetaReceptor'})"
"frozenset({'Q9UBX2', 'P60900', 'TGFbetaReceptor'})"
"frozenset({'Q99814', 'TGFbetaReceptor', 'Q9UNE7'})"
"frozenset({'TGFbetaReceptor', 'P04264', 'P23490'})"
"frozenset({'TGFbetaReceptor', 'Q6WKZ4', 'P05412'})"
"frozenset({'P03372', 'Q32MZ4', 'TGFbetaReceptor'})"
"frozenset({'Q99829', 'P60709', 'TGFbetaReceptor'})"
"frozenset({'P39687', 'Q96HC4', 'TGFbetaReceptor'})"
"frozenset({'Q99612', 'Q9UIK4', 'TGFbetaReceptor'})"
"frozenset({'Q92831', 'Q16778', 'TGFbetaReceptor'})"
"frozenset({'P30154', 'P56704', 'TGFbetaReceptor'})"
"frozenset({'TGFbetaReceptor', 'Q01105', 'P29692'})"
"frozenset({'Q9ULJ6', 'P01106', 'TGFbetaReceptor'})"
"frozenset({'Q9Y4K3', 'P26640', 'TGFbetaReceptor'})"
"frozenset({'Q9NR30', 'P62258', 'TGFbetaReceptor'})"
"frozenset({'Q96CW1', 'P32121', 'TGFbetaReceptor'})"
"frozenset({'P49407', 'P43250', 'TGFbetaReceptor'})"
"frozenset({'O00329', 'P61952', 'TGFbetaReceptor'})"
"frozenset({'P11021', 'P07550', 'TGFbetaReceptor'})"
"frozenset({'Q9NYY8', 'P01106', 'TGFbetaReceptor'})"
"frozenset({'P19320', 'Q15717', 'TGFbetaReceptor'})"
"frozenset({'Q8WUB2', 'P43363', 'TGFbetaReceptor'})"
"frozenset({'P27708', 'O95758', 'TGFbetaReceptor'})"
"frozenset({'Q8NCN4', 'TGFbetaReceptor', 'Q96JM3'})"
"frozenset({'TGFbetaReceptor', 'Q99996', 'Q15022'})"
"frozenset({'Q9HBY0', 'Q9BQA9', 'TGFbetaReceptor'})"
"frozenset({'O00429', 'Q92905', 'TGFbetaReceptor'})"
"frozenset({'TGFbetaReceptor', 'P31689', 'Q96DB2'})"
"frozenset({'Q9NYY1', 'TGFbetaReceptor', 'P16471'})"
"frozenset({'Q13428', 'TGFbetaReceptor', 'P05412'})"
"frozenset({'P06702', 'TGFbetaReceptor', 'Q16629'})"
"frozenset({'Q8NGG0', 'TGFbetaReceptor', 'P25098'})"
"frozenset({'Q96HA8', 'P04424', 'TGFbetaReceptor'})"
"frozenset({'O75400', 'Q08211', 'TGFbetaReceptor'})"
"frozenset({'P19320', 'Q14697', 'TGFbetaReceptor'})"
"frozenset({'Q9Y3C8', 'P37802', 'TGFbetaReceptor'})"
"frozenset({'P29590', 'P43004', 'TGFbetaReceptor'})"
"frozenset({'TGFbetaReceptor', 'Q9UKE5', 'Q6P1L8'})"
"frozenset({'O95352', 'Q9H0Y0', 'TGFbetaReceptor'})"
"frozenset({'P17612', 'Q8NGK4', 'TGFbetaReceptor'})"
"frozenset({'O43172', 'Q99832', 'TGFbetaReceptor'})"
"frozenset({'Q9BU64', 'Q9Y4C4', 'TGFbetaReceptor'})"
"frozenset({'P13569', 'P31689', 'TGFbetaReceptor'})"
"frozenset({'Q9HCM3', 'TGFbetaReceptor', 'Q9NRM7'})"
"frozenset({'P62333', 'P61619', 'TGFbetaReceptor'})"
"frozenset({'O14544', 'O00459', 'TGFbetaReceptor'})"
"frozenset({'Q8NHQ1', 'Q6ZUT1', 'TGFbetaReceptor'})"
"frozenset({'Q8N8N7', 'O60506', 'TGFbetaReceptor'})"
"frozenset({'Q13617', 'Q13247', 'TGFbetaReceptor'})"
"frozenset({'O43482', 'Q6ZSJ9', 'TGFbetaReceptor'})"
"frozenset({'P15408', 'Q96EY1', 'TGFbetaReceptor'})"
"frozenset({'P54252', 'TGFbetaReceptor', 'P49841'})"
"frozenset({'Q9NQ29', 'Q8N2M8', 'TGFbetaReceptor'})"
"frozenset({'P56524', 'P30153', 'TGFbetaReceptor'})"
"frozenset({'P20290', 'Q8NBT0', 'TGFbetaReceptor'})"
"frozenset({'P49407', 'Q99835', 'TGFbetaReceptor'})"
"frozenset({'P51116', 'Q9BU76', 'TGFbetaReceptor'})"
"frozenset({'P19484', 'P42345', 'TGFbetaReceptor'})"
"frozenset({'P12318', 'O75023', 'TGFbetaReceptor'})"
"frozenset({'Q13464', 'P35611', 'TGFbetaReceptor'})"
"frozenset({'TGFbetaReceptor', 'Q13573', 'P50570'})"
"frozenset({'P36873', 'P35244', 'TGFbetaReceptor'})"
"frozenset({'Q16626', 'Q9BXS5', 'TGFbetaReceptor'})"
"frozenset({'TGFbetaReceptor', 'O95947', 'P50458'})"
"frozenset({'P35968', 'Q9UKB1', 'TGFbetaReceptor'})"
"frozenset({'P27694', 'P49643', 'TGFbetaReceptor'})"
"frozenset({'P82650', 'Q9UKB1', 'TGFbetaReceptor'})"
"frozenset({'P28702', 'Q9HB07', 'TGFbetaReceptor'})"
"frozenset({'Q8TF40', 'O95166', 'TGFbetaReceptor'})"
"frozenset({'Q13501', 'Q9HCE7', 'TGFbetaReceptor'})"
"frozenset({'O00567', 'Q8NC56', 'TGFbetaReceptor'})"
"frozenset({'P49190', 'Q9UBQ7', 'TGFbetaReceptor'})"
"frozenset({'P63165', 'Q9HCK0', 'TGFbetaReceptor'})"
"frozenset({'Q9NYA4', 'Q15796', 'TGFbetaReceptor'})"
"frozenset({'Q92793', 'O43918', 'TGFbetaReceptor'})"
"frozenset({'Q9BYR5', 'TGFbetaReceptor', 'Q5T5A8'})"
"frozenset({'Q7Z6G3', 'P52292', 'TGFbetaReceptor'})"
"frozenset({'P46109', 'Q8ND30', 'TGFbetaReceptor'})"
"frozenset({'Q9NQZ6', 'O60504', 'TGFbetaReceptor'})"
"frozenset({'P56545', 'Q8IX07', 'TGFbetaReceptor'})"
"frozenset({'P19438', 'O00463', 'TGFbetaReceptor'})"
"frozenset({'P12004', 'Q96BJ8', 'TGFbetaReceptor'})"
"frozenset({'Q9H4B4', 'O96017', 'TGFbetaReceptor'})"
"frozenset({'P22626', 'O60508', 'TGFbetaReceptor'})"
"frozenset({'Q96GV9', 'Q9BXS6', 'TGFbetaReceptor'})"
"frozenset({'O43186', 'Q14CS0', 'TGFbetaReceptor'})"
"frozenset({'P04406', 'Q15046', 'TGFbetaReceptor'})"
"frozenset({'Q6IQ23', 'P62195', 'TGFbetaReceptor'})"
"frozenset({'P18124', 'P62917', 'TGFbetaReceptor'})"
"frozenset({'Q9NRD1', 'Q9NZI8', 'TGFbetaReceptor'})"
"frozenset({'Q9UGI8', 'TGFbetaReceptor', 'P05412'})"
"frozenset({'Q8NH59', 'TGFbetaReceptor', 'P22612'})"
"frozenset({'Q8N1G2', 'Q13618', 'TGFbetaReceptor'})"
"frozenset({'O43252', 'P23526', 'TGFbetaReceptor'})"
"frozenset({'P07900', 'P35916', 'TGFbetaReceptor'})"
"frozenset({'P40424', 'Q96PU5', 'TGFbetaReceptor'})"
"frozenset({'Q13561', 'O14964', 'TGFbetaReceptor'})"
"frozenset({'O14980', 'O95997', 'TGFbetaReceptor'})"
"frozenset({'O43464', 'Q13490', 'TGFbetaReceptor'})"
"frozenset({'P01344', 'P24593', 'TGFbetaReceptor'})"
"frozenset({'TGFbetaReceptor', 'Q9H0M0', 'Q14966'})"
"frozenset({'P38919', 'Q13838', 'TGFbetaReceptor'})"
"frozenset({'Q6IQ23', 'O14893', 'TGFbetaReceptor'})"
"frozenset({'Q6A162', 'P18084', 'TGFbetaReceptor'})"
"frozenset({'P61218', 'Q86SE5', 'TGFbetaReceptor'})"
"frozenset({'P08631', 'P27635', 'TGFbetaReceptor'})"
"frozenset({'Q6UXS9', 'P61086', 'TGFbetaReceptor'})"
"frozenset({'TGFbetaReceptor', 'Q9UFF9', 'Q86WU2'})"
"frozenset({'P05388', 'P56192', 'TGFbetaReceptor'})"
"frozenset({'O95231', 'O14503', 'TGFbetaReceptor'})"
"frozenset({'Q9UI15', 'O00299', 'TGFbetaReceptor'})"
"frozenset({'Q86W42', 'TGFbetaReceptor', 'Q9BYV6'})"
"frozenset({'Q15286', 'P38606', 'TGFbetaReceptor'})"
"frozenset({'TGFbetaReceptor', 'O00755', 'O96014'})"
"frozenset({'Q13426', 'Q10586', 'TGFbetaReceptor'})"
"frozenset({'P10809', 'O95166', 'TGFbetaReceptor'})"
"frozenset({'P61968', 'Q8N1B4', 'TGFbetaReceptor'})"
"frozenset({'Q9HAU4', 'P62736', 'TGFbetaReceptor'})"
"frozenset({'Q02750', 'O15530', 'TGFbetaReceptor'})"
"frozenset({'P35544', 'P23396', 'TGFbetaReceptor'})"
"frozenset({'Q6KB66', 'Q92905', 'TGFbetaReceptor'})"
"frozenset({'P08581', 'P43403', 'TGFbetaReceptor'})"
"frozenset({'Q9Y696', 'P49716', 'TGFbetaReceptor'})"
"frozenset({'TGFbetaReceptor', 'P49821', 'Q5JTV8'})"
"frozenset({'Q6NT16', 'Q15717', 'TGFbetaReceptor'})"
"frozenset({'P49902', 'TGFbetaReceptor', 'Q9Y5B8'})"
"frozenset({'Q96EE3', 'Q15274', 'TGFbetaReceptor'})"
"frozenset({'TGFbetaReceptor', 'Q99496', 'O95863'})"
"frozenset({'Q92508', 'P29033', 'TGFbetaReceptor'})"
"frozenset({'Q2M1K9', 'P38398', 'TGFbetaReceptor'})"
"frozenset({'Q96JH8', 'P22607', 'TGFbetaReceptor'})"
"frozenset({'Q96QZ7', 'TGFbetaReceptor', 'P54259'})"
"frozenset({'P06748', 'Q9NVU7', 'TGFbetaReceptor'})"
"frozenset({'TGFbetaReceptor', 'Q9H0M0', 'P08238'})"
"frozenset({'TGFbetaReceptor', 'Q96MT7', 'Q9H2C0'})"
"frozenset({'Q9H5I1', 'TGFbetaReceptor', 'P16333'})"
"frozenset({'O94913', 'TGFbetaReceptor', 'Q9NXV6'})"
"frozenset({'P04629', 'Q9BZE4', 'TGFbetaReceptor'})"
"frozenset({'Q9Y4K3', 'Q9C0C7', 'TGFbetaReceptor'})"
"frozenset({'TGFbetaReceptor', 'Q86XK2', 'P05412'})"
"frozenset({'O14625', 'P19838', 'TGFbetaReceptor'})"
"frozenset({'Q9ULH0', 'P18031', 'TGFbetaReceptor'})"
"frozenset({'Q07020', 'TGFbetaReceptor', 'P08865'})"
"frozenset({'Q13569', 'P19793', 'TGFbetaReceptor'})"
"frozenset({'Q8TBF4', 'Q96J01', 'TGFbetaReceptor'})"
"frozenset({'P05198', 'TGFbetaReceptor', 'O60216'})"
"frozenset({'P52565', 'P84095', 'TGFbetaReceptor'})"
"frozenset({'P19438', 'Q96AG4', 'TGFbetaReceptor'})"
"frozenset({'P11308', 'P07550', 'TGFbetaReceptor'})"
"frozenset({'O00308', 'TGFbetaReceptor', 'P06733'})"
"frozenset({'P30154', 'P32119', 'TGFbetaReceptor'})"
"frozenset({'Q9NNX6', 'P10909', 'TGFbetaReceptor'})"
"frozenset({'P12830', 'Q9NZN5', 'TGFbetaReceptor'})"
"frozenset({'O15372', 'Q9HCE7', 'TGFbetaReceptor'})"
"frozenset({'Q9ULJ7', 'P05067', 'TGFbetaReceptor'})"
"frozenset({'O14709', 'TGFbetaReceptor', 'P40337'})"
"frozenset({'Q7Z7F0', 'Q9UHX1', 'TGFbetaReceptor'})"
"frozenset({'Q5JVS0', 'TGFbetaReceptor', 'P38432'})"
"frozenset({'Q9UNY4', 'Q8NBB4', 'TGFbetaReceptor'})"
"frozenset({'P62820', 'Q9H0R8', 'TGFbetaReceptor'})"
"frozenset({'P62280', 'Q7L2Z9', 'TGFbetaReceptor'})"
"frozenset({'Q9H0R8', 'TGFbetaReceptor', 'Q07955'})"
"frozenset({'TGFbetaReceptor', 'P16104', 'Q9H7Z7'})"
"frozenset({'TGFbetaReceptor', 'P48047', 'P05412'})"
"frozenset({'P55010', 'TGFbetaReceptor', 'Q99447'})"
"frozenset({'O15264', 'P28562', 'TGFbetaReceptor'})"
"frozenset({'TGFbetaReceptor', 'Q92988', 'P55157'})"
"frozenset({'Q9H5K3', 'Q70CQ3', 'TGFbetaReceptor'})"
"frozenset({'Q13469', 'P40938', 'TGFbetaReceptor'})"
"frozenset({'P11047', 'P23258', 'TGFbetaReceptor'})"
"frozenset({'Q9BYW2', 'Q8NHQ8', 'TGFbetaReceptor'})"
"frozenset({'O60493', 'P28290', 'TGFbetaReceptor'})"
"frozenset({'Q9UHD9', 'P62191', 'TGFbetaReceptor'})"
"frozenset({'Q04721', 'Q86UX2', 'TGFbetaReceptor'})"
"frozenset({'P62913', 'TGFbetaReceptor', 'Q96Q15'})"
"frozenset({'O00567', 'Q9BRJ6', 'TGFbetaReceptor'})"
"frozenset({'P50542', 'TGFbetaReceptor', 'Q9NUI1'})"
"frozenset({'TGFbetaReceptor', 'P80188', 'Q9UMR2'})"
"frozenset({'TGFbetaReceptor', 'P62937', 'P30086'})"
"frozenset({'Q5VT66', 'O43181', 'TGFbetaReceptor'})"
"frozenset({'TGFbetaReceptor', 'P25800', 'Q63ZY3'})"
"frozenset({'Q9Y294', 'P33993', 'TGFbetaReceptor'})"
"frozenset({'P01106', 'Q9NRG4', 'TGFbetaReceptor'})"
"frozenset({'Q9H078', 'P57078', 'TGFbetaReceptor'})"
"frozenset({'Q9UKX7', 'Q9Y2I1', 'TGFbetaReceptor'})"
"frozenset({'Q8IVT5', 'Q8TC76', 'TGFbetaReceptor'})"
"frozenset({'Q9BUH8', 'TGFbetaReceptor', 'Q9H4E7'})"
"frozenset({'Q9NP58', 'P01375', 'TGFbetaReceptor'})"
"frozenset({'TGFbetaReceptor', 'P38398', 'P62487'})"
"frozenset({'P28070', 'P51665', 'TGFbetaReceptor'})"
"frozenset({'Q9Y6K9', 'P08922', 'TGFbetaReceptor'})"
"frozenset({'P46777', 'P62841', 'TGFbetaReceptor'})"
"frozenset({'Q16665', 'TGFbetaReceptor', 'P02786'})"
"frozenset({'Q96A65', 'O95721', 'TGFbetaReceptor'})"
"frozenset({'P51148', 'Q14254', 'TGFbetaReceptor'})"
"frozenset({'Q9Y5M8', 'TGFbetaReceptor', 'Q9Y2Q9'})"
"frozenset({'Q16763', 'A0AVT1', 'TGFbetaReceptor'})"
"frozenset({'P49590', 'Q12849', 'TGFbetaReceptor'})"
"frozenset({'O75400', 'Q13315', 'TGFbetaReceptor'})"
"frozenset({'P54278', 'P78527', 'TGFbetaReceptor'})"
"frozenset({'Q12778', 'TGFbetaReceptor', 'Q14653'})"
"frozenset({'TGFbetaReceptor', 'Q96GM8', 'Q15393'})"
"frozenset({'Q8NEC5', 'Q9BUH8', 'TGFbetaReceptor'})"
"frozenset({'P78362', 'Q8NEJ9', 'TGFbetaReceptor'})"
"frozenset({'P0C0S5', 'Q96DX5', 'TGFbetaReceptor'})"
"frozenset({'P15927', 'Q7Z6Z7', 'TGFbetaReceptor'})"
"frozenset({'O00716', 'O75530', 'TGFbetaReceptor'})"
"frozenset({'P62280', 'P62829', 'TGFbetaReceptor'})"
"frozenset({'Q504Q3', 'P56182', 'TGFbetaReceptor'})"
"frozenset({'Q969M7', 'Q969K3', 'TGFbetaReceptor'})"
"frozenset({'P41229', 'Q99496', 'TGFbetaReceptor'})"
"frozenset({'Q9NXR7', 'P46736', 'TGFbetaReceptor'})"
"frozenset({'Q15262', 'P19022', 'TGFbetaReceptor'})"
"frozenset({'Q16821', 'Q9GZN8', 'TGFbetaReceptor'})"
"frozenset({'O15379', 'Q96A08', 'TGFbetaReceptor'})"
"frozenset({'P61201', 'TGFbetaReceptor', 'Q9H160'})"
"frozenset({'TGFbetaReceptor', 'Q8NI60', 'Q9UBB9'})"
"frozenset({'Q9BSJ2', 'Q08380', 'TGFbetaReceptor'})"
"frozenset({'Q9UBU9', 'Q13163', 'TGFbetaReceptor'})"
"frozenset({'P14136', 'P35398', 'TGFbetaReceptor'})"
"frozenset({'Q96A72', 'Q16825', 'TGFbetaReceptor'})"
"frozenset({'F7VJQ1', 'Q96A73', 'TGFbetaReceptor'})"
"frozenset({'Q969H4', 'P08134', 'TGFbetaReceptor'})"
"frozenset({'TGFbetaReceptor', 'Q13158', 'Q12933'})"
"frozenset({'Q9H1X1', 'Q14152', 'TGFbetaReceptor'})"
"frozenset({'P49902', 'Q7Z422', 'TGFbetaReceptor'})"
"frozenset({'P51812', 'P29317', 'TGFbetaReceptor'})"
"frozenset({'TGFbetaReceptor', 'Q13247', 'Q6DD88'})"
"frozenset({'Q8NHU6', 'TGFbetaReceptor', 'P24385'})"
"frozenset({'P00403', 'P21912', 'TGFbetaReceptor'})"
"frozenset({'P54725', 'Q15654', 'TGFbetaReceptor'})"
"frozenset({'P33992', 'Q6P2Q9', 'TGFbetaReceptor'})"
"frozenset({'P0DP23', 'P63092', 'TGFbetaReceptor'})"
"frozenset({'Q02221', 'TGFbetaReceptor', 'P52815'})"
"frozenset({'TGFbetaReceptor', 'P04637', 'P78371'})"
"frozenset({'Q02108', 'P04637', 'TGFbetaReceptor'})"
"frozenset({'Q01094', 'P09382', 'TGFbetaReceptor'})"
"frozenset({'P51814', 'P60409', 'TGFbetaReceptor'})"
"frozenset({'Q15555', 'Q6ZW49', 'TGFbetaReceptor'})"
"frozenset({'Q9GZN1', 'Q9BTC8', 'TGFbetaReceptor'})"
"frozenset({'Q92806', 'Q9UK08', 'TGFbetaReceptor'})"
"frozenset({'Q8IUC2', 'Q96MA1', 'TGFbetaReceptor'})"
"frozenset({'P62191', 'O00232', 'TGFbetaReceptor'})"
"frozenset({'O60260', 'TGFbetaReceptor', 'O75832'})"
"frozenset({'Q9UKX5', 'TGFbetaReceptor', 'Q9UQP3'})"
"frozenset({'TGFbetaReceptor', 'P05496', 'P56385'})"
"frozenset({'Q9BV86', 'P01106', 'TGFbetaReceptor'})"
"frozenset({'O43236', 'TGFbetaReceptor', 'Q9H8Y8'})"
"frozenset({'TGFbetaReceptor', 'Q8IUH5', 'Q8NI37'})"
"frozenset({'P52735', 'Q8WV28', 'TGFbetaReceptor'})"
"frozenset({'P18847', 'Q14192', 'TGFbetaReceptor'})"
"frozenset({'Q13465', 'P48431', 'TGFbetaReceptor'})"
"frozenset({'TGFbetaReceptor', 'Q9UBT6', 'Q9UMS6'})"
"frozenset({'Q969S3', 'Q13601', 'TGFbetaReceptor'})"
"frozenset({'P60520', 'P31942', 'TGFbetaReceptor'})"
"frozenset({'Q13352', 'Q7L2Z9', 'TGFbetaReceptor'})"
"frozenset({'P40939', 'TGFbetaReceptor', 'Q14164'})"
"frozenset({'P49190', 'P01270', 'TGFbetaReceptor'})"
"frozenset({'P24468', 'O15442', 'TGFbetaReceptor'})"
"frozenset({'TGFbetaReceptor', 'P05067', 'Q96DI7'})"
"frozenset({'O60266', 'P62879', 'TGFbetaReceptor'})"
"frozenset({'TGFbetaReceptor', 'O60504', 'P01116'})"
"frozenset({'Q5I0X4', 'O00628', 'TGFbetaReceptor'})"
"frozenset({'P27348', 'P46940', 'TGFbetaReceptor'})"
"frozenset({'O94832', 'Q9BRX2', 'TGFbetaReceptor'})"
"frozenset({'Q08257', 'P17931', 'TGFbetaReceptor'})"
"frozenset({'Q9Y4K3', 'P51668', 'TGFbetaReceptor'})"
"frozenset({'P01861', 'P49736', 'TGFbetaReceptor'})"
"frozenset({'P23396', 'P32969', 'TGFbetaReceptor'})"
"frozenset({'P49407', 'TGFbetaReceptor', 'Q8NGA6'})"
"frozenset({'Q15198', 'TGFbetaReceptor', 'A0AVI4'})"
"frozenset({'TGFbetaReceptor', 'Q9H1A4', 'Q9H6T3'})"
"frozenset({'P27361', 'O75030', 'TGFbetaReceptor'})"
"frozenset({'Q08828', 'P63211', 'TGFbetaReceptor'})"
"frozenset({'P27658', 'P60369', 'TGFbetaReceptor'})"
