negatives
"frozenset({'O15119', 'TNFalpha', 'Q9UQL6'})"
"frozenset({'Q15717', 'TNFalpha', 'P23246'})"
"frozenset({'Q8N448', 'TNFalpha', 'P06576'})"
"frozenset({'Q9H2C0', 'TNFalpha', 'Q96M86'})"
"frozenset({'Q9BV94', 'TNFalpha', 'A8MVW5'})"
"frozenset({'Q6PKG0', 'Q96GD4', 'TNFalpha'})"
"frozenset({'Q07955', 'TNFalpha', 'O75643'})"
"frozenset({'O00571', 'TNFalpha', 'Q99459'})"
"frozenset({'P49411', 'P39023', 'TNFalpha'})"
"frozenset({'Q9BS40', 'Q9BQA9', 'TNFalpha'})"
"frozenset({'P78545', 'P19838', 'TNFalpha'})"
"frozenset({'Q9UDY8', 'TNFalpha', 'Q9Y6K9'})"
"frozenset({'P61018', 'TNFalpha', 'P33076'})"
"frozenset({'TNFalpha', 'O43707', 'Q96QZ7'})"
"frozenset({'Q9BZD4', 'TNFalpha', 'O14965'})"
"frozenset({'P27348', 'Q9GZY8', 'TNFalpha'})"
"frozenset({'Q14568', 'TNFalpha', 'Q13617'})"
"frozenset({'P19793', 'TNFalpha', 'Q6STE5'})"
"frozenset({'Q5TA45', 'TNFalpha', 'Q15645'})"
"frozenset({'P39880', 'TNFalpha', 'Q9H334'})"
"frozenset({'Q15080', 'TNFalpha', 'P14598'})"
"frozenset({'P25398', 'TNFalpha', 'Q9BV73'})"
"frozenset({'P51531', 'O75496', 'TNFalpha'})"
"frozenset({'P48735', 'Q9UBG3', 'TNFalpha'})"
"frozenset({'P05114', 'TNFalpha', 'Q9NWY4'})"
"frozenset({'P28370', 'Q09028', 'TNFalpha'})"
"frozenset({'Q9H0R8', 'P05386', 'TNFalpha'})"
"frozenset({'P63167', 'Q9Y5J5', 'TNFalpha'})"
"frozenset({'P16220', 'TNFalpha', 'Q13227'})"
"frozenset({'Q9UHF4', 'P01563', 'TNFalpha'})"
"frozenset({'Q9Y266', 'Q96KV7', 'TNFalpha'})"
"frozenset({'Q5D862', 'TNFalpha', 'P24941'})"
"frozenset({'Q2TBE0', 'Q08174', 'TNFalpha'})"
"frozenset({'P42858', 'TNFalpha', 'P07437'})"
"frozenset({'P51114', 'TNFalpha', 'Q9NQ29'})"
"frozenset({'Q13496', 'P01106', 'TNFalpha'})"
"frozenset({'Q92793', 'Q16630', 'TNFalpha'})"
"frozenset({'P30566', 'TNFalpha', 'Q9UIF3'})"
"frozenset({'P01106', 'TNFalpha', 'Q9UDR5'})"
"frozenset({'Q6NXT2', 'TNFalpha', 'P27635'})"
"frozenset({'P18146', 'P04080', 'TNFalpha'})"
"frozenset({'P10588', 'P38159', 'TNFalpha'})"
"frozenset({'Q6H8Q1', 'TNFalpha', 'P63000'})"
"frozenset({'P10586', 'Q9Y4H2', 'TNFalpha'})"
"frozenset({'Q9HBU9', 'Q9NQ11', 'TNFalpha'})"
"frozenset({'Q14764', 'TNFalpha', 'P14672'})"
"frozenset({'P53367', 'Q9P0N5', 'TNFalpha'})"
"frozenset({'Q8WW24', 'TNFalpha', 'Q9P0T4'})"
"frozenset({'P78317', 'TNFalpha', 'O14964'})"
"frozenset({'TNFalpha', 'P06748', 'Q14980'})"
"frozenset({'Q3MII6', 'TNFalpha', 'Q9BVN2'})"
"frozenset({'Q9BTX1', 'Q9P0N5', 'TNFalpha'})"
"frozenset({'Q9NRF8', 'O60664', 'TNFalpha'})"
"frozenset({'Q9BRK5', 'TNFalpha', 'Q9UQE7'})"
"frozenset({'P42336', 'Q9Y6W8', 'TNFalpha'})"
"frozenset({'Q86YD3', 'TNFalpha', 'Q9NSE4'})"
"frozenset({'P05412', 'TNFalpha', 'Q6P1J9'})"
"frozenset({'Q9UPZ9', 'Q96AJ1', 'TNFalpha'})"
"frozenset({'Q9Y6J9', 'TNFalpha', 'Q13315'})"
"frozenset({'P04629', 'TNFalpha', 'Q13423'})"
"frozenset({'Q9Y478', 'TNFalpha', 'Q8NE71'})"
"frozenset({'Q5RKV6', 'Q14687', 'TNFalpha'})"
"frozenset({'P61964', 'TNFalpha', 'P78362'})"
"frozenset({'Q92499', 'TNFalpha', 'P05198'})"
"frozenset({'Q13464', 'TNFalpha', 'P08670'})"
"frozenset({'Q9UQP3', 'TNFalpha', 'P13612'})"
"frozenset({'P54578', 'P62888', 'TNFalpha'})"
"frozenset({'Q6P2Q9', 'Q9NR30', 'TNFalpha'})"
"frozenset({'O15075', 'TNFalpha', 'O75044'})"
"frozenset({'P62195', 'P04637', 'TNFalpha'})"
"frozenset({'P22087', 'TNFalpha', 'Q9Y4C8'})"
"frozenset({'P19174', 'P16284', 'TNFalpha'})"
"frozenset({'Q13526', 'TNFalpha', 'P55198'})"
"frozenset({'P53804', 'P62837', 'TNFalpha'})"
"frozenset({'Q969V6', 'TNFalpha', 'Q96MT8'})"
"frozenset({'O14958', 'Q9NZM5', 'TNFalpha'})"
"frozenset({'P63165', 'TNFalpha', 'P15884'})"
"frozenset({'P03372', 'TNFalpha', 'Q6PJG2'})"
"frozenset({'Q00005', 'P05387', 'TNFalpha'})"
"frozenset({'O75815', 'TNFalpha', 'P35568'})"
"frozenset({'Q6ZTQ4', 'TNFalpha', 'Q8TB03'})"
"frozenset({'Q5BKZ1', 'Q9UBX3', 'TNFalpha'})"
"frozenset({'Q14746', 'TNFalpha', 'P38606'})"
"frozenset({'Q9H2X9', 'Q16854', 'TNFalpha'})"
"frozenset({'Q15047', 'TNFalpha', 'P45973'})"
"frozenset({'Q7Z699', 'O75031', 'TNFalpha'})"
"frozenset({'Q9BZL1', 'Q15029', 'TNFalpha'})"
"frozenset({'P28799', 'TNFalpha', 'Q3LI64'})"
"frozenset({'Q6ZMK1', 'TNFalpha', 'P30838'})"
"frozenset({'P14923', 'TNFalpha', 'Q9BX46'})"
"frozenset({'P27348', 'O60488', 'TNFalpha'})"
"frozenset({'Q5VTB9', 'O14933', 'TNFalpha'})"
"frozenset({'Q9NQR4', 'O00584', 'TNFalpha'})"
"frozenset({'Q8WWW0', 'TNFalpha', 'Q00987'})"
"frozenset({'P14415', 'P62269', 'TNFalpha'})"
"frozenset({'Q9P015', 'Q14318', 'TNFalpha'})"
"frozenset({'P52298', 'TNFalpha', 'Q04637'})"
"frozenset({'Q9NVN3', 'TNFalpha', 'Q9BZP6'})"
"frozenset({'Q5UIP0', 'Q14061', 'TNFalpha'})"
"frozenset({'Q9UQ10', 'TNFalpha', 'Q15714'})"
"frozenset({'P19338', 'Q00653', 'TNFalpha'})"
"frozenset({'Q96CW1', 'TNFalpha', 'O00291'})"
"frozenset({'Q9UBU8', 'Q13573', 'TNFalpha'})"
"frozenset({'O95470', 'Q86WV6', 'TNFalpha'})"
"frozenset({'Q9H0E2', 'Q96QK1', 'TNFalpha'})"
"frozenset({'P51812', 'Q9HBU1', 'TNFalpha'})"
"frozenset({'Q9C002', 'Q16891', 'TNFalpha'})"
"frozenset({'Q99439', 'Q13126', 'TNFalpha'})"
"frozenset({'Q8N6L0', 'TNFalpha', 'Q8N511'})"
"frozenset({'O95619', 'Q12824', 'TNFalpha'})"
"frozenset({'P63098', 'Q9UM13', 'TNFalpha'})"
"frozenset({'Q19AV6', 'P38646', 'TNFalpha'})"
"frozenset({'P51787', 'TNFalpha', 'P22612'})"
"frozenset({'Q08211', 'TNFalpha', 'Q07666'})"
"frozenset({'Q9NZB2', 'P04629', 'TNFalpha'})"
"frozenset({'P42226', 'Q92793', 'TNFalpha'})"
"frozenset({'Q9BT40', 'TNFalpha', 'Q15041'})"
"frozenset({'O94898', 'Q9NRD1', 'TNFalpha'})"
"frozenset({'Q00839', 'TNFalpha', 'Q8WXA9'})"
"frozenset({'TNFalpha', 'Q969P0', 'Q9Y5B9'})"
"frozenset({'Q13526', 'P40424', 'TNFalpha'})"
"frozenset({'Q63HK5', 'Q08379', 'TNFalpha'})"
"frozenset({'Q9UIV1', 'TNFalpha', 'O14965'})"
"frozenset({'Q99496', 'Q14692', 'TNFalpha'})"
"frozenset({'Q9HC52', 'Q96N16', 'TNFalpha'})"
"frozenset({'P19105', 'Q13464', 'TNFalpha'})"
"frozenset({'P22626', 'TNFalpha', 'Q5TC82'})"
"frozenset({'Q6RW13', 'TNFalpha', 'Q96J77'})"
"frozenset({'Q96LK0', 'TNFalpha', 'Q9Y5Q9'})"
"frozenset({'P13497', 'TNFalpha', 'P01236'})"
"frozenset({'P61326', 'TNFalpha', 'Q06787'})"
"frozenset({'P17980', 'Q9HCK8', 'TNFalpha'})"
"frozenset({'Q9NSI8', 'TNFalpha', 'P46934'})"
"frozenset({'P49407', 'TNFalpha', 'Q9GZK3'})"
"frozenset({'TNFalpha', 'P08754', 'P46092'})"
"frozenset({'TNFalpha', 'P49674', 'Q15717'})"
"frozenset({'O43156', 'TNFalpha', 'Q9NW97'})"
"frozenset({'Q13322', 'Q8NC60', 'TNFalpha'})"
"frozenset({'Q14554', 'O00584', 'TNFalpha'})"
"frozenset({'P04626', 'Q13526', 'TNFalpha'})"
"frozenset({'Q99571', 'TNFalpha', 'Q8N766'})"
"frozenset({'Q8IWZ5', 'TNFalpha', 'Q9P2K3'})"
"frozenset({'Q9NWV8', 'P38405', 'TNFalpha'})"
"frozenset({'P05412', 'P62495', 'TNFalpha'})"
"frozenset({'Q9UI26', 'TNFalpha', 'P30050'})"
"frozenset({'P63211', 'P45984', 'TNFalpha'})"
"frozenset({'Q9HC73', 'TNFalpha', 'P09919'})"
"frozenset({'Q9UK80', 'TNFalpha', 'Q5VZ89'})"
"frozenset({'Q00610', 'TNFalpha', 'Q10567'})"
"frozenset({'Q15155', 'Q9BXJ8', 'TNFalpha'})"
"frozenset({'P62854', 'TNFalpha', 'Q92597'})"
"frozenset({'Q16659', 'P53350', 'TNFalpha'})"
"frozenset({'Q7Z3S9', 'Q8IXW0', 'TNFalpha'})"
"frozenset({'P03901', 'TNFalpha', 'P56556'})"
"frozenset({'P60953', 'TNFalpha', 'Q6NZY7'})"
"frozenset({'Q03989', 'P28069', 'TNFalpha'})"
"frozenset({'Q86WA8', 'Q9NZC7', 'TNFalpha'})"
"frozenset({'P62273', 'P62753', 'TNFalpha'})"
"frozenset({'O00410', 'TNFalpha', 'Q16881'})"
"frozenset({'P17612', 'TNFalpha', 'O60825'})"
"frozenset({'P62249', 'TNFalpha', 'P62241'})"
"frozenset({'Q15323', 'Q12815', 'TNFalpha'})"
"frozenset({'Q9H974', 'TNFalpha', 'P01876'})"
"frozenset({'Q9H668', 'Q8IUH5', 'TNFalpha'})"
"frozenset({'P41229', 'TNFalpha', 'Q9P0K8'})"
"frozenset({'P01106', 'Q9UHC1', 'TNFalpha'})"
"frozenset({'Q712K3', 'Q9Y5Y2', 'TNFalpha'})"
"frozenset({'P03905', 'Q16795', 'TNFalpha'})"
"frozenset({'Q9Y5V3', 'P23415', 'TNFalpha'})"
"frozenset({'Q9NZ43', 'TNFalpha', 'Q9BXU9'})"
"frozenset({'P61244', 'Q00839', 'TNFalpha'})"
"frozenset({'P31751', 'P23443', 'TNFalpha'})"
"frozenset({'P43657', 'TNFalpha', 'B7ZAQ6'})"
"frozenset({'P46060', 'TNFalpha', 'Q12952'})"
"frozenset({'P61024', 'TNFalpha', 'P24941'})"
"frozenset({'Q16827', 'P06239', 'TNFalpha'})"
"frozenset({'Q6P1J9', 'P23396', 'TNFalpha'})"
"frozenset({'P26447', 'TNFalpha', 'Q8WXH0'})"
"frozenset({'P0C0S8', 'P33778', 'TNFalpha'})"
"frozenset({'Q96QB1', 'TNFalpha', 'P17081'})"
"frozenset({'Q5RL73', 'Q9H6L4', 'TNFalpha'})"
"frozenset({'Q9Y5W3', 'P19838', 'TNFalpha'})"
"frozenset({'Q86VH2', 'Q9P0N9', 'TNFalpha'})"
"frozenset({'Q14541', 'TNFalpha', 'P01009'})"
"frozenset({'TNFalpha', 'Q8NC44', 'Q9P2H0'})"
"frozenset({'Q9UBN7', 'Q13885', 'TNFalpha'})"
"frozenset({'Q7Z7E8', 'TNFalpha', 'Q9UBF6'})"
"frozenset({'TNFalpha', 'Q8IZP0', 'Q86W42'})"
"frozenset({'Q6WCQ1', 'TNFalpha', 'Q96H55'})"
"frozenset({'Q8NI27', 'Q99996', 'TNFalpha'})"
"frozenset({'Q92785', 'O14497', 'TNFalpha'})"
"frozenset({'Q86VR2', 'Q99442', 'TNFalpha'})"
"frozenset({'O75208', 'Q3ZCQ8', 'TNFalpha'})"
"frozenset({'Q9UK53', 'TNFalpha', 'Q5PSV4'})"
"frozenset({'O14874', 'O95777', 'TNFalpha'})"
"frozenset({'Q9UKR5', 'TNFalpha', 'Q9Y2M5'})"
"frozenset({'P23528', 'TNFalpha', 'Q96H55'})"
"frozenset({'Q99616', 'O00590', 'TNFalpha'})"
"frozenset({'Q14573', 'TNFalpha', 'Q13507'})"
"frozenset({'TNFalpha', 'P00519', 'P35326'})"
"frozenset({'P25098', 'TNFalpha', 'O43749'})"
"frozenset({'Q9ULD6', 'Q9BU20', 'TNFalpha'})"
"frozenset({'Q8IY92', 'TNFalpha', 'O95373'})"
"frozenset({'P05067', 'Q8N9Z9', 'TNFalpha'})"
"frozenset({'Q09028', 'TNFalpha', 'Q5TKA1'})"
"frozenset({'O43791', 'P35226', 'TNFalpha'})"
"frozenset({'P31152', 'Q07890', 'TNFalpha'})"
"frozenset({'Q7Z5L9', 'TNFalpha', 'Q8N6T7'})"
"frozenset({'P63165', 'O43290', 'TNFalpha'})"
"frozenset({'P63211', 'TNFalpha', 'O95622'})"
"frozenset({'P35557', 'Q14397', 'TNFalpha'})"
"frozenset({'Q9Y2Z4', 'Q9UN81', 'TNFalpha'})"
"frozenset({'Q9NYA1', 'P07858', 'TNFalpha'})"
"frozenset({'Q13480', 'P23467', 'TNFalpha'})"
"frozenset({'P42345', 'TNFalpha', 'P54646'})"
"frozenset({'Q6ZNA4', 'P61086', 'TNFalpha'})"
"frozenset({'Q9NPJ6', 'TNFalpha', 'Q9BYG3'})"
"frozenset({'Q15717', 'TNFalpha', 'Q05D32'})"
"frozenset({'P16615', 'TNFalpha', 'Q9Y468'})"
"frozenset({'TNFalpha', 'Q8NC56', 'P27635'})"
"frozenset({'Q15717', 'TNFalpha', 'Q15291'})"
"frozenset({'Q14204', 'TNFalpha', 'Q14980'})"
"frozenset({'TNFalpha', 'P12830', 'Q14847'})"
"frozenset({'A0MZ66', 'TNFalpha', 'Q9NPJ6'})"
"frozenset({'Q9BYR9', 'Q96N58', 'TNFalpha'})"
"frozenset({'Q13616', 'TNFalpha', 'Q86UZ6'})"
"frozenset({'Q01105', 'Q7L2J0', 'TNFalpha'})"
"frozenset({'Q99426', 'TNFalpha', 'Q15717'})"
"frozenset({'Q99426', 'P08243', 'TNFalpha'})"
"frozenset({'P23588', 'P22059', 'TNFalpha'})"
"frozenset({'TNFalpha', 'O00221', 'Q9Y230'})"
"frozenset({'Q13114', 'Q07011', 'TNFalpha'})"
"frozenset({'P54253', 'P56524', 'TNFalpha'})"
"frozenset({'TNFalpha', 'O14964', 'Q96GS4'})"
"frozenset({'Q13573', 'TNFalpha', 'Q86YP4'})"
"frozenset({'Q92731', 'Q96QR8', 'TNFalpha'})"
"frozenset({'P51668', 'TNFalpha', 'Q9Y4X5'})"
"frozenset({'O60573', 'TNFalpha', 'Q9BWF3'})"
"frozenset({'Q9H2L5', 'Q13188', 'TNFalpha'})"
"frozenset({'Q9Y316', 'TNFalpha', 'Q9H977'})"
"frozenset({'Q99627', 'TNFalpha', 'P78406'})"
"frozenset({'O43791', 'Q9H9S0', 'TNFalpha'})"
"frozenset({'P61964', 'TNFalpha', 'P58004'})"
"frozenset({'Q9NZN8', 'P51679', 'TNFalpha'})"
"frozenset({'P27708', 'TNFalpha', 'Q9HC29'})"
"frozenset({'Q96C23', 'O95221', 'TNFalpha'})"
"frozenset({'TNFalpha', 'Q5VYK3', 'Q9Y6K9'})"
"frozenset({'TNFalpha', 'Q00987', 'O14503'})"
"frozenset({'P05231', 'Q13651', 'TNFalpha'})"
"frozenset({'P06400', 'P15056', 'TNFalpha'})"
"frozenset({'Q6ZW49', 'P68431', 'TNFalpha'})"
"frozenset({'P07550', 'O75489', 'TNFalpha'})"
"frozenset({'P08684', 'P16435', 'TNFalpha'})"
"frozenset({'O75964', 'TNFalpha', 'Q8NA72'})"
"frozenset({'Q6DKI7', 'Q8N1S5', 'TNFalpha'})"
"frozenset({'P61619', 'TNFalpha', 'P60059'})"
"frozenset({'O75031', 'TNFalpha', 'Q6NYC8'})"
"frozenset({'P56199', 'TNFalpha', 'P04004'})"
"frozenset({'P30154', 'TNFalpha', 'O43815'})"
"frozenset({'Q9BZV1', 'Q15038', 'TNFalpha'})"
"frozenset({'P29965', 'P08648', 'TNFalpha'})"
"frozenset({'Q6PKG0', 'Q6ZW49', 'TNFalpha'})"
"frozenset({'Q96JJ7', 'Q13643', 'TNFalpha'})"
"frozenset({'P67809', 'TNFalpha', 'P16403'})"
"frozenset({'P46087', 'O95819', 'TNFalpha'})"
"frozenset({'P38398', 'TNFalpha', 'Q16236'})"
"frozenset({'O60573', 'Q9BQ89', 'TNFalpha'})"
"frozenset({'O95817', 'TNFalpha', 'Q92625'})"
"frozenset({'P35548', 'TNFalpha', 'P35269'})"
"frozenset({'O14746', 'TNFalpha', 'Q8N8A6'})"
"frozenset({'P26196', 'TNFalpha', 'Q9BUH8'})"
"frozenset({'Q96AP0', 'Q9NUX5', 'TNFalpha'})"
"frozenset({'P60369', 'P60331', 'TNFalpha'})"
"frozenset({'Q04771', 'TNFalpha', 'Q9HCE7'})"
"frozenset({'Q9GZZ1', 'Q99615', 'TNFalpha'})"
"frozenset({'TNFalpha', 'Q9UH03', 'Q9NVA2'})"
"frozenset({'Q92994', 'P05067', 'TNFalpha'})"
"frozenset({'Q14643', 'Q96K19', 'TNFalpha'})"
"frozenset({'P17987', 'O43172', 'TNFalpha'})"
"frozenset({'Q8IVT5', 'Q2TAY7', 'TNFalpha'})"
"frozenset({'P62917', 'TNFalpha', 'Q99848'})"
"frozenset({'P55316', 'Q14839', 'TNFalpha'})"
"frozenset({'P28289', 'Q9NR12', 'TNFalpha'})"
"frozenset({'Q5VZK9', 'O96013', 'TNFalpha'})"
"frozenset({'TNFalpha', 'Q92747', 'P60709'})"
"frozenset({'P62987', 'TNFalpha', 'Q16236'})"
"frozenset({'P61244', 'P22626', 'TNFalpha'})"
"frozenset({'Q8IVT2', 'TNFalpha', 'Q8N3V7'})"
"frozenset({'P11021', 'O94868', 'TNFalpha'})"
"frozenset({'Q04837', 'Q02127', 'TNFalpha'})"
"frozenset({'Q13432', 'Q13237', 'TNFalpha'})"
"frozenset({'Q96RL1', 'TNFalpha', 'Q96A08'})"
"frozenset({'Q9BTZ2', 'TNFalpha', 'Q86SX6'})"
"frozenset({'Q9Y3C5', 'P21580', 'TNFalpha'})"
"frozenset({'O14980', 'Q96EY5', 'TNFalpha'})"
"frozenset({'Q9BW61', 'TNFalpha', 'Q86VP6'})"
"frozenset({'Q9Y376', 'Q96ST3', 'TNFalpha'})"
"frozenset({'O75116', 'O60331', 'TNFalpha'})"
"frozenset({'Q9Y2X8', 'TNFalpha', 'Q9H0F5'})"
"frozenset({'Q9UHD8', 'P06753', 'TNFalpha'})"
"frozenset({'Q15648', 'Q5T200', 'TNFalpha'})"
"frozenset({'O60243', 'P60410', 'TNFalpha'})"
"frozenset({'TNFalpha', 'P41182', 'P29350'})"
"frozenset({'Q02083', 'P18075', 'TNFalpha'})"
"frozenset({'P19544', 'P60369', 'TNFalpha'})"
"frozenset({'Q13895', 'O14641', 'TNFalpha'})"
"frozenset({'TNFalpha', 'P20339', 'Q8TC07'})"
"frozenset({'Q14469', 'Q8N2Z9', 'TNFalpha'})"
"frozenset({'P23769', 'TNFalpha', 'Q8IUC2'})"
"frozenset({'Q7RTV0', 'Q7LFX5', 'TNFalpha'})"
"frozenset({'Q4LEZ3', 'TNFalpha', 'Q96HA8'})"
"frozenset({'P61981', 'Q15287', 'TNFalpha'})"
"frozenset({'O75530', 'TNFalpha', 'P01764'})"
"frozenset({'P62847', 'P62750', 'TNFalpha'})"
"frozenset({'Q00610', 'P09497', 'TNFalpha'})"
"frozenset({'Q8IWL3', 'TNFalpha', 'O15228'})"
"frozenset({'Q9BZK7', 'P56524', 'TNFalpha'})"
"frozenset({'Q9H9Y2', 'P50914', 'TNFalpha'})"
"frozenset({'Q13009', 'TNFalpha', 'P05771'})"
"frozenset({'P52815', 'P18887', 'TNFalpha'})"
"frozenset({'Q9BZE4', 'TNFalpha', 'Q15050'})"
"frozenset({'P20936', 'TNFalpha', 'Q8IZP0'})"
"frozenset({'Q13547', 'TNFalpha', 'P40337'})"
"frozenset({'Q8TEE9', 'TNFalpha', 'Q8TAE6'})"
"frozenset({'P51681', 'P30405', 'TNFalpha'})"
"frozenset({'O43684', 'TNFalpha', 'Q9UJX4'})"
"frozenset({'P09493', 'TNFalpha', 'Q15717'})"
"frozenset({'Q14185', 'TNFalpha', 'O15084'})"
"frozenset({'TNFalpha', 'P56937', 'Q15800'})"
"frozenset({'O75044', 'Q00536', 'TNFalpha'})"
"frozenset({'P0C7T5', 'O43439', 'TNFalpha'})"
"frozenset({'Q03431', 'Q13064', 'TNFalpha'})"
"frozenset({'Q8IUC1', 'Q6L8G9', 'TNFalpha'})"
"frozenset({'P28290', 'P47755', 'TNFalpha'})"
"frozenset({'O15117', 'O75791', 'TNFalpha'})"
"frozenset({'P31327', 'O60216', 'TNFalpha'})"
"frozenset({'Q16584', 'O15066', 'TNFalpha'})"
"frozenset({'P17612', 'TNFalpha', 'Q8NA72'})"
"frozenset({'Q13952', 'Q13547', 'TNFalpha'})"
"frozenset({'P27708', 'TNFalpha', 'O00273'})"
"frozenset({'P51858', 'Q9Y266', 'TNFalpha'})"
"frozenset({'Q9Y3M2', 'TNFalpha', 'O60333'})"
"frozenset({'TNFalpha', 'Q9Y6J0', 'Q00987'})"
"frozenset({'Q9Y4K3', 'P38646', 'TNFalpha'})"
"frozenset({'O00327', 'TNFalpha', 'Q567U6'})"
"frozenset({'Q96EY1', 'P38484', 'TNFalpha'})"
"frozenset({'P62487', 'TNFalpha', 'Q9Y2X0'})"
"frozenset({'O94986', 'TNFalpha', 'Q9BRX9'})"
"frozenset({'O14593', 'P46379', 'TNFalpha'})"
"frozenset({'P42338', 'P11215', 'TNFalpha'})"
"frozenset({'P11441', 'P46782', 'TNFalpha'})"
"frozenset({'Q12805', 'Q12933', 'TNFalpha'})"
"frozenset({'TNFalpha', 'Q02156', 'P08754'})"
"frozenset({'P63104', 'Q13153', 'TNFalpha'})"
"frozenset({'O75436', 'TNFalpha', 'O43865'})"
"frozenset({'Q92600', 'Q8IVD9', 'TNFalpha'})"
"frozenset({'Q9BVC4', 'Q14145', 'TNFalpha'})"
"frozenset({'P42694', 'TNFalpha', 'Q9NRA8'})"
"frozenset({'Q8N7H5', 'TNFalpha', 'Q9UBC3'})"
"frozenset({'Q8NBL1', 'Q9P0J7', 'TNFalpha'})"
"frozenset({'Q05D60', 'P40222', 'TNFalpha'})"
"frozenset({'Q96B26', 'Q9Y613', 'TNFalpha'})"
"frozenset({'Q8N5S1', 'TNFalpha', 'Q9Y6I3'})"
"frozenset({'Q01831', 'TNFalpha', 'P51784'})"
"frozenset({'P36941', 'Q86XZ4', 'TNFalpha'})"
"frozenset({'P56524', 'Q8TEJ3', 'TNFalpha'})"
"frozenset({'Q2KJY2', 'TNFalpha', 'P12980'})"
"frozenset({'O00459', 'TNFalpha', 'P29350'})"
"frozenset({'P09619', 'O76093', 'TNFalpha'})"
"frozenset({'O95817', 'TNFalpha', 'Q86UU1'})"
"frozenset({'O14929', 'TNFalpha', 'A6NDU8'})"
"frozenset({'Q8TBB1', 'TNFalpha', 'Q8N5M1'})"
"frozenset({'Q9P015', 'TNFalpha', 'Q86VP6'})"
"frozenset({'Q9HCH0', 'TNFalpha', 'Q8TD31'})"
"frozenset({'Q9NVK5', 'Q9ULQ0', 'TNFalpha'})"
"frozenset({'Q6NXE6', 'Q9BUV8', 'TNFalpha'})"
"frozenset({'O15105', 'TNFalpha', 'O00308'})"
"frozenset({'Q92834', 'TNFalpha', 'Q9UQE7'})"
"frozenset({'P62807', 'TNFalpha', 'Q9UQL6'})"
"frozenset({'O43679', 'P55317', 'TNFalpha'})"
"frozenset({'Q16576', 'O75083', 'TNFalpha'})"
"frozenset({'Q9UI14', 'TNFalpha', 'P62834'})"
"frozenset({'Q8TEY7', 'TNFalpha', 'O43303'})"
"frozenset({'Q96N95', 'TNFalpha', 'P17040'})"
"frozenset({'Q58FF7', 'TNFalpha', 'P02792'})"
"frozenset({'Q8TBJ4', 'TNFalpha', 'P33981'})"
"frozenset({'Q14558', 'P42766', 'TNFalpha'})"
"frozenset({'TNFalpha', 'Q08379', 'O14964'})"
"frozenset({'Q92905', 'Q9Y4E8', 'TNFalpha'})"
"frozenset({'Q13107', 'Q15287', 'TNFalpha'})"
"frozenset({'P26599', 'Q9NX70', 'TNFalpha'})"
"frozenset({'Q96CW1', 'Q00013', 'TNFalpha'})"
"frozenset({'Q13432', 'TNFalpha', 'Q8TF65'})"
"frozenset({'Q8NGF7', 'TNFalpha', 'O60262'})"
"frozenset({'P17948', 'Q9HCT0', 'TNFalpha'})"
"frozenset({'TNFalpha', 'O43765', 'O00487'})"
"frozenset({'Q08174', 'P12830', 'TNFalpha'})"
"frozenset({'P46060', 'TNFalpha', 'Q96EK5'})"
"frozenset({'P19320', 'TNFalpha', 'P31946'})"
"frozenset({'Q14684', 'O95232', 'TNFalpha'})"
"frozenset({'Q8TD86', 'TNFalpha', 'Q16280'})"
"frozenset({'TNFalpha', 'Q9Y5K5', 'O75317'})"
"frozenset({'P63104', 'O15151', 'TNFalpha'})"
"frozenset({'O60292', 'TNFalpha', 'P31946'})"
"frozenset({'Q99436', 'TNFalpha', 'P06702'})"
"frozenset({'O75530', 'Q96MM3', 'TNFalpha'})"
"frozenset({'Q96KQ7', 'Q9Y6Q9', 'TNFalpha'})"
"frozenset({'P11274', 'Q9Y2I6', 'TNFalpha'})"
"frozenset({'TNFalpha', 'Q9Y3P4', 'O43493'})"
"frozenset({'Q16666', 'Q15007', 'TNFalpha'})"
"frozenset({'P12931', 'TNFalpha', 'P62993'})"
"frozenset({'Q9NRY4', 'P61586', 'TNFalpha'})"
"frozenset({'Q9P2D0', 'O76094', 'TNFalpha'})"
"frozenset({'P53803', 'P36954', 'TNFalpha'})"
"frozenset({'P46940', 'Q9NVD7', 'TNFalpha'})"
"frozenset({'Q14644', 'TNFalpha', 'P63244'})"
"frozenset({'O15442', 'P46019', 'TNFalpha'})"
"frozenset({'TNFalpha', 'Q96DV4', 'P39210'})"
"frozenset({'Q92572', 'Q8NBJ4', 'TNFalpha'})"
"frozenset({'P60410', 'TNFalpha', 'Q8N8L2'})"
"frozenset({'P08962', 'TNFalpha', 'O60637'})"
"frozenset({'P35637', 'Q07020', 'TNFalpha'})"
"frozenset({'Q12905', 'TNFalpha', 'Q13310'})"
"frozenset({'O95714', 'TNFalpha', 'P30443'})"
"frozenset({'P49407', 'TNFalpha', 'Q8NGQ5'})"
"frozenset({'P09493', 'Q504Q3', 'TNFalpha'})"
"frozenset({'Q14789', 'Q8NFH5', 'TNFalpha'})"
"frozenset({'Q9Y678', 'TNFalpha', 'P30480'})"
"frozenset({'P28482', 'P10276', 'TNFalpha'})"
"frozenset({'Q9H0R3', 'TNFalpha', 'O43889'})"
"frozenset({'Q9NXR8', 'TNFalpha', 'P17480'})"
"frozenset({'P08912', 'TNFalpha', 'P63092'})"
"frozenset({'Q9P0V3', 'TNFalpha', 'P31946'})"
"frozenset({'P03915', 'P03897', 'TNFalpha'})"
