negatives
"frozenset({'Q96LB3', 'A0AVF1', 'KitReceptor'})"
"frozenset({'KitReceptor', 'Q12950', 'Q6E0U4'})"
"frozenset({'KitReceptor', 'Q96H86', 'O00505'})"
"frozenset({'Q8TE85', 'KitReceptor', 'Q99873'})"
"frozenset({'O95801', 'KitReceptor', 'Q9P260'})"
"frozenset({'Q96IK5', 'KitReceptor', 'Q8IW19'})"
"frozenset({'P03372', 'KitReceptor', 'P07814'})"
"frozenset({'KitReceptor', 'Q96E35', 'Q9H0E2'})"
"frozenset({'KitReceptor', 'Q9H0R8', 'P19474'})"
"frozenset({'P60033', 'KitReceptor', 'Q99684'})"
"frozenset({'P55072', 'KitReceptor', 'Q6P996'})"
"frozenset({'KitReceptor', 'Q7KZF4', 'Q9H239'})"
"frozenset({'P00403', 'KitReceptor', 'P57078'})"
"frozenset({'KitReceptor', 'P0DMV9', 'Q12905'})"
"frozenset({'P23258', 'KitReceptor', 'O95785'})"
"frozenset({'Q9BXS5', 'P04629', 'KitReceptor'})"
"frozenset({'Q8N3V7', 'KitReceptor', 'Q96PE2'})"
"frozenset({'KitReceptor', 'Q9Y675', 'Q6P2Q9'})"
"frozenset({'Q63ZY3', 'KitReceptor', 'Q12933'})"
"frozenset({'Q9Y247', 'KitReceptor', 'O75616'})"
"frozenset({'KitReceptor', 'P46782', 'P63173'})"
"frozenset({'P46109', 'Q15717', 'KitReceptor'})"
"frozenset({'KitReceptor', 'Q9Y3D3', 'P51665'})"
"frozenset({'O95394', 'KitReceptor', 'Q9H040'})"
"frozenset({'Q9NQW7', 'KitReceptor', 'Q9UJ70'})"
"frozenset({'KitReceptor', 'O95292', 'Q8NC06'})"
"frozenset({'P61970', 'KitReceptor', 'P49790'})"
"frozenset({'P04843', 'KitReceptor', 'P62195'})"
"frozenset({'Q99496', 'KitReceptor', 'O43159'})"
"frozenset({'KitReceptor', 'Q9Y5K8', 'Q7Z3Y8'})"
"frozenset({'KitReceptor', 'Q6XQN6', 'P34897'})"
"frozenset({'Q86VQ0', 'KitReceptor', 'Q15293'})"
"frozenset({'Q12894', 'KitReceptor', 'Q9UBN7'})"
"frozenset({'P26010', 'KitReceptor', 'O75626'})"
"frozenset({'P48047', 'KitReceptor', 'P08574'})"
"frozenset({'P24821', 'P00558', 'KitReceptor'})"
"frozenset({'Q5JTV8', 'KitReceptor', 'P00533'})"
"frozenset({'Q13643', 'O95789', 'KitReceptor'})"
"frozenset({'P04629', 'KitReceptor', 'Q9Y4L1'})"
"frozenset({'P25098', 'P46094', 'KitReceptor'})"
"frozenset({'Q07890', 'KitReceptor', 'P36542'})"
"frozenset({'Q9H4M9', 'O95260', 'KitReceptor'})"
"frozenset({'P49336', 'KitReceptor', 'P21675'})"
"frozenset({'P05121', 'KitReceptor', 'Q9UBX5'})"
"frozenset({'Q8IX03', 'P27361', 'KitReceptor'})"
"frozenset({'KitReceptor', 'Q86V48', 'Q15691'})"
"frozenset({'P50222', 'KitReceptor', 'Q719I0'})"
"frozenset({'P05388', 'KitReceptor', 'P35558'})"
"frozenset({'P45379', 'KitReceptor', 'P67936'})"
"frozenset({'P00338', 'KitReceptor', 'P00390'})"
"frozenset({'KitReceptor', 'Q9NV58', 'O14933'})"
"frozenset({'Q76LX8', 'KitReceptor', 'P04275'})"
"frozenset({'KitReceptor', 'P20700', 'P09651'})"
"frozenset({'Q5H9F3', 'KitReceptor', 'Q8IY57'})"
"frozenset({'P61313', 'KitReceptor', 'P27694'})"
"frozenset({'Q12972', 'Q5RL73', 'KitReceptor'})"
"frozenset({'P27348', 'Q04912', 'KitReceptor'})"
"frozenset({'KitReceptor', 'Q15022', 'Q93052'})"
"frozenset({'P84022', 'KitReceptor', 'Q9GZN2'})"
"frozenset({'P35579', 'KitReceptor', 'Q9H6Q4'})"
"frozenset({'Q96QK1', 'P16104', 'KitReceptor'})"
"frozenset({'KitReceptor', 'Q14195', 'P24941'})"
"frozenset({'KitReceptor', 'Q92913', 'P08069'})"
"frozenset({'KitReceptor', 'O15111', 'Q14145'})"
"frozenset({'KitReceptor', 'O00180', 'P63165'})"
"frozenset({'P05113', 'KitReceptor', 'Q14627'})"
"frozenset({'Q7Z6E9', 'KitReceptor', 'Q15788'})"
"frozenset({'KitReceptor', 'P61289', 'P04222'})"
"frozenset({'Q9Y3M2', 'KitReceptor', 'Q9H4L5'})"
"frozenset({'Q96FJ2', 'KitReceptor', 'Q5VZL5'})"
"frozenset({'KitReceptor', 'P49207', 'P39023'})"
"frozenset({'Q96L12', 'KitReceptor', 'Q8WXG9'})"
"frozenset({'P15586', 'KitReceptor', 'P62993'})"
"frozenset({'P23634', 'KitReceptor', 'P00533'})"
"frozenset({'Q9UNE7', 'P11021', 'KitReceptor'})"
"frozenset({'Q53GS9', 'KitReceptor', 'O43290'})"
"frozenset({'Q9Y6G9', 'KitReceptor', 'Q01860'})"
"frozenset({'Q99848', 'KitReceptor', 'P42696'})"
"frozenset({'KitReceptor', 'Q96B36', 'Q6R327'})"
"frozenset({'O75376', 'KitReceptor', 'Q14995'})"
"frozenset({'KitReceptor', 'O15151', 'Q13485'})"
"frozenset({'KitReceptor', 'Q86UZ6', 'Q9UMX1'})"
"frozenset({'KitReceptor', 'P43358', 'Q9NS91'})"
"frozenset({'KitReceptor', 'O60739', 'P60228'})"
"frozenset({'P60900', 'KitReceptor', 'P06753'})"
"frozenset({'KitReceptor', 'P03901', 'O75251'})"
"frozenset({'P61970', 'KitReceptor', 'Q6NTE8'})"
"frozenset({'P42166', 'KitReceptor', 'Q93009'})"
"frozenset({'KitReceptor', 'P46940', 'Q9UPQ0'})"
"frozenset({'Q96GD4', 'KitReceptor', 'Q99879'})"
"frozenset({'O43741', 'KitReceptor', 'Q32Q52'})"
"frozenset({'Q15276', 'KitReceptor', 'Q9H5N1'})"
"frozenset({'Q13464', 'KitReceptor', 'Q01449'})"
"frozenset({'Q99962', 'KitReceptor', 'Q9Y5N1'})"
"frozenset({'KitReceptor', 'P02511', 'Q13485'})"
"frozenset({'Q9Y2T5', 'KitReceptor', 'P04920'})"
"frozenset({'Q9NUJ1', 'KitReceptor', 'P0C7P0'})"
"frozenset({'Q02078', 'KitReceptor', 'Q86Y38'})"
"frozenset({'P50443', 'KitReceptor', 'P17931'})"
"frozenset({'Q9BUL8', 'KitReceptor', 'Q96AC1'})"
"frozenset({'KitReceptor', 'Q9P289', 'Q14203'})"
"frozenset({'Q15435', 'Q14684', 'KitReceptor'})"
"frozenset({'KitReceptor', 'Q96T60', 'P12980'})"
"frozenset({'Q66K89', 'Q96KQ7', 'KitReceptor'})"
"frozenset({'P24928', 'KitReceptor', 'Q96GG9'})"
"frozenset({'P09012', 'P98179', 'KitReceptor'})"
"frozenset({'KitReceptor', 'O14610', 'Q14831'})"
"frozenset({'P11021', 'P25054', 'KitReceptor'})"
"frozenset({'KitReceptor', 'O96019', 'Q969G3'})"
"frozenset({'Q9H0U4', 'KitReceptor', 'Q9NRW1'})"
"frozenset({'O14744', 'KitReceptor', 'Q16777'})"
"frozenset({'P84996', 'KitReceptor', 'O95834'})"
"frozenset({'P35442', 'KitReceptor', 'P08253'})"
"frozenset({'Q07157', 'KitReceptor', 'P07437'})"
"frozenset({'Q15149', 'Q8TCY9', 'KitReceptor'})"
"frozenset({'KitReceptor', 'P18146', 'P04637'})"
"frozenset({'Q9UHA4', 'O43678', 'KitReceptor'})"
"frozenset({'Q9Y6I3', 'KitReceptor', 'Q9HCE7'})"
"frozenset({'Q15654', 'Q8TF68', 'KitReceptor'})"
"frozenset({'KitReceptor', 'Q99558', 'Q13546'})"
"frozenset({'KitReceptor', 'P13804', 'P11310'})"
"frozenset({'Q14141', 'KitReceptor', 'Q6ZU15'})"
"frozenset({'P61326', 'KitReceptor', 'P62826'})"
"frozenset({'Q8IWL3', 'Q6PK18', 'KitReceptor'})"
"frozenset({'P0DP23', 'KitReceptor', 'P47872'})"
"frozenset({'KitReceptor', 'P84101', 'Q99750'})"
"frozenset({'Q08J23', 'Q9H0W5', 'KitReceptor'})"
"frozenset({'P13797', 'KitReceptor', 'Q16881'})"
"frozenset({'P24468', 'KitReceptor', 'O95274'})"
"frozenset({'P78362', 'KitReceptor', 'Q13310'})"
"frozenset({'P07900', 'KitReceptor', 'O94921'})"
"frozenset({'KitReceptor', 'P35236', 'P45984'})"
"frozenset({'Q96HR3', 'KitReceptor', 'Q71F56'})"
"frozenset({'Q9NPB6', 'KitReceptor', 'Q9BRX9'})"
"frozenset({'Q8TAT6', 'KitReceptor', 'Q9C0I1'})"
"frozenset({'Q15149', 'KitReceptor', 'Q86XI6'})"
"frozenset({'KitReceptor', 'P53350', 'Q14566'})"
"frozenset({'P54253', 'P86479', 'KitReceptor'})"
"frozenset({'Q8IWL3', 'P24311', 'KitReceptor'})"
"frozenset({'P08670', 'KitReceptor', 'O43809'})"
"frozenset({'Q8NBW4', 'KitReceptor', 'Q6DKI2'})"
"frozenset({'P68104', 'KitReceptor', 'P35658'})"
"frozenset({'Q99697', 'KitReceptor', 'Q5T848'})"
"frozenset({'KitReceptor', 'P48730', 'Q8IYT8'})"
"frozenset({'O75147', 'KitReceptor', 'Q9UKV3'})"
"frozenset({'P51681', 'KitReceptor', 'P61604'})"
"frozenset({'Q9NPA0', 'KitReceptor', 'Q5UCC4'})"
"frozenset({'O00231', 'KitReceptor', 'Q16526'})"
"frozenset({'O00358', 'KitReceptor', 'Q96I24'})"
"frozenset({'Q9Y6K1', 'Q96PU4', 'KitReceptor'})"
"frozenset({'KitReceptor', 'P48380', 'Q14192'})"
"frozenset({'P05787', 'Q96GD4', 'KitReceptor'})"
"frozenset({'KitReceptor', 'Q86SZ2', 'P0DI81'})"
"frozenset({'Q04917', 'KitReceptor', 'O14654'})"
"frozenset({'KitReceptor', 'P01562', 'Q04206'})"
"frozenset({'P61088', 'KitReceptor', 'P52815'})"
"frozenset({'Q9Y3T9', 'Q02543', 'KitReceptor'})"
"frozenset({'P15248', 'KitReceptor', 'P19235'})"
"frozenset({'Q96CS3', 'KitReceptor', 'Q9BTW9'})"
"frozenset({'Q86U86', 'KitReceptor', 'P22492'})"
"frozenset({'Q7Z6B7', 'KitReceptor', 'Q9NS91'})"
"frozenset({'KitReceptor', 'Q86VP6', 'Q9H0A0'})"
"frozenset({'Q13616', 'Q9UN86', 'KitReceptor'})"
"frozenset({'Q9H115', 'KitReceptor', 'Q9NVR5'})"
"frozenset({'KitReceptor', 'P20336', 'Q9H082'})"
"frozenset({'Q12805', 'KitReceptor', 'P29474'})"
"frozenset({'KitReceptor', 'Q8N7E2', 'P45984'})"
"frozenset({'KitReceptor', 'Q86VQ0', 'P31946'})"
"frozenset({'Q9UKR5', 'KitReceptor', 'P49841'})"
"frozenset({'KitReceptor', 'Q9BPZ7', 'Q13009'})"
"frozenset({'Q8IX15', 'Q96NW7', 'KitReceptor'})"
"frozenset({'KitReceptor', 'Q9NTK5', 'Q9NQ84'})"
"frozenset({'P02689', 'KitReceptor', 'P06733'})"
"frozenset({'O60826', 'KitReceptor', 'A8MVX0'})"
"frozenset({'Q9NU22', 'Q9H4L7', 'KitReceptor'})"
"frozenset({'O43865', 'KitReceptor', 'Q8WUM4'})"
"frozenset({'KitReceptor', 'P49736', 'O14950'})"
"frozenset({'Q9NWB1', 'Q9BRK4', 'KitReceptor'})"
"frozenset({'P20823', 'P17096', 'KitReceptor'})"
"frozenset({'Q9UQC2', 'KitReceptor', 'P10721'})"
"frozenset({'KitReceptor', 'Q9H0W5', 'Q8N1N4'})"
"frozenset({'Q13554', 'O43889', 'KitReceptor'})"
"frozenset({'Q9Y4A5', 'KitReceptor', 'Q92831'})"
"frozenset({'KitReceptor', 'P10745', 'Q9NRQ2'})"
"frozenset({'Q96PM5', 'KitReceptor', 'Q9P0S9'})"
"frozenset({'Q8IV08', 'KitReceptor', 'P10451'})"
"frozenset({'Q15038', 'KitReceptor', 'Q8N2M8'})"
"frozenset({'KitReceptor', 'O00560', 'Q9Y2Y1'})"
"frozenset({'Q9H497', 'Q9UI38', 'KitReceptor'})"
"frozenset({'KitReceptor', 'Q9UI08', 'Q9P2A4'})"
"frozenset({'Q96LK0', 'P52701', 'KitReceptor'})"
"frozenset({'Q96HA1', 'P14136', 'KitReceptor'})"
"frozenset({'KitReceptor', 'Q9HCE1', 'Q8N0U8'})"
"frozenset({'P52272', 'KitReceptor', 'P31943'})"
"frozenset({'Q02078', 'KitReceptor', 'Q99623'})"
"frozenset({'P28070', 'KitReceptor', 'P20618'})"
"frozenset({'KitReceptor', 'Q06546', 'P18146'})"
"frozenset({'Q8TEY5', 'KitReceptor', 'O75676'})"
"frozenset({'P18848', 'KitReceptor', 'A2RTX5'})"
"frozenset({'P07202', 'KitReceptor', 'Q14627'})"
"frozenset({'KitReceptor', 'Q14103', 'Q9Y6X9'})"
"frozenset({'KitReceptor', 'Q9H2G2', 'P50851'})"
"frozenset({'P04792', 'KitReceptor', 'Q9Y243'})"
"frozenset({'KitReceptor', 'Q14653', 'P13501'})"
"frozenset({'Q9UHD9', 'Q8TD06', 'KitReceptor'})"
"frozenset({'A6NKG5', 'KitReceptor', 'P51810'})"
"frozenset({'Q9P289', 'KitReceptor', 'P31939'})"
"frozenset({'KitReceptor', 'O94925', 'Q9H2U2'})"
"frozenset({'Q9Y247', 'KitReceptor', 'Q12933'})"
"frozenset({'Q9NWS9', 'KitReceptor', 'Q8N0Y2'})"
"frozenset({'P50222', 'KitReceptor', 'Q86X45'})"
"frozenset({'KitReceptor', 'Q13790', 'P02652'})"
"frozenset({'P01584', 'KitReceptor', 'Q01201'})"
"frozenset({'Q92731', 'P47914', 'KitReceptor'})"
"frozenset({'Q00341', 'KitReceptor', 'P55072'})"
"frozenset({'P17693', 'P26715', 'KitReceptor'})"
"frozenset({'Q9H788', 'KitReceptor', 'Q8N1B4'})"
"frozenset({'Q15334', 'KitReceptor', 'Q92796'})"
"frozenset({'P09382', 'KitReceptor', 'P18206'})"
"frozenset({'Q7L4I2', 'Q96DZ9', 'KitReceptor'})"
"frozenset({'KitReceptor', 'P15927', 'Q13303'})"
"frozenset({'P62906', 'KitReceptor', 'Q8N3Z6'})"
"frozenset({'KitReceptor', 'Q15004', 'Q9H307'})"
"frozenset({'Q8IWL3', 'KitReceptor', 'Q96GW9'})"
"frozenset({'P25445', 'KitReceptor', 'P06241'})"
"frozenset({'P62491', 'KitReceptor', 'P62993'})"
"frozenset({'P20700', 'KitReceptor', 'Q14739'})"
"frozenset({'O00198', 'KitReceptor', 'Q07021'})"
"frozenset({'KitReceptor', 'Q99750', 'Q9P2T0'})"
"frozenset({'KitReceptor', 'O95872', 'Q12800'})"
"frozenset({'P51825', 'KitReceptor', 'O43255'})"
"frozenset({'O75947', 'KitReceptor', 'P03928'})"
"frozenset({'KitReceptor', 'P09493', 'P60709'})"
"frozenset({'O60271', 'KitReceptor', 'P33993'})"
"frozenset({'Q9Y6Q9', 'KitReceptor', 'P28702'})"
"frozenset({'P10398', 'KitReceptor', 'O14980'})"
"frozenset({'O60506', 'O95793', 'KitReceptor'})"
"frozenset({'KitReceptor', 'P29083', 'Q8IYX1'})"
"frozenset({'KitReceptor', 'Q8NEA9', 'Q96GT9'})"
"frozenset({'O60573', 'KitReceptor', 'Q8TEH3'})"
"frozenset({'Q15475', 'Q15834', 'KitReceptor'})"
"frozenset({'P31749', 'Q9UJX0', 'KitReceptor'})"
"frozenset({'P13645', 'KitReceptor', 'Q7L5N1'})"
"frozenset({'Q9P0U4', 'KitReceptor', 'Q71DI3'})"
"frozenset({'KitReceptor', 'P60228', 'P54257'})"
"frozenset({'P46109', 'KitReceptor', 'Q96FW1'})"
"frozenset({'Q9H2K2', 'KitReceptor', 'Q96CW1'})"
"frozenset({'Q96MW5', 'KitReceptor', 'Q9H9E3'})"
"frozenset({'Q8NBP7', 'KitReceptor', 'O60884'})"
"frozenset({'KitReceptor', 'Q86SG7', 'Q6K0P9'})"
"frozenset({'Q9H1A4', 'KitReceptor', 'Q01201'})"
"frozenset({'P11309', 'KitReceptor', 'Q99801'})"
"frozenset({'P62316', 'KitReceptor', 'Q7L2J0'})"
"frozenset({'KitReceptor', 'P55072', 'Q9P2S5'})"
"frozenset({'Q8IVD9', 'Q7Z3Z4', 'KitReceptor'})"
"frozenset({'P05109', 'KitReceptor', 'Q9NUX5'})"
"frozenset({'KitReceptor', 'P63146', 'O94888'})"
"frozenset({'Q9UJX2', 'Q12824', 'KitReceptor'})"
"frozenset({'KitReceptor', 'O95714', 'P61923'})"
"frozenset({'P49768', 'Q99569', 'KitReceptor'})"
"frozenset({'Q02447', 'KitReceptor', 'Q15257'})"
"frozenset({'KitReceptor', 'Q96CS3', 'Q8NG27'})"
"frozenset({'P08670', 'P40763', 'KitReceptor'})"
"frozenset({'O14929', 'KitReceptor', 'Q96CW1'})"
"frozenset({'P17302', 'Q6IQ23', 'KitReceptor'})"
"frozenset({'O43913', 'KitReceptor', 'P00533'})"
"frozenset({'O75928', 'KitReceptor', 'Q9NZZ3'})"
"frozenset({'Q01344', 'KitReceptor', 'Q8TAD2'})"
"frozenset({'KitReceptor', 'Q6UXH1', 'Q5EB52'})"
"frozenset({'Q9NQ88', 'O75665', 'KitReceptor'})"
"frozenset({'Q66K89', 'KitReceptor', 'P52926'})"
"frozenset({'KitReceptor', 'Q92769', 'Q05516'})"
"frozenset({'P05549', 'Q13064', 'KitReceptor'})"
"frozenset({'Q92598', 'KitReceptor', 'O15156'})"
"frozenset({'Q13405', 'KitReceptor', 'O14880'})"
"frozenset({'KitReceptor', 'P33552', 'P62993'})"
"frozenset({'KitReceptor', 'P26441', 'Q15323'})"
"frozenset({'Q5VWK5', 'P01570', 'KitReceptor'})"
"frozenset({'KitReceptor', 'P15336', 'P28562'})"
"frozenset({'P43246', 'KitReceptor', 'Q92889'})"
"frozenset({'Q9Y263', 'P19367', 'KitReceptor'})"
"frozenset({'O43678', 'KitReceptor', 'P02751'})"
"frozenset({'Q96AQ6', 'KitReceptor', 'Q9UMX0'})"
"frozenset({'Q9Y2T4', 'KitReceptor', 'O60359'})"
"frozenset({'KitReceptor', 'P68133', 'Q16658'})"
"frozenset({'Q13114', 'KitReceptor', 'Q06187'})"
"frozenset({'KitReceptor', 'Q9Y291', 'P05412'})"
"frozenset({'KitReceptor', 'P68431', 'P25398'})"
"frozenset({'Q9UBF1', 'Q8N6I1', 'KitReceptor'})"
"frozenset({'KitReceptor', 'P37173', 'O14746'})"
"frozenset({'P46199', 'KitReceptor', 'Q96DR7'})"
"frozenset({'KitReceptor', 'P24941', 'P15880'})"
"frozenset({'KitReceptor', 'P03989', 'Q8N423'})"
"frozenset({'KitReceptor', 'Q7Z465', 'Q12982'})"
"frozenset({'Q9BV68', 'KitReceptor', 'O75604'})"
"frozenset({'KitReceptor', 'Q92874', 'Q92526'})"
"frozenset({'O15234', 'KitReceptor', 'Q8NB78'})"
"frozenset({'O60934', 'Q13315', 'KitReceptor'})"
"frozenset({'O14975', 'Q8NBR6', 'KitReceptor'})"
"frozenset({'Q6NZY4', 'KitReceptor', 'Q8IVT5'})"
"frozenset({'KitReceptor', 'P23416', 'Q12770'})"
"frozenset({'P04626', 'KitReceptor', 'P46940'})"
"frozenset({'P0DMV9', 'KitReceptor', 'P45984'})"
"frozenset({'P52655', 'KitReceptor', 'P21675'})"
"frozenset({'Q96J02', 'P08151', 'KitReceptor'})"
"frozenset({'Q9Y6B7', 'KitReceptor', 'Q86X19'})"
"frozenset({'O75147', 'KitReceptor', 'P62826'})"
"frozenset({'O43678', 'KitReceptor', 'Q8IVT5'})"
"frozenset({'KitReceptor', 'Q96GN5', 'Q8N7W2'})"
"frozenset({'Q14738', 'KitReceptor', 'P15927'})"
"frozenset({'Q96EQ0', 'KitReceptor', 'P62495'})"
"frozenset({'O60336', 'P49639', 'KitReceptor'})"
"frozenset({'P04792', 'Q9BT40', 'KitReceptor'})"
"frozenset({'A6NFI3', 'KitReceptor', 'Q13398'})"
"frozenset({'KitReceptor', 'P14927', 'P22695'})"
"frozenset({'Q8WWW0', 'KitReceptor', 'O14807'})"
"frozenset({'P62140', 'O15516', 'KitReceptor'})"
"frozenset({'A0JLT2', 'KitReceptor', 'Q9NTJ3'})"
"frozenset({'Q6IEZ7', 'KitReceptor', 'P22612'})"
"frozenset({'P01116', 'KitReceptor', 'Q9H0S4'})"
"frozenset({'P04629', 'KitReceptor', 'Q96PK6'})"
"frozenset({'P30419', 'O75695', 'KitReceptor'})"
"frozenset({'Q86YS7', 'Q6ZRP7', 'KitReceptor'})"
"frozenset({'KitReceptor', 'P62805', 'P0C1Z6'})"
"frozenset({'Q9BWU1', 'KitReceptor', 'Q9Y2X0'})"
"frozenset({'Q92781', 'KitReceptor', 'P12271'})"
"frozenset({'Q24JP5', 'KitReceptor', 'Q8WZ79'})"
"frozenset({'O94761', 'KitReceptor', 'Q96RG2'})"
"frozenset({'P29460', 'KitReceptor', 'O15379'})"
"frozenset({'P28356', 'KitReceptor', 'O60667'})"
"frozenset({'O43323', 'KitReceptor', 'P98164'})"
"frozenset({'Q86UT8', 'KitReceptor', 'Q9H0B6'})"
"frozenset({'Q15847', 'KitReceptor', 'Q9UK32'})"
"frozenset({'Q92731', 'KitReceptor', 'P17987'})"
"frozenset({'KitReceptor', 'O60869', 'P21675'})"
"frozenset({'KitReceptor', 'P20839', 'O43542'})"
"frozenset({'P62753', 'Q08211', 'KitReceptor'})"
"frozenset({'Q14204', 'KitReceptor', 'P07550'})"
"frozenset({'KitReceptor', 'Q96NJ5', 'Q6P1W5'})"
"frozenset({'P15407', 'Q9HC57', 'KitReceptor'})"
"frozenset({'Q14134', 'KitReceptor', 'P16403'})"
"frozenset({'Q9UNX3', 'KitReceptor', 'P62750'})"
"frozenset({'O14757', 'KitReceptor', 'Q9GZR7'})"
"frozenset({'P60520', 'KitReceptor', 'P04908'})"
"frozenset({'Q8WYR1', 'KitReceptor', 'P35568'})"
"frozenset({'Q9H9Z2', 'KitReceptor', 'Q14197'})"
"frozenset({'P05165', 'KitReceptor', 'Q9UJM3'})"
"frozenset({'Q16543', 'KitReceptor', 'Q8TD10'})"
"frozenset({'Q8TCV5', 'KitReceptor', 'Q8WVM7'})"
"frozenset({'P17568', 'KitReceptor', 'Q16795'})"
"frozenset({'P10619', 'P08670', 'KitReceptor'})"
"frozenset({'KitReceptor', 'Q13075', 'P84074'})"
"frozenset({'P49903', 'KitReceptor', 'Q9UPG8'})"
"frozenset({'O75197', 'KitReceptor', 'O00755'})"
"frozenset({'Q9Y5K5', 'KitReceptor', 'P62333'})"
"frozenset({'P16278', 'P67870', 'KitReceptor'})"
"frozenset({'KitReceptor', 'Q9UBX2', 'P19338'})"
"frozenset({'P35611', 'KitReceptor', 'Q8N6D5'})"
"frozenset({'Q5MAI5', 'KitReceptor', 'Q58FG0'})"
"frozenset({'P35442', 'P14780', 'KitReceptor'})"
"frozenset({'KitReceptor', 'Q9H0Q3', 'Q96K37'})"
"frozenset({'P02545', 'P07195', 'KitReceptor'})"
"frozenset({'KitReceptor', 'Q02878', 'P46782'})"
"frozenset({'Q96R45', 'KitReceptor', 'P17612'})"
"frozenset({'Q7Z401', 'KitReceptor', 'Q9NQT8'})"
"frozenset({'Q12906', 'P62491', 'KitReceptor'})"
"frozenset({'KitReceptor', 'O95816', 'P02751'})"
"frozenset({'KitReceptor', 'P25205', 'O15514'})"
"frozenset({'P62263', 'KitReceptor', 'P30480'})"
"frozenset({'Q12824', 'P38936', 'KitReceptor'})"
"frozenset({'O95231', 'KitReceptor', 'P31273'})"
"frozenset({'KitReceptor', 'Q9H501', 'Q9NY61'})"
"frozenset({'P52272', 'Q9Y2Q3', 'KitReceptor'})"
"frozenset({'KitReceptor', 'P48444', 'P61923'})"
"frozenset({'Q9H0W5', 'KitReceptor', 'Q15154'})"
"frozenset({'Q9Y5W5', 'Q93097', 'KitReceptor'})"
"frozenset({'O43765', 'Q15848', 'KitReceptor'})"
"frozenset({'Q96Q27', 'KitReceptor', 'Q03164'})"
"frozenset({'KitReceptor', 'Q15562', 'Q9NXE4'})"
"frozenset({'KitReceptor', 'P52292', 'Q9BT78'})"
"frozenset({'KitReceptor', 'O95678', 'Q8WWB3'})"
"frozenset({'P67870', 'KitReceptor', 'Q15811'})"
"frozenset({'P10909', 'P37173', 'KitReceptor'})"
"frozenset({'Q13618', 'KitReceptor', 'P63104'})"
"frozenset({'KitReceptor', 'Q96M27', 'P68402'})"
"frozenset({'O43638', 'KitReceptor', 'O94874'})"
"frozenset({'P17844', 'KitReceptor', 'Q92900'})"
"frozenset({'Q00722', 'KitReceptor', 'Q9BYG4'})"
"frozenset({'Q9UET6', 'KitReceptor', 'P62191'})"
"frozenset({'Q8IZL8', 'KitReceptor', 'Q9BV38'})"
"frozenset({'Q00978', 'O95231', 'KitReceptor'})"
"frozenset({'P05067', 'KitReceptor', 'P36871'})"
"frozenset({'P28289', 'KitReceptor', 'Q9Y608'})"
"frozenset({'Q969G2', 'Q7Z6J9', 'KitReceptor'})"
"frozenset({'P84085', 'Q96HD9', 'KitReceptor'})"
"frozenset({'Q9H1D0', 'KitReceptor', 'P60903'})"
"frozenset({'Q16539', 'P15336', 'KitReceptor'})"
"frozenset({'KitReceptor', 'Q9BPZ7', 'P31947'})"
"frozenset({'KitReceptor', 'Q99933', 'P10275'})"
"frozenset({'Q9GZM8', 'KitReceptor', 'Q5SW79'})"
"frozenset({'P78543', 'KitReceptor', 'P11940'})"
"frozenset({'Q99590', 'KitReceptor', 'Q08380'})"
"frozenset({'KitReceptor', 'O60264', 'P35222'})"
"frozenset({'A8MPP1', 'Q03405', 'KitReceptor'})"
"frozenset({'KitReceptor', 'O15524', 'P06239'})"
"frozenset({'KitReceptor', 'Q07912', 'P08631'})"
"frozenset({'Q5JWF2', 'KitReceptor', 'P52333'})"
"frozenset({'Q14999', 'KitReceptor', 'P84077'})"
"frozenset({'Q9BRX2', 'KitReceptor', 'P60484'})"
"frozenset({'KitReceptor', 'Q9BXM7', 'Q6R327'})"
"frozenset({'P68104', 'KitReceptor', 'O60603'})"
"frozenset({'P57678', 'KitReceptor', 'P49458'})"
"frozenset({'KitReceptor', 'P53350', 'O60285'})"
"frozenset({'P01023', 'KitReceptor', 'O95059'})"
"frozenset({'KitReceptor', 'P63104', 'P38646'})"
"frozenset({'Q96GS6', 'Q13490', 'KitReceptor'})"
"frozenset({'KitReceptor', 'Q9Y5Z9', 'Q13323'})"
"frozenset({'P29353', 'O14744', 'KitReceptor'})"
"frozenset({'Q7L0Y3', 'KitReceptor', 'P62495'})"
"frozenset({'Q8IUC1', 'P48023', 'KitReceptor'})"
"frozenset({'Q86VP6', 'KitReceptor', 'Q16778'})"
"frozenset({'O60447', 'Q15717', 'KitReceptor'})"
"frozenset({'Q9BRK4', 'O00463', 'KitReceptor'})"
"frozenset({'Q9P0N9', 'KitReceptor', 'O95751'})"
"frozenset({'Q9P2R7', 'KitReceptor', 'P52815'})"
"frozenset({'KitReceptor', 'Q07108', 'Q96L42'})"
"frozenset({'P30825', 'KitReceptor', 'O00124'})"
"frozenset({'KitReceptor', 'Q9UPX8', 'P62993'})"
"frozenset({'KitReceptor', 'Q9ULX7', 'P21359'})"
"frozenset({'KitReceptor', 'Q96A37', 'Q9NR21'})"
"frozenset({'Q15717', 'KitReceptor', 'P15848'})"
"frozenset({'Q15269', 'KitReceptor', 'O94829'})"
"frozenset({'O14581', 'KitReceptor', 'O60262'})"
"frozenset({'Q1MSJ5', 'Q2KHM9', 'KitReceptor'})"
"frozenset({'KitReceptor', 'Q16254', 'P06493'})"
"frozenset({'Q8NB12', 'KitReceptor', 'P30520'})"
"frozenset({'P46060', 'P36915', 'KitReceptor'})"
