negatives
"('P63010', 'P09496')"
"('P26367', 'O60548')"
"('P0CG48', 'Q15843')"
"('Q16891', 'Q14807')"
"('Q12933', 'Q9GZT8')"
"('Q96GM5', 'P19012')"
"('Q15428', 'Q9BWJ5')"
"('Q9P107', 'Q8IXI1')"
"('Q15843', 'P13639')"
"('P48551', 'O60674')"
"('Q9Y383', 'P61981')"
"('P31942', 'Q9UBW7')"
"('P25054', 'O14965')"
"('Q9Y5I7', 'C9JDP6')"
"('P48059', 'Q9UHF1')"
"('406954', 'Q13315')"
"('P56537', 'P16152')"
"('P62993', 'Q07912')"
"('P98172', 'O43639')"
"('O95786', 'P0CG48')"
"('Q13315', 'Q9UPV0')"
"('P61981', 'Q00536')"
"('Q15834', 'O95751')"
"('Q8IYR0', 'Q8WVD3')"
"('Q8IZI9', 'P15509')"
"('Q8WVJ2', 'O60739')"
"('Q92769', 'P04908')"
"('Q9Y275', 'Q99558')"
"('Q92747', 'Q9P1U1')"
"('P01567', 'P31785')"
"('P62993', 'P08603')"
"('Q04206', 'P05412')"
"('Q7Z460', 'O60333')"
"('P62136', 'P30307')"
"('Q13263', 'P40337')"
"('Q16543', 'Q9H254')"
"('P16284', 'P29350')"
"('P45983', 'Q12904')"
"('Q13237', 'Q16558')"
"('O14867', 'Q9Y5Q3')"
"('P14373', 'Q9UL03')"
"('O00585', 'P13611')"
"('P15056', 'Q13177')"
"('Q9NVW2', 'O75626')"
"('P08123', 'P23229')"
"('O95267', 'P01116')"
"('P55157', 'O43493')"
"('O00237', 'Q9Y2X8')"
"('P50502', 'Q96BK5')"
"('P01106', 'P23511')"
"('P67870', 'Q9BV38')"
"('P40933', 'Q9HC73')"
"('P01106', 'P22736')"
"('Q9C0E2', 'Q9Y5J5')"
"('Q14164', 'Q03518')"
"('P01024', 'P11215')"
"('O14561', 'P03905')"
"('P0C5Z0', 'Q16778')"
"('Q8WVC0', 'P53803')"
"('Q99558', 'P04406')"
"('P13942', 'Q13526')"
"('P54253', 'Q9UMN6')"
"('Q13616', 'Q9NP62')"
"('P02786', 'Q96S59')"
"('Q8WWM7', 'Q99836')"
"('Q9P2G9', 'Q13257')"
"('Q6ZMN7', 'P02768')"
"('Q99459', 'O60566')"
"('Q8WTQ7', 'P08588')"
"('P54646', 'P01303')"
"('Q5VVX9', 'Q9H270')"
"('P28221', 'Q9HAV0')"
"('P49815', 'O14641')"
"('P08581', 'Q14247')"
"('Q8IYD8', 'Q9UBZ9')"
"('P62333', 'O95433')"
"('Q92569', 'P54709')"
"('O60739', 'P43487')"
"('Q9ULC4', 'P30480')"
"('P07288', 'P01857')"
"('O00231', 'P26641')"
"('P35443', 'P08514')"
"('Q02543', 'Q92901')"
"('Q96T58', 'P46108')"
"('Q14194', 'O43597')"
"('P51532', 'Q01831')"
"('O00716', 'P24385')"
"('Q9NRJ4', 'P06241')"
"('Q9H0F5', 'P62837')"
"('Q13564', 'Q86XK2')"
"('P62633', 'P51991')"
"('Q9UMS4', 'Q92733')"
"('Q13490', 'Q9Y6K9')"
"('P23246', 'P26599')"
"('P11387', 'Q07955')"
"('P12931', 'P01111')"
"('P05106', 'P01112')"
"('P01889', 'P15104')"
"('P05388', 'P62258')"
"('Q3KQU3', 'P54259')"
"('P05388', 'Q92901')"
"('P04181', 'Q9HAN9')"
"('Q9Y478', 'P00492')"
"('P19012', 'O95751')"
"('Q9Y243', 'Q92574')"
"('P84098', 'P61353')"
"('Q9HAU4', 'Q9BUZ4')"
"('Q9H3E2', 'P18146')"
"('Q9NYY1', 'P24394')"
"('Q13424', 'P08913')"
"('P00519', 'Q5VZ18')"
"('P11171', 'P30084')"
"('Q8N1F7', 'O43918')"
"('P40225', 'Q01113')"
"('Q9NRR5', 'O60844')"
"('O00255', 'Q9C005')"
"('P16278', 'Q99519')"
"('P01375', 'Q12968')"
"('P01588', 'Q9UHF4')"
"('Q13315', 'Q8WX93')"
"('P27986', 'P55157')"
"('P40337', 'Q86SX6')"
"('P55854', 'O00470')"
"('P11142', 'P30408')"
"('P01106', 'Q7Z4Q2')"
"('Q9Y265', 'Q9H0E9')"
"('Q13526', 'P24385')"
"('O00471', 'Q92766')"
"('O60674', 'O14492')"
"('Q13011', 'Q14197')"
"('P05783', 'Q9UGJ1')"
"('Q96HR3', 'O75448')"
"('Q15366', 'Q99459')"
"('P08138', 'Q16637')"
"('P36941', 'P01375')"
"('Q12888', 'Q96SD1')"
"('P08648', 'Q07890')"
"('Q9P2H0', 'O00193')"
"('Q92616', 'Q9HC98')"
"('P05386', 'P62829')"
"('P02778', 'P13611')"
"('Q9BQ90', 'Q92796')"
"('P20393', 'O00327')"
"('Q5M9N0', 'Q9NR46')"
"('Q9NYY1', 'P08887')"
"('Q13023', 'P27986')"
"('P09455', 'Q92769')"
"('P10070', 'P08151')"
"('Q12933', 'Q05639')"
"('Q15038', 'Q6P4I2')"
"('Q13315', 'Q12872')"
"('Q9P0N9', 'Q92574')"
"('Q08211', 'Q86V81')"
"('P22607', 'P01112')"
"('P61956', 'Q9NRX3')"
"('P11142', 'Q13573')"
"('Q13432', 'Q9UN74')"
"('P46379', 'Q9P2S5')"
"('O95149', 'O14980')"
"('Q9Y230', 'Q96EZ8')"
"('Q96DI7', 'O75643')"
"('P30480', 'Q9NR28')"
"('Q9Y6H5', 'O43255')"
"('Q96EQ8', 'P68036')"
"('P26368', 'O14893')"
"('Q13554', 'P10828')"
"('Q92859', 'O95631')"
"('P32969', 'Q02878')"
"('Q12933', 'Q07011')"
"('Q15013', 'Q15047')"
"('Q14980', 'P63096')"
"('P62829', 'P62750')"
"('Q9UI09', 'Q9H5H4')"
"('O75197', 'P49841')"
"('Q13131', 'P42345')"
"('Q92830', 'Q9Y6Q9')"
"('Q16891', 'P68104')"
"('O75947', 'Q08AD1')"
"('Q9HBI0', 'P63261')"
"('Q13823', 'Q9NY93')"
"('Q9Y265', 'P56537')"
"('Q13148', 'Q9UKY1')"
"('Q9NUC0', 'P30153')"
"('Q8WYR1', 'P54709')"
"('O75400', 'P61981')"
"('P01106', 'P15531')"
"('Q06124', 'P06239')"
"('Q5VWK5', 'P40763')"
"('P08238', 'P13805')"
"('Q12933', 'P0CG48')"
"('Q14790', 'P05067')"
"('Q14103', 'Q15366')"
"('Q16665', 'O14818')"
"('O75293', 'P18146')"
"('O75528', 'P10276')"
"('P36639', 'Q9HC36')"
"('Q9Y2X0', 'Q86YW9')"
"('Q9NVC6', 'Q96HR3')"
"('Q15287', 'P57721')"
"('P25963', 'O60641')"
"('2310', 'P06493')"
"('P16885', 'O94842')"
"('Q92900', 'O95793')"
"('Q00653', 'P01562')"
"('P40337', 'P26640')"
"('P63104', 'Q9Y3I0')"
"('Q9H467', 'P03372')"
"('O95619', 'Q9H2F5')"
"('P30050', 'P46776')"
"('P17252', 'Q96BA8')"
"('P27448', 'P31947')"
"('P28290', 'P63104')"
"('P01236', 'P38484')"
"('Q9BYG4', 'Q00722')"
"('P62913', 'Q13867')"
"('O43561', 'P78314')"
"('Q14192', 'P18564')"
"('P05129', 'P0C869')"
"('P11142', 'Q8NC60')"
"('P17544', 'P53567')"
"('O75529', 'P01106')"
"('P56537', 'P20618')"
"('P60520', 'Q9GZZ9')"
"('406893', 'Q15910')"
"('P07602', 'Q05086')"
"('Q05513', 'P12931')"
"('Q15843', 'Q13616')"
"('Q13501', 'P54257')"
"('Q13164', 'P14921')"
"('Q14164', 'P15924')"
"('P29374', 'Q13547')"
"('Q13485', 'Q92870')"
"('Q96AG4', 'P30480')"
"('Q9Y4A5', 'O75940')"
"('O75159', 'P17181')"
"('P04406', 'P49459')"
"('P07108', 'P54727')"
"('Q9ULV8', 'P29597')"
"('Q13535', 'Q8WVM7')"
"('Q13227', 'Q08379')"
"('Q71F56', 'Q9UHV7')"
"('Q9NYB0', 'Q92878')"
"('P43489', 'Q9BUZ4')"
"('P51398', 'P16333')"
"('P49207', 'P35268')"
"('P15036', 'Q15326')"
"('Q13098', 'Q9H9Q2')"
"('P46020', 'P11217')"
"('P16871', 'Q9H4B7')"
"('P07202', 'Q14626')"
"('O60504', 'P61978')"
"('P19174', 'P22681')"
"('O94910', 'P25054')"
"('P02647', 'P02751')"
"('P61086', 'P57721')"
"('P11226', 'Q9Y6Y9')"
"('Q8IXH7', 'Q04637')"
"('P00747', 'O00254')"
"('P60866', 'Q9Y6K9')"
"('P51671', 'P32302')"
"('Q13561', 'P09471')"
"('Q86SG6', 'P06241')"
"('Q9BRX5', 'Q9Y248')"
"('O75051', 'O00212')"
"('P62987', 'P61353')"
"('O75970', 'P28223')"
"('P07602', 'P63104')"
"('Q13402', 'Q96QU1')"
"('P50552', 'Q13797')"
"('Q14164', 'P51148')"
"('Q96EV8', 'Q86XK3')"
"('A0JLT2', 'Q13503')"
"('P63104', 'P04406')"
"('Q09472', 'P04637')"
"('Q13952', 'Q01658')"
"('Q07889', 'Q16659')"
"('O00311', 'Q14566')"
"('Q96BK5', 'Q14019')"
"('Q9UI30', 'P23508')"
"('P00533', 'P41240')"
"('O15111', 'P49642')"
"('P47897', 'O75131')"
"('P10276', 'P19793')"
"('P49450', 'Q9Y265')"
"('Q5T3J3', 'O60828')"
"('P26599', 'Q15717')"
"('P62987', 'Q7LG56')"
"('Q13671', 'P00519')"
"('Q16659', 'P58401')"
"('Q13976', 'Q9NQ66')"
"('Q6ZNA4', 'P60604')"
"('C9JDP6', 'Q9Y5I7')"
"('P04637', 'Q969H0')"
"('Q8TDN6', 'Q9Y5S2')"
"('P60900', 'P28066')"
"('O14513', 'P55157')"
"('O14908', 'Q13641')"
"('P57740', 'Q99459')"
"('P32927', 'P63244')"
"('Q96D15', 'Q9P2K6')"
"('Q08050', 'P29084')"
"('P09874', 'Q9Y6K9')"
"('P51817', 'P14415')"
"('Q13155', 'P29590')"
"('Q9UJU2', 'Q99697')"
"('O95630', 'P62993')"
"('Q9UQM7', 'Q9NY47')"
"('Q07889', 'Q8IZP0')"
"('P63096', 'Q08828')"
"('Q8IZL8', 'Q9UL18')"
"('P60568', 'Q9UKT9')"
"('Q9NQC3', 'P55157')"
"('Q15645', 'Q9UHY7')"
"('Q9NZT1', 'P48454')"
"('P14373', 'Q9C0C9')"
"('Q02952', 'Q13642')"
"('O75438', 'P51970')"
"('P0CG47', 'P35998')"
"('P00505', 'P78396')"
"('O14777', 'Q9P1Z2')"
"('P60709', 'P10916')"
"('P16885', 'Q9NP31')"
"('Q7RTV0', 'P09661')"
"('Q16254', 'Q9UQ80')"
"('O60232', 'Q9BVV2')"
"('Q96M60', 'P16220')"
"('P04637', 'P09884')"
"('P63211', 'O43306')"
"('Q86YV9', 'Q6DKK2')"
"('Q9Y6Q6', 'P22681')"
"('P27348', 'Q53ET0')"
"('O60260', 'Q969H0')"
"('P51116', 'Q8TE12')"
"('Q9HC24', 'Q8N766')"
"('Q6ZYL4', 'P32780')"
"('O94817', 'Q9Y3U8')"
"('Q8TCT9', 'O95872')"
"('406979', 'O43521')"
"('P84022', 'P36578')"
"('Q9NX09', 'Q13619')"
"('P56539', 'P16144')"
"('Q06124', 'P27986')"
"('Q14197', 'Q96GC5')"
"('P08708', 'P35544')"
"('Q13748', 'Q01201')"
"('P50570', 'P46108')"
"('O14964', 'Q93033')"
"('Q13114', 'P61964')"
"('Q9H492', 'O94806')"
"('P06400', 'P28340')"
"('Q9UDY8', 'P19838')"
"('Q92793', 'P48443')"
"('P54253', 'Q9Y4B4')"
"('P42684', 'P21860')"
"('Q9Y4P1', 'Q9C0C7')"
"('P28482', 'Q68CJ9')"
"('P19793', 'P32302')"
"('P18146', 'Q9BW85')"
"('P07199', 'O95359')"
"('Q13402', 'O75445')"
"('P08670', 'Q5T3J3')"
"('Q06190', 'Q9Y243')"
"('Q9UMS4', 'Q86XP3')"
"('O15031', 'Q92730')"
"('P51970', 'O75438')"
"('P22392', 'P61086')"
"('P49720', 'Q9Y4K3')"
"('P0CG48', 'P04637')"
"('Q9UL18', 'P17987')"
"('Q12873', 'Q5JVS0')"
"('P08100', 'O95405')"
"('Q8WWQ0', 'Q9H169')"
"('Q86YC2', 'O43502')"
"('Q9NWF9', 'P58753')"
"('Q13228', 'Q13595')"
"('P62633', 'Q00577')"
"('P43628', 'P30486')"
"('P01567', 'Q9UHF4')"
"('Q05397', 'P42224')"
"('P08581', 'Q13191')"
"('P61353', 'Q99558')"
"('P68400', 'Q13526')"
"('Q8IYD8', 'Q96E14')"
"('A6ND36', 'P84022')"
"('P0C0S5', 'P0C1H6')"
"('Q9NVJ2', 'P21281')"
"('Q15287', 'Q08211')"
"('Q9ULM2', 'Q96EV8')"
"('Q9NR96', 'P16220')"
"('Q92793', 'P49675')"
"('Q14683', 'Q92620')"
"('Q92901', 'P35268')"
"('P62244', 'Q00653')"
"('Q13077', 'P28908')"
"('P31749', 'O43524')"
"('P55040', 'P31946')"
"('P61981', 'Q13523')"
"('Q9UET6', 'Q99623')"
"('Q9UK32', 'Q6NUN9')"
"('P29992', 'Q9NZK7')"
"('P12830', 'Q99612')"
"('P55072', 'Q14164')"
"('Q9HBY0', 'P13498')"
"('P27487', 'O14625')"
"('P01588', 'Q14627')"
"('Q13112', 'P62805')"
"('P47897', 'P38936')"
"('P42766', 'P18621')"
"('P35548', 'Q9Y5V3')"
"('Q00341', 'Q13573')"
"('P68036', 'Q8IZP6')"
"('406987', 'P13497')"
"('P37173', 'O95067')"
"('O43818', 'Q9HCE7')"
"('P15018', 'P15509')"
"('Q96BK5', 'Q9UHV9')"
"('Q96BH1', 'P51668')"
"('Q9P0M6', 'Q15022')"
"('P58107', 'P49642')"
"('Q4LE39', 'Q92769')"
"('P26358', 'O75530')"
"('P16104', 'Q99714')"
"('P29692', 'P30480')"
"('Q05516', 'P38936')"
"('O14610', 'O60840')"
"('P0C0S5', 'O60732')"
"('O60290', 'P54259')"
"('Q04206', 'P50991')"
"('P00749', 'P05120')"
"('Q9NVW2', 'Q9UBR4')"
"('Q6R327', 'Q15208')"
"('Q13112', 'Q13111')"
"('P63261', 'Q99558')"
"('P49792', 'P11831')"
"('P17612', 'Q9P2W3')"
"('Q15466', 'P41235')"
"('P06576', 'Q9Y6K9')"
"('O75771', 'O15315')"
"('Q9Y320', 'Q9NX08')"
"('Q08722', 'Q02094')"
"('Q92734', 'Q14194')"
"('Q05655', 'P31749')"
"('Q16832', 'P13942')"
"('Q8IWS0', 'Q9NX58')"
"('P53350', 'Q2NKX8')"
"('Q99459', 'Q8TD90')"
"('Q13098', 'Q13616')"
"('P00395', 'P60953')"
"('Q99081', 'Q9UPN9')"
"('P55001', 'P21810')"
"('Q13424', 'O60241')"
"('P48169', 'P54257')"
"('Q9NRL3', 'Q9Y4P8')"
"('Q7Z7J5', 'O43791')"
"('O15264', 'P15407')"
"('Q8N9I9', 'P62256')"
"('O43390', 'P35637')"
"('O95985', 'Q9H9A7')"
"('P46777', 'P36578')"
"('O75419', 'O43913')"
"('P48431', 'Q5T230')"
"('P50453', 'P04406')"
"('P35609', 'Q16864')"
"('Q96AW1', 'P41143')"
"('Q9Y4K3', 'P02786')"
"('P49674', 'Q8TAM1')"
"('Q9UQL6', 'P63104')"
"('P61981', 'O00273')"
"('O43182', 'P61586')"
"('Q92793', 'Q92585')"
"('Q96DN0', 'Q9NRR5')"
"('P10275', 'P48552')"
"('Q05209', 'P46379')"
"('P68133', 'Q15906')"
"('P62256', 'P14209')"
"('Q9Y2X7', 'Q05397')"
"('P28702', 'O75469')"
"('P26599', 'Q13137')"
"('P05230', 'P22607')"
"('P51681', 'P51159')"
"('P63151', 'Q15170')"
"('Q9HCM9', 'Q969T4')"
"('Q14204', 'Q13573')"
"('P05129', 'P30086')"
"('Q07666', 'O75791')"
"('Q14533', 'Q00005')"
"('O60861', 'P55160')"
"('P62258', 'O75688')"
"('Q9P0T4', 'P36406')"
"('O95477', 'P02647')"
"('Q9BY78', 'Q9Y2X8')"
"('Q13315', 'O00255')"
"('Q8IWZ8', 'O95400')"
"('O00238', 'Q15759')"
"('Q5PRF9', 'P31946')"
"('P67812', 'Q8N357')"
"('Q15758', 'Q13233')"
"('P29466', 'Q12772')"
"('Q13315', 'Q9UF12')"
"('Q05397', 'P49841')"
"('Q9UL18', 'P0CG48')"
"('P04275', 'P56199')"
"('P09651', 'P63104')"
"('P42336', 'Q13393')"
"('Q9Y6M9', 'Q16795')"
"('O94992', 'O60563')"
"('P68104', 'Q15078')"
"('Q86SZ2', 'Q99798')"
"('Q13588', 'P15170')"
"('Q13123', 'P35080')"
"('O43293', 'P04150')"
"('Q9UJ70', 'Q7Z699')"
"('Q14669', 'Q13573')"
"('Q5T6F0', 'P36897')"
"('O14775', 'O43306')"
"('Q99459', 'Q9NPG3')"
"('O15523', 'Q15796')"
"('Q5T4F7', 'Q93097')"
"('Q13243', 'P52597')"
"('P60842', 'Q9H074')"
"('Q9P2E2', 'Q5VTD9')"
"('Q9NYQ7', 'P55157')"
"('Q92560', 'Q6NYC1')"
"('P54253', 'O00154')"
"('Q96RQ3', 'Q00005')"
"('Q13368', 'Q01101')"
"('P49137', 'Q96BK5')"
"('P67809', 'P26368')"
"('Q9NS23', 'Q8WWW0')"
"('Q6BCY4', 'Q15645')"
"('Q15102', 'P61956')"
"('P40933', 'P40189')"
"('P85299', 'Q01804')"
"('Q13185', 'P63165')"
"('Q9UGI9', 'Q12778')"
"('P17655', 'P04632')"
"('P22301', 'Q99650')"
"('Q9P2S2', 'Q8NFZ4')"
"('O75578', 'Q07889')"
"('O95832', 'Q96AP7')"
"('O00212', 'Q9NQU5')"
"('P51991', 'Q14683')"
"('P31946', 'P22681')"
"('Q8NFH3', 'Q8TCT6')"
"('P01106', 'O95467')"
"('P11532', 'O00471')"
"('P61981', 'Q9UMS4')"
"('P04629', 'Q9ULH0')"
"('Q969Q1', 'Q8IXM3')"
"('P61978', 'Q08211')"
"('Q08211', 'Q14191')"
"('Q9NP81', 'Q9UHX1')"
"('Q05519', 'Q00839')"
"('P40337', 'Q3MHD2')"
"('P55103', 'Q13705')"
"('Q13547', 'Q96A08')"
"('P40939', 'Q13233')"
"('Q96DZ5', 'P31749')"
"('O95059', 'P01023')"
"('Q16363', 'P08648')"
"('Q15714', 'P41252')"
"('P33992', 'O43929')"
"('P30050', 'P18124')"
"('Q15717', 'Q96EB6')"
"('P48740', 'P24522')"
"('Q13642', 'Q14164')"
"('Q99436', 'P25787')"
"('O43707', 'P26232')"
"('Q9NRI5', 'Q9H254')"
"('Q9UKV0', 'P0C5Z0')"
"('Q9NR12', 'Q92530')"
"('P05386', 'P62714')"
"('Q01453', 'P40855')"
"('Q14566', 'P78396')"
"('P49407', 'P41597')"
"('O75616', 'Q14197')"
"('Q13485', 'Q2M1K9')"
"('P63098', 'P41182')"
"('P46109', 'Q8WU20')"
"('P15882', 'P61247')"
"('O15389', 'Q06124')"
"('O95989', 'P04181')"
"('Q9NZL6', 'Q99578')"
"('P29317', 'P35222')"
"('Q15008', 'P49662')"
"('P01889', 'P40616')"
"('P60709', 'P06753')"
"('Q92974', 'Q13573')"
"('Q9NRI5', 'Q96G01')"
"('P11940', 'Q96BK5')"
"('P28482', 'P50549')"
"('O75438', 'P17568')"
"('Q96DE5', 'Q9UJX4')"
"('O43741', 'P16671')"
"('Q8IW19', 'P11387')"
"('P21709', 'P00519')"
"('O00716', 'Q96KQ4')"
"('P38398', 'Q16594')"
"('P52798', 'P29322')"
"('Q13243', 'O95400')"
"('P11171', 'P63167')"
"('P63279', 'Q96GF1')"
"('Q16659', 'O60287')"
"('P26196', 'Q9GZS1')"
"('P52333', 'Q8NEB9')"
"('P61088', 'O43567')"
"('P17480', 'P21675')"
"('P07332', 'Q9BPU6')"
"('Q15032', 'P54253')"
"('P62993', 'P21333')"
"('Q07157', 'P13645')"
"('Q8N6Y0', 'O15287')"
"('P02766', 'Q96FW1')"
"('P12980', 'P62851')"
"('Q99700', 'Q96EK5')"
"('P18146', 'Q8N6M6')"
"('Q92665', 'P56537')"
"('O75334', 'Q13136')"
"('P42771', 'Q9UET6')"
"('Q9H9B1', 'P10145')"
"('P05771', 'P04899')"
"('Q86VN1', 'Q99459')"
"('P25963', 'P12931')"
"('O94985', 'Q92547')"
"('P02766', 'P31942')"
"('P26358', 'P62979')"
"('P46776', 'P26373')"
"('Q07890', 'O00471')"
"('Q92569', 'P14415')"
"('P01106', 'P05362')"
"('P52429', 'Q9BZD4')"
"('O43677', 'P03905')"
"('Q96PB7', 'Q99972')"
"('P04083', 'Q9UNN5')"
"('P04040', 'Q06124')"
"('P48729', 'Q9Y2T1')"
"('P31152', 'P14921')"
"('Q9BUJ2', 'Q13151')"
"('O76071', 'O60762')"
"('Q86UW9', 'P62760')"
"('P49023', 'O75578')"
"('Q00653', 'O15027')"
"('Q9BUV8', 'Q9Y2G4')"
"('Q06609', 'P27694')"
"('Q9UPQ4', 'Q9Y2X8')"
"('O15228', 'P11473')"
"('Q59H18', 'P63316')"
"('Q7L5N1', 'P51159')"
"('P02768', 'Q9GZM6')"
"('Q08117', 'Q9Y3C7')"
"('Q8TAF3', 'Q9NW38')"
"('Q8N257', 'Q8WUI4')"
"('P15498', 'Q13191')"
"('P31995', 'P35354')"
"('P48023', 'P12931')"
"('Q01130', 'Q13151')"
"('P99999', 'P55211')"
"('P78364', 'O95931')"
"('Q9UJX4', 'Q9UM13')"
"('P35813', 'Q92997')"
"('P49736', 'P55201')"
"('P62256', 'Q96DV4')"
"('P09769', 'Q8WYR1')"
"('Q9Y5K5', 'O00487')"
"('O43427', 'P14174')"
"('Q14019', 'P16871')"
"('Q99500', 'Q03113')"
"('Q9Y3Q8', 'Q9GZT8')"
"('Q08828', 'P51817')"
"('O00217', 'O95299')"
"('P67809', 'P48200')"
"('Q8TC07', 'O95166')"
"('P27986', 'P42681')"
"('Q9BZ23', 'P61981')"
"('P30086', 'P01889')"
"('O75925', 'P10070')"
"('P17028', 'Q92993')"
"('O14543', 'Q99665')"
"('Q9H0E9', 'Q9H2F5')"
"('Q9GZQ8', 'Q9UHC7')"
"('P37231', 'P28069')"
"('Q05519', 'Q14103')"
"('P26012', 'P21333')"
"('P07992', 'Q92889')"
"('Q9HC98', 'Q9HAV4')"
"('P12004', 'P54278')"
"('Q5JRA6', 'P20702')"
"('P68133', 'Q9NPF5')"
"('O15169', 'P48729')"
"('P62899', 'P36578')"
"('P08123', 'O75578')"
"('O60496', 'P61026')"
"('Q9Y478', 'Q16658')"
"('P08708', 'P62273')"
"('Q15714', 'Q9Y2Q3')"
"('Q9H492', 'Q14145')"
"('Q01094', 'Q92830')"
"('Q00653', 'Q01201')"
"('Q13751', 'Q496J9')"
"('P63211', 'Q92569')"
"('Q16610', 'P28799')"
"('O43318', 'P60709')"
"('P36873', 'O95685')"
"('O43395', 'Q70Z53')"
"('P10827', 'Q9UHV7')"
"('Q15435', 'Q9UQK1')"
"('Q16659', 'Q8IXK0')"
"('P12931', 'P20774')"
"('P35580', 'Q9UBN6')"
"('Q9H6J7', 'Q9NRR5')"
"('Q96BQ3', 'Q9Y2X8')"
"('P05067', 'P45983')"
"('P04080', 'P30480')"
"('Q13362', 'O95072')"
"('O43164', 'Q96B02')"
"('Q15427', 'Q14103')"
"('Q99816', 'O14964')"
"('P61244', 'Q99583')"
"('Q9H9Q2', 'Q7L5N1')"
"('Q9BUJ2', 'P51991')"
"('O43293', 'P62993')"
"('O00501', 'O75508')"
"('P62834', 'Q96FS4')"
"('P54253', 'P22736')"
"('P07355', 'Q9Y6R4')"
"('Q9BS18', 'O95997')"
"('P61586', 'Q9UKX3')"
"('Q01081', 'Q08211')"
"('O95813', 'Q93098')"
"('P18084', 'P13612')"
"('P23458', 'Q8NEB9')"
"('Q13976', 'Q96BA8')"
"('P23528', 'Q99417')"
"('O95500', 'O15551')"
"('P35222', 'O95759')"
"('Q13976', 'Q92934')"
"('P12956', 'P00519')"
"('Q8WYR1', 'P14415')"
"('P35626', 'O43749')"
"('P35754', 'O14920')"
"('Q01130', 'P51991')"
"('O15105', 'Q9H0M0')"
"('P48169', 'P46459')"
"('Q14831', 'Q9NRD5')"
"('P62256', 'Q9Y508')"
"('P60568', 'P10912')"
"('Q15386', 'O75365')"
"('Q09013', 'P20073')"
"('Q9NRI5', 'P23258')"
"('P17301', 'P26006')"
"('P48730', 'P10071')"
"('P01112', 'P05412')"
"('Q05086', 'Q56P03')"
"('Q9NPF8', 'P26641')"
"('P04745', 'Q9NTK1')"
"('Q9Y2W2', 'Q06455')"
"('O96008', 'P01889')"
"('Q9BUJ2', 'Q8IX12')"
"('P43146', 'Q9H8Y8')"
"('P62244', 'P62847')"
"('Q9BQY4', 'O43251')"
"('Q12986', 'P52756')"
"('Q8N5I3', 'P51116')"
"('P05107', 'Q9Y624')"
"('P68400', 'P04156')"
"('P51610', 'O43318')"
"('O75822', 'O14602')"
"('Q9Y262', 'P60228')"
"('Q05923', 'P53779')"
"('Q15365', 'P52272')"
"('Q8N1I0', 'P61587')"
"('Q9UHD8', 'Q15019')"
"('P51587', 'P54725')"
"('Q99728', 'Q99689')"
"('Q15797', 'Q96RN5')"
"('Q01130', 'Q8IX12')"
"('Q92979', 'Q99436')"
"('P15923', 'Q15672')"
"('Q16630', 'Q9NYG5')"
"('P23458', 'Q99683')"
"('P0CG47', 'Q93008')"
"('Q16825', 'P12931')"
"('P35250', 'P10644')"
"('O76011', 'Q96CS7')"
"('P01308', 'P28482')"
"('Q13315', 'Q7Z417')"
"('P17535', 'Q13485')"
"('Q9Y4K3', 'O95551')"
"('Q9HC98', 'O95433')"
"('Q13162', 'Q14197')"
"('P56524', 'P31947')"
"('P10275', 'Q04206')"
"('Q00005', 'P04264')"
"('Q16512', 'P08670')"
"('O00255', 'P17535')"
"('P25054', 'O60318')"
"('Q3V6T2', 'Q9NRI5')"
"('P10809', 'Q99459')"
"('Q9NQS7', 'P45973')"
"('P52429', 'P21673')"
"('Q9BT49', 'Q12933')"
"('P63165', 'P35398')"
"('Q06187', 'P62993')"
"('Q05655', 'O43306')"
"('P54259', 'O43251')"
"('P27797', 'P05067')"
"('Q9BQ70', 'P51955')"
"('Q9Y3B4', 'Q13573')"
"('Q04206', 'Q96L73')"
"('Q13464', 'P20929')"
"('O14512', 'P48357')"
"('P19838', 'Q04864')"
"('O94979', 'Q9Y6B6')"
"('P62993', 'O14522')"
"('Q6WCQ1', 'P63261')"
"('406906', 'Q86SR1')"
"('P10398', 'P14618')"
"('P07948', 'Q15642')"
"('P60880', 'Q8IUH5')"
"('Q96PM5', 'P0CG48')"
"('Q9HAZ2', 'P84022')"
"('P01111', 'Q04206')"
"('Q14974', 'Q14696')"
"('406890', 'P52926')"
"('P61086', 'P22392')"
"('Q9NR12', 'P14136')"
"('Q3KQU3', 'Q5RL73')"
"('P61313', 'Q02543')"
"('Q9NYY1', 'P26992')"
"('P01871', 'P01834')"
"('P19438', 'P60660')"
"('P20273', 'P62993')"
"('Q9Y4K3', 'Q01638')"
"('Q99459', 'Q14498')"
"('Q02750', 'Q16539')"
"('P46531', 'P62987')"
"('O14757', 'Q8WXE1')"
"('P34932', 'Q9UBR2')"
"('P55884', 'O15371')"
"('Q5RL73', 'P42773')"
"('P62847', 'P63220')"
"('P51668', 'Q9Y4L5')"
"('P49767', 'P35968')"
"('Q9UQK1', 'Q13522')"
"('P04216', 'Q13017')"
"('Q13573', 'P41091')"
"('Q14164', 'P08579')"
"('P08670', 'P49641')"
"('Q13555', 'P29475')"
"('P51991', 'P55795')"
"('Q6PCD5', 'Q969T4')"
"('P01889', 'P37108')"
"('P01106', 'Q8WUM0')"
"('P32121', 'Q8NGH7')"
"('P04626', 'Q9NP31')"
"('P43116', 'P63092')"
"('P60709', 'P23229')"
"('P35869', 'P07900')"
"('O00232', 'P51665')"
