negatives
"('Q16254', 'O43463')"
"('O75023', 'P12318')"
"('P02775', 'P49682')"
"('P60709', 'P08648')"
"('P03923', 'O43677')"
"('P22626', 'Q12986')"
"('O95813', 'P09544')"
"('P34925', 'P04628')"
"('A6NHR9', 'Q99459')"
"('P05062', 'Q8IWZ6')"
"('Q9NX08', 'Q9Y320')"
"('P06239', 'O75955')"
"('O60341', 'Q15047')"
"('Q9HCE7', 'Q00532')"
"('P45984', 'P49585')"
"('Q9Y6M9', 'P03905')"
"('A8TX70', 'P18084')"
"('Q496Y0', 'Q9Y6D9')"
"('P23246', 'Q99717')"
"('Q9Y261', 'P22680')"
"('P03897', 'O96000')"
"('Q9UKV8', 'P38919')"
"('P63316', 'P19429')"
"('Q9NS56', 'P10276')"
"('Q9HAV4', 'Q13530')"
"('C9JDP6', 'Q8NI35')"
"('P01241', 'P15924')"
"('P45984', 'P05412')"
"('P17028', 'P54257')"
"('P10276', 'O75586')"
"('P48643', 'Q9HCK5')"
"('406979', 'P43354')"
"('P08047', 'Q99988')"
"('P01106', 'Q14055')"
"('Q13315', 'Q13409')"
"('Q99459', 'Q9Y2J2')"
"('407021', 'Q9Y6K1')"
"('Q07817', 'Q8IVG9')"
"('P35638', 'Q16520')"
"('P01243', 'P50395')"
"('Q9Y5Z7', 'O14686')"
"('O00194', 'Q96C24')"
"('P07333', 'P62993')"
"('O75955', 'Q14254')"
"('P48643', 'Q9UHD2')"
"('P04637', 'Q9NRM7')"
"('A7MCY6', 'Q14164')"
"('P35544', 'P46781')"
"('Q9NQ76', 'P00519')"
"('Q99459', 'Q9UBP9')"
"('O60739', 'O75347')"
"('Q9P2H0', 'O75569')"
"('P40429', 'P30050')"
"('P63208', 'Q13309')"
"('P51571', 'P20333')"
"('P01889', 'P48147')"
"('Q13555', 'Q8IWT1')"
"('P01563', 'P15509')"
"('Q99650', 'P23458')"
"('Q8TB96', 'Q9H9J2')"
"('P30101', 'P05556')"
"('Q13177', 'P23526')"
"('Q15019', 'P01243')"
"('Q8IY92', 'Q9Y2J2')"
"('P29466', 'P09038')"
"('Q8WWW0', 'Q02833')"
"('Q9HAV5', 'Q9Y4K3')"
"('O14920', 'Q92922')"
"('P62266', 'P62854')"
"('P18858', 'Q13509')"
"('P62826', 'Q96D46')"
"('Q9UHD0', 'P16871')"
"('Q96IP4', 'Q14204')"
"('P62269', 'Q9UHD2')"
"('P41279', 'Q99558')"
"('Q9H0R8', 'P11473')"
"('Q13547', 'P0C0S5')"
"('Q9Y4K3', 'Q13490')"
"('P42771', 'Q9H1Y0')"
"('P63010', 'P58107')"
"('P49841', 'O95863')"
"('Q02543', 'P06858')"
"('407013', 'P16104')"
"('O15550', '9757')"
"('Q99684', 'P12004')"
"('P52630', 'Q92985')"
"('P78406', 'Q8TEM1')"
"('Q86YM7', 'Q9Y566')"
"('Q99704', 'Q13291')"
"('P38936', 'Q9BVA1')"
"('Q13387', 'Q16584')"
"('Q6ZRS2', 'Q7Z3C6')"
"('P68133', 'Q13315')"
"('Q9HAU4', 'O00212')"
"('Q13619', 'Q16531')"
"('Q86X55', 'Q15306')"
"('P01106', 'Q9NSV4')"
"('P06241', 'Q13224')"
"('P62945', 'P84098')"
"('P00533', 'Q13480')"
"('P00533', 'Q9H706')"
"('Q15287', 'P31946')"
"('O14662', 'Q05209')"
"('P62158', 'P47872')"
"('P63151', 'Q7Z3S7')"
"('P49746', 'Q05397')"
"('O60814', 'P51610')"
"('P16104', 'Q96DB2')"
"('Q15173', 'Q9UBN1')"
"('O75023', 'P43405')"
"('P01850', 'P01848')"
"('P46777', 'P18621')"
"('Q99558', 'Q13895')"
"('P53779', 'O15264')"
"('P01700', 'P01876')"
"('P09603', 'P35968')"
"('P01574', 'O60674')"
"('P16152', 'Q9UET6')"
"('Q9H816', 'Q92878')"
"('P31749', 'Q12778')"
"('Q9GZM8', 'O60229')"
"('P47870', 'O60296')"
"('Q8NBV4', 'Q96KQ7')"
"('O75367', 'Q969S8')"
"('P20671', 'P56524')"
"('406949', 'P24864')"
"('Q13619', 'Q9NZJ0')"
"('Q6PKG0', 'P31946')"
"('Q12873', 'Q14247')"
"('O14508', 'P40189')"
"('O00303', 'Q8IWF7')"
"('P61981', 'P28290')"
"('Q9Y3Q8', 'Q9UK33')"
"('P49790', 'P35658')"
"('Q02878', 'P46778')"
"('Q14194', 'Q13115')"
"('Q15287', 'P57721')"
"('Q03933', 'P63279')"
"('P29590', 'P06730')"
"('Q9Y6H5', 'Q13526')"
"('Q13115', 'P27361')"
"('P43246', 'Q13535')"
"('Q04206', 'Q07020')"
"('P42226', 'P14921')"
"('Q9Y2I6', 'Q9P126')"
"('Q05397', 'P12931')"
"('Q13573', 'P19338')"
"('Q09013', 'O14974')"
"('Q8IYI6', 'Q15154')"
"('P68400', 'Q15653')"
"('P43405', 'P24394')"
"('P42771', 'P30480')"
"('Q9H0S4', 'Q9UL18')"
"('P56524', 'P31946')"
"('P32121', 'Q9Y5P8')"
"('Q9HCU9', 'P29374')"
"('P55157', 'P31273')"
"('Q7L576', 'O60861')"
"('P60033', 'Q99684')"
"('Q96I25', 'Q9P013')"
"('Q8NEM0', 'Q9NTJ3')"
"('O60610', 'O75400')"
"('Q9P283', 'P20073')"
"('P05549', 'P35659')"
"('P14373', 'Q9Y6B2')"
"('Q5VVJ2', 'Q92831')"
"('Q15759', 'Q14934')"
"('P46781', 'P60709')"
"('O75051', 'Q5VWQ8')"
"('O15379', 'P23527')"
"('O75643', 'Q14164')"
"('P46940', 'P04271')"
"('P18146', 'Q86UU0')"
"('P00742', 'O14880')"
"('Q13315', 'P52597')"
"('P41236', 'P36873')"
"('Q969Y2', 'Q92597')"
"('P49023', 'P25054')"
"('P17041', 'P62993')"
"('Q99569', 'P18669')"
"('O15047', 'P62807')"
"('P56537', 'Q8NE71')"
"('P50570', 'P29597')"
"('O95999', 'P31749')"
"('Q8NI35', 'P56856')"
"('P30480', 'Q9NR28')"
"('O94972', 'Q13077')"
"('Q99933', 'P10275')"
"('P31946', 'Q9Y6M7')"
"('Q9UD71', 'Q15435')"
"('Q9Y478', 'Q14019')"
"('P17600', 'Q99963')"
"('Q5T764', 'P60228')"
"('O00471', 'Q13133')"
"('P40225', 'P16871')"
"('Q7Z4H7', 'P16989')"
"('Q12959', 'Q9GZV5')"
"('Q8IY92', 'Q8WXX5')"
"('P62158', 'Q92731')"
"('O14920', 'P08107')"
"('P01574', 'P08887')"
"('Q5TA45', 'P04183')"
"('P19793', 'Q09472')"
"('Q9Y3M8', 'Q07889')"
"('P35869', 'P07900')"
"('Q13838', 'P62993')"
"('P51805', 'P15153')"
"('P08727', 'Q9BY27')"
"('Q9NVC6', 'P41235')"
"('Q02878', 'P63104')"
"('Q96AP7', 'C9JDP6')"
"('Q8TAQ2', 'Q13127')"
"('Q14164', 'Q00059')"
"('Q13315', 'Q96T58')"
"('Q9H063', 'P30281')"
"('P53350', 'P49720')"
"('P63279', 'A6NKT7')"
"('P49841', 'O43427')"
"('O75832', 'Q16401')"
"('Q9UJM3', 'O00459')"
"('Q9Y6K9', 'P35568')"
"('Q9BPX3', 'Q15021')"
"('P60953', 'P46940')"
"('P02462', 'P08514')"
"('Q9BXC0', 'P08754')"
"('P41279', 'P34931')"
"('P67870', 'P04070')"
"('A4UGR9', 'Q9UET6')"
"('Q9NX58', 'P61254')"
"('Q8N5U6', 'P51965')"
"('Q07890', 'P23229')"
"('Q13426', 'Q96T60')"
"('P16520', 'P51828')"
"('P12814', 'P06756')"
"('Q9UBN7', 'Q99880')"
"('P22314', 'O15264')"
"('P67870', 'Q9NQZ8')"
"('Q9C0C9', 'P51532')"
"('P42224', 'Q03518')"
"('Q92834', 'Q96KN7')"
"('Q13751', 'P23229')"
"('Q93009', 'Q6PID8')"
"('P21817', 'P02787')"
"('P08238', 'Q99460')"
"('P15692', 'P49763')"
"('O95477', 'Q92796')"
"('Q9H9E3', 'Q96MW5')"
"('P63104', 'P47736')"
"('Q16531', 'Q9UNS2')"
"('O15254', 'Q9HAU4')"
"('O96013', 'Q32MK0')"
"('P54253', 'P32243')"
"('O60437', 'Q9P2S5')"
"('Q16663', 'P51686')"
"('Q71U36', 'P20073')"
"('O43166', 'P31947')"
"('Q15648', 'P10276')"
"('Q8NH76', 'P38405')"
"('Q15714', 'Q13619')"
"('O60603', 'P08107')"
"('P05305', 'P25101')"
"('Q13573', 'Q96GM5')"
"('O60880', 'Q9HBG7')"
"('P13725', 'Q8N6P7')"
"('P53816', 'P30153')"
"('P37108', 'Q9NY93')"
"('P21781', 'P35916')"
"('Q6FIF0', 'Q12933')"
"('P16520', 'Q5JWF2')"
"('Q9BTT6', 'P78352')"
"('P27482', 'P01111')"
"('P33240', 'Q9UKF6')"
"('Q13418', 'Q9P031')"
"('Q9NRR5', 'Q16630')"
"('Q9BUV8', 'Q9Y5J5')"
"('Q9Y2Q3', 'Q14203')"
"('Q9UKE5', 'P19105')"
"('P62993', 'P61978')"
"('P62714', 'Q9GZV5')"
"('O00303', 'P51681')"
"('P68104', 'O14713')"
"('P14616', 'P62993')"
"('P62917', 'P18077')"
"('P28908', 'Q12933')"
"('Q15717', 'P24385')"
"('Q9NYV4', 'P78386')"
"('P62258', 'P46937')"
"('P15692', 'P35968')"
"('Q9BTL3', 'O15162')"
"('P42338', 'P16885')"
"('Q9NW61', 'Q14525')"
"('P01106', 'P00367')"
"('Q8WUI4', 'Q99878')"
"('Q9P2W3', 'P40145')"
"('Q96QK1', 'P60520')"
"('Q9BPZ7', 'P31749')"
"('Q9NRH3', 'Q96CW5')"
"('Q9HAW0', 'Q9Y5M8')"
"('O15131', 'P38398')"
"('O95400', 'Q08170')"
"('Q7L5N1', 'P61201')"
"('Q92905', 'P36507')"
"('Q9H7Z7', 'P16104')"
"('Q9H3S7', 'Q99962')"
"('O14639', 'Q96ED9')"
"('P18146', 'Q9Y4C1')"
"('Q16637', 'Q01085')"
"('P51965', 'Q96GF1')"
"('Q15691', 'P04222')"
"('P13612', 'P56199')"
"('Q8IYB3', 'Q07955')"
"('P31946', 'P19634')"
"('406907', 'Q00534')"
"('Q8N2X6', 'Q15654')"
"('O00329', 'P41743')"
"('Q93034', 'Q15369')"
"('Q9Y692', 'Q9UKD1')"
"('Q86WN2', 'P01589')"
"('P07437', 'Q15653')"
"('Q99750', 'Q15973')"
"('Q12965', 'P22681')"
"('Q13643', 'Q15796')"
"('O60563', 'Q03164')"
"('P41235', 'Q99967')"
"('P18615', 'Q8IXH7')"
"('Q9ULY5', 'P30273')"
"('Q86U06', 'P68366')"
"('Q86V81', 'P31749')"
"('P23511', 'P12107')"
"('P31948', 'Q9P2S5')"
"('Q13573', 'Q9BRS2')"
"('Q8NFZ5', 'P19838')"
"('P20132', 'P43629')"
"('Q9BUY5', 'O95967')"
"('Q8N6C8', 'P12314')"
"('O94864', 'Q8NEM7')"
"('Q14197', 'Q9NPE2')"
"('P61513', 'P83731')"
"('P01133', 'P0CG47')"
"('P47914', 'P26373')"
"('Q92765', 'P56704')"
"('407026', 'P08123')"
"('Q99717', 'Q7LFL8')"
"('Q9UHY7', 'O60885')"
"('Q02156', 'O75689')"
"('P18846', 'O60869')"
"('Q9P2W3', 'Q96PN6')"
"('P62910', 'O00442')"
"('Q13573', 'Q8IWX8')"
"('O00571', 'Q9UHX1')"
"('P11021', 'P51636')"
"('O75015', 'P35354')"
"('Q13873', 'Q15759')"
"('P25205', 'Q96CS2')"
"('Q8TD86', 'Q08828')"
"('Q9NW08', 'Q9Y535')"
"('P18146', 'P48145')"
"('Q8IV63', 'P67870')"
"('P43246', 'Q14451')"
"('Q96PV7', 'P30304')"
"('P62993', 'Q13153')"
"('O75529', 'Q8NEM7')"
"('P84022', 'P08621')"
"('P49411', 'O00141')"
"('P49407', 'P32248')"
"('Q13263', 'Q969S8')"
"('P27361', 'Q15796')"
"('Q9NZ81', 'Q9NQC3')"
"('P53007', 'P01106')"
"('O95163', 'P42772')"
"('Q96FV9', 'P06400')"
"('P52434', 'Q9NVU0')"
"('Q9UBU8', 'Q86YC2')"
"('P53350', 'Q8NDZ2')"
"('P35637', 'P52756')"
"('P68400', 'Q13111')"
"('P63261', 'Q9ULL8')"
"('Q14831', 'P62873')"
"('P63211', 'Q9UBY5')"
"('Q9UGI9', 'P14672')"
"('P27695', 'O95989')"
"('P03915', 'P03901')"
"('Q15654', 'Q9H8S9')"
"('O60675', 'P05412')"
"('O95831', 'P20333')"
"('P35222', 'O14965')"
"('Q96B97', 'Q15303')"
"('Q92905', 'O15105')"
"('P10721', 'Q12913')"
"('Q8N8D1', 'Q99689')"
"('P61956', 'P49792')"
"('Q99877', 'Q13112')"
"('Q12772', 'Q9Y6X2')"
"('P31946', 'Q53ET0')"
"('P12931', 'Q07960')"
"('P63000', 'P40763')"
"('P78527', 'P63104')"
"('P03372', '406951')"
"('P00533', 'P18085')"
"('Q9UL18', 'Q96AG4')"
"('Q99942', 'P51965')"
"('Q9BQB4', 'O75581')"
"('P21246', 'P09669')"
"('P04637', 'Q99856')"
"('Q9UBD9', 'P26992')"
"('Q15428', 'Q6P2Q9')"
"('Q9HC52', 'Q15047')"
"('Q9Y6K9', 'Q14164')"
"('Q9NYF0', 'P67870')"
"('O95139', 'Q9Y6M9')"
"('Q9H1I8', 'Q9BWH2')"
"('P49286', 'P27824')"
"('Q969Z4', 'P18146')"
"('P33991', 'P78527')"
"('Q5SY16', 'P01106')"
"('Q05516', 'Q8TC92')"
"('P46531', 'P62987')"
"('Q13131', 'P07900')"
"('P84243', 'Q8IZL8')"
"('P06400', 'P29590')"
"('P35269', 'P11831')"
"('P01891', 'Q5XKP0')"
"('Q6STE5', 'P04637')"
"('Q9Y6X2', 'Q6VMQ6')"
"('Q9Y265', 'P19838')"
"('P62877', 'Q9NRD1')"
"('P63104', 'Q71U36')"
"('Q9UHA4', 'P28482')"
"('P41182', 'O15197')"
"('P62280', 'P42677')"
"('Q13569', 'P29590')"
"('Q9Y6F1', 'P35244')"
"('P20823', 'P62158')"
"('Q93009', 'O60437')"
"('Q9BVA1', 'P38936')"
"('P11021', 'Q14790')"
"('Q9Y265', 'Q9Y4K3')"
"('Q96HE7', 'Q8NBS9')"
"('P07948', 'Q9Y603')"
"('O95166', 'P14867')"
"('Q9GZV5', 'Q15562')"
"('Q13568', 'Q9BX10')"
"('Q15111', 'P18505')"
"('P04156', 'P62993')"
"('P49841', 'O75448')"
"('Q16539', 'P19419')"
"('O60232', 'Q02413')"
"('Q15139', 'Q7KZI7')"
"('Q93062', 'P61978')"
"('Q16514', 'P68431')"
"('O94817', 'Q8NC51')"
"('O00161', 'Q15833')"
"('P10276', 'P29590')"
"('O95467', 'Q08828')"
"('Q92608', 'P84095')"
"('P46531', 'P48736')"
"('Q13315', 'Q6RI45')"
"('P67870', 'O43427')"
"('Q9Y6K9', 'O75688')"
"('Q71F56', 'O95402')"
"('P80162', 'P51677')"
"('P48169', 'Q9NQX3')"
"('Q04759', 'Q06187')"
"('Q9NX70', 'P84103')"
"('P63104', 'P51572')"
"('Q9Y5V3', 'P68366')"
"('Q9BTC0', 'Q13573')"
"('Q15910', 'P20936')"
"('Q15843', 'Q16531')"
"('P08754', 'O14610')"
"('Q92752', 'P13612')"
"('Q8IUQ4', 'Q9Y6H5')"
"('Q96LZ3', 'Q92934')"
"('P12110', 'Q9UKX5')"
"('P59665', 'O60925')"
"('P61088', 'O76064')"
"('Q12972', 'Q9UQK1')"
"('P27635', 'P18124')"
"('P52272', 'P06731')"
"('P58400', 'O43166')"
"('Q13490', 'Q6GPH4')"
"('Q9Y2S7', 'P12004')"
"('Q99459', 'Q9HAU5')"
"('Q9UKV3', 'Q9NUQ8')"
"('P51817', 'Q68CJ9')"
"('P48551', 'P41182')"
"('Q9NQC3', 'Q14088')"
"('Q7Z570', 'P54253')"
"('Q9ULV1', 'Q00722')"
"('Q9Y4K3', 'P49720')"
"('Q9NWB1', 'Q5SZQ8')"
"('Q06830', 'P62993')"
"('Q6ZVD8', 'Q9Y243')"
"('407016', 'Q15910')"
"('P19387', 'Q8WX92')"
"('Q07157', 'P16989')"
"('P51991', 'O43390')"
"('Q8WYA6', 'Q9H0G5')"
"('P85037', 'P14316')"
"('Q9UJ70', 'Q8N205')"
"('P35544', 'P62269')"
"('O94921', 'Q04917')"
"('Q05513', 'Q07812')"
"('P50453', 'Q9Y3C7')"
"('P52292', 'Q14974')"
"('Q15811', 'O43426')"
"('O76071', 'Q16795')"
"('Q9HBY0', 'Q16539')"
"('P36873', 'P05198')"
"('Q16891', 'Q9H0I3')"
"('Q13330', 'P78368')"
"('P36894', 'Q15797')"
"('P00533', 'P25098')"
"('Q9BTT4', 'O94953')"
"('P03901', 'O43678')"
"('P11047', 'Q7L0J3')"
"('Q7Z434', 'Q29RF7')"
"('P01889', 'O15067')"
"('O14807', 'P48736')"
"('Q9GZQ8', 'Q9BT49')"
"('P63279', 'Q06945')"
"('P43243', 'O00161')"
"('Q14197', 'P06576')"
"('Q7Z7J5', 'O14641')"
"('Q92993', 'O95619')"
"('P15498', 'Q13191')"
"('Q96EV8', 'P78537')"
"('P04637', 'Q00987')"
"('Q9BS18', 'O95067')"
"('P17480', 'P05060')"
"('P61289', 'Q64LD2')"
"('Q9HAW0', 'P33993')"
"('Q9C0C9', 'Q86WJ1')"
"('P41732', 'Q96QD9')"
"('Q13409', 'P51149')"
"('P62277', 'P22090')"
"('P29590', 'O60934')"
"('Q9UHY8', 'Q96PY6')"
"('Q9Y5Q3', 'Q14653')"
"('P10451', 'Q92985')"
"('P01106', 'P00966')"
"('O43914', 'Q5TFQ8')"
"('O75928', 'P51692')"
"('P60763', 'P45985')"
"('Q13748', 'Q04206')"
"('Q93062', 'Q9BRR9')"
"('Q4ZIN3', 'Q86WV6')"
"('407025', 'Q9Y6K1')"
"('Q9NS23', 'Q01844')"
"('Q16659', 'O14972')"
"('Q15834', 'Q8N8B7')"
"('Q03001', 'O15198')"
"('Q8TD86', 'P63098')"
"('Q9NR46', 'P00533')"
"('Q9H4K1', 'Q8N6Y0')"
"('O43187', 'Q99558')"
"('P24522', 'O75165')"
"('Q12778', 'Q15848')"
"('406933', 'P45985')"
"('Q96NN9', 'P04156')"
"('O00459', 'Q6PIZ9')"
"('Q9UQM7', 'Q14315')"
"('P38398', 'P67870')"
"('P62847', 'P08708')"
"('Q96BD5', 'P84243')"
"('P05141', 'Q13546')"
"('O95072', 'Q9UQE7')"
"('Q04724', 'O43809')"
"('Q13200', 'Q9BRP4')"
"('P11229', 'P50151')"
"('Q8NER5', 'P84022')"
"('Q13153', 'O14964')"
"('P68036', 'O60260')"
"('P00533', 'P31151')"
"('Q9NRR5', 'Q09470')"
"('P35520', 'P10644')"
"('O95816', 'Q9NX70')"
"('Q13094', 'P62993')"
"('P23284', 'P30480')"
"('Q14151', 'P62993')"
"('Q9BQ89', 'P00519')"
"('Q9H672', 'Q9UBF6')"
"('P28482', 'Q53H76')"
"('Q02108', 'Q02153')"
"('Q8NEB9', 'Q6ZNE5')"
"('O14933', 'P98170')"
"('Q8TEM1', 'Q15654')"
"('P08047', 'Q9H3F6')"
"('P04004', 'O75578')"
"('Q8N6Y0', 'O75909')"
"('Q00403', 'Q13526')"
"('P60981', 'Q14164')"
"('P36873', 'P15735')"
"('440264', 'Q8TCT6')"
"('Q8WYR1', 'P19174')"
"('P63279', 'Q01826')"
"('P01562', 'P16871')"
"('Q9UBR4', 'Q9UG01')"
"('Q96KG7', 'O75643')"
"('O00571', 'Q9BTT4')"
"('Q99714', 'Q14197')"
"('Q12933', 'O00410')"
"('Q5VVX9', 'P35227')"
"('P99999', 'Q9UHB4')"
"('Q9Y3C5', 'Q96LR5')"
"('P07237', 'Q03692')"
"('Q99758', 'P27824')"
"('O15121', 'P53985')"
"('Q99677', 'O95467')"
"('Q9Y2A7', 'Q96F07')"
"('O15488', 'P13807')"
"('P60866', 'P62280')"
"('Q13535', 'O95402')"
"('Q96QV6', 'Q92769')"
"('Q9NZJ0', 'Q9BQ67')"
"('P08621', 'Q96MT8')"
"('P11473', 'P42574')"
"('P01889', 'P15170')"
"('Q9C086', 'Q53TQ3')"
"('O75529', 'Q9HBM6')"
"('P24723', 'P15056')"
"('Q9P0M6', 'Q99880')"
"('Q02388', 'Q5JRA6')"
"('P52333', 'O00329')"
"('Q99683', 'P20333')"
"('P08047', 'O14939')"
"('P25787', 'O60921')"
"('Q96QB1', 'P62745')"
"('Q03060', 'P01579')"
"('Q15910', 'P35222')"
"('P62993', 'Q13796')"
"('P62906', 'P35268')"
"('Q9UKM9', 'Q15365')"
"('P35268', 'Q9UNZ2')"
"('P05783', 'O75618')"
"('P56279', 'P17275')"
"('P18146', 'O14576')"
"('Q9NVV9', 'Q8TBK6')"
"('P07947', 'Q9H204')"
"('O15357', 'P62993')"
"('Q9UPS6', 'Q9C005')"
"('Q99750', 'Q9BT49')"
"('Q96GM8', 'O95782')"
"('Q9Y5K5', 'P48556')"
"('Q08170', 'P67809')"
"('Q13573', 'O43242')"
"('Q04864', 'P31943')"
"('P15391', 'O00459')"
"('O95218', 'P32121')"
"('Q92752', 'Q13683')"
"('Q9UJX2', 'P12004')"
"('O75800', 'O00237')"
"('Q9NWZ3', 'Q9Y4K3')"
"('P49716', 'P08047')"
"('406989', 'P08581')"
"('P01243', 'P49591')"
"('Q8N9N5', 'P29590')"
"('P04350', 'Q9Y6G9')"
"('Q9BV68', 'P51668')"
"('Q05397', 'P62993')"
"('Q08050', 'P35226')"
"('Q9H8Y8', 'P60891')"
"('Q13573', 'Q15466')"
"('P11142', 'P09496')"
"('P17612', 'P13807')"
"('Q86WN2', 'P31785')"
"('P05067', 'P55084')"
"('Q15796', 'Q9UQ72')"
"('P62330', 'P37837')"
"('O15524', 'P18146')"
"('Q96LZ3', 'O00429')"
"('P06401', 'O15264')"
"('P01130', 'Q5SW96')"
"('Q9Y4K3', 'Q9UM73')"
"('Q01860', '406937')"
"('P42166', 'Q9ULX6')"
"('P52735', 'Q7L1Q6')"
"('Q14315', 'P23229')"
"('P29400', 'P98095')"
"('Q13501', 'P08138')"
"('O00221', 'Q5H9R7')"
"('P49023', 'Q15654')"
"('Q9GZT6', 'O43261')"
"('P61964', 'Q96A08')"
"('Q92878', 'O43543')"
"('P27482', 'Q13554')"
"('P84022', 'P31321')"
"('Q9HBW0', 'P62873')"
"('P13533', 'Q14896')"
"('Q9Y265', 'Q6P4R8')"
"('Q12933', 'O43734')"
"('Q13554', 'P01111')"
"('P16234', 'P27986')"
"('Q6ZVK8', 'P22234')"
"('Q01094', 'P18887')"
"('O14654', 'Q8WYR1')"
"('Q9H334', 'Q13469')"
"('P62945', 'P05386')"
"('O43261', 'O14678')"
"('P16220', 'Q13618')"
"('O94973', 'Q00610')"
"('Q7L7L0', 'P06899')"
"('P60953', 'P42768')"
"('Q99558', 'Q08211')"
"('Q9Y2J2', 'P61981')"
"('P05423', 'Q9H1D9')"
"('P41743', 'Q96L34')"
"('P24666', 'Q13177')"
"('Q9HCS7', 'P23025')"
"('Q16526', 'O15055')"
"('P17275', 'Q14494')"
"('P43405', 'P12314')"
"('Q9Y478', 'Q01813')"
"('Q8TAA9', 'O14640')"
"('Q14653', 'P01566')"
"('P29372', 'P52907')"
"('P35637', 'P35222')"
"('Q8NBT2', 'Q9HBM1')"
"('Q99558', 'P35268')"
"('P35225', 'Q969J5')"
"('Q9WJR5', 'Q9Y230')"
"('Q16825', 'P12931')"
"('P28562', 'Q13164')"
"('P53396', 'P78396')"
"('Q9ULJ6', 'Q5VU97')"
"('Q86WN2', 'Q8IU57')"
"('P55157', 'O43900')"
"('P23511', 'P00374')"
"('Q8TF72', 'Q13573')"
"('Q99856', 'P15391')"
"('P35568', 'Q14432')"
"('O00571', 'O00422')"
"('P49802', 'P63096')"
"('O00237', 'Q96B02')"
"('P08138', 'P04183')"
"('Q13467', 'Q00722')"
"('Q9H9Q4', 'P16104')"
"('Q06609', 'Q96RT7')"
"('P40763', 'P35968')"
"('O94762', 'P49959')"
"('P60520', 'Q9UN88')"
"('P04899', 'Q08828')"
"('P62829', 'Q99558')"
"('Q9UJ70', 'Q96BZ8')"
"('Q9P0J0', 'Q9NX14')"
"('P04626', 'P26045')"
"('Q9BTT4', 'P52434')"
"('Q9Y2J2', 'O95433')"
"('P22612', 'P48058')"
"('P42345', 'Q15208')"
"('Q9Y478', 'Q01844')"
"('406906', 'Q86SR1')"
"('P61106', 'O14964')"
"('O75964', 'O00422')"
"('P12109', 'P05556')"
"('Q03113', 'P16473')"
"('P17947', 'P49715')"
"('Q9BQ83', 'P25788')"
"('P63279', 'Q6ZNA4')"
"('O75886', 'Q9Y3C5')"
"('P09429', 'Q9NR96')"
"('O60244', 'Q99576')"
"('P17947', 'P33076')"
"('Q5VVX9', 'Q92794')"
"('P18146', 'P34810')"
"('Q9Y566', 'O14490')"
"('P63104', 'P56524')"
"('Q6UXH1', 'P50454')"
"('P30876', 'Q6PD62')"
"('P68133', 'Q9HAU4')"
"('Q99558', 'P11940')"
"('Q12933', 'P19438')"
"('P35914', 'Q9H324')"
"('Q00987', 'P22455')"
"('Q15428', 'P52298')"
"('O75150', 'Q09161')"
"('Q86YW0', 'Q13555')"
"('Q9NRD5', 'Q9H492')"
"('P18583', 'O75400')"
"('Q9H0E3', 'Q96BN2')"
"('Q9NTK5', 'P41182')"
"('Q9UGJ0', 'Q16875')"
"('P11802', 'P38398')"
"('P49711', 'P67809')"
"('Q9BWF3', 'O60306')"
"('Q99471', 'P40337')"
"('O14640', 'P78368')"
"('Q14194', 'O15235')"
"('P01148', 'Q13554')"
"('Q01094', 'P00813')"
"('O00571', 'O95819')"
"('Q96DB2', 'P0C5Z0')"
"('Q92793', 'P98177')"
"('P98170', 'P36897')"
"('Q7Z434', 'P00519')"
"('P31994', 'Q8NHJ6')"
"('P18206', 'O75400')"
"('Q9UL03', 'O94817')"
"('Q8N2W9', 'P29590')"
"('Q9Y618', 'P25963')"
"('P05412', 'P35228')"
"('Q9HBW0', 'P50151')"
"('P10600', 'Q9BZS1')"
"('Q9Y2I6', 'Q8N5R6')"
"('O14936', 'Q9H4G0')"
"('P62753', 'P08708')"
"('Q8N766', 'Q15714')"
"('P67775', 'O43318')"
"('P27361', 'P04141')"
"('Q02878', 'P62829')"
"('P27986', 'P41970')"
"('Q9C0D9', 'Q01844')"
"('Q13485', 'O43524')"
"('P07204', 'P46695')"
"('P56537', 'Q9UKK9')"
"('Q8N6Y0', 'O15287')"
"('P36402', 'O14627')"
"('O00206', 'P00533')"
"('Q9NU22', 'O75365')"
"('Q01094', 'Q15744')"
"('Q9NVU0', 'Q9Y535')"
"('Q13233', 'P45985')"
"('P26447', 'Q13432')"
"('P04004', 'P26006')"
"('Q70SY1', 'Q53ET0')"
"('P46531', 'Q92585')"
"('O43809', 'Q92530')"
"('P63010', 'Q5VWP2')"
"('P42331', 'P61586')"
"('Q13480', 'Q99759')"
"('P08754', 'Q9Y572')"
"('P24723', 'Q9H0R8')"
"('Q96L34', 'P63104')"
"('P48730', 'P10070')"
"('Q04206', 'Q9H9B1')"
"('Q6FI13', 'Q86WJ1')"
"('P19838', 'P63151')"
"('Q92993', 'Q5T3J3')"
"('P09874', 'P22415')"
"('P19838', 'O60271')"
"('P61077', 'P78317')"
"('P14316', 'Q00403')"
"('O95619', 'P68133')"
"('P16234', 'Q96B97')"
"('P85298', 'Q96L33')"
"('O14920', 'P55957')"
"('Q9UPN9', 'Q86U70')"
"('P04183', 'Q8WW35')"
"('P41143', 'P08754')"
"('Q00005', 'P68371')"
"('P41159', 'P19235')"
"('P62714', 'P11233')"
"('P08729', 'P13987')"
"('Q13950', 'Q9HCE7')"
"('P35626', 'Q8NGY2')"
