negatives
"('O15151', 'P04637')"
"('Q13356', 'P18146')"
"('Q9UPT9', 'Q9H9J2')"
"('Q9Y5J5', 'O95433')"
"('Q92692', 'P12931')"
"('P12931', 'Q13023')"
"('P17301', 'P48736')"
"('P35268', 'Q07020')"
"('Q9Y383', 'Q9H761')"
"('Q14164', 'Q13263')"
"('P54259', 'Q9P2R6')"
"('Q15427', 'Q96CN9')"
"('P46736', 'Q99728')"
"('O95477', 'Q92796')"
"('P08567', 'P26038')"
"('P16220', 'Q14050')"
"('P28749', 'P29323')"
"('Q92620', 'Q13247')"
"('554213', 'Q00534')"
"('O95843', 'Q02846')"
"('P12830', 'P11362')"
"('Q9Y478', 'O60825')"
"('P53680', 'P63010')"
"('P35998', 'Q99460')"
"('Q16254', 'P10244')"
"('Q15788', 'P28065')"
"('P09211', 'Q16539')"
"('P98177', 'P04179')"
"('Q92997', 'O75909')"
"('Q9BXT8', 'Q99459')"
"('O43143', 'Q8IWZ8')"
"('P31947', 'P61962')"
"('Q9P2H0', 'Q92993')"
"('O95453', 'P33240')"
"('P60510', 'P15924')"
"('P42226', 'Q16695')"
"('O00254', 'P62993')"
"('O95997', 'Q14674')"
"('O75970', 'O14493')"
"('P62487', 'Q9NWA0')"
"('O15111', 'Q12778')"
"('P28331', 'O43181')"
"('P41182', 'Q9UKI9')"
"('Q04864', 'P29965')"
"('P99999', 'Q9UBN6')"
"('Q9UQK1', 'P15735')"
"('P06241', 'P42684')"
"('O14964', 'O14770')"
"('P80162', 'P03956')"
"('Q9Y5S8', 'Q15080')"
"('P32927', 'Q9Y4K3')"
"('Q00005', 'P46013')"
"('P52597', 'Q8IWZ8')"
"('P54578', 'P30480')"
"('Q96SI1', 'Q5MNZ9')"
"('P04406', 'Q9H0J4')"
"('Q9UJY5', 'Q9UMZ2')"
"('P05106', 'Q08043')"
"('Q01844', 'Q9Y478')"
"('O76071', 'Q9Y5Q9')"
"('O75159', 'P52630')"
"('P06241', 'P35568')"
"('P18146', 'Q92945')"
"('O15399', 'Q13936')"
"('P78549', 'P28749')"
"('Q15714', 'Q96R67')"
"('P55327', 'P63104')"
"('Q5FWF5', 'Q9UQE7')"
"('Q8IWX8', 'Q9NQ29')"
"('P31689', 'Q99759')"
"('P33993', 'Q14192')"
"('Q02556', 'O95644')"
"('P60520', 'P16152')"
"('P41159', 'P40189')"
"('Q04917', 'Q03431')"
"('Q75N90', 'Q9UK32')"
"('Q13478', 'P05412')"
"('P35680', 'Q92793')"
"('P63173', 'P61513')"
"('P31943', 'Q99459')"
"('Q9NPB6', 'Q9Y2Z0')"
"('Q15717', 'Q15428')"
"('O60925', 'Q9H7V2')"
"('Q6FI81', 'Q9NPF4')"
"('O14936', 'Q16650')"
"('P16333', 'Q07890')"
"('P00505', 'O00585')"
"('P62873', 'P35498')"
"('O00220', 'P02458')"
"('Q15714', 'Q9UNF1')"
"('P00519', 'Q9Y697')"
"('Q5JWF2', 'P63211')"
"('O60603', 'P01112')"
"('Q13797', 'Q9Y6K9')"
"('P07910', 'Q8TAP4')"
"('Q15653', 'P52292')"
"('P62508', 'P11474')"
"('Q9BY43', 'P61421')"
"('Q9UBN7', 'O15069')"
"('Q96AP7', 'P57739')"
"('P13569', 'P51790')"
"('Q9NV70', 'Q9C026')"
"('P17931', 'P14780')"
"('Q9NRI5', 'Q8WY54')"
"('Q96C10', 'Q9NUL3')"
"('P56748', 'Q8N6F1')"
"('Q8IV61', 'P10301')"
"('P10275', 'O95251')"
"('Q9H7D0', 'P49368')"
"('P04406', 'P49841')"
"('P62993', 'P62316')"
"('Q92973', 'P52272')"
"('Q15653', 'O60641')"
"('P08648', 'P61073')"
"('O95816', 'P43686')"
"('P10827', 'Q09472')"
"('Q12968', 'Q14814')"
"('P34741', 'P21359')"
"('P55157', 'O43493')"
"('Q9HAW0', 'Q9NVI7')"
"('O00206', 'P11226')"
"('Q9Y2T4', 'P51617')"
"('P01375', 'Q13490')"
"('Q8TAB5', 'P62333')"
"('Q9NTI5', 'O43521')"
"('P13569', 'Q92734')"
"('Q9GZT6', 'Q9NXU5')"
"('P56199', 'Q07890')"
"('Q14541', 'P17516')"
"('P30837', 'Q14197')"
"('P02647', 'Q9UJW9')"
"('Q8WUH2', 'P36897')"
"('P62158', 'P29320')"
"('O75376', 'Q86T24')"
"('Q9HB75', 'P78560')"
"('P20226', 'P13984')"
"('Q00005', 'O94761')"
"('O76064', 'Q9C0F1')"
"('Q99459', 'Q13415')"
"('P35225', 'Q13283')"
"('Q8IXJ6', 'Q9NQC3')"
"('P30874', 'P63096')"
"('P21281', 'P05187')"
"('Q71U36', 'P49841')"
"('P17812', 'P31946')"
"('Q9Y6D6', 'P26885')"
"('P35579', 'Q9H1I8')"
"('Q9Y572', 'P08754')"
"('Q12947', 'P06241')"
"('Q05655', 'P16144')"
"('Q9UHI6', 'A0JLT2')"
"('P18146', 'Q13686')"
"('O15350', 'P46934')"
"('Q92597', 'P55072')"
"('Q9UI14', 'Q9UL26')"
"('Q02556', 'Q06124')"
"('O94832', 'O15111')"
"('P40337', 'P60900')"
"('P54253', 'Q9Y4B4')"
"('Q13573', 'P31689')"
"('Q9UQM7', 'P01112')"
"('O95835', 'P46937')"
"('P43631', 'P29350')"
"('Q13432', 'O14717')"
"('P16234', 'O00459')"
"('P20774', 'O95433')"
"('P14780', 'P02462')"
"('Q8WXI9', 'O94776')"
"('Q02045', 'P60660')"
"('Q13547', 'P19838')"
"('Q99590', 'P84103')"
"('P45984', 'Q07820')"
"('O15056', 'P16333')"
"('Q8IUF1', 'P30084')"
"('Q8TCT9', 'Q86WV6')"
"('Q13347', 'P60709')"
"('Q12824', 'Q92922')"
"('P26010', 'P49023')"
"('P56747', 'P56746')"
"('P12814', 'P25054')"
"('Q96Q89', 'Q13526')"
"('P68104', 'O43252')"
"('P55084', 'Q16637')"
"('P19174', 'P63098')"
"('P20618', 'Q99436')"
"('P80192', 'O14733')"
"('Q5VZ03', 'Q13045')"
"('P55318', 'P35609')"
"('P63104', 'Q06830')"
"('P67775', 'P49841')"
"('Q9H270', 'Q9NRW7')"
"('P10586', 'Q16620')"
"('Q13263', 'P36406')"
"('P01889', 'P30046')"
"('Q9HCM9', 'O14933')"
"('P05129', 'Q68CJ9')"
"('Q9BPX3', 'O75365')"
"('P42768', 'P46109')"
"('Q12906', 'P52756')"
"('Q14192', 'Q02575')"
"('Q9NSB8', 'P48736')"
"('Q13523', 'A0JLT2')"
"('Q9NY61', 'Q99708')"
"('Q9NPA3', 'Q9UMX1')"
"('Q9NS39', 'P63165')"
"('Q9Y3A4', 'Q16659')"
"('Q99962', 'P30793')"
"('Q92569', 'Q9H0B6')"
"('Q9NRR5', 'Q6GPH6')"
"('Q14739', 'Q96SB4')"
"('P09914', 'Q92945')"
"('P63104', 'Q5T5U3')"
"('Q8N357', 'P49903')"
"('Q15047', 'Q15486')"
"('P63218', 'P45984')"
"('O96019', 'Q9C086')"
"('Q15038', 'O15162')"
"('Q14164', 'P54920')"
"('P62906', 'Q9UNX3')"
"('Q12933', 'Q9UKG1')"
"('Q13243', 'Q14103')"
"('P01241', 'P29401')"
"('P10914', 'Q14765')"
"('P01106', 'O00159')"
"('O75529', 'P02766')"
"('Q96MX0', 'P28482')"
"('P48729', 'P18754')"
"('Q9H0E2', 'Q16539')"
"('Q13952', 'P30304')"
"('P16520', 'O95622')"
"('P51610', 'P78537')"
"('Q9Y623', 'P78549')"
"('O60353', 'O14641')"
"('Q14765', 'P10914')"
"('Q9P0U4', 'Q9Y573')"
"('P51946', 'P10275')"
"('P29459', 'Q01113')"
"('Q9BUZ4', 'P12814')"
"('P48061', 'P46092')"
"('P20382', 'P01303')"
"('P0CG48', 'P26358')"
"('Q12959', 'O95155')"
"('Q03518', 'Q9BQ66')"
"('P68104', 'Q9UGL9')"
"('P11047', 'Q13683')"
"('P16333', 'P47928')"
"('P62945', 'P47914')"
"('Q14134', 'P00533')"
"('Q9UPY3', 'Q15633')"
"('O95786', 'O14920')"
"('Q969H0', 'P04217')"
"('Q9H171', 'P56545')"
"('P83881', 'P83731')"
"('Q14653', 'O14625')"
"('P27348', 'P27448')"
"('Q13797', 'P18564')"
"('Q16649', 'P53567')"
"('P00488', 'P04183')"
"('P35609', 'Q08043')"
"('Q07912', 'Q00610')"
"('Q9BQ04', 'P0CAP2')"
"('P08047', 'Q04206')"
"('P61353', 'P50914')"
"('P08670', 'Q9GZT8')"
"('Q15005', 'Q9NZ72')"
"('P12319', 'P30273')"
"('P51124', 'O00273')"
"('Q15172', 'Q9Y243')"
"('P48023', 'O95407')"
"('P61952', 'Q9HBW0')"
"('Q8WUM4', 'Q53EZ4')"
"('P48551', 'Q13651')"
"('Q15788', 'Q9Y6K9')"
"('Q6PEW1', 'Q92624')"
"('P84022', 'Q9Y483')"
"('Q15843', 'Q9Y5V3')"
"('P05026', 'P52943')"
"('P35626', 'O43749')"
"('Q00535', 'O75051')"
"('Q04864', 'P01589')"
"('P98175', 'Q9Y263')"
"('P62195', 'Q00653')"
"('P17568', 'O43676')"
"('Q13573', 'Q14498')"
"('P40225', 'Q8N6P7')"
"('Q16637', 'Q9Y4Y9')"
"('P36941', 'Q13349')"
"('Q10587', 'Q9NR55')"
"('P25490', 'O75530')"
"('Q9BYM8', 'Q96EP0')"
"('P12236', 'P05060')"
"('Q99650', 'P29597')"
"('P08246', 'P06132')"
"('P07437', 'Q99759')"
"('O60739', 'P62273')"
"('O43324', 'Q13535')"
"('Q9C005', 'Q5QNW6')"
"('Q13426', 'Q9NP87')"
"('Q8TEL6', 'Q15750')"
"('P46940', 'Q04695')"
"('P29372', 'O00264')"
"('Q9Y478', 'P49815')"
"('P06756', 'P05106')"
"('Q13315', 'Q8TD55')"
"('Q9NZM3', 'Q96KG7')"
"('Q06481', 'O95704')"
"('Q99683', 'P45984')"
"('O15239', 'O43677')"
"('P01889', 'P46781')"
"('Q8IWF7', 'O00303')"
"('O15397', 'Q99684')"
"('P25398', 'P22090')"
"('Q9HCK5', 'P07900')"
"('407053', 'Q8NFW9')"
"('Q9Y3E7', 'Q15797')"
"('P63104', 'Q14978')"
"('Q01130', 'O43390')"
"('Q13573', 'Q13435')"
"('P38398', 'Q92925')"
"('Q04206', 'P35232')"
"('P60709', 'P62826')"
"('Q02556', 'Q9NPF2')"
"('Q9NXR7', 'P51587')"
"('P08648', 'Q08043')"
"('P13994', 'P17028')"
"('Q9UM73', 'O14976')"
"('Q13136', 'P10586')"
"('P68366', 'P51124')"
"('P18146', 'P21583')"
"('Q9H201', 'P35968')"
"('Q9NPJ6', 'Q13573')"
"('Q05516', 'P55957')"
"('P13569', 'Q5SW79')"
"('Q96LA8', 'P03372')"
"('P62308', 'Q15287')"
"('Q6P1M0', 'Q14457')"
"('O75925', 'Q16527')"
"('P15311', 'Q9Y6Q1')"
"('Q9UPY8', 'P25791')"
"('P62258', 'A6NER0')"
"('P47898', 'P50150')"
"('P16298', 'Q9UM13')"
"('P16333', 'Q13153')"
"('O43521', 'Q96QB1')"
"('P01588', 'Q14626')"
"('P07900', 'P60709')"
"('P35968', 'P48736')"
"('Q9Y577', 'P62256')"
"('Q13573', 'Q8WVM7')"
"('Q15596', 'P11473')"
"('O60238', 'Q9H0R8')"
"('P09471', 'Q16539')"
"('Q07890', 'Q13191')"
"('Q96HS1', 'Q9HCK5')"
"('Q8WUM4', 'Q99962')"
"('P23508', 'O43169')"
"('P82279', 'Q15714')"
"('Q8TF74', 'P62993')"
"('P62917', 'P50914')"
"('Q16665', 'Q13547')"
"('P63104', 'Q00839')"
"('P10275', 'Q15788')"
"('O95376', 'Q16851')"
"('P78406', 'Q9UKX7')"
"('Q00005', 'P62888')"
"('Q9UKV8', 'P51114')"
"('Q04724', 'Q16637')"
"('Q13315', 'P54725')"
"('P63261', 'Q9Y6K9')"
"('P63279', 'Q8N5U6')"
"('Q9H5H4', 'P63165')"
"('P08729', 'Q16695')"
"('P62917', 'P61927')"
"('Q9GZX5', 'P38398')"
"('Q9H6E5', 'O95639')"
"('Q9UIF9', 'P00519')"
"('Q13322', 'P31749')"
"('Q13315', 'P55199')"
"('O75791', 'P29353')"
"('Q9UNS1', 'P25205')"
"('Q13233', 'Q07020')"
"('P14866', 'Q9UHX1')"
"('O14920', 'P15104')"
"('Q7L5N1', 'P11166')"
"('P40429', 'P49207')"
"('Q9UGN5', 'Q8TED0')"
"('P46459', 'P14867')"
"('P05106', 'P02675')"
"('P00533', 'P07437')"
"('Q969T4', 'Q68DV7')"
"('P46939', 'Q14118')"
"('P04844', 'Q92597')"
"('P49137', 'Q13151')"
"('P29475', 'Q8TD86')"
"('Q12933', 'P05141')"
"('Q02363', 'Q02548')"
"('Q15744', 'P17676')"
"('Q7Z2G1', 'Q16777')"
"('P54646', 'Q8N122')"
"('Q9BVI4', 'O15162')"
"('Q9NPI1', 'Q99459')"
"('Q9Y478', 'P15311')"
"('P01562', 'P52333')"
"('Q99547', 'P42285')"
"('O43561', 'O00329')"
"('O60763', 'O75365')"
"('Q96L91', 'Q9Y4A5')"
"('Q99459', 'P50995')"
"('Q8NFD5', 'Q68CP9')"
"('P41595', 'Q01668')"
"('P32121', 'P30954')"
"('O75486', 'Q9Y6J9')"
"('Q04206', 'Q92616')"
"('Q13753', 'P26006')"
"('O14746', 'P31749')"
"('P13725', 'Q14031')"
"('Q9H9L3', 'O00423')"
"('P83731', 'Q8IXH7')"
"('Q9Y5J5', 'Q9Y5M8')"
"('Q99459', 'Q9Y3B4')"
"('P16234', 'Q9NR46')"
"('P02686', 'P28482')"
"('O14493', 'P56856')"
"('P62993', 'P34931')"
"('P04626', 'Q13153')"
"('Q6EEV6', 'P49792')"
"('P49321', 'P01889')"
"('Q8IYI8', 'Q9BQ66')"
"('P16520', 'Q99677')"
"('Q99973', 'O60832')"
"('Q68DC2', 'Q96CW1')"
"('Q9NQC7', 'Q13114')"
"('Q8TAQ2', 'P32121')"
"('O43186', 'O15265')"
"('Q96CW1', 'P98082')"
"('P02462', 'P16144')"
"('P09914', 'P35222')"
"('Q13315', 'P61923')"
"('Q96JP2', 'Q13573')"
"('Q8N2S1', 'P54259')"
"('Q13315', 'Q9UER7')"
"('Q9NZI2', 'P56537')"
"('Q9H257', 'O95999')"
"('P62917', 'Q9HCK5')"
"('P63261', 'Q04206')"
"('Q15427', 'O75940')"
"('P05129', 'Q06710')"
"('P42336', 'P49418')"
"('Q92569', 'P55211')"
"('Q9NZ42', 'P49768')"
"('Q16254', 'P45973')"
"('P09919', 'Q99650')"
"('P26373', 'Q9UNX3')"
"('P41743', 'Q04759')"
"('Q9Y5S9', 'Q9HAU5')"
"('P62258', 'A8K0R7')"
"('P23677', 'Q9NZT1')"
"('O15111', 'Q969T4')"
"('Q13007', 'P01574')"
"('P18146', 'Q06136')"
"('Q96CV9', 'Q9BTV5')"
"('Q13547', 'P04637')"
"('P12757', 'Q14515')"
"('P34932', 'Q6P1J9')"
"('P23508', 'Q9NR31')"
"('Q13535', 'Q9Y6Q9')"
"('P15927', 'P22674')"
"('Q6UN15', 'Q6UXN9')"
"('P08123', 'P43235')"
"('P39687', 'Q13077')"
"('P12532', 'P56537')"
"('Q04759', 'Q9NSE2')"
"('P33897', 'Q9UBJ2')"
"('Q9BW60', 'Q6IBS0')"
"('P98170', 'Q96LR5')"
"('P04150', 'P06239')"
"('Q9Y3A3', 'P67775')"
"('Q8WVZ9', 'Q9H7E9')"
"('Q15843', 'P62906')"
"('Q96JN2', 'Q16513')"
"('Q99963', 'P63162')"
"('O75365', 'Q13733')"
"('P01236', 'P38484')"
"('O75694', 'P11171')"
"('O00585', 'P51679')"
"('P01889', 'P28482')"
"('Q06124', 'P16581')"
"('O94874', 'Q96JB5')"
"('P19387', 'P68104')"
"('O94989', 'Q9H6J7')"
"('P62837', 'Q96BQ3')"
"('O14735', 'P20333')"
"('Q13625', 'Q07817')"
"('P08238', 'Q04206')"
"('Q13233', 'P05387')"
"('Q15311', 'O15455')"
"('Q9NW61', 'Q04771')"
"('Q9H1Q7', 'Q03135')"
"('Q9UKV8', 'P61513')"
"('Q9H4B4', 'P04049')"
"('P22090', 'P61247')"
"('Q16665', 'P09958')"
"('Q06190', 'P54289')"
"('Q9BTP7', 'Q9Y4K3')"
"('Q99598', 'O95257')"
"('P27986', 'P19235')"
"('O94856', 'P78357')"
"('Q149N8', 'Q93052')"
"('P62136', 'Q99759')"
"('Q15648', 'P48443')"
"('P01889', 'Q96CX2')"
"('P63104', 'P05387')"
"('O95872', 'Q92900')"
"('P01889', 'P55786')"
"('P63104', 'P48729')"
"('Q9H307', 'Q15287')"
"('P12980', 'P13945')"
"('Q9BYD3', 'Q14197')"
"('P18146', 'P23946')"
"('P41182', 'Q9UKV0')"
"('P40425', 'O95163')"
"('Q08211', 'Q9UBU9')"
"('Q15139', 'Q07021')"
"('Q15637', 'Q9Y580')"
"('Q13137', 'P29353')"
"('Q9NX58', 'P06748')"
"('Q99417', 'Q9UKV8')"
"('P35626', 'O95006')"
"('Q9UKX5', 'P23229')"
"('P63104', 'P78527')"
"('Q05086', 'P51965')"
"('P37198', 'O60941')"
"('Q9UHD9', 'Q16186')"
"('P10276', 'P30281')"
"('P06493', 'P31350')"
"('P63165', 'O95551')"
"('Q15008', 'P61289')"
"('P18146', 'P35573')"
"('Q04912', 'P31946')"
"('Q9NYJ8', 'Q14457')"
"('Q9NUW8', 'Q9UPN9')"
"('P62877', 'Q13619')"
"('P21333', 'P20333')"
"('P98171', 'P60953')"
"('P38398', 'P55072')"
"('Q02878', 'P05386')"
"('O75438', 'O95178')"
"('P61981', 'Q32P44')"
"('O75365', 'O43264')"
"('Q86XS8', 'Q99250')"
"('O00214', 'P05556')"
"('Q6WCQ1', 'Q07889')"
"('P15170', 'Q13310')"
"('P38432', 'Q5JVS0')"
"('Q9HCP0', 'P10070')"
"('407025', 'Q9UBC3')"
"('Q13535', 'P17480')"
"('P46109', 'Q14289')"
"('P25787', 'P29372')"
"('P10809', 'P42574')"
"('Q9BW61', 'Q13619')"
"('PB_10', 'P23458')"
"('Q8N114', 'Q92905')"
"('Q5SW24', 'Q05513')"
"('P06748', 'P26599')"
"('Q9UPQ4', 'P61077')"
"('O95782', 'P58107')"
"('P05129', 'P01100')"
"('Q9UGJ0', 'O00763')"
"('P62081', 'P62851')"
"('Q8TCT6', '440264')"
"('P01375', 'P01374')"
"('P0C5Z0', 'Q9UBN7')"
"('P50995', 'O15162')"
"('Q9Y467', 'Q8NF64')"
"('P41182', 'Q6W2J9')"
"('Q13573', 'P10588')"
"('P46937', 'P27348')"
"('Q96DI7', 'Q13619')"
"('P35626', 'Q8NGR5')"
"('145781', 'Q86VK4')"
"('Q71UM5', 'P20333')"
"('P51681', 'P25445')"
"('O15162', 'Q6UY14')"
"('Q03154', 'Q99614')"
"('P24864', 'P06493')"
"('O75915', 'P51681')"
"('Q9P2H0', 'P28340')"
"('Q8NEB9', 'P61020')"
"('P30044', 'P46379')"
"('Q12879', 'O43497')"
"('P41091', 'B5ME19')"
"('Q15365', 'O95400')"
"('Q13547', 'Q9NYJ8')"
"('O00422', 'Q9H7L9')"
"('P22694', 'O14775')"
"('Q03518', 'Q99683')"
"('P15882', 'Q04771')"
"('P52272', 'P17844')"
"('Q99741', 'Q13415')"
"('Q96S21', 'Q15370')"
"('Q5T4F7', 'P56705')"
"('Q9UET6', 'Q99623')"
"('P38398', 'Q16254')"
"('O43768', 'P10114')"
"('P30260', 'Q8NHZ8')"
"('Q6FI13', 'P18754')"
"('Q12913', 'P19174')"
"('P31947', 'Q08AE8')"
"('Q9BXR5', 'O60603')"
"('O95453', 'Q99547')"
"('P62837', 'Q96PU4')"
"('Q96T58', 'Q92769')"
"('P0CG47', 'P49459')"
"('Q09472', 'Q9UJU2')"
"('P36575', 'P04632')"
"('P62979', 'Q9Y3C5')"
"('P11940', 'Q96DH6')"
"('P32927', 'P08631')"
"('P31943', 'P38159')"
"('P07910', 'Q96IZ5')"
"('Q9UP38', 'Q00722')"
"('P17947', 'P10914')"
"('P49715', 'P07099')"
"('P31327', 'P63104')"
"('P38936', 'P05109')"
"('O95201', 'P19544')"
"('P35222', 'O43623')"
"('P61964', 'P62807')"
"('Q9H2G2', 'O14559')"
"('Q71U36', 'P63104')"
"('Q9NPB6', 'Q9HAU4')"
"('P01563', 'P31785')"
"('Q9Y3S1', 'P06241')"
"('P62993', 'P13797')"
"('P35237', 'P20151')"
"('P01574', 'P15260')"
"('O60739', 'Q9UN86')"
"('P42574', 'P08670')"
"('O75159', 'P29597')"
"('Q07869', 'Q96MF2')"
"('O75419', 'P42771')"
"('P86791', 'Q99459')"
"('P07437', 'P62993')"
"('O60674', 'Q92529')"
"('P17275', 'P01100')"
"('406937', 'Q9BST9')"
"('Q9BTM1', 'Q93079')"
"('O60346', 'Q14160')"
"('O95376', 'O43768')"
"('P60709', 'P26232')"
"('Q9BV38', 'Q8IZL8')"
"('P37231', 'Q14686')"
"('P15884', 'Q96I15')"
"('Q15418', 'P25963')"
"('P01106', 'Q6PI48')"
"('O76070', 'P16035')"
"('O95166', 'Q9BQ83')"
"('P05412', 'Q01892')"
"('P78369', 'Q16625')"
"('P04278', 'P17661')"
"('Q9H7D0', 'P50991')"
"('O95863', 'Q9Y297')"
"('O15234', 'Q9Y5S9')"
"('P50395', 'O00141')"
"('Q13451', 'O43318')"
"('Q8IUM7', 'P27540')"
"('P67870', 'P13807')"
"('P63104', 'O75533')"
"('O60869', 'P19793')"
"('Q14165', 'P23508')"
"('P05106', 'P51636')"
"('Q12913', 'Q02763')"
"('O43674', 'O43678')"
"('P21333', 'P06756')"
"('Q14145', 'Q16236')"
"('Q7Z7J5', 'Q96BY2')"
"('Q96PG8', '28881')"
"('P98175', 'Q92917')"
"('Q15038', 'P08572')"
"('P25490', 'Q15796')"
"('Q96QF0', 'P20336')"
"('Q9NVP2', 'Q86UE8')"
"('Q92624', 'Q8WWW0')"
"('Q15113', 'P61769')"
"('P25054', 'Q92845')"
"('P10074', 'Q92956')"
"('Q13242', 'Q5JVS0')"
"('O15516', 'Q8WYA1')"
"('P29375', 'P06400')"
"('O00206', 'Q99519')"
"('Q9GZS1', 'Q9Y2S0')"
"('Q09472', 'P13631')"
"('5512', 'Q96SB3')"
"('P49810', 'O43187')"
"('P63098', 'Q9UJX5')"
"('O95169', 'P56556')"
"('P53708', 'Q9Y490')"
"('Q15843', 'P62424')"
"('Q9UKW4', 'P58107')"
"('P62917', 'P62424')"
"('P52630', 'P09914')"
"('Q9UNX3', 'P83731')"
"('P20809', 'P08887')"
"('Q9H9Q4', 'P16104')"
"('Q13315', 'Q15257')"
"('O75094', 'P07384')"
"('P33778', 'Q93077')"
"('P05386', 'P51681')"
"('Q14831', 'P62873')"
"('Q7L5N1', 'Q13216')"
"('P20908', 'P23229')"
"('Q9Y5S9', 'Q9BRP8')"
"('P21333', 'Q562R1')"
"('Q9H444', 'O95630')"
"('Q99081', 'Q9UPN9')"
"('P20936', 'Q15910')"
"('P04439', 'Q13241')"
"('Q6X4W1', 'P62826')"
"('P50148', 'Q9UNX9')"
"('P43405', 'P62330')"
"('Q15466', 'P55055')"
"('P19438', 'P31689')"
"('P0CG48', 'O95967')"
"('O95989', 'Q14469')"
"('P11047', 'Q9Y3C0')"
"('Q16659', 'Q86VX9')"
"('Q15572', 'Q9H9Y6')"
"('Q9BXM7', 'O60260')"
"('O15264', 'P16152')"
"('P29590', 'P83916')"
"('P02768', 'Q96HM7')"
"('Q96LM6', 'Q15645')"
"('Q9H6X5', 'Q16543')"
"('Q92925', 'P04637')"
"('Q92844', 'O96018')"
"('Q9P2X0', 'O94777')"
"('Q9Y618', 'Q07869')"
"('Q13571', 'Q92995')"
"('Q9H3D4', 'P04637')"
"('O75937', 'P61978')"
"('Q9UBE0', 'Q16678')"
"('P54725', 'P08107')"
"('P06400', 'Q16665')"
"('P0C0S5', 'Q99877')"
"('Q6P4I2', 'P38936')"
"('Q92935', 'P62993')"
"('Q9UFN0', 'Q16891')"
"('O43175', 'Q9Y478')"
"('P63000', 'P52757')"
"('Q86YT6', 'Q96B02')"
"('P22694', 'P36507')"
"('P08047', 'Q9HBE5')"
"('Q9UM13', 'Q9UJX3')"
"('P06493', 'Q6PGQ7')"
"('Q7Z3Z4', 'Q9UPY3')"
"('Q96J02', 'P17948')"
"('Q16659', 'Q14802')"
"('Q99459', 'O96013')"
"('O75533', 'P49841')"
"('P46531', 'Q96JK9')"
"('P63173', 'Q9UL18')"
"('Q9P2Y5', 'Q9Y371')"
"('Q13501', 'P78509')"
"('Q6UWE0', 'Q8IX04')"
"('P35606', 'Q9HAW0')"
"('P55884', 'P41567')"
"('Q05048', 'O43809')"
"('Q13573', 'Q13200')"
"('P32121', 'Q96G25')"
"('Q01081', 'Q8IWX8')"
"('P46779', 'P47914')"
"('P04629', 'Q16827')"
"('Q16649', 'Q16520')"
"('P20073', 'P51693')"
"('Q99459', 'Q53GS9')"
"('P48061', 'P51685')"
"('P12931', 'Q14118')"
"('Q8NF91', 'Q96EV8')"
"('P49768', 'Q9Y2W7')"
"('P10827', 'Q92830')"
"('Q13404', 'P40337')"
"('P02787', 'P07711')"
"('Q6P1J9', 'Q12809')"
"('Q8IWV7', 'Q9UBS4')"
"('P08670', 'O60603')"
"('Q8IVT5', 'P33241')"
"('Q16643', 'Q99759')"
"('P16220', 'Q15007')"
"('P33897', 'P40855')"
"('P04406', 'P23246')"
"('Q12857', 'P04637')"
"('P08865', 'P62701')"
"('P35626', 'Q8NGR1')"
"('P62714', 'Q99471')"
"('O15105', 'Q8N5C8')"
"('Q99459', 'Q09028')"
"('Q93098', 'O00144')"
"('Q16254', 'Q96B01')"
"('Q06187', 'P19174')"
"('Q66LE6', 'Q9NWZ3')"
"('Q92752', 'P26006')"
"('P62879', 'P04632')"
"('Q01844', 'P49327')"
"('P22392', 'P04844')"
"('Q15038', 'Q9Y3C7')"
"('Q02447', 'P30793')"
"('Q9UMX6', 'Q02846')"
"('Q13315', 'Q9NVU0')"
"('406906', 'Q9H6Z9')"
"('O95257', 'Q12824')"
"('P29466', 'P52565')"
"('Q9H981', 'Q9Y230')"
"('P35626', 'Q8NGH8')"
"('P27986', 'Q9Y4K3')"
"('O95411', 'P54253')"
"('Q14103', 'Q04917')"
"('P08700', 'P17181')"
"('P56537', 'P01243')"
"('P42766', 'Q99558')"
"('Q99442', 'P14635')"
"('Q13489', 'P68036')"
"('P20333', 'Q16512')"
"('P01570', 'P40189')"
"('P0CG48', 'Q15843')"
"('P35222', 'O15111')"
"('Q00610', 'Q9Y6K9')"
"('Q92616', 'Q9BUV8')"
"('Q5T3J3', 'Q15669')"
"('Q12967', 'Q13393')"
"('Q8N126', 'P16220')"
"('P30837', 'P01106')"
"('P35227', 'O14933')"
"('Q01085', 'Q99459')"
"('P38159', 'Q00839')"
"('P31749', 'P42858')"
"('Q13164', 'P01229')"
"('Q92769', 'Q9UBB5')"
"('Q15788', 'Q92731')"
"('P47914', 'P05388')"
"('Q9Y5Q3', 'Q14494')"
"('Q96KK5', 'Q8N257')"
"('Q9UM54', 'P25054')"
"('P61244', 'P50539')"
"('Q9P286', 'Q15052')"
"('Q9BRX5', 'Q7L590')"
"('O95400', 'P62306')"
"('P14317', 'P61160')"
"('P54259', 'O00308')"
"('P28749', 'Q13547')"
"('P19174', 'P12236')"
"('Q16774', 'Q9H832')"
"('P62979', 'P62753')"
"('Q15370', 'Q16665')"
"('P10275', 'Q9NQU5')"
"('Q15819', 'O95999')"
"('O94806', 'Q9H492')"
"('A5D8V6', 'Q53EZ4')"
"('P22694', 'Q07699')"
"('Q13257', 'P10721')"
"('Q15788', 'P35609')"
"('P11142', 'Q9Y4K3')"
