negatives
"('Q9UKJ5', 'Q58EX7')"
"('O14818', 'Q8NA19')"
"('P35226', 'Q9BSM1')"
"('P43246', 'Q8IY92')"
"('Q86VY4', 'Q93009')"
"('P61981', 'P07359')"
"('Q9BSE2', 'Q04941')"
"('P51948', 'Q99801')"
"('Q9BYP8', 'P25490')"
"('P61981', 'P49760')"
"('O76061', 'O95831')"
"('O15525', 'Q9BYV9')"
"('Q14203', 'Q96CT7')"
"('P29590', 'Q9NYB0')"
"('P27361', 'Q12772')"
"('Q15019', 'Q13243')"
"('Q6PF06', 'P82921')"
"('Q96S52', 'Q15428')"
"('Q15287', 'O75909')"
"('Q96HN2', 'Q92560')"
"('P51809', 'O14617')"
"('Q12906', 'P84103')"
"('P63261', 'P31947')"
"('P62081', 'Q13620')"
"('P19338', 'Q14684')"
"('Q17RB8', 'O95678')"
"('Q5T619', 'Q8NA77')"
"('Q9NQC3', 'O15127')"
"('P62993', 'O43493')"
"('Q8NFC6', 'Q96ES7')"
"('Q9NRJ3', 'P41597')"
"('Q8WYA6', 'P61978')"
"('Q63HR2', 'Q8N720')"
"('Q8WV44', 'P78362')"
"('O94927', 'Q13418')"
"('P50914', 'P19338')"
"('Q12929', 'Q8IZP0')"
"('Q76FK4', 'Q7Z4S6')"
"('O14976', 'P47756')"
"('P62312', 'O95777')"
"('Q12857', 'Q9Y3A4')"
"('Q14896', 'Q14315')"
"('Q8WX92', 'Q8WXU2')"
"('P04629', 'Q9BSJ2')"
"('P05141', 'O75503')"
"('Q15276', 'Q9BZF9')"
"('Q99962', 'Q9BWN1')"
"('Q96AG4', 'P10398')"
"('O60763', 'P52799')"
"('Q13064', 'Q63ZY3')"
"('P61371', 'Q96A47')"
"('P56524', 'P61981')"
"('O75360', 'Q13111')"
"('P07900', 'P42285')"
"('P02533', 'P07910')"
"('Q8NET8', 'P24588')"
"('Q04759', 'P19883')"
"('O43167', 'Q8IXK0')"
"('Q96BR9', 'Q13895')"
"('Q14203', 'Q9BXB1')"
"('P09960', 'P26885')"
"('Q7Z6Z7', 'Q9NZC7')"
"('Q8N3Y1', 'P61758')"
"('Q9GZV7', 'Q14525')"
"('P62258', 'Q6PJG9')"
"('Q6IBS0', 'P07992')"
"('P13521', 'Q7L5N1')"
"('P42224', 'Q01804')"
"('O94986', 'Q96MT8')"
"('Q9UIG4', 'O95994')"
"('Q16656', 'P20042')"
"('Q96DA6', 'P38646')"
"('Q9UBS0', 'P19338')"
"('Q99816', 'Q9BWF2')"
"('P42345', 'Q16543')"
"('O96019', 'Q13618')"
"('P62750', 'P32969')"
"('Q13007', 'Q969H0')"
"('Q96GN5', 'P12004')"
"('P61289', 'Q96FW1')"
"('Q9UKT9', 'Q92993')"
"('Q9UJS0', 'Q9H0W5')"
"('Q08752', 'Q8TCJ0')"
"('P43088', 'Q01814')"
"('Q9BQ83', 'P22695')"
"('A5YKK6', 'O14980')"
"('Q8N5A5', 'Q7L190')"
"('Q99460', 'P25942')"
"('O14682', 'Q13501')"
"('P04798', 'Q01201')"
"('Q99959', 'P35226')"
"('Q96FJ0', 'P49768')"
"('P17612', 'Q14814')"
"('O60566', 'Q12834')"
"('Q9UHX1', 'P10809')"
"('P35568', 'Q92572')"
"('Q8N726', 'P45983')"
"('Q16537', 'Q9P2X7')"
"('P46379', 'P27361')"
"('P25098', 'Q9P270')"
"('Q96GY3', 'Q9UBB9')"
"('Q9Y597', 'Q9UQL6')"
"('Q9Y3C5', 'P62987')"
"('P25800', 'P17542')"
"('O15198', 'Q5T5Y3')"
"('O00232', 'P22392')"
"('Q9Y3P9', 'B7ZAP0')"
"('Q13492', 'P53992')"
"('Q9NZQ3', 'P63000')"
"('Q08AG5', 'Q13077')"
"('P05198', 'P04843')"
"('Q6UUV7', 'Q8IVT5')"
"('P20742', 'Q9NWD8')"
"('Q9UNE7', 'Q14190')"
"('Q8TEQ6', 'Q6FI13')"
"('Q9HBV2', 'Q8N5C7')"
"('Q15366', 'P38398')"
"('Q9NXJ5', 'P55789')"
"('P61221', 'P42677')"
"('P80188', 'Q9BYH8')"
"('P31146', 'P55769')"
"('Q9UNN5', 'P46379')"
"('P46934', 'Q9P0N9')"
"('P49848', 'Q15545')"
"('Q6Y7W6', 'Q9UJF2')"
"('P37173', 'Q969Z4')"
"('Q9BWT7', 'Q9Y6K9')"
"('Q9NX76', 'P61956')"
"('Q7Z3S9', 'O95897')"
"('P26651', 'Q8IZH2')"
"('Q7Z4V5', 'O43542')"
"('P13639', 'P12956')"
"('Q9UJX2', 'P35250')"
"('Q9UNE7', 'O75787')"
"('O60341', 'P51970')"
"('P84085', 'P53004')"
"('Q9BYQ0', 'Q5TA77')"
"('Q01968', 'P20340')"
"('P01112', 'Q96TA1')"
"('P52272', 'Q13595')"
"('P02751', 'Q96QV6')"
"('Q96RN5', 'P24863')"
"('P26641', 'P09651')"
"('Q8IX06', 'P25800')"
"('Q96NL6', 'Q99615')"
"('Q9H190', 'P35268')"
"('Q96S59', 'P63279')"
"('Q9Y3I0', 'Q9H0W5')"
"('Q7L2J0', 'Q86V81')"
"('Q8NCB2', 'Q9NVT9')"
"('P63279', 'P17096')"
"('Q9HCI7', 'Q16777')"
"('Q9BYG3', 'P62899')"
"('Q5HYI8', 'P05067')"
"('Q96DX7', 'Q13617')"
"('O14745', 'P40925')"
"('Q06830', 'P30048')"
"('P62191', 'Q15018')"
"('Q9HBG4', 'P01137')"
"('Q99816', 'Q15233')"
"('Q13107', 'Q96F86')"
"('Q96LR5', 'Q15038')"
"('P19474', 'Q08426')"
"('Q13133', 'P62195')"
"('Q12857', 'Q08211')"
"('Q13107', 'P31947')"
"('P42566', 'O76011')"
"('P04792', 'P30041')"
"('O43795', 'P62140')"
"('P51659', 'P50613')"
"('P28340', 'Q5VVQ6')"
"('Q93034', 'Q16629')"
"('P22914', 'Q9NUX5')"
"('Q71SY5', 'Q9NPJ6')"
"('Q96GG9', 'Q13617')"
"('Q9UNX3', 'P04637')"
"('P01848', 'P01850')"
"('Q13618', 'O43719')"
"('Q9BQB6', 'Q15800')"
"('Q15003', 'Q8N140')"
"('Q13107', 'Q92556')"
"('P21333', 'Q8IY92')"
"('Q9HCS7', 'Q9BW85')"
"('Q05655', 'P57053')"
"('O43765', 'P58549')"
"('Q8NHY2', 'Q9P2K6')"
"('P14555', 'P21980')"
"('P05067', 'Q86V15')"
"('Q08050', 'P46527')"
"('P82933', 'P28066')"
"('P11142', 'Q7Z5B4')"
"('Q7Z6Z7', 'P40337')"
"('P40763', 'P06239')"
"('Q96SJ8', 'Q86XS8')"
"('Q13190', 'Q12769')"
"('P62280', 'P55072')"
"('P18206', 'P06576')"
"('O60832', 'Q9Y3T9')"
"('P34897', 'Q8TE76')"
"('Q9P127', 'Q92624')"
"('Q9Y5Y0', 'O14763')"
"('Q9NP64', 'P78362')"
"('Q8NGN4', 'Q9P2W3')"
"('Q00987', 'P53350')"
"('Q4U2R6', 'Q8N5N7')"
"('Q9BQC6', 'Q96HJ9')"
"('Q15155', 'Q9H1A3')"
"('P60370', 'Q9BYQ2')"
"('Q96N21', 'O14980')"
"('P07550', 'Q9Y3L5')"
"('P29033', 'P26715')"
"('P19320', 'Q9HB71')"
"('P48304', 'P05451')"
"('Q00839', 'Q92630')"
"('O75832', 'Q9UL46')"
"('O00264', 'Q6NUS6')"
"('Q92613', 'O14980')"
"('P03372', 'O75396')"
"('O60260', 'O00429')"
"('Q07955', 'P29372')"
"('P23409', 'P50461')"
"('P05067', 'P25490')"
"('Q01814', 'O00214')"
"('Q86X19', 'Q8WU20')"
"('P50402', 'Q6ZW49')"
"('Q15700', 'Q9UIV8')"
"('Q9Y297', 'Q8NB90')"
"('Q9UIF3', 'Q8IYS1')"
"('Q86U38', 'P45973')"
"('Q5JR59', 'Q7Z3I7')"
"('Q9UNF1', 'P52333')"
"('P27694', 'P35580')"
"('Q6STE5', 'Q8NFD5')"
"('Q9UQL6', 'O15119')"
"('P10321', 'P11021')"
"('Q9Y2Y4', 'Q9ULM2')"
"('P04637', 'P62841')"
"('P35249', 'Q13045')"
"('P35226', 'P06576')"
"('Q9Y2W1', 'O00213')"
"('Q9NZC7', 'Q96P16')"
"('P22307', 'O15400')"
"('Q9BVP2', 'Q14669')"
"('P54274', 'P19623')"
"('P22736', 'O96017')"
"('P06733', 'O43752')"
"('Q8IXH7', 'P84101')"
"('Q99549', 'Q9UJK0')"
"('P51124', 'P68363')"
"('Q96AZ1', 'Q8N163')"
"('O14964', 'P19012')"
"('P04040', 'P51608')"
"('P82970', 'O00193')"
"('P35579', 'P28289')"
"('Q96H79', 'O95166')"
"('P60900', 'O00487')"
"('P06733', 'P49756')"
"('Q8TEQ6', 'P49759')"
"('Q460N5', 'P06744')"
"('Q13618', 'Q2TAY7')"
"('Q06124', 'Q9UGN4')"
"('Q9UKB1', 'Q13387')"
"('O15357', 'O60504')"
"('O43741', 'Q8N9N5')"
"('P18545', 'P35913')"
"('Q9UGJ1', 'Q9NQG5')"
"('Q9HD26', 'Q9P0N8')"
"('Q01813', 'P35637')"
"('Q16181', 'P04004')"
"('Q9Y316', 'Q8TBB1')"
"('P19429', 'P45379')"
"('Q8IZE3', 'Q99757')"
"('Q15303', 'P07900')"
"('P27694', 'P35637')"
"('Q9NR56', 'Q92879')"
"('Q99873', 'P22087')"
"('Q5JS54', 'O75083')"
"('P09651', 'Q9NZB2')"
"('P14678', 'O75553')"
"('Q96Q27', 'P07900')"
"('Q9UMX0', 'O75830')"
"('O00299', 'P24539')"
"('P05113', 'P09619')"
"('Q16236', 'P62987')"
"('O14641', 'P13727')"
"('P06241', 'P29353')"
"('Q9UI36', 'Q13547')"
"('O00757', 'P45985')"
"('Q9NX53', 'O96006')"
"('P17931', 'Q9Y2T6')"
"('Q02548', 'Q96Q77')"
"('Q13077', 'Q14129')"
"('Q99836', 'O43791')"
"('Q13546', 'Q9NYJ8')"
"('P01133', 'O75582')"
"('O94923', 'P22455')"
"('P12931', 'Q9UBY0')"
"('P38484', 'Q15717')"
"('P09234', 'P82979')"
"('P35225', 'P40238')"
"('P42338', 'Q92997')"
"('P02768', 'O75419')"
"('O00308', 'Q6GQQ9')"
"('Q3B7T1', 'Q8IUH5')"
"('P01130', 'Q5SW96')"
"('A6NHL2', 'Q9BVA1')"
"('Q06609', 'P43246')"
"('P04629', 'Q16531')"
"('O00459', 'P62745')"
"('Q9H6L2', 'Q5JS37')"
"('Q96KN7', 'Q7L190')"
"('Q8IYM1', 'Q99719')"
"('Q2TBA0', 'Q8WV35')"
"('P09471', 'Q92806')"
"('Q8NHQ1', 'P52737')"
"('Q9BPW8', 'Q8IWF2')"
"('Q9H9J2', 'Q8N983')"
"('Q8IZT6', 'Q9UJV3')"
"('Q13368', 'Q9NYY3')"
"('P53779', 'P63104')"
"('O14746', 'P29590')"
"('Q71UM5', 'Q9Y574')"
"('P22612', 'Q9H343')"
"('Q14204', 'O15259')"
"('Q86V81', 'Q6ZW49')"
"('Q14194', 'Q15102')"
"('P22694', 'A6NL26')"
"('P48552', 'P11474')"
"('P42167', 'O14646')"
"('O95751', 'Q8N443')"
"('Q8N6V9', 'Q7RTV2')"
"('P06703', 'O95486')"
"('P52798', 'P08069')"
"('Q68CP9', 'Q92925')"
"('Q13616', 'Q969H0')"
"('Q5VZB9', 'P08238')"
"('P23284', 'P23508')"
"('Q16539', 'P28562')"
"('P33992', 'Q01081')"
"('Q13084', 'Q8IXM3')"
"('P52272', 'Q9BUV8')"
"('Q15717', 'Q96CP2')"
"('O95166', 'Q01844')"
"('P43629', 'Q9UBF6')"
"('P16520', 'P11229')"
"('Q9BQ83', 'O95166')"
"('Q9Y4I1', 'Q16643')"
"('P30566', 'O75665')"
"('P54259', 'P28799')"
"('Q9P032', 'Q8N4Q1')"
"('Q9Y6N8', 'Q9ULB4')"
"('Q6NV75', 'P28749')"
"('Q12888', 'P56524')"
"('P51151', 'Q14999')"
"('P68371', 'Q8TAP6')"
"('Q9BVG3', 'Q68CQ4')"
"('O95168', 'P47985')"
"('Q6P2D0', 'Q8NHQ1')"
"('O14879', 'P09914')"
"('P14921', 'O95644')"
"('P09972', 'P52565')"
"('Q8N9T8', 'O95503')"
"('P13667', 'Q9H0W5')"
"('Q9Y2A7', 'P63104')"
"('Q12789', 'P55072')"
"('Q03135', 'P25116')"
"('Q02535', 'P28324')"
"('P03372', 'P54577')"
"('P24043', 'P11047')"
"('Q8NEG0', 'Q15323')"
"('O75448', 'P10275')"
"('Q15366', 'Q07955')"
"('Q96SB4', 'Q9H7L9')"
"('Q15796', 'Q9UPN9')"
"('Q6UWP8', 'Q9BSU1')"
"('P51148', 'Q96CS3')"
"('Q16829', 'P12036')"
"('P52756', 'O95684')"
"('Q9GZR7', 'P27635')"
"('Q8WX93', 'P60981')"
"('P49639', 'Q6EMK4')"
"('Q9C009', 'Q12769')"
"('Q15631', 'P61221')"
"('Q99750', 'Q13671')"
"('Q92901', 'P42766')"
"('P39748', 'O43709')"
"('Q8N149', 'O75015')"
"('Q12968', 'Q9HCE1')"
"('P25098', 'Q6IFN5')"
"('Q14934', 'O15084')"
"('Q9Y383', 'Q5TC82')"
"('Q8WUA4', 'P35244')"
"('Q9UGI0', 'O15481')"
"('P31483', 'Q9H9S0')"
"('P18146', 'P22304')"
"('P62987', 'Q9BXM7')"
"('Q9H1A3', 'Q8IYR6')"
"('Q96B67', 'P62837')"
"('O60256', 'P19838')"
"('P63220', 'P62847')"
"('P04792', 'O15164')"
"('Q13618', 'Q9GZV4')"
"('P24863', 'Q92793')"
"('P17014', 'Q9BWT7')"
"('Q13315', 'O43504')"
"('O60641', 'P49407')"
"('O43143', 'P41214')"
"('Q01094', 'P00813')"
"('P04629', 'P25786')"
"('O00566', 'Q9NY61')"
"('P14550', 'P06744')"
"('Q9UQ80', 'Q8TCT1')"
"('Q9BXY8', 'P78358')"
"('Q9Y698', 'P40763')"
"('P10619', 'Q8NCW5')"
"('Q99880', 'Q9NVR5')"
"('P22223', 'P14923')"
"('Q9H4A3', 'P15151')"
"('Q6I9Y2', 'Q15528')"
"('Q9UNQ2', 'P35249')"
"('Q01518', 'O43464')"
"('O15504', 'Q9H1B4')"
"('Q4V328', 'Q8TD31')"
"('P55209', 'Q8IZT6')"
"('P38606', 'Q9Y2Q5')"
"('Q00610', 'Q9UHF1')"
"('Q93034', 'Q15843')"
"('Q96HW7', 'P60896')"
"('E9PAV3', 'Q96K17')"
"('P62314', 'Q9NX70')"
"('Q92614', 'Q4KMQ1')"
"('Q14999', 'P61106')"
"('P07195', 'P00338')"
"('P38936', 'P35998')"
"('Q9Y383', 'O95793')"
"('Q9HCD6', 'Q9BST9')"
"('Q04864', 'Q96NJ5')"
"('Q5VV43', 'Q9UK73')"
"('Q16543', 'Q13325')"
"('P53350', 'P46379')"
"('P49840', 'P08238')"
"('P55072', 'Q8WWY3')"
"('Q6IQ22', 'Q14964')"
"('P49759', 'O75800')"
"('Q15003', 'Q99459')"
"('Q6PI77', 'Q00013')"
"('Q9H4W6', 'O00255')"
"('P20073', 'Q9GZT6')"
"('P50613', 'P32121')"
"('P49792', 'P07437')"
"('Q9UG63', 'Q8NI36')"
"('Q9BQE3', 'Q9Y6G9')"
"('A6PVS8', 'P07948')"
"('P17612', 'Q13936')"
"('O43617', 'Q8IWL3')"
"('Q15326', 'P27635')"
"('Q9P2Z0', 'Q96FJ2')"
"('Q9H2G4', 'P11802')"
"('Q7Z5H3', 'P15153')"
"('P61421', 'O43711')"
"('P63010', 'P52735')"
"('O60431', 'Q9P2W3')"
"('P51809', 'Q13277')"
"('P35222', 'Q13634')"
"('Q15365', 'Q01085')"
"('O60232', 'P49368')"
"('P31939', 'P55809')"
"('P98175', 'Q9GZV8')"
"('P28566', 'P59768')"
"('P51572', 'O15127')"
"('P20042', 'Q96T76')"
"('P20333', 'P17987')"
"('P0DMV8', 'Q6IQ23')"
"('Q9P0M9', 'P24941')"
"('Q04917', 'Q8NHQ8')"
"('Q13243', 'Q12789')"
"('Q9NRD1', 'Q15645')"
"('Q9UKX5', 'P05106')"
"('O15360', 'Q86U86')"
"('Q9UFC0', 'Q9H668')"
"('Q15843', 'P13645')"
"('P07900', 'O96008')"
"('P55157', 'Q9UHL9')"
"('Q96QV6', 'P62807')"
"('O15116', 'Q9Y4Z0')"
"('P49771', 'P22607')"
"('Q5EBL8', 'Q04656')"
"('P25098', 'Q8NGG0')"
"('Q96T59', 'P13284')"
"('Q92667', 'Q5HYA8')"
"('Q9H609', 'P19012')"
"('Q96GX1', 'P49257')"
"('Q13480', 'O95817')"
"('Q00796', 'Q6ZMR3')"
"('O15169', 'P23258')"
"('Q9NUQ9', 'Q9H0Q0')"
"('O14862', 'O14929')"
"('O00555', 'Q9HCP6')"
"('Q8N983', 'Q9H9J2')"
"('P01106', 'Q9NRX1')"
"('P13929', 'Q14203')"
"('P52434', 'Q68E01')"
"('Q659A1', 'Q99523')"
"('Q8NHQ1', 'P10124')"
"('Q04206', 'P35251')"
"('Q96PK6', 'O76021')"
"('Q9BYP8', 'Q6EMK4')"
"('Q9H6L5', 'A1YPR0')"
"('Q5T4B2', 'Q8IUC2')"
"('Q9NYZ3', 'P49674')"
"('Q01850', 'O60573')"
"('P62330', 'Q9UJY5')"
"('P41159', 'Q6UXL0')"
"('P07951', 'O96000')"
"('Q9UKA9', 'Q96LR5')"
"('Q9Y4P3', 'P35240')"
"('Q5TH69', 'Q99623')"
"('P40225', 'P16234')"
"('P19388', 'Q9GZS3')"
"('P04637', 'O00571')"
"('Q8WXH5', 'Q93034')"
"('O95218', 'Q9UJV9')"
"('Q8N3X1', 'Q14739')"
"('Q15717', 'Q92552')"
"('Q9UBK9', 'O95425')"
"('Q5H9L2', 'P20823')"
"('P13569', 'Q9UN37')"
"('P05023', 'Q15796')"
"('Q8N264', 'P49716')"
"('Q96FZ7', 'Q9H444')"
"('Q13418', 'P04049')"
"('P25788', 'Q13885')"
"('O15498', 'O15400')"
"('P17252', 'O15527')"
"('O15350', 'Q8IZT6')"
"('P04629', 'P55809')"
"('P15151', 'P60411')"
"('Q9Y2H5', 'P04629')"
"('O75489', 'Q8WWC4')"
"('Q96A47', 'Q92905')"
"('Q03692', 'Q96EQ0')"
"('Q9Y4K3', 'Q14974')"
"('Q13371', 'P49368')"
"('P62753', 'Q9NRD1')"
"('Q969F9', 'O95714')"
"('P42025', 'P67870')"
"('P63096', 'Q8WYR1')"
"('P05771', 'P05107')"
"('Q9NPE2', 'Q9NYY8')"
"('P15924', 'Q6IQ23')"
"('Q8IXJ6', 'P35558')"
"('O43790', 'Q15323')"
"('Q8WTQ7', 'P51679')"
"('Q14393', 'P13747')"
"('Q92764', 'Q92796')"
"('P14868', 'Q14999')"
"('P49792', 'P52952')"
"('Q15393', 'Q13118')"
"('P49757', 'Q9NSY1')"
"('Q9Y337', 'P11245')"
"('Q9UNX3', 'P17026')"
"('O15047', 'P24928')"
"('Q9C0B0', 'P14406')"
"('Q49AN0', 'Q16526')"
"('P63151', 'P17987')"
"('Q5JST6', 'Q9BV90')"
"('Q9H6H4', 'Q92633')"
"('O95273', 'Q8IVD9')"
"('Q92624', 'O14901')"
"('Q13309', 'P14635')"
"('P01133', 'Q16620')"
"('Q01850', 'Q9NU19')"
"('Q9BY77', 'Q9NRC8')"
"('P62306', 'O14562')"
"('O14802', 'P05423')"
"('Q15208', 'Q9BWU1')"
"('Q9UKG9', 'P58107')"
"('Q99459', 'Q0D2H9')"
"('Q8WUA4', 'Q969H0')"
"('Q6PCT2', 'Q92636')"
"('Q13619', 'O14757')"
"('Q13043', 'P46060')"
"('P56537', 'P49411')"
"('Q14154', 'Q8IUH5')"
"('P25398', 'P61313')"
"('P29350', 'P78324')"
"('P16220', 'P11274')"
"('P15884', 'P36551')"
"('P78527', 'P04155')"
"('Q00325', 'Q9UQ90')"
"('Q9HCE7', 'P26641')"
"('Q13144', 'Q9NR50')"
"('Q99714', 'Q01995')"
"('P23508', 'P45973')"
"('Q9HBV2', 'Q13509')"
"('Q92731', 'Q9UJX4')"
"('P23526', 'Q9UQL6')"
"('P61981', 'O94915')"
"('Q9NW64', 'Q9P0K8')"
"('Q8NI35', 'Q9H4B6')"
"('Q8IVT2', 'Q9UJY1')"
"('P10809', 'Q15843')"
"('Q14164', 'O60506')"
"('O75955', 'Q8N5N7')"
"('P04629', 'P51795')"
"('Q12952', 'Q9UKM9')"
"('Q7Z589', 'Q15291')"
"('P41240', 'P06730')"
"('Q9H0R8', 'Q05655')"
"('P0DMN0', 'Q96C45')"
"('P13674', 'P50750')"
"('Q9Y2L1', 'Q9GZX7')"
"('Q5T013', 'Q13363')"
"('P17301', 'P42338')"
"('Q6IQ23', 'P63092')"
"('P60520', 'Q9Y3F4')"
"('P25786', 'Q68D86')"
"('O43829', 'Q96T60')"
"('P55072', 'O94941')"
"('Q9ULC4', 'O00410')"
"('Q9NWT6', 'Q8WXH0')"
"('Q9H0W5', 'P46013')"
"('P61964', 'Q9C005')"
"('P51153', 'Q99523')"
"('P14618', 'P05412')"
"('P57740', 'Q8IZF0')"
"('P62937', 'O75534')"
"('P68104', 'Q03405')"
"('P60410', 'Q5T5B0')"
"('O00217', 'O95178')"
"('Q15717', 'P31350')"
"('Q32MK0', 'P27986')"
"('Q14192', 'O43189')"
"('Q9C0B0', 'O00762')"
"('P12694', 'O14874')"
"('Q13620', 'Q92499')"
"('Q9BTP7', 'P49760')"
"('P31943', 'Q9BV73')"
"('O75665', 'Q86VQ0')"
"('A0AVF1', 'Q9Y366')"
"('Q00987', 'Q9NUX5')"
"('Q9UKB1', 'Q6ZRV2')"
"('Q9NT22', 'Q96DZ1')"
"('P42224', 'Q8N9N8')"
"('P63096', 'Q92569')"
"('Q9NXF7', 'Q92905')"
"('O43791', 'P06401')"
"('P57078', 'O75746')"
"('P42575', 'Q13490')"
"('P60411', 'Q6NUJ2')"
"('O60566', 'Q8TCT0')"
"('P08151', 'P51114')"
"('Q5VWG9', 'Q13042')"
"('P35611', 'P48681')"
"('O60814', 'P0C0S5')"
"('P05109', 'P35240')"
"('Q9HB96', 'O15360')"
"('Q9NZ45', 'Q86Y82')"
"('Q9NWB1', 'Q8NEA9')"
"('Q9P253', 'O15400')"
"('Q5JVS0', 'Q15233')"
"('Q15032', 'Q01844')"
"('Q01105', 'P14921')"
"('P0DMV9', 'P27695')"
"('Q96T76', 'Q9H173')"
"('P38606', 'P11234')"
"('Q96EP0', 'Q9BXL7')"
"('P78362', 'Q7L4I2')"
"('P54278', 'Q8IXK2')"
"('P54829', 'P53779')"
"('O14939', 'Q9NYA1')"
"('Q96T60', 'O43829')"
"('P15336', 'P01100')"
"('P62760', 'Q86UW9')"
"('Q9Y285', 'Q92526')"
"('Q13490', 'Q14164')"
"('Q99623', 'Q9H9E1')"
"('O43865', 'P31274')"
"('Q9UGL1', 'Q15910')"
"('Q9P2P5', 'P0DP58')"
"('O95425', 'Q9H4G4')"
"('P14174', 'P22234')"
"('P12830', 'Q96NY8')"
"('P32121', 'P25101')"
"('Q9H267', 'P31946')"
"('Q9UDY2', 'Q5BJF6')"
"('Q9UM73', 'Q9UM54')"
"('Q9ULT6', 'O60353')"
"('O75400', 'Q15554')"
"('P55317', 'Q9BQP7')"
"('Q9HCE7', 'Q16658')"
"('Q13547', 'Q9NRR4')"
"('Q5VU43', 'Q08499')"
"('Q8NBX0', 'Q99871')"
"('P40189', 'P29597')"
"('P56537', 'Q9UH03')"
"('Q8WTU0', 'Q92681')"
"('Q8TAA5', 'Q8IWL3')"
"('Q14938', 'P05412')"
"('P46527', 'P20248')"
"('O43143', 'Q15942')"
"('Q96QU8', 'Q6YHU6')"
"('Q01546', 'Q9H0R8')"
"('P61024', 'P63208')"
"('P60369', 'P02008')"
"('Q96R45', 'Q9P2W3')"
"('Q92831', 'Q14186')"
"('O75364', 'P01876')"
"('P25490', 'Q15672')"
"('P34932', 'P60520')"
"('Q9UMR2', 'P57060')"
"('Q8N8Q1', 'Q6PL24')"
"('Q96HA8', 'Q5T754')"
"('Q9NPJ6', 'Q92993')"
"('P63167', 'O60412')"
"('Q15717', 'Q92854')"
"('P48039', 'O60262')"
"('Q96BZ8', 'Q2TAC2')"
"('P14625', 'Q6PKC3')"
"('P52799', 'P48163')"
"('P49790', 'Q9UKX7')"
"('Q9Y2T4', 'Q13188')"
"('Q7L273', 'P23142')"
"('P27986', 'P55157')"
"('Q5JSJ4', 'Q9UL03')"
"('P55795', 'Q32P51')"
"('P12004', 'Q96FC9')"
"('Q8N9N5', 'W5XKT8')"
"('Q13330', 'Q9Y4K0')"
"('Q86UW9', 'Q494R0')"
"('Q6UXH1', 'P07711')"
"('Q96GM5', 'P05783')"
"('Q12952', 'Q92538')"
"('Q96SB4', 'O43865')"
"('P10644', 'O43572')"
"('Q96AP0', 'Q9UJU6')"
"('Q9NX18', 'Q96I99')"
"('Q9Y337', 'Q9UJA3')"
"('O94901', 'A2RUC4')"
"('P62253', 'P08684')"
"('P49770', 'Q92499')"
"('Q69YU3', 'Q96QF0')"
"('Q16666', 'Q9GZR2')"
"('P01242', 'P26951')"
"('Q9P289', 'Q9P2B4')"
"('Q04864', 'P11831')"
"('O15165', 'O96008')"
"('O14610', 'P04899')"
"('P49411', 'Q8IVP5')"
"('Q9H0E7', 'Q13601')"
"('Q14008', 'Q9Y297')"
"('Q9ULK4', 'Q96F45')"
"('Q14CS0', 'Q02548')"
"('O14980', 'Q9NXR1')"
"('P08238', 'Q6P4R8')"
"('Q9BXS6', 'Q14974')"
"('P56134', 'P18859')"
"('Q8NGK1', 'O60262')"
"('Q9UHI6', 'Q9Y3F4')"
"('Q9BYJ9', 'Q15717')"
"('O43482', 'O95872')"
"('P12109', 'P53708')"
"('Q96GE6', 'Q13555')"
"('Q96QH2', 'Q6A162')"
"('P49336', 'Q7L5D6')"
"('P05067', 'Q6GTX8')"
"('O60308', 'Q5SW79')"
"('Q9Y6D9', 'P09917')"
"('Q9UPG8', 'Q7RTU3')"
"('O43741', 'Q9H2G9')"
"('Q14CZ7', 'Q16822')"
"('Q9BY44', 'Q15843')"
"('Q9HC78', 'Q96H55')"
"('Q9BQI3', 'P49917')"
"('Q92990', 'Q13617')"
"('Q8IUQ4', 'P41182')"
"('Q92997', 'O94772')"
"('Q96EK4', 'Q96BD5')"
"('P53609', 'Q9NQ87')"
"('Q8NHV4', 'P09651')"
"('P60520', 'P06733')"
"('Q08AM6', 'P30039')"
"('P17024', 'Q8NHQ1')"
"('Q14738', 'O15516')"
"('Q9BT49', 'Q9NRD5')"
"('Q92966', 'P06400')"
"('O60869', 'Q16659')"
"('Q99832', 'O00629')"
"('Q12778', 'P38936')"
"('Q13509', 'Q8N163')"
"('P55212', 'Q13077')"
"('P84090', 'Q92905')"
"('P24539', 'P21796')"
"('P60411', 'Q6P158')"
"('P60411', 'Q9H0R8')"
"('Q96NB1', 'Q9P270')"
"('Q14152', 'Q13148')"
"('P51617', 'Q96T76')"
"('P78358', 'Q6VN20')"
"('Q96L34', 'Q9BQG0')"
"('P46736', 'P0C0S5')"
"('Q9BSJ2', 'Q13573')"
"('P59998', 'P35080')"
"('Q15717', 'P05141')"
"('Q9BRJ2', 'Q02878')"
"('Q0VDD7', 'Q9UBT7')"
"('P31040', 'Q96GG9')"
"('Q99873', 'O60861')"
"('O43463', 'Q9Y483')"
"('Q9NSI2', 'Q8N6K0')"
"('P51817', 'P07900')"
"('O95989', 'P05386')"
"('P35125', 'Q9H082')"
"('Q2KHR3', 'Q6W2J9')"
"('Q6ZW49', 'Q9BTK6')"
"('P55198', 'Q13618')"
"('A0AV96', 'Q13315')"
"('Q96NL6', 'P10636')"
"('P16989', 'P11802')"
"('Q58FG1', 'Q8WX93')"
