negatives
"('O95429', 'Q6PL18')"
"('Q96BZ8', 'Q08379')"
"('Q8WUU5', 'P52747')"
"('Q13126', 'Q9UMY4')"
"('Q09472', 'Q15650')"
"('P17542', 'P09874')"
"('Q99615', 'O95816')"
"('Q96NB1', 'Q96MT8')"
"('O15551', 'O95832')"
"('Q14651', 'O43597')"
"('O00483', 'Q9NVI7')"
"('Q14164', 'P62280')"
"('P13500', 'P42224')"
"('P78406', 'Q16666')"
"('Q9NY93', 'P82675')"
"('Q969S3', 'Q7Z7A1')"
"('P62820', 'Q15717')"
"('Q9NQU5', 'P63000')"
"('P35227', 'Q8IXK0')"
"('O75581', 'P09619')"
"('Q9BUN8', 'Q9BQ70')"
"('Q8TB52', 'P25054')"
"('P06400', 'Q6ZUJ4')"
"('P63279', 'P48436')"
"('Q9Y6K9', 'P40222')"
"('Q02040', 'P78317')"
"('P40763', 'Q9NPJ8')"
"('Q9H3U1', 'Q9HC77')"
"('O43175', 'Q01968')"
"('Q9HAT8', 'P49207')"
"('P27694', 'P49450')"
"('Q06210', 'Q2MV58')"
"('P42771', 'O15304')"
"('P0DMV8', 'Q04206')"
"('Q13322', 'Q96EP1')"
"('P22695', 'P30480')"
"('Q13643', 'Q9HC52')"
"('O75182', 'P52739')"
"('P04637', 'Q15392')"
"('Q99439', 'Q15637')"
"('Q9Y297', 'P48594')"
"('P30153', 'Q13618')"
"('P22612', 'Q9P2W3')"
"('Q92831', 'Q9Y6A5')"
"('Q5T751', 'Q5T7P3')"
"('P50225', 'P46937')"
"('Q9BZF9', 'Q15276')"
"('Q6UVY6', 'Q9HAT2')"
"('P43405', 'P24394')"
"('Q9BRR0', 'Q8NF99')"
"('Q6NUM9', 'P58658')"
"('Q13637', 'Q8N0Z3')"
"('Q96JN8', 'Q96A37')"
"('P67870', 'P19793')"
"('Q14596', 'Q9H0R8')"
"('Q16821', 'Q9NZT1')"
"('P24311', 'Q14749')"
"('P34947', 'Q13813')"
"('P0DI82', 'Q15717')"
"('Q9UER7', 'Q8IZU0')"
"('P42858', 'P14854')"
"('P51790', 'P04792')"
"('P30876', 'Q8N7H5')"
"('P10620', 'Q16873')"
"('Q16526', 'O15534')"
"('O95139', 'P39210')"
"('P04792', 'O95373')"
"('Q9NWS0', 'O95071')"
"('Q93096', 'P62195')"
"('Q68E01', 'O00716')"
"('O60258', 'P35916')"
"('P54136', 'P05412')"
"('Q7L0Q8', 'Q06945')"
"('P51617', 'Q13114')"
"('Q16637', 'Q9HB58')"
"('Q96CS3', 'Q8IWV8')"
"('P17612', 'Q8NGI3')"
"('O60504', 'Q5ST30')"
"('P27635', 'Q92552')"
"('Q9NUU7', 'Q8IWL3')"
"('P61077', 'Q96PU4')"
"('Q16643', 'Q9NUX5')"
"('Q9BQ95', 'Q04206')"
"('Q9Y279', 'Q9ULH0')"
"('P68400', 'Q13541')"
"('Q99496', 'Q9GZR7')"
"('P41002', 'O43303')"
"('Q9HCM4', 'P84022')"
"('Q9Y5P6', 'P68106')"
"('P43307', 'Q9H3N1')"
"('P39210', 'Q8N4V1')"
"('Q9BZZ5', 'Q96FW1')"
"('Q8TDI0', 'Q14839')"
"('P29401', 'O15540')"
"('O95684', 'Q49A88')"
"('Q76N32', 'Q13363')"
"('Q66GS9', 'Q96CS2')"
"('Q9H2G9', 'Q9H6Z4')"
"('Q6Y7W6', 'Q9UJF2')"
"('Q4KMP7', 'P12830')"
"('P36956', 'P10275')"
"('Q9BQG0', 'Q92905')"
"('Q8IUC0', 'O15126')"
"('P34897', 'Q9UL58')"
"('Q13618', 'P50990')"
"('P29375', 'Q15022')"
"('P17535', 'Q9HBE4')"
"('O95178', 'O75438')"
"('Q9UK08', 'O14807')"
"('Q86VR2', 'Q96FV3')"
"('O95718', 'P33947')"
"('Q5SVS4', 'Q7KYR7')"
"('Q15428', 'P09661')"
"('Q8NFC6', 'Q9NYZ3')"
"('P61326', 'Q13595')"
"('Q00169', 'P00533')"
"('Q53S58', 'Q9Y2R0')"
"('P22694', 'P50552')"
"('Q9NRD1', 'P55060')"
"('Q9NRP4', 'Q9H4A6')"
"('Q9Y5S9', 'P38159')"
"('O94966', 'Q8IUQ4')"
"('Q01844', 'P13984')"
"('P17844', 'P02751')"
"('P55735', 'Q92734')"
"('O60674', 'Q8TDB6')"
"('Q8NH42', 'P38405')"
"('P26992', 'Q92624')"
"('P14314', 'Q2TAL8')"
"('P54646', 'O60825')"
"('Q9UNM6', 'P60900')"
"('Q9ULC4', 'P45974')"
"('P41238', 'O60506')"
"('Q8IVT5', 'P25685')"
"('Q13618', 'Q96C36')"
"('Q86W54', 'O60341')"
"('P12931', 'P62993')"
"('P49821', 'P50995')"
"('Q15293', 'Q8WVV9')"
"('Q8N5I2', 'P46531')"
"('P62879', 'P48736')"
"('P15408', 'P20809')"
"('P51965', 'Q8N5U6')"
"('P17661', 'O95678')"
"('Q9H079', 'P68366')"
"('Q8NHV4', 'Q9UGJ1')"
"('Q9P127', 'P12814')"
"('O00754', 'Q9BWS9')"
"('Q9BPX5', 'P35579')"
"('P01308', 'P21802')"
"('Q6P1X5', 'Q9Y2J2')"
"('P18146', 'O15524')"
"('Q13838', 'Q96QD9')"
"('Q8WVZ9', 'Q13009')"
"('Q9UPP1', 'Q9BTU6')"
"('Q96A35', 'Q9NYK5')"
"('Q96MT8', 'Q99909')"
"('O75208', 'P63218')"
"('P60409', 'Q9UBV7')"
"('Q3KQV3', 'Q92997')"
"('P57086', 'Q15513')"
"('Q9Y468', 'O75190')"
"('Q9BZS1', 'O15409')"
"('O00461', 'O95684')"
"('Q96HC4', 'P02751')"
"('P02545', 'P61221')"
"('Q96Q89', 'Q96JH7')"
"('P78317', 'P08047')"
"('Q9Y6X2', 'P52952')"
"('P61981', 'Q9Y2J2')"
"('Q01968', 'Q15233')"
"('P06493', 'Q14CS0')"
"('Q6EEV4', 'P02792')"
"('Q6P1J9', 'P50991')"
"('P39023', 'P46779')"
"('O14530', 'Q9Y250')"
"('P14136', 'Q53FD0')"
"('Q86VP6', 'P38159')"
"('P08246', 'Q86UW9')"
"('Q15170', 'O95551')"
"('P08253', 'P01023')"
"('Q5VV67', 'Q9NS85')"
"('O15211', 'O95251')"
"('P30050', 'P62277')"
"('Q9Y3B4', 'P12270')"
"('Q05513', 'Q8WV44')"
"('P08779', 'P13647')"
"('Q8WVJ9', 'P15036')"
"('O60739', 'Q8N983')"
"('Q8TDB6', 'Q9BWX1')"
"('P19525', 'Q99683')"
"('P19875', 'P32302')"
"('Q96BD8', 'O14777')"
"('Q8IXW5', 'Q8N201')"
"('O14908', 'Q16620')"
"('Q9GZT5', 'O75581')"
"('P62318', 'Q504Q3')"
"('Q9Y3Q8', 'Q8IYE0')"
"('P62875', 'P59052')"
"('P22612', 'Q8NGF6')"
"('Q9GZX7', 'P11142')"
"('P32780', 'P29083')"
"('P61247', 'Q12906')"
"('P67775', 'Q13188')"
"('Q8TDD5', 'Q9GZY4')"
"('P51808', 'P43034')"
"('Q6UWR7', 'Q9NX62')"
"('Q9ULQ0', 'P62714')"
"('O60907', 'Q16778')"
"('Q5JUW0', 'Q8NBI5')"
"('Q9NZR4', 'P11142')"
"('P59047', 'Q14457')"
"('Q86SG6', 'Q8TD19')"
"('Q96HR9', 'P60866')"
"('P18509', 'P41586')"
"('P35236', 'P53779')"
"('Q9Y466', 'P20839')"
"('O00203', 'Q9BQI3')"
"('Q15323', 'O60259')"
"('Q9UKT4', 'Q9UJX3')"
"('Q01081', 'Q9Y2X3')"
"('P48050', 'P78352')"
"('Q9UKI8', 'Q96PY6')"
"('Q9BY41', 'O75367')"
"('P0DMV9', 'Q92630')"
"('O75934', 'P46783')"
"('Q13405', 'P36957')"
"('Q96IW7', 'Q9UJ71')"
"('P61956', 'P13196')"
"('Q9Y3D0', 'Q9NZ71')"
"('P00533', 'P35249')"
"('P04183', 'Q96J01')"
"('Q5T653', 'Q9BQE3')"
"('P16949', 'O60232')"
"('P83731', 'P62829')"
"('P19320', 'P62854')"
"('Q96JP5', 'P45974')"
"('Q9GZU1', 'P14373')"
"('O75928', 'P42224')"
"('Q8N5S9', 'Q6NW34')"
"('Q14694', 'P63244')"
"('Q6P1J9', 'Q9UBL3')"
"('Q9Y3C1', 'Q14978')"
"('P07864', 'P61088')"
"('P05067', 'Q96LT7')"
"('Q5QNW6', 'Q96RL1')"
"('Q9H7D0', 'Q8IXI1')"
"('Q9H0R8', 'Q13011')"
"('P60411', 'Q5TA77')"
"('O75376', 'Q15424')"
"('Q9UKG1', 'Q8WXI9')"
"('Q8TCJ0', 'Q12792')"
"('Q9P021', 'Q9ULK4')"
"('P62269', 'P62266')"
"('P12004', 'Q96FC9')"
"('Q9Y3A4', 'Q96FV0')"
"('Q16643', 'P55209')"
"('Q13444', 'Q9Y5X1')"
"('Q15139', 'Q9NYF0')"
"('P05412', 'P35221')"
"('P62851', 'P46778')"
"('Q96NB3', 'Q12874')"
"('P63104', 'Q9NSI8')"
"('Q00059', 'Q14197')"
"('P52435', 'O00267')"
"('Q9NP86', 'O00560')"
"('A6NC98', 'Q96IX9')"
"('Q9P206', 'Q8IZP0')"
"('P40337', 'P13797')"
"('Q9BW83', 'Q96AJ1')"
"('Q6IQ23', 'P46459')"
"('P32969', 'Q9UQL6')"
"('O96019', 'P25490')"
"('P42338', 'P10827')"
"('Q96E11', 'P53701')"
"('P55039', 'Q8IWL3')"
"('Q96LA8', 'Q9UGK8')"
"('Q8N4Q1', 'P14854')"
"('P23528', 'Q8TCJ0')"
"('Q7Z434', 'Q9BZY9')"
"('Q7Z353', 'Q05516')"
"('P63172', 'P06241')"
"('P08670', 'P17931')"
"('Q9UHD4', 'O60830')"
"('P07948', 'Q99598')"
"('P07947', 'P09067')"
"('Q9UQL6', 'A9YTQ3')"
"('Q15154', 'Q01844')"
"('Q96K58', 'P62917')"
"('Q86VP6', 'Q9BUJ2')"
"('Q01850', 'Q494R4')"
"('Q9NV31', 'O60711')"
"('Q14CS0', 'O60506')"
"('Q8WWW8', 'Q06124')"
"('Q9H6H4', 'Q15910')"
"('Q8N5M1', 'Q9UH73')"
"('P00519', 'Q09472')"
"('Q9NZM4', 'Q8TAT5')"
"('Q99259', 'Q05329')"
"('O00264', 'Q6DD88')"
"('Q08117', 'Q9Y6H5')"
"('P09919', 'P09619')"
"('P26640', 'P55316')"
"('Q9UL15', 'P48431')"
"('Q13131', 'Q07866')"
"('Q2YD98', 'Q13216')"
"('P25686', 'P11142')"
"('P42331', 'Q9H6R7')"
"('P39880', 'Q01826')"
"('Q71F56', 'O75448')"
"('Q86TC9', 'Q53GG5')"
"('Q49AN0', 'Q05639')"
"('P53779', 'Q06481')"
"('P35240', 'P63167')"
"('P31749', 'P53804')"
"('O43513', 'Q71SY5')"
"('Q8WZA2', 'P62070')"
"('Q8WUW1', 'Q8N1N4')"
"('O43566', 'P05107')"
"('Q9NZI8', 'Q9UHC7')"
"('P24941', 'P08243')"
"('Q9NX01', 'Q9H8W4')"
"('Q13200', 'P17302')"
"('Q93084', 'P30457')"
"('P26368', 'P13796')"
"('P56134', 'P01106')"
"('Q8IYT4', 'Q8N163')"
"('P06748', 'Q16630')"
"('P05412', 'Q9NQ39')"
"('Q8N0Y2', 'Q9NWS9')"
"('Q12872', 'Q86VP6')"
"('Q96RT8', 'Q6P582')"
"('P20366', 'P25103')"
"('P49810', 'Q13325')"
"('O75420', 'O43166')"
"('P47897', 'Q9UHA4')"
"('Q9NZC7', 'P61978')"
"('P60520', 'Q6IED9')"
"('Q9UPQ3', 'P21359')"
"('P14618', 'Q7Z6Z7')"
"('Q96LK0', 'P27144')"
"('P60411', 'Q8NA54')"
"('Q13547', 'P11310')"
"('Q68CZ6', 'Q2KHM9')"
"('P00492', 'Q01844')"
"('P29401', 'P60174')"
"('Q12872', 'Q6NYC1')"
"('Q8N112', 'Q96IW7')"
"('O00161', 'Q9P2W9')"
"('O60220', 'Q16186')"
"('P02751', 'Q16819')"
"('O95166', 'P15880')"
"('P49286', 'Q96HD1')"
"('Q10586', 'Q9H2P0')"
"('P62879', 'Q9Y478')"
"('Q8IZD2', 'Q9GZR7')"
"('P55039', 'Q96PN8')"
"('O95373', 'Q16659')"
"('Q9UGL1', 'Q92754')"
"('Q8NCN4', 'Q9HCG8')"
"('Q9Y2N7', 'P40337')"
"('Q14624', 'P17931')"
"('Q86V97', 'Q9BYG5')"
"('O95551', 'Q9BX70')"
"('P15173', 'P02792')"
"('O15287', 'Q8IYA8')"
"('Q14999', 'Q8NI36')"
"('P07996', 'P10646')"
"('Q8IWL3', 'O15460')"
"('P24588', 'Q8NHU3')"
"('Q9NPJ4', 'Q9HC38')"
"('Q9BWW4', 'Q9H9S0')"
"('Q9H0H5', 'P35221')"
"('P21266', 'Q99962')"
"('P84996', 'Q6IAA8')"
"('Q15365', 'P14866')"
"('P08238', 'O95199')"
"('Q92841', 'Q13526')"
"('Q9Y266', 'P40926')"
"('Q8N3K9', 'Q8N3C7')"
"('P08621', 'P61978')"
"('Q86VM9', 'Q15019')"
"('O95602', 'Q8NFY9')"
"('Q13033', 'Q9Y228')"
"('Q99471', 'Q0VD86')"
"('P13591', 'P19174')"
"('Q9NZC7', 'O00425')"
"('P0DPB6', 'P43364')"
"('Q49A88', 'Q9Y2I6')"
"('P20618', 'P49459')"
"('Q9H8V3', 'O60841')"
"('O76094', 'Q00839')"
"('P57081', 'P33778')"
"('P48431', 'Q9UPU5')"
"('O75352', 'P61247')"
"('Q9Y4D1', 'P19086')"
"('P45974', 'Q12899')"
"('P0DP23', 'P84996')"
"('Q8NHY3', 'Q9UBB9')"
"('O00238', 'P36894')"
"('O75031', 'Q16512')"
"('P52815', 'Q14197')"
"('Q96IP4', 'P24468')"
"('P46531', 'P35222')"
"('P02533', 'P62993')"
"('O43251', 'P35226')"
"('Q9BV44', 'P49589')"
"('Q9BXN2', 'Q96S59')"
"('Q9UHB6', 'P16591')"
"('Q9UKS6', 'P30793')"
"('P33992', 'P62979')"
"('P10276', 'P23769')"
"('Q8TCJ2', 'P51149')"
"('O60336', 'P60410')"
"('P26368', 'P08238')"
"('P48436', 'P62158')"
"('Q9P2B4', 'Q9Y6E0')"
"('P15170', 'Q9H1J1')"
"('O60641', 'Q13233')"
"('Q9ULG1', 'Q6PI98')"
"('Q16665', 'O00327')"
"('O00506', 'Q8IY42')"
"('Q8WWY3', 'Q8IXW5')"
"('Q9NTQ9', 'P26715')"
"('Q9Y6K9', 'Q9GZR1')"
"('P01023', 'P54725')"
"('Q9UQL6', 'P00338')"
"('Q9UBC7', 'Q9UHD9')"
"('P04637', 'Q76N89')"
"('P08174', 'Q13492')"
"('Q92793', 'Q07869')"
"('Q8N6S5', 'Q9GZZ1')"
"('Q9NRD1', 'O14979')"
"('P07437', 'Q13838')"
"('Q9Y6K9', 'Q9NZU5')"
"('Q9NVX0', 'Q9NPJ6')"
"('Q9H2K2', 'Q9BS91')"
"('Q8NBZ0', 'P52292')"
"('Q9Y258', 'Q5BVD1')"
"('P24071', 'P02743')"
"('P27986', 'Q8IY47')"
"('O43918', 'P23527')"
"('P84101', 'Q9HAU5')"
"('P49792', 'Q8TEM1')"
"('O15397', 'Q68CZ1')"
"('P04637', 'P04792')"
"('Q9BY43', 'Q9NRG0')"
"('P26639', 'P35637')"
"('P06730', 'P19971')"
"('Q8WWQ0', 'Q99496')"
"('Q8N878', 'P35240')"
"('Q9Y2A7', 'Q7L576')"
"('P41235', 'Q9ULK4')"
"('P17947', 'P09874')"
"('Q9Y4K3', 'Q9UBE0')"
"('P27824', 'P15813')"
"('Q99805', 'P04844')"
"('Q16665', 'Q9Y2B0')"
"('Q01081', 'Q9UBU9')"
"('P05141', 'O95793')"
"('P60953', 'Q00587')"
"('Q53ET0', 'P61981')"
"('O60260', 'P62750')"
"('P25705', 'P12755')"
"('O76064', 'Q9C0F1')"
"('P11021', 'Q99543')"
"('P16234', 'Q99963')"
"('Q9GZT8', 'P67775')"
"('P49841', 'Q7L266')"
"('Q8NF91', 'Q9GZM8')"
"('Q99624', 'P42285')"
"('Q8N3U4', 'Q8N490')"
"('Q8NI36', 'Q9Y3T9')"
"('P49207', 'O15479')"
"('Q13617', 'P01241')"
"('Q9Y316', 'Q9NT22')"
"('Q96B97', 'P53992')"
"('P35228', 'P01100')"
"('Q8TDD5', 'Q96AE7')"
"('P43307', 'Q14676')"
"('Q9HB71', 'Q9Y478')"
"('Q5VV41', 'Q92556')"
"('Q13114', 'Q8NCF5')"
"('P24278', 'Q96GX9')"
"('P22736', 'P10909')"
"('Q9H0C2', 'P60510')"
"('P60896', 'P11387')"
"('O60239', 'Q96L14')"
"('Q8N6U8', 'P49407')"
"('Q99459', 'Q15021')"
"('Q5TCZ1', 'P31946')"
"('P31260', 'O00358')"
"('Q96EV8', 'Q9NQX4')"
"('P05067', 'O95319')"
"('O15078', 'Q99550')"
"('Q6P1J9', 'P54136')"
"('Q12906', 'P26373')"
"('P23396', 'P62854')"
"('P0DMV9', 'Q9BXM7')"
"('P31269', 'Q13619')"
"('Q15051', 'Q13404')"
"('Q9BTZ2', 'Q6PKH6')"
"('Q99750', 'Q8TC90')"
"('Q5T700', 'A2RU14')"
"('P27361', 'Q8IX03')"
"('Q9Y3A5', 'P00491')"
"('O43156', 'Q15714')"
"('P52739', 'Q9H7D7')"
"('Q9BT25', 'Q8N0Z3')"
"('Q15276', 'Q9NZL9')"
"('Q9NV56', 'Q9Y605')"
"('P04637', 'Q96CJ1')"
"('Q15365', 'P62258')"
"('P19838', 'P33778')"
"('Q8IVT5', 'Q9HCD6')"
"('Q5UIP0', 'Q99958')"
"('Q5T749', 'P29372')"
"('P14921', 'P15036')"
"('P53667', 'P56199')"
"('Q9H3P2', 'P04629')"
"('Q5TC82', 'P15880')"
"('P62837', 'Q9NVW2')"
"('O60763', 'Q15596')"
"('Q6ZU52', 'Q9P2A4')"
"('P13500', 'P39060')"
"('P17252', 'O60928')"
"('Q16769', 'Q9UHD9')"
"('P56545', 'P63279')"
"('O60229', 'P62873')"
"('Q00535', 'P10636')"
"('Q9H2G2', 'Q9UQ16')"
"('Q05513', 'Q13009')"
"('Q06830', 'P45974')"
"('P40692', 'Q96GN5')"
"('Q9NVF9', 'Q16623')"
"('Q13115', 'P27361')"
"('Q92733', 'Q15428')"
"('Q8N387', 'Q92903')"
"('Q5JWF2', 'Q9UNF1')"
"('Q9Y5B9', 'Q9NYV4')"
"('Q7Z7A3', 'Q9BTM9')"
"('P13639', 'P07900')"
"('P98172', 'Q9P0N5')"
"('P62993', 'P43243')"
"('Q9Y4A5', 'Q13616')"
"('Q8IWZ8', 'P98175')"
"('Q07866', 'Q04726')"
"('P55011', 'P00533')"
"('Q9H6U8', 'Q86X19')"
"('P58005', 'P54619')"
"('Q9Y383', 'O75665')"
"('Q16643', 'P31431')"
"('P61353', 'Q9Y3T9')"
"('Q9GZQ8', 'Q9UHC7')"
"('P01106', 'P50539')"
"('Q9UKB1', 'P19438')"
"('P24844', 'Q13131')"
"('Q16666', 'O60832')"
"('Q9UKT8', 'P63244')"
"('Q8N8S7', 'Q16181')"
"('Q6ZW49', 'Q0VDF9')"
"('P42702', 'Q9Y3E0')"
"('Q02543', 'P62854')"
"('Q99623', 'Q9H6L4')"
"('Q53GS9', 'O94906')"
"('P62263', 'P46781')"
"('Q96M60', 'P16220')"
"('P41182', 'Q99677')"
"('Q0VD86', 'Q9UJX0')"
"('O14686', 'Q15329')"
"('Q9HAT0', 'Q9BQ89')"
"('P84103', 'Q01081')"
"('Q9NVU0', 'P62875')"
"('P43034', 'P04629')"
"('P51948', 'Q9UBF1')"
"('A6NEM1', 'Q6ZNH5')"
"('Q5VSY0', 'Q8N4P3')"
"('O43521', 'Q93084')"
"('Q99848', 'Q9GZR7')"
"('Q9H813', 'P23416')"
"('C9JRZ8', 'P15121')"
"('P23229', 'Q9HCE1')"
"('P06239', 'P46531')"
"('Q86XS8', 'Q96FV3')"
"('P15918', 'P52292')"
"('Q9UM47', 'P45379')"
"('P80303', 'Q8IU85')"
"('Q969G3', 'Q01664')"
"('Q96S06', 'O43291')"
"('Q13643', 'P57682')"
"('P78362', 'Q96T37')"
"('Q96RI1', 'P31350')"
"('Q5T7V8', 'P46109')"
"('Q9UH03', 'Q16659')"
"('P18077', 'P18124')"
"('P26583', 'Q99598')"
"('Q00987', 'Q5RHP9')"
"('P15822', 'P84022')"
"('Q9UHV9', 'P63165')"
"('Q9Y4K3', 'Q9UKG1')"
"('P40337', 'P29692')"
"('O00567', 'P62829')"
"('P0DP25', 'Q15717')"
"('Q8TDC3', 'Q13131')"
"('P14921', 'P08254')"
"('Q4G0J3', 'O60885')"
"('P58753', 'Q92830')"
"('Q9NPD8', 'P05129')"
"('Q6R327', 'P0DMV8')"
"('P43686', 'P06400')"
"('O60841', 'Q8NAP3')"
"('Q00987', 'O14980')"
"('Q9Y597', 'P46940')"
"('P84022', 'O43318')"
"('P01011', 'Q9Y6N6')"
"('Q8TCT1', 'P22392')"
"('Q8NDN9', 'O95758')"
"('Q9P2K1', 'P49458')"
"('Q9NNX1', 'Q567U6')"
"('P24941', 'Q9H3D4')"
"('P19320', 'P62906')"
"('Q9NPJ8', 'P40763')"
"('Q92636', 'P60520')"
"('Q9H3J6', 'Q9H1R3')"
"('Q93062', 'A1A580')"
"('P63172', 'P38117')"
"('Q86Z02', 'P04637')"
"('O15304', 'O15553')"
"('Q969G3', 'Q9NRI5')"
"('P04150', 'P68036')"
"('Q9H6L2', 'P98194')"
"('Q9UJS0', 'O00483')"
"('Q9BRG1', 'P35573')"
"('Q92608', 'P60328')"
"('P13498', 'P15153')"
"('P04637', 'Q13572')"
"('Q08999', 'Q14457')"
"('Q8N3U4', 'Q13868')"
"('P98161', 'Q13563')"
"('Q8NFB2', 'P13591')"
"('Q15750', 'O60287')"
"('Q96Q77', 'Q6P2D0')"
"('Q96SB4', 'Q9NQ29')"
"('Q7Z333', 'P61956')"
"('O75489', 'P00387')"
"('Q5S007', 'P46734')"
"('P30793', 'P49795')"
"('Q00887', 'Q8IYK4')"
"('P15927', 'Q9BSJ8')"
"('Q9C0B0', 'O43251')"
"('Q969S3', 'P04626')"
"('Q9BYN0', 'P51665')"
"('Q13501', 'P55084')"
"('P10301', 'P10415')"
"('Q9NRC8', 'P61158')"
"('Q9Y4K3', 'O76080')"
"('P82094', 'Q92731')"
"('O75360', 'Q9P2A4')"
"('Q9BY41', 'Q16777')"
"('P10451', 'P46777')"
"('Q8IX06', 'Q16204')"
"('Q15717', 'P62166')"
"('P62937', 'Q9BUB5')"
"('O95602', 'Q96MX6')"
"('P60484', 'Q7Z333')"
"('Q53GS9', 'Q15459')"
"('Q92845', 'P02462')"
"('P07550', 'Q9NZH0')"
"('P02768', 'P10124')"
"('P18074', 'Q06609')"
"('P51149', 'Q15717')"
"('Q15459', 'Q15642')"
"('P60370', 'P60371')"
"('P08138', 'P04637')"
"('Q96TA1', 'O75436')"
"('P31749', 'Q92600')"
"('Q99081', 'Q9HCE1')"
"('O95157', 'Q9ULE6')"
"('P10768', 'P30837')"
"('Q6ZWI9', 'Q9Y2X9')"
"('P01570', 'P15509')"
"('P12268', 'Q13309')"
"('Q9BRJ7', 'Q86VP6')"
"('P60896', 'Q16881')"
"('O15084', 'Q15018')"
"('Q05048', 'Q9Y4E8')"
"('P47755', 'Q9Y3C0')"
"('Q96EY7', 'O95793')"
"('P32119', 'Q96EP5')"
"('Q8N539', 'P21145')"
"('Q8IXZ2', 'Q9BYN8')"
"('P11137', 'P13861')"
"('Q00537', 'P04406')"
"('Q15560', 'Q8N8K9')"
"('Q86WH2', 'Q9NRL3')"
"('Q9BUZ4', 'P14598')"
"('P0C1H6', 'Q96DB2')"
"('Q9NYB9', 'Q9P2E7')"
"('Q8N2I9', 'P05067')"
"('Q86XT4', 'Q12933')"
"('P62891', 'P40429')"
"('Q9Y6W5', 'P12830')"
"('Q16363', 'P16144')"
"('Q92889', 'Q15843')"
"('P23467', 'Q12860')"
"('Q32MH5', 'P14373')"
"('Q9UJV9', 'Q00839')"
"('Q9NX63', 'Q96R06')"
"('Q9UBS8', 'Q5VVX9')"
"('P78527', 'Q9NUX5')"
"('Q15744', 'Q01094')"
"('P56705', 'Q92802')"
"('P68032', 'P60709')"
"('P45880', 'Q9UQL6')"
"('Q9H9T3', 'O75643')"
"('P42785', 'Q9Y6E0')"
"('P04632', 'Q7L5D6')"
"('Q13112', 'Q04637')"
"('Q69YH5', 'P63172')"
"('Q15717', 'Q12933')"
"('O94855', 'Q9Y5K6')"
"('Q3LI72', 'Q08AM6')"
"('Q15393', 'Q8WWY3')"
"('P02533', 'Q9H0W5')"
"('Q9NR55', 'P21549')"
"('Q99816', 'O75886')"
"('P10070', 'Q6W2J9')"
"('P60409', 'P60410')"
"('Q9NY27', 'Q9Y5U2')"
"('P62851', 'P60866')"
"('Q96PU5', 'Q15038')"
"('P49407', 'Q08499')"
"('Q9Y6Q6', 'P29350')"
"('O75340', 'Q92499')"
"('Q9NSE2', 'P42224')"
"('P18084', 'Q05397')"
"('Q96FJ0', 'Q9H0A6')"
"('Q06587', 'Q3KNV8')"
"('Q9H6S0', 'Q9H0R8')"
"('Q96LK0', 'Q92968')"
"('Q9HAY2', 'Q9BWX1')"
"('Q13617', 'P23378')"
"('P08047', 'P06753')"
"('Q15287', 'Q9HAU5')"
"('P26371', 'Q8NE01')"
"('Q9Y297', 'Q9UBF6')"
"('Q13315', 'Q9UPP5')"
"('P13612', 'P35268')"
"('Q8N726', 'P01106')"
"('P47755', 'Q7Z6E9')"
"('P01042', 'P07384')"
"('Q9UM11', 'Q9UJX3')"
"('Q7L7L0', 'Q08945')"
"('P00533', 'Q8TCJ0')"
"('O14782', 'Q92630')"
"('Q14129', 'Q9NWS9')"
"('Q9UBT2', 'O75312')"
"('Q9BTN0', 'Q15165')"
"('P48023', 'P35222')"
"('P52799', 'Q9UQ16')"
"('P01282', 'Q16819')"
"('P62136', 'Q969L2')"
"('Q12948', 'Q96LA8')"
"('P60953', 'P19447')"
"('Q14197', 'P62269')"
"('Q96B97', 'Q13177')"
"('O75530', 'Q8IWI9')"
"('Q9H6S1', 'Q9Y6K9')"
"('Q14103', 'Q9Y2P5')"
"('Q8IVT5', 'P52565')"
"('Q13526', 'P06576')"
"('P36776', 'Q16659')"
"('P32121', 'Q15052')"
"('Q9NRQ2', 'P60410')"
"('Q9Y3C7', 'Q15038')"
"('P04899', 'Q92806')"
"('O14497', 'Q01201')"
"('P19474', 'Q9Y2B5')"
"('Q02543', 'P46779')"
"('O60610', 'Q5S007')"
"('P40337', 'P23396')"
"('Q05516', 'Q9Y2X9')"
"('Q9BYR3', 'Q5TA77')"
"('Q8IY21', 'P61218')"
"('P51451', 'Q96IX5')"
"('P63261', 'Q9NRI5')"
"('P29460', 'P24394')"
"('P02679', 'Q9NWX5')"
"('Q9Y6M9', 'Q8IZH2')"
"('P04629', 'Q96A33')"
"('Q9NQG5', 'Q9HAV7')"
"('P63151', 'P50991')"
"('O95182', 'O75251')"
"('Q7L190', 'Q15022')"
"('P30511', 'P01732')"
"('Q96NS8', 'Q52LG2')"
"('O95757', 'Q15436')"
"('Q15717', 'Q9UGI8')"
"('O75925', 'P12980')"
"('Q86WV1', 'P06239')"
"('Q8N5U6', 'P37840')"
"('Q9Y4L1', 'O75665')"
"('P08238', 'Q9NR20')"
"('P46934', 'Q96GG9')"
"('Q96S59', 'P08397')"
"('P49639', 'O95967')"
"('Q9BQ24', 'P60410')"
"('Q13485', 'P48730')"
"('P48643', 'Q8IXW5')"
"('Q9BUZ4', 'Q8TBE0')"
"('P40763', 'Q92665')"
"('P63167', 'Q9NVP2')"
"('Q69YQ0', 'Q9NQW6')"
