negatives
"('P51693', 'Q99547')"
"('Q93077', 'P0C1H6')"
"('Q15052', 'P63000')"
"('P46108', 'P30291')"
"('P06454', 'P31483')"
"('P62854', 'Q96BK5')"
"('P25208', 'P69905')"
"('Q8NI27', 'Q86W42')"
"('P35658', 'Q9UKX7')"
"('Q9Y4E5', 'Q13137')"
"('Q07912', 'P29376')"
"('Q9BPZ7', 'P20333')"
"('Q9NY93', 'Q02543')"
"('P20073', 'Q15047')"
"('Q8NHZ8', 'Q9UM11')"
"('P16619', 'P32248')"
"('P26010', 'P26006')"
"('P32121', 'Q8NGL7')"
"('P01892', 'P43631')"
"('O60262', 'O43306')"
"('P20340', 'P82094')"
"('P28328', 'Q6P1J9')"
"('Q16586', 'P21810')"
"('Q9NP31', 'P00533')"
"('O60296', 'P31644')"
"('P62913', 'P61254')"
"('Q5VVX9', 'Q9BSM1')"
"('O00221', 'P27708')"
"('P01106', 'Q9BRX2')"
"('Q8N7H5', 'Q92541')"
"('Q9UL46', 'P43686')"
"('Q6UVJ0', 'O15182')"
"('Q15428', 'P17844')"
"('P62249', 'P62081')"
"('Q969Q1', 'Q13501')"
"('Q9UI26', 'Q12933')"
"('O15287', 'Q8NB91')"
"('Q9UHI6', 'P57678')"
"('Q13554', 'P41594')"
"('P35626', 'Q9H2C5')"
"('Q9UKV8', 'Q9UJZ1')"
"('P46937', 'O15105')"
"('406882', 'P01111')"
"('P13612', 'P06756')"
"('P00533', 'P29466')"
"('P27482', 'Q13972')"
"('Q13315', 'P78332')"
"('Q01844', 'Q9UHX1')"
"('Q96C01', 'O15116')"
"('Q04724', 'Q15475')"
"('Q9UHC9', 'Q12772')"
"('P10071', 'P49336')"
"('O00264', 'P30480')"
"('P10914', 'P49917')"
"('P0CAP2', 'Q9P2H0')"
"('O15121', 'P53985')"
"('A8K6C2', 'O60674')"
"('Q8N878', 'Q13188')"
"('Q13191', 'Q9Y6Q6')"
"('P62269', 'P39019')"
"('Q15262', 'O95257')"
"('Q9NYJ8', 'Q9Y6Q6')"
"('Q9BWF3', 'P26368')"
"('Q9P0K1', 'Q9NYB9')"
"('P46778', 'Q92901')"
"('P27540', 'P10600')"
"('Q15149', 'Q07889')"
"('P62158', 'P19838')"
"('Q9UDY2', 'Q8N6F1')"
"('Q9Y2X0', 'Q9NPJ6')"
"('Q13547', 'Q9HCU9')"
"('P15880', 'P25398')"
"('P29590', 'Q86WT6')"
"('Q9Y620', 'Q9H8Y8')"
"('Q9UKV8', 'P07910')"
"('O95999', 'Q12933')"
"('P40429', 'P62750')"
"('Q96BK5', 'Q13310')"
"('Q92765', 'O14904')"
"('Q14164', 'Q92985')"
"('Q9NYY1', 'P16471')"
"('P26992', 'Q9BQ66')"
"('P31749', 'O60825')"
"('P12980', 'Q6UXH1')"
"('P12644', 'Q16671')"
"('P25116', 'P62873')"
"('Q13573', 'Q99661')"
"('P06753', 'P08238')"
"('Q99759', 'P25705')"
"('P80075', 'Q9NPB9')"
"('Q969F8', 'P67775')"
"('P32121', 'A6NF89')"
"('Q01543', 'P15976')"
"('P10451', 'P26010')"
"('Q96PM5', 'P62987')"
"('Q13733', 'O00168')"
"('P60520', 'Q13685')"
"('P10276', 'P09016')"
"('O00294', 'P06241')"
"('P04637', 'P54132')"
"('Q5SZQ8', 'P20073')"
"('Q13620', 'Q9H7D7')"
"('P19388', 'P14625')"
"('Q9BVJ6', 'P15927')"
"('P50406', 'P84996')"
"('Q9NR12', 'P35613')"
"('Q9UNM6', 'O14818')"
"('P05112', 'Q969J5')"
"('Q9UI14', 'P61586')"
"('P49792', 'P35398')"
"('P07333', 'P42336')"
"('Q14689', 'P98082')"
"('O00548', 'P49768')"
"('Q9Y2X8', 'Q86UW7')"
"('Q9BVP2', 'Q15172')"
"('P35626', 'Q6IFH4')"
"('Q96S55', 'O95786')"
"('P02794', 'P02792')"
"('Q99935', 'Q9UDV6')"
"('P47813', 'P54253')"
"('Q9Y3A3', 'Q15834')"
"('P05019', 'Q92569')"
"('Q96RT1', 'O43524')"
"('P18085', 'P00533')"
"('Q13077', 'Q9NP84')"
"('P08243', 'Q9NWF9')"
"('Q9Y620', 'P49674')"
"('Q9UGJ1', 'P20132')"
"('Q8IWV7', 'Q16363')"
"('Q13153', 'P14598')"
"('P62333', 'Q00653')"
"('O75376', 'O15379')"
"('P27986', 'P16144')"
"('P62906', 'P05386')"
"('P62993', 'P43004')"
"('Q03135', 'P01112')"
"('Q9NZ42', 'P49755')"
"('P25963', 'P51617')"
"('P00519', 'Q99259')"
"('407008', 'P62745')"
"('O15084', 'Q9UPN7')"
"('P80098', 'Q9NPB9')"
"('Q13573', 'Q00839')"
"('P20618', 'P53350')"
"('P18206', 'Q15654')"
"('Q02878', 'P05386')"
"('Q9UHD2', 'P62269')"
"('Q96SN8', 'Q9H213')"
"('Q96FW1', 'P02766')"
"('Q16795', 'O96000')"
"('Q13426', 'Q9H9Q4')"
"('Q96GC5', 'Q14197')"
"('Q15459', 'O94817')"
"('406983', 'Q96RT1')"
"('Q03167', 'P32121')"
"('Q9UFF9', 'P52907')"
"('Q13573', 'Q9UKK3')"
"('Q9UI14', 'Q9UL26')"
"('Q15797', 'P49336')"
"('P17947', 'P22301')"
"('Q9UPT9', 'Q9Y4A5')"
"('Q5VTD9', 'O15379')"
"('Q15560', 'Q8TES7')"
"('Q13153', 'Q13009')"
"('P22694', 'Q92806')"
"('P53803', 'Q6PD62')"
"('Q8IY37', 'Q9NR30')"
"('Q96JH8', 'P51636')"
"('P62987', 'P25963')"
"('O75382', 'O43707')"
"('Q13009', 'O00212')"
"('O95379', 'Q93096')"
"('P12004', 'Q14191')"
"('P05783', 'P61981')"
"('P14317', 'O75381')"
"('Q13362', 'Q9Y698')"
"('P24385', 'P12931')"
"('Q9ULV1', 'O14745')"
"('P16220', 'Q8NFW9')"
"('P05452', 'P23443')"
"('P01133', 'P62316')"
"('P26373', 'P43146')"
"('P05388', 'P18077')"
"('Q7Z3B3', 'P61289')"
"('P61981', 'Q9UHX1')"
"('P03973', 'P28799')"
"('O15145', 'Q96P48')"
"('P55259', 'P09525')"
"('Q99759', 'P34932')"
"('Q5FBB7', 'Q8NDV3')"
"('Q9NRM7', 'P46937')"
"('P14625', 'O60603')"
"('P41182', 'Q9UH73')"
"('P35580', 'P25054')"
"('P18206', 'P39748')"
"('P09651', 'Q15428')"
"('P42766', 'Q9UNX3')"
"('Q9GZQ8', 'Q16643')"
"('Q9H4K1', 'Q9NSU2')"
"('Q99877', 'Q96RL1')"
"('P46779', 'P62899')"
"('P51668', 'Q6ZSG1')"
"('Q9Y6Y0', 'P35080')"
"('Q9Y2U5', 'P46734')"
"('Q9HD45', 'Q9H1C4')"
"('Q13573', 'Q96QD9')"
"('Q9UNS1', 'O94761')"
"('P46783', 'P62277')"
"('Q96P44', 'P05556')"
"('P05129', 'P19883')"
"('P56537', 'P48047')"
"('Q05086', 'Q86YV5')"
"('Q8N336', 'Q9NWX6')"
"('Q99704', 'P20936')"
"('O43586', 'Q9UBS9')"
"('P78560', 'Q9HB75')"
"('P62993', 'Q9HCM9')"
"('P00533', 'Q13480')"
"('Q14164', 'Q9Y265')"
"('P35222', 'O00512')"
"('P35244', 'Q9Y6F1')"
"('P41279', 'P46734')"
"('Q9H6R6', 'P00505')"
"('Q8WXE9', 'Q15843')"
"('Q9H1J7', 'Q13467')"
"('Q8NCR3', 'P63165')"
"('Q9NRF9', 'Q9NRG0')"
"('P30480', 'O76094')"
"('406907', 'O75116')"
"('P56537', 'Q9H0D6')"
"('P00533', 'P12830')"
"('Q9UPS6', 'P68431')"
"('P08912', 'P38405')"
"('Q99613', 'P55884')"
"('P56279', 'P05412')"
"('Q13315', 'Q9Y462')"
"('P21246', 'P01040')"
"('Q9UI95', 'Q9UJX3')"
"('Q8IUC6', 'Q13546')"
"('P00533', 'O75165')"
"('407018', 'P25054')"
"('Q13153', 'P00533')"
"('Q9Y3M8', 'Q96L33')"
"('P63215', 'Q16539')"
"('P61158', 'Q14247')"
"('P04637', 'O14514')"
"('Q9Y600', 'P04183')"
"('O60290', 'Q96AY4')"
"('O75791', 'P14136')"
"('Q9Y2J2', 'Q9UDY2')"
"('P78527', 'Q13573')"
"('P49459', 'Q92541')"
"('P60953', 'O60879')"
"('P61088', 'O15344')"
"('Q9UDY2', 'P56880')"
"('Q9BXH1', 'Q16548')"
"('O60861', 'O95466')"
"('Q99808', 'P49842')"
"('P04183', 'Q75N90')"
"('O00213', 'P05067')"
"('Q15008', 'P25786')"
"('P20226', 'Q16514')"
"('Q13404', 'Q14164')"
"('Q9P2R6', 'P48634')"
"('P26641', 'O00231')"
"('P50570', 'P15498')"
"('P48643', 'P16871')"
"('P62910', 'Q99558')"
"('P02787', 'P16871')"
"('P42224', 'P13500')"
"('Q9Y244', 'P28074')"
"('P50750', 'Q9UHB7')"
"('P02766', 'Q9UQB3')"
"('P62993', 'P32239')"
"('Q15843', 'P62701')"
"('P10586', 'Q92529')"
"('O95817', 'Q14203')"
"('Q9GZX7', 'O75815')"
"('Q15365', 'Q96EK4')"
"('Q05655', 'Q9H492')"
"('Q13432', 'P63146')"
"('P37840', 'P19419')"
"('Q9HAT8', 'P62910')"
"('Q13547', 'P24468')"
"('P18146', 'Q6H8Q1')"
"('Q15653', 'P41252')"
"('P49023', 'P05106')"
"('Q9UK08', 'P35498')"
"('P25942', 'O43734')"
"('P17931', 'P05771')"
"('P17844', 'Q13151')"
"('Q8IZU3', 'P51587')"
"('Q04206', 'Q9BWQ8')"
"('Q99677', 'P50148')"
"('P27348', 'Q9NQU5')"
"('Q9NZN5', 'P08069')"
"('P17483', 'P49716')"
"('P08138', 'Q9Y5V3')"
"('P09038', 'P26022')"
"('Q96DG6', 'Q15654')"
"('P24539', 'P56134')"
"('Q9H0E2', 'Q9NPH3')"
"('P16070', 'P18146')"
"('O75937', 'P22626')"
"('Q15714', 'O76031')"
"('P45983', 'P17275')"
"('O15514', 'Q9HCS7')"
"('Q13573', 'A6NHR9')"
"('P02786', 'P30480')"
"('Q9UJX6', 'P30260')"
"('P12931', 'Q92608')"
"('Q6S5L8', 'P12931')"
"('O60925', 'Q6ZU52')"
"('26765', 'O60885')"
"('P22090', 'P61247')"
"('Q9NRI5', 'Q03001')"
"('Q9Y3U8', 'P63173')"
"('O43734', 'P17676')"
"('P54257', 'Q9BQD7')"
"('P17252', 'O60266')"
"('Q15262', 'P08581')"
"('P06241', 'P29597')"
"('Q03164', 'O00257')"
"('Q9Y3A3', 'Q9Y5L4')"
"('P02452', 'P08123')"
"('P23527', 'Q6FI13')"
"('P63098', 'Q12968')"
"('O60739', 'Q9Y5K5')"
"('P13637', 'O15537')"
"('P01106', 'Q92598')"
"('P14921', 'P11831')"
"('O15551', 'O95500')"
"('Q9Y5Y5', 'P56589')"
"('O15169', 'O75581')"
"('P28566', 'O14775')"
"('P13236', 'P51684')"
"('Q9GZT6', 'P30044')"
"('P35221', 'P19022')"
"('Q96PD4', 'Q8NAC3')"
"('Q16625', 'O14493')"
"('Q15653', 'Q96EY1')"
"('O43390', 'Q08211')"
"('P15248', 'Q13424')"
"('Q08170', 'Q16629')"
"('P22061', 'P16035')"
"('P20823', 'Q9Y463')"
"('Q9NRR5', 'Q15517')"
"('P48378', 'Q99750')"
"('P62993', 'Q8N5U6')"
"('Q99873', 'P30504')"
"('P23297', 'P36871')"
"('P51124', 'P06748')"
"('P05014', 'Q14627')"
"('P55735', 'O94979')"
"('Q92574', 'Q8TDY2')"
"('P62807', 'Q8WUI4')"
"('P12107', 'P18827')"
"('P11388', 'P67870')"
"('P10145', 'Q9H9B1')"
"('P05556', 'P31946')"
"('P32121', 'Q8NGC1')"
"('Q14118', 'P62979')"
"('Q86YM7', 'Q14571')"
"('O43175', 'Q99459')"
"('P43351', 'O43543')"
"('Q9UQM7', 'Q01118')"
"('Q92851', 'Q9UNN5')"
"('Q13573', 'Q12792')"
"('P15880', 'Q16637')"
"('Q9BQQ3', 'Q9H422')"
"('O14640', 'P34925')"
"('P60709', 'P55884')"
"('P61769', 'P01891')"
"('O76061', 'Q9NR50')"
"('Q9Y6N6', 'Q7L0J3')"
"('P62979', 'P54578')"
"('Q16363', 'P06756')"
"('Q92922', 'Q6STE5')"
"('P08700', 'P26992')"
"('Q14790', 'Q92844')"
"('Q15287', 'Q08170')"
"('P11487', 'P10721')"
"('P08754', 'Q9UK08')"
"('P62487', 'P24928')"
"('Q12986', 'Q9BZI7')"
"('P04222', 'P26038')"
"('P39656', 'Q16659')"
"('O60739', 'P54577')"
"('Q8N1I0', 'P08134')"
"('O43502', 'Q86YZ3')"
"('P22314', 'P63104')"
"('Q96AE4', 'Q13155')"
"('Q12905', 'P68104')"
"('P15529', 'Q9HD26')"
"('Q15418', 'P18848')"
"('Q15013', 'P21246')"
"('P05112', 'P48357')"
"('P19525', 'P20248')"
"('P53677', 'Q9HC77')"
"('Q96Q15', 'P30153')"
"('P04406', 'Q04864')"
"('O75899', 'O14610')"
"('Q92574', 'P69905')"
"('P38432', 'P54253')"
"('P20333', 'Q14644')"
"('Q9Y2Q3', 'P99999')"
"('P13224', 'P42338')"
"('O00483', 'Q9UKV8')"
"('P55769', 'Q5T3J3')"
"('P19338', 'Q00987')"
"('Q07666', 'Q92793')"
"('P49407', 'P53779')"
"('Q9HCM9', 'Q9HAC8')"
"('P41212', 'Q99459')"
"('Q92597', 'P35606')"
"('Q9HAV0', 'P45983')"
"('P01106', 'Q9HAV7')"
"('P57088', 'Q14164')"
"('P05771', 'Q9Y624')"
"('P00533', 'P00519')"
"('P01112', 'P42336')"
"('P27986', 'Q9ULW0')"
"('O43542', 'Q9NRM2')"
"('P98082', 'P13569')"
"('P00505', 'P23508')"
"('Q96C24', 'O00194')"
"('Q8WUM0', 'P49454')"
"('Q93009', 'Q7L4P6')"
"('Q92997', 'Q9UM47')"
"('Q9Y4A5', 'O75528')"
"('P09912', 'Q00978')"
"('Q9P2N4', 'Q8WZA2')"
"('P17987', 'P63104')"
"('P63244', 'P19438')"
"('P35368', 'Q14344')"
"('Q9Y297', 'Q9UKT4')"
"('Q9UPN6', 'Q99459')"
"('Q15019', 'Q14164')"
"('Q9H0H5', 'P61586')"
"('Q9NRH3', 'Q13748')"
"('P60602', 'Q13158')"
"('P51991', 'Q92620')"
"('Q96LR5', 'Q8N9I9')"
"('P28221', 'P59768')"
"('P49711', 'Q13485')"
"('P52736', 'Q16659')"
"('Q9ULV4', 'P62993')"
"('O43586', 'P39023')"
"('Q71U36', 'P17302')"
"('P01308', 'P98164')"
"('P36897', 'Q13485')"
"('P25021', 'P63092')"
"('O43597', 'Q12933')"
"('Q9NRF2', 'P21333')"
"('P23470', 'P19022')"
"('Q15119', 'O00330')"
"('P0C0L4', 'P06681')"
"('P80162', 'P25024')"
"('Q96BN2', 'Q9UPT9')"
"('P03886', 'O95168')"
"('P49716', 'P06400')"
"('P17987', 'Q9UL18')"
"('Q13310', 'Q9H074')"
"('P01909', 'Q99962')"
"('P49662', 'Q9UQE7')"
"('Q8N983', 'O60739')"
"('O14512', 'Q8IZP0')"
"('Q16537', 'Q13698')"
"('P49916', 'P00519')"
"('Q99962', 'Q9UPN7')"
"('P68104', 'Q00005')"
"('P00403', 'Q07890')"
"('P84022', 'O15530')"
"('Q99608', 'P57088')"
"('Q9H171', 'Q14164')"
"('P05386', 'P21246')"
"('Q9HCE7', 'Q15459')"
"('Q8N5F7', 'Q14498')"
"('P30153', 'Q9UBS0')"
"('Q9BXI6', 'P15311')"
"('Q8N6Y0', 'Q96CN9')"
"('Q9Y239', 'Q676U5')"
"('P13942', 'P31431')"
"('Q13098', 'Q9BT78')"
"('Q6ZVK8', 'O95810')"
"('P18146', 'O15162')"
"('Q16625', 'C9JDP6')"
"('Q6P2Q9', 'Q15428')"
"('P24941', 'Q9H1A4')"
"('Q14934', 'P43694')"
"('P80162', 'P51686')"
"('P63208', 'P56645')"
"('O75159', 'P14784')"
"('Q13625', 'Q09472')"
"('Q969V5', 'P63165')"
"('P01127', 'Q13442')"
"('Q9UKB1', 'P42574')"
"('P10914', 'P67809')"
"('Q8TEJ3', 'P63000')"
"('Q14197', 'O75947')"
"('O15264', 'O75582')"
"('O00221', 'P41252')"
"('Q8NEB9', 'Q6ZNE5')"
"('P55084', 'Q9H0R8')"
"('Q99558', 'P08708')"
"('Q9ULK5', 'Q15139')"
"('P25788', 'P28066')"
"('Q15554', 'Q9BSI4')"
"('P61978', 'Q9UNW9')"
"('P63261', 'Q9NRI5')"
"('P35626', 'Q8NGF3')"
"('Q07157', 'Q9H4G0')"
"('P48023', 'P06241')"
"('P98177', 'O43521')"
"('Q9NPP4', 'Q9Y2Z0')"
"('O95544', 'O76003')"
"('P35626', 'Q5JRS4')"
"('Q13554', 'Q8NFM4')"
"('Q04917', 'O60565')"
"('P25787', 'Q9BQ83')"
"('Q16659', 'P51812')"
"('P18077', 'P05386')"
"('P16581', 'O14744')"
"('P05771', 'P02545')"
"('Q15904', 'P05771')"
"('Q86VK4', 'P0CAP1')"
"('P17861', 'P08670')"
"('P08758', 'P26358')"
"('O95544', 'P26641')"
"('P05388', 'O95793')"
"('P17275', 'O60675')"
"('O95429', 'P08107')"
"('P54253', 'P15822')"
"('Q96RU7', 'O60383')"
"('Q15796', 'O43524')"
"('P27986', 'Q9Y6Q6')"
"('Q9UBS5', 'P46459')"
"('P61353', 'Q92901')"
"('O77932', 'Q14254')"
"('Q92765', 'P04628')"
"('O95169', 'P03901')"
"('Q01844', 'Q9NYG2')"
"('Q969S8', 'Q96KK5')"
"('Q9UGJ1', 'Q9BQE3')"
"('P54646', 'O00253')"
"('Q99623', 'Q9UBB4')"
"('P67775', 'P05771')"
"('Q9C005', 'Q99877')"
"('Q969T4', 'Q7Z6Z7')"
"('Q01970', 'P17252')"
"('Q9Y3B4', 'Q9Y5J5')"
"('Q9UDY8', 'P19838')"
"('Q12986', 'P62837')"
"('P56693', 'P23760')"
"('O15504', 'Q96HA1')"
"('Q9H1C0', 'P50151')"
"('Q9NQX6', 'Q14192')"
"('Q14289', 'P04626')"
"('P22626', 'P07910')"
"('P08107', 'Q9UHD2')"
"('P45973', 'P52565')"
"('Q9UKY1', 'P61952')"
"('Q96BK5', 'P04080')"
"('Q13485', 'Q9H4E5')"
"('P08670', 'P47712')"
"('Q9H2M9', 'Q9Y2Q3')"
"('Q9HC77', 'P61981')"
"('O60880', 'P06127')"
"('O14662', 'P21675')"
"('P57721', 'P51513')"
"('Q9NZT1', 'P29474')"
"('Q9UI08', 'P02549')"
"('P08047', 'P62993')"
"('Q9UNF0', 'Q9BY11')"
"('Q92583', 'P41597')"
"('Q16512', 'P46734')"
"('P01871', 'Q99962')"
"('P30048', 'P16104')"
"('P61088', 'Q86Y13')"
"('P62854', 'P62249')"
"('Q14103', 'P04141')"
"('O14964', 'P49418')"
"('P28482', 'Q13485')"
"('P17948', 'P35568')"
"('Q9UBT7', 'O14920')"
"('O60602', 'Q15139')"
"('P63104', 'Q9NRI5')"
"('P60842', 'O95402')"
"('Q16566', 'P27815')"
"('Q12802', 'P13861')"
"('Q13233', 'P62837')"
"('P38398', 'P51587')"
"('Q13501', 'O14770')"
"('O15198', 'Q9H173')"
"('P04350', 'Q15628')"
"('Q8IXH7', 'P31689')"
"('Q96NE9', 'P61981')"
"('Q04206', 'Q13526')"
"('Q07666', 'P12931')"
"('P63104', 'Q13501')"
"('O00232', 'O43242')"
"('Q9UN37', 'Q9NP79')"
"('P15311', 'P43405')"
"('Q12933', 'O14920')"
"('P21860', 'P22681')"
"('Q6ZU52', 'Q9P2A4')"
"('P55075', 'P06213')"
"('P21281', 'Q9NVJ2')"
"('Q96EK7', 'Q6PIL6')"
"('Q9BUZ4', 'Q07011')"
"('P62879', 'Q00722')"
"('P16220', 'Q7Z407')"
"('P32246', 'P32121')"
"('P21980', 'P06400')"
"('P32121', 'Q8NGD5')"
"('Q8N6F1', 'O15551')"
"('Q9NVD7', 'O75578')"
"('Q12830', 'Q71DI3')"
"('Q969G9', 'O14640')"
"('P11308', 'P50549')"
"('P05121', 'P00749')"
"('Q13574', 'P28749')"
"('Q93062', 'Q96HA1')"
"('O96017', 'O43313')"
"('P15170', 'Q13490')"
"('Q8NFD5', 'P24522')"
"('P43146', 'P02768')"
"('Q9P0U4', 'Q03164')"
"('Q15714', 'Q04724')"
"('PB_10', 'P23458')"
"('Q13509', 'Q96NA2')"
"('P57740', 'Q8NFH4')"
"('P16220', 'P09622')"
"('Q96HS1', 'O00429')"
"('Q4VC44', 'Q15047')"
"('Q15102', 'P68402')"
"('P57678', 'P63162')"
"('Q3ZCM7', 'Q71U36')"
"('P20073', 'O14576')"
"('Q92837', 'O15169')"
"('Q5JTW2', 'Q9P0V3')"
"('P37173', 'Q9NP97')"
"('O00499', 'Q99963')"
"('Q9NQC3', 'Q9H0R5')"
"('P12757', 'P07951')"
"('Q15648', 'P48443')"
"('Q9UKV0', 'P63104')"
"('Q00005', 'P22061')"
"('O60508', 'Q14683')"
"('P49841', 'Q12968')"
"('P63104', 'Q13200')"
"('Q14197', 'P28331')"
"('Q00839', 'Q92844')"
"('O14775', 'P45983')"
"('Q04637', 'A6NMX2')"
"('Q99459', 'O60341')"
"('Q16795', 'O95139')"
"('Q9Y297', 'Q9Y2F5')"
"('P08754', 'P45983')"
"('O15105', 'O75995')"
"('Q8TAE8', 'Q401N2')"
"('P31749', 'O95793')"
"('Q15562', 'Q9NQB0')"
"('P62249', 'P19438')"
"('P25101', 'P50148')"
"('P09619', 'P21453')"
"('Q99459', 'P25440')"
"('Q15427', 'Q14103')"
"('Q96QZ7', 'Q9BX67')"
"('P55055', 'O94875')"
"('P17676', 'P13501')"
"('P35613', 'Q9UBB4')"
"('Q9BRV8', 'Q9Y3A3')"
"('Q9NVX0', 'Q9H6D7')"
"('Q9Y4K3', 'P22061')"
"('Q00005', 'Q9H0K1')"
"('Q92844', 'P54136')"
"('Q9NS23', 'Q9H5I1')"
"('P45973', 'Q9UIS9')"
"('Q01658', 'P61964')"
"('P10071', 'Q9NRP7')"
"('P0CG48', 'Q9UJY5')"
"('Q99259', 'P06241')"
"('O00459', 'P62993')"
"('Q9C000', 'Q07817')"
"('Q13535', 'Q5UIP0')"
"('Q8NE01', 'Q99750')"
"('P40763', 'Q13287')"
"('Q01094', 'O14744')"
"('P61247', 'O15479')"
"('P31749', 'O60343')"
"('P52333', 'Q14289')"
"('P18146', 'P31749')"
"('Q9P286', 'Q9BRK4')"
"('P05106', 'P17252')"
"('Q13418', 'Q9NVI1')"
"('Q00005', 'Q92736')"
"('P01732', 'P04439')"
"('Q02556', 'P31273')"
"('Q9NPB6', 'Q9Y2Z0')"
"('P15884', 'Q8WTT0')"
"('O00421', 'Q99731')"
"('O43353', 'P21796')"
"('Q9UK32', 'P22736')"
"('P49760', 'Q8IYD8')"
"('P05014', 'P19235')"
"('P49023', 'P08514')"
"('O43570', 'Q9UER7')"
"('Q9BZL4', 'P19105')"
"('Q15628', 'O95831')"
"('Q99570', 'Q9GZQ8')"
"('Q07666', 'Q99873')"
"('Q8IZP0', 'Q07890')"
"('Q9BSM1', 'Q99496')"
"('Q9BPX5', 'P59998')"
"('P12956', 'Q96AP0')"
"('P22301', 'Q14627')"
"('P62906', 'P83731')"
"('P28482', 'O75676')"
"('O75159', 'O60674')"
"('O00626', 'P51684')"
"('P62136', 'Q10586')"
"('P07333', 'P48736')"
"('P29372', 'P04179')"
"('Q06413', 'Q13164')"
"('P43681', 'P67870')"
"('A4D0S4', 'Q13797')"
"('Q9BVJ6', 'Q9H8T0')"
"('P52907', 'P30480')"
"('Q96EK6', 'O15131')"
"('O95168', 'P03915')"
"('P55774', 'Q9BZ71')"
"('Q15008', 'P57088')"
"('Q8N5R6', 'Q96ED9')"
"('P57678', 'P49841')"
"('Q96KQ7', 'P16333')"
"('P54886', 'Q14197')"
"('Q86XP3', 'O15042')"
"('P12272', 'P53350')"
"('Q9NPR9', 'Q6UWE0')"
"('Q9Y623', 'P78549')"
"('P49716', 'Q8N9C0')"
"('Q9C0C9', 'P62987')"
"('P05112', 'P24394')"
"('P53041', 'Q14344')"
"('Q5JSH3', 'P55735')"
"('Q9BUP0', 'P30457')"
"('P63261', 'Q13546')"
"('Q01082', 'Q96MT8')"
"('P26641', 'Q9BYV6')"
"('Q03112', 'Q92769')"
"('P23258', 'P68363')"
"('P68371', 'P68366')"
"('Q9UBF8', 'P62166')"
"('Q8IZH2', 'P48643')"
"('Q8TAA9', 'P05771')"
"('Q9UMN6', 'Q92599')"
"('Q16401', 'Q06323')"
"('P54920', 'P46459')"
"('Q13151', 'Q15365')"
"('P01871', 'P68871')"
"('Q13976', 'O14974')"
"('P14868', 'Q92597')"
"('Q9Y678', 'P30480')"
"('P68400', 'O15379')"
"('Q5TFQ8', 'O43914')"
"('O95999', 'P61088')"
"('P08631', 'P42336')"
"('P54619', 'O95822')"
"('Q8WXH5', 'Q01344')"
"('P14314', 'P41220')"
"('P49407', 'Q12772')"
"('P31751', 'P49841')"
"('Q6UY14', 'P27658')"
"('P01138', 'P21802')"
"('P61019', 'P41220')"
"('Q14164', 'P01298')"
"('P14921', 'P23497')"
"('P01116', 'P53779')"
"('O15116', 'Q14684')"
"('P62993', 'P53680')"
"('O14640', 'Q7LFL8')"
"('P78539', 'P63279')"
"('P12814', 'Q8WZ42')"
"('Q92614', 'P62993')"
"('Q07021', '440264')"
"('Q96LZ3', 'P62158')"
"('Q15047', 'P41227')"
"('P30480', 'Q15436')"
"('P22303', 'P15336')"
"('Q9C0J8', 'Q99873')"
"('P21333', 'Q12933')"
"('P05231', 'Q8N6P7')"
"('P55957', 'Q9NR28')"
"('Q12873', 'Q5JVS0')"
"('P27540', 'Q07654')"
"('Q14790', 'Q99558')"
"('P23511', 'Q9ULW8')"
"('Q92956', 'O43464')"
"('Q9UGI9', 'P35575')"
"('P06702', 'P05109')"
"('Q16539', 'P12036')"
"('O75578', 'P26006')"
"('Q12772', 'P84022')"
"('P52292', 'Q04206')"
"('Q96RT1', 'P84022')"
"('Q13557', 'Q70SY1')"
"('P62942', 'P11171')"
"('P04406', 'Q9BX70')"
"('Q9BQY4', 'Q93062')"
"('Q13315', 'Q96Q89')"
"('Q9Y3D3', 'Q8IY92')"
"('Q9Y244', 'P28072')"
"('Q07960', 'P61587')"
"('Q13233', 'P62258')"
"('Q13557', 'Q14934')"
"('Q86V81', 'Q9GZY0')"
"('P36897', 'Q14344')"
"('P45983', 'Q14934')"
"('Q01844', 'Q9H467')"
"('P48357', 'O15243')"
"('P08238', 'P00540')"
"('Q00987', 'Q8WWW0')"
"('Q7L0Q8', 'O96013')"
"('O60739', 'P24666')"
"('P11274', 'P01106')"
"('P05388', 'Q9UQ80')"
"('P08727', 'Q8IYI6')"
"('Q9Y3Q8', 'Q15078')"
"('P46108', 'Q92918')"
"('Q99972', 'Q96PB7')"
"('P55268', 'P18084')"
"('Q16663', 'P25025')"
"('P22736', 'Q14802')"
"('P04899', 'Q00722')"
"('P62993', 'P06396')"
"('Q96RT1', 'Q13705')"
"('Q16798', 'P12980')"
"('Q13153', 'O14733')"
"('P39023', 'Q9NX58')"
"('Q9GZQ8', 'Q15059')"
"('Q9Y2S7', 'P12004')"
"('Q08495', 'P62314')"
"('Q05209', 'P06213')"
"('P30273', 'P43405')"
"('P35609', 'P50395')"
"('P45983', 'P16104')"
"('Q15370', 'P57737')"
"('P12956', 'Q9H0R6')"
"('P08238', 'Q9NR45')"
"('Q07889', 'P04049')"
"('P42704', 'P78396')"
"('Q96HC4', 'Q9HCM9')"
"('Q96KQ4', 'P54259')"
"('P18827', 'P21246')"
"('P84243', 'Q09028')"
"('P04183', 'Q8IV08')"
