negatives
"('Q13077', 'O43734')"
"('P30084', 'P30480')"
"('P84098', 'P63104')"
"('Q14576', 'Q96PU8')"
"('P43629', 'P01023')"
"('P14784', 'P07948')"
"('P05771', 'P63244')"
"('O43561', 'Q9H2G2')"
"('P52757', 'P61586')"
"('Q9BRX2', 'O95831')"
"('P00519', 'P78524')"
"('P47914', 'P62913')"
"('Q9Y2W2', 'O60828')"
"('Q16625', 'Q9UDY2')"
"('P07948', 'Q05397')"
"('406912', 'P04637')"
"('O60287', 'Q15750')"
"('Q16539', 'P15822')"
"('Q9P1U1', 'O43242')"
"('P04637', 'Q9UNH5')"
"('P02751', 'O75578')"
"('Q9UBN7', 'Q7L7L0')"
"('P60568', 'P08047')"
"('P40197', 'P42336')"
"('Q01844', 'Q9Y2I6')"
"('P35626', 'Q8NH04')"
"('P07948', 'P98077')"
"('Q9Y4G6', 'P02768')"
"('P55327', 'O43399')"
"('Q14164', 'P49720')"
"('Q15796', 'O15523')"
"('P09564', 'P27986')"
"('P10275', 'P14859')"
"('Q9HAV0', 'Q01668')"
"('P63104', 'P84098')"
"('Q8N423', 'P16188')"
"('P16333', 'P21860')"
"('P21580', 'O14920')"
"('O15123', 'P08581')"
"('P67809', 'Q08211')"
"('Q92831', 'Q9NWQ8')"
"('Q86XI2', 'Q9Y5J5')"
"('Q13315', 'Q15544')"
"('Q12972', 'P22392')"
"('O75044', 'P60953')"
"('Q15717', 'P41220')"
"('Q15796', 'O75448')"
"('O95166', 'Q9BQ83')"
"('Q9ULX9', 'P07602')"
"('P83731', 'Q00005')"
"('Q96FJ2', 'Q9P2Z0')"
"('Q13137', 'Q5T5S1')"
"('P56537', 'P16144')"
"('Q9Y3F4', 'O60921')"
"('Q16512', 'Q9NYF0')"
"('P38484', 'P19838')"
"('P20042', 'O15372')"
"('P09958', 'P50281')"
"('Q5VVX9', 'Q99942')"
"('Q9UKY1', 'Q92535')"
"('P85298', 'Q07890')"
"('P06241', 'P11137')"
"('P07602', 'O96006')"
"('P11215', 'P12931')"
"('Q9HCK5', 'P42766')"
"('O94776', 'Q99459')"
"('P26367', 'Q8N474')"
"('Q15287', 'Q9BZI7')"
"('Q16665', 'P18146')"
"('P08754', 'Q16539')"
"('Q8TDY2', 'P04637')"
"('P62899', 'Q96BK5')"
"('O95319', 'P62993')"
"('Q3MHD2', 'Q8NBJ4')"
"('P01876', 'P55107')"
"('Q14498', 'Q8TBK6')"
"('P60709', 'Q9C0H9')"
"('Q8TAK6', 'P56645')"
"('P19404', 'P56181')"
"('P62805', 'Q71DI3')"
"('Q6STE5', 'P06400')"
"('O00311', 'Q14566')"
"('O95967', 'Q9NRT5')"
"('Q15345', 'Q13459')"
"('Q00653', 'Q16836')"
"('P62491', 'Q92831')"
"('O15525', 'P26367')"
"('Q8TDD1', 'Q9NX58')"
"('Q15287', 'Q9UBC1')"
"('P00533', 'P23467')"
"('P27797', 'P16104')"
"('P20936', 'Q8TAM1')"
"('P29992', 'Q9BX93')"
"('Q99928', 'P60520')"
"('J9JIF5', 'O14640')"
"('P31947', 'P49815')"
"('Q01201', 'Q3ZCQ8')"
"('Q96L91', 'Q15014')"
"('O15520', 'P09619')"
"('O60896', 'Q8WUM4')"
"('Q9H8T0', 'Q96A84')"
"('Q9UHY1', 'P10275')"
"('P52434', 'Q9H9Y6')"
"('Q92905', 'P46527')"
"('O00629', 'P32121')"
"('P63000', 'O00401')"
"('P46778', 'P46777')"
"('P35354', 'P47712')"
"('P35544', 'P62277')"
"('P19838', 'Q14790')"
"('O15162', 'P46109')"
"('Q0VDF9', 'Q12933')"
"('P21860', 'Q9H201')"
"('Q15038', 'Q9UBV8')"
"('P04222', 'Q9Y266')"
"('Q02156', 'P49006')"
"('P04350', 'Q04206')"
"('Q5T3J3', 'Q8WXF1')"
"('O75376', 'P19793')"
"('P14136', 'P42224')"
"('P01562', 'P08887')"
"('P15976', '406936')"
"('Q15005', 'Q9NR30')"
"('O14836', 'P51617')"
"('P50851', 'P55157')"
"('Q9NR12', 'Q15365')"
"('Q6P1K2', 'Q9Y2X7')"
"('Q66LE6', 'Q86US8')"
"('Q38SD2', 'P61626')"
"('O94907', 'Q8NCW0')"
"('P17900', 'P06865')"
"('O75665', 'Q9P2H0')"
"('P17706', 'Q12933')"
"('O15379', 'P06899')"
"('P62258', 'P56524')"
"('Q9H461', 'Q00722')"
"('Q9NQ31', 'O15264')"
"('P14784', 'P27986')"
"('P51965', 'Q86Y01')"
"('Q9NYJ8', 'Q13547')"
"('Q99877', 'O15047')"
"('Q12933', 'P11021')"
"('P30480', 'P30084')"
"('Q9Y478', 'P43686')"
"('P41743', 'P62993')"
"('P84996', 'P0C869')"
"('Q13573', 'P05388')"
"('P35080', 'Q03405')"
"('Q12905', 'P25205')"
"('P01732', 'P01889')"
"('Q05519', 'P14866')"
"('P42566', 'P08581')"
"('P18124', 'P05388')"
"('P52756', 'Q8IX12')"
"('P61968', 'Q8WW01')"
"('Q66LE6', 'P30153')"
"('Q9UPU5', 'Q99459')"
"('Q9HAV0', 'Q99677')"
"('Q9NY65', 'Q13409')"
"('P61218', 'Q9HCS7')"
"('Q68DC2', 'Q9UGN5')"
"('P36578', 'P62993')"
"('Q14653', 'P45984')"
"('O14543', 'Q9Y4K3')"
"('Q9UHG2', 'P16220')"
"('Q99558', 'P50914')"
"('P56704', 'Q9H461')"
"('Q8NEC5', 'Q6UY14')"
"('P16333', 'P98082')"
"('P31749', 'Q07352')"
"('Q92733', 'Q15428')"
"('P35268', 'P62987')"
"('P54646', 'P46527')"
"('Q13573', 'P04792')"
"('P63104', 'P26599')"
"('P56750', 'Q8N6F1')"
"('P42566', 'P16234')"
"('Q9BUB5', 'P67775')"
"('Q9Y4K3', 'Q96GC6')"
"('Q9H1C0', 'P50150')"
"('O14640', 'O95996')"
"('P45983', 'P18146')"
"('Q9BVJ7', 'P62917')"
"('P56693', 'O75030')"
"('Q96B02', 'Q9NZS9')"
"('P17509', 'P55347')"
"('P53778', 'P30154')"
"('Q96IZ0', 'P36542')"
"('O43709', 'Q9Y478')"
"('Q9BQE6', 'Q9NX58')"
"('P84022', 'Q9BQ52')"
"('Q00653', 'O43242')"
"('P12931', 'P42338')"
"('P22392', 'O14713')"
"('Q9NPH9', 'P40189')"
"('Q6ICG6', 'P27348')"
"('Q9UGN5', 'Q9Y5P4')"
"('P63104', 'P09493')"
"('Q15126', 'Q15773')"
"('P61088', 'Q92993')"
"('Q9Y262', 'Q14152')"
"('O60315', 'P12830')"
"('O94941', 'P40692')"
"('P25788', 'P23508')"
"('O14818', 'P28070')"
"('Q9Y675', 'P49703')"
"('Q9NR09', 'P52735')"
"('Q8IU54', 'Q99665')"
"('Q00534', 'Q08999')"
"('P47914', 'P18621')"
"('P51636', 'P26010')"
"('O60603', 'Q13200')"
"('Q13315', 'Q02413')"
"('P41235', 'Q02487')"
"('O43439', 'Q06455')"
"('Q9UM73', 'P10809')"
"('P30050', 'P62987')"
"('Q9Y6Q9', 'Q92831')"
"('Q8IZL8', 'P10275')"
"('P01889', 'Q9BXR0')"
"('Q8TEL6', 'O14920')"
"('P63104', 'P20823')"
"('O00444', 'Q5JR59')"
"('Q9Y244', 'P27824')"
"('Q15653', 'P23508')"
"('P10721', 'P40763')"
"('Q7Z2T5', 'Q9H1D9')"
"('P49796', 'P31946')"
"('Q13535', 'Q9BWU0')"
"('P49815', 'P14635')"
"('Q99731', 'P32248')"
"('Q12789', 'P22607')"
"('Q9UER7', 'P35749')"
"('Q9UHD2', 'Q04206')"
"('O14920', 'Q8N163')"
"('P00533', 'O15162')"
"('P10599', 'P25942')"
"('Q96QV6', 'Q9BY41')"
"('O95402', 'Q9BUE0')"
"('P24278', 'Q12933')"
"('P42167', 'P06241')"
"('P47813', 'P40337')"
"('P35626', 'Q8NG84')"
"('P45983', 'P19838')"
"('P01891', 'P17693')"
"('P03905', 'P03915')"
"('P12814', 'Q13319')"
"('Q8N142', 'P63104')"
"('Q07869', 'P43155')"
"('P29466', 'P09038')"
"('Q16659', 'P23219')"
"('P42345', 'O15164')"
"('O14920', 'Q99704')"
"('P12931', 'P27635')"
"('Q96N46', 'Q70Z53')"
"('Q9UM73', 'Q00722')"
"('Q8IY92', 'Q96AY2')"
"('P25490', 'Q6P4R8')"
"('Q9UI09', 'P17568')"
"('Q16539', 'Q14318')"
"('Q96B02', 'Q13064')"
"('Q13268', 'P61247')"
"('P58107', 'P53680')"
"('P0CG48', 'Q00987')"
"('P62714', 'P78318')"
"('P56524', 'O60814')"
"('Q9Y4X3', 'P41597')"
"('P02775', 'Q13794')"
"('P05014', 'P42702')"
"('Q8IVF5', 'P50570')"
"('P67775', 'O00238')"
"('P10914', 'P61073')"
"('P01566', 'Q8N6P7')"
"('O15537', 'P13637')"
"('Q5T4F7', 'O96014')"
"('Q9Y2D5', 'O95433')"
"('Q13237', 'Q9UN42')"
"('P08631', 'P35222')"
"('Q9NYY1', 'P15260')"
"('P05113', 'P26951')"
"('Q9H2G2', 'P48023')"
"('O14775', 'P38936')"
"('Q7L5D6', 'P46379')"
"('Q8NFZ5', 'Q04206')"
"('O43597', 'P22681')"
"('P62841', 'P46781')"
"('P49720', 'P16104')"
"('P09429', 'P43246')"
"('Q9Y2T4', 'Q9UPR3')"
"('P08238', 'P35579')"
"('Q9NYF0', 'Q9NRD5')"
"('P62979', 'P42677')"
"('Q14240', 'P78344')"
"('Q8NHY2', 'Q13620')"
"('Q14432', 'P35568')"
"('P22626', 'O60508')"
"('Q13415', 'P33993')"
"('Q9UQE7', 'Q8NDV3')"
"('P62249', 'Q99759')"
"('Q13573', 'Q14204')"
"('Q92994', 'Q9H1D9')"
"('O75116', 'P19634')"
"('Q6Y7W6', 'Q9Y2W2')"
"('P29590', 'Q5VVX9')"
"('Q5VYS4', 'Q9Y4K3')"
"('Q13263', 'P36406')"
"('P49720', 'O14818')"
"('Q13573', 'Q6ZW49')"
"('P19404', 'O75306')"
"('O14965', 'Q01469')"
"('P62993', 'Q8IZP0')"
"('P62891', 'Q02543')"
"('Q96QZ7', 'P08588')"
"('P49767', 'P08581')"
"('P22234', 'Q9Y3A3')"
"('P14618', 'P61224')"
"('P31327', 'P63104')"
"('P07148', 'Q13424')"
"('Q9BT76', 'Q14790')"
"('P30519', 'P29353')"
"('P18146', 'Q9H4A5')"
"('Q92945', 'Q12906')"
"('Q9HCS7', 'Q13123')"
"('P20042', 'Q9P2H0')"
"('P51531', 'P49841')"
"('407018', 'P25054')"
"('O14519', 'O76071')"
"('O15131', 'P62306')"
"('Q9NYL2', 'P62877')"
"('Q96RU7', 'P26641')"
"('Q13233', 'P98161')"
"('P08700', 'Q9HBE5')"
"('P68032', 'P10916')"
"('P36542', 'P27986')"
"('P07910', 'Q00653')"
"('P49767', 'P16234')"
"('P54105', 'Q9UKV8')"
"('Q9NVW2', 'P62837')"
"('Q15746', 'P19105')"
"('O60333', 'Q92993')"
"('Q02556', 'P29459')"
"('Q8TBB1', 'Q7Z6G3')"
"('Q15233', 'P11387')"
"('Q9NWF9', 'O00206')"
"('P34995', 'P29992')"
"('P61077', 'Q96A37')"
"('PB_10', 'P40189')"
"('P55268', 'Q05397')"
"('P29350', 'O94916')"
"('P02768', 'P04183')"
"('Q16531', 'Q9UKV8')"
"('Q15942', 'P61981')"
"('P07954', 'Q14164')"
"('P61968', 'P48739')"
"('P11021', 'P07900')"
"('P26641', 'Q8TC92')"
"('P54274', 'Q96AP0')"
"('P07900', 'P51617')"
"('P01106', '407011')"
"('P53365', 'Q96EV8')"
"('P62906', 'P62899')"
"('P56182', 'P68371')"
"('Q9Y3C5', 'Q9NRR5')"
"('Q00341', 'Q9H8T0')"
"('P08648', 'P26012')"
"('Q15349', 'P49815')"
"('Q9NRI5', 'P12110')"
"('Q9Y4K3', 'Q16539')"
"('P21917', 'P62993')"
"('P52798', 'P06213')"
"('Q9NR96', 'P19419')"
"('Q9H422', 'Q9NQ87')"
"('O95777', 'Q86UX7')"
"('Q9UN37', 'Q9H444')"
"('Q03135', 'P36897')"
"('P55774', 'P32248')"
"('Q99759', 'Q13163')"
"('Q9NWT8', 'O14965')"
"('P07384', 'Q14494')"
"('Q6ZUJ8', 'Q04864')"
"('Q15102', 'P04406')"
"('Q08257', 'Q14164')"
"('P01566', 'Q9HC73')"
"('P30260', 'Q8WWL7')"
"('Q6P1X5', 'P21675')"
"('P07949', 'P29353')"
"('O43541', 'O15198')"
"('Q16445', 'Q9H0R8')"
"('P12956', 'Q10586')"
"('Q00005', 'Q3MHD2')"
"('Q00653', 'P62333')"
"('P12956', 'P63104')"
"('Q15208', 'Q6R327')"
"('84451', 'Q02779')"
"('P61981', 'P05783')"
"('P62993', 'Q9UNH6')"
"('Q96I25', 'O75533')"
"('Q92730', 'Q9P286')"
"('O95461', 'O43505')"
"('Q99459', 'Q96P70')"
"('Q9HAT8', 'Q8NDX5')"
"('P19438', 'Q9BVA1')"
"('P31994', 'Q6PI73')"
"('Q15078', 'P27986')"
"('P27986', 'Q9UBS5')"
"('P51610', 'Q01658')"
"('Q15047', 'Q96PU8')"
"('P61421', 'P09471')"
"('Q99828', 'Q99683')"
"('P35225', 'Q08334')"
"('Q14344', 'P0C869')"
"('Q10586', 'Q92922')"
"('Q9BY11', 'P48023')"
"('Q01726', 'O95467')"
"('Q9Y5J3', 'Q9BZL6')"
"('P15336', 'P25963')"
"('26765', 'Q9Y244')"
"('P55735', 'O94979')"
"('Q99942', 'O95786')"
"('P06241', 'Q92558')"
"('P37231', 'P06400')"
"('P45880', 'P99999')"
"('O60684', 'P55060')"
"('Q9NPF5', 'Q99459')"
"('Q9NZQ7', 'Q15116')"
"('P04150', 'P19838')"
"('P52306', 'P01112')"
"('P20702', 'P05107')"
"('P06729', 'P06239')"
"('Q86YJ6', 'Q05516')"
"('P01106', 'O00622')"
"('Q16659', 'Q12860')"
"('Q96KB5', 'P04637')"
"('P18146', 'P60568')"
"('Q99832', 'P18754')"
"('P62140', 'Q9BQI3')"
"('Q9NXR7', 'Q9NWV8')"
"('Q14164', 'P09661')"
"('P05015', 'P40189')"
"('O43261', 'Q04724')"
"('Q07817', 'P49810')"
"('P63173', 'P62899')"
"('P10828', 'Q15651')"
"('Q8NH87', 'P38405')"
"('P05112', 'Q13651')"
"('P23763', 'P61266')"
"('P50150', 'P08172')"
"('Q8NGH7', 'P38405')"
"('P32455', 'P42224')"
"('O00257', 'P84243')"
"('O60583', 'O60563')"
"('Q9UNS1', 'Q9BRX5')"
"('P49720', 'P53350')"
"('P25398', 'P62841')"
"('Q9Y4E8', 'P62877')"
"('Q96QV6', 'P0C1H6')"
"('P63261', 'Q99759')"
"('O43639', 'O96013')"
"('O43464', 'O15392')"
"('Q96DI7', 'Q9BUQ8')"
"('P49770', 'P43146')"
"('Q13085', 'P23508')"
"('Q96KK5', 'Q9UQL6')"
"('P62249', 'Q04206')"
"('Q13402', 'Q495M9')"
"('P23246', 'O15264')"
"('Q13813', 'P05067')"
"('O76093', 'P08138')"
"('P58012', 'Q16548')"
"('Q96J02', 'P49757')"
"('P62306', 'O60684')"
"('O75251', 'O95167')"
"('Q9BWH2', 'Q13765')"
"('Q99814', 'O14746')"
"('O43586', 'P06729')"
"('P21333', 'P20333')"
"('Q15424', 'P61978')"
"('P30101', 'Q13162')"
"('Q71SY5', 'P00519')"
"('Q969T4', 'Q969V5')"
"('P35544', 'P08865')"
"('Q99496', 'Q96LR5')"
"('O14544', 'P23458')"
"('P41134', 'P13349')"
"('P46934', 'P60520')"
"('O43521', 'Q29RF7')"
"('Q9H492', 'P09496')"
"('P38398', 'Q13547')"
"('P49411', 'P62993')"
"('P54253', 'Q09013')"
"('P62877', 'Q15750')"
"('Q06187', 'Q01844')"
"('Q9UBS4', 'O15371')"
"('Q13464', 'P78356')"
"('Q9NVC6', 'P49336')"
"('P51681', 'P17676')"
"('P30273', 'O00329')"
"('Q8TE23', 'Q5JWF2')"
"('Q96B36', 'P12980')"
"('Q15834', 'Q96H86')"
"('O75190', 'Q8IY92')"
"('O43524', 'Q13761')"
"('P25963', 'Q71UM5')"
"('P31785', 'P05362')"
"('Q9UKT9', 'P01112')"
"('Q6UY14', 'Q8NEC5')"
"('P15408', 'P18146')"
"('Q8IWZ8', 'Q13151')"
"('P11021', 'P18850')"
"('Q9NZS9', 'P61088')"
"('Q12913', 'P00533')"
"('P01106', 'Q13946')"
"('P18825', 'P29992')"
"('Q13268', 'P45880')"
"('Q6PJP8', 'Q12888')"
"('P55884', 'P60709')"
"('P39656', 'Q9Y6J8')"
"('Q14697', 'P16104')"
"('Q03164', 'Q13547')"
"('Q15257', 'P50990')"
"('Q6ZSI9', 'Q9H1Y0')"
"('Q13416', 'Q12905')"
"('P30480', 'P43307')"
"('Q96KK5', 'Q9UBN7')"
"('Q5JY77', 'O43193')"
"('Q9UMX0', 'P49768')"
"('P84098', 'P62945')"
"('P63104', 'Q15393')"
"('Q8IWV7', 'P49841')"
"('Q9H492', 'P17252')"
"('P35221', 'Q8N5A5')"
"('P61586', 'Q9H2X3')"
"('P42224', 'Q07325')"
"('P60520', 'Q8WXX0')"
"('Q05513', 'Q6IQ26')"
"('P13010', 'Q8IW19')"
"('Q03518', 'Q14164')"
"('Q01860', 'Q5T230')"
"('Q15796', 'O15230')"
"('Q09472', 'P33076')"
"('Q969Q6', 'Q7Z3S7')"
"('O15105', 'Q9UJU2')"
"('P49207', 'P32969')"
"('Q9Y478', 'P16152')"
"('P24941', 'Q96PU4')"
"('P0C7T5', 'Q9Y618')"
"('P22612', 'O14610')"
"('Q5QNW6', 'Q9P0M6')"
"('P62736', 'P04278')"
"('Q9Y3F4', 'Q00613')"
"('P17096', 'P32519')"
"('P84090', 'Q15287')"
"('P55072', 'Q01113')"
"('Q99879', 'O75367')"
"('Q9Y265', 'P62330')"
"('Q5T5U3', 'P63000')"
"('Q8N1I0', 'O00212')"
"('O95983', 'O60341')"
"('P27348', 'Q14678')"
"('Q12933', 'Q99683')"
"('Q9H9F9', 'Q6P4R8')"
"('Q03001', 'Q15691')"
"('Q8WUM4', 'O75340')"
"('P19838', 'P50750')"
"('Q02218', 'P36957')"
"('P36897', 'P11802')"
"('P18206', 'P99999')"
"('Q15910', 'P20936')"
"('Q92945', '406891')"
"('P51965', 'O94941')"
"('O43683', 'Q13573')"
"('Q08881', 'O43561')"
"('Q9P2R6', 'Q9ULU4')"
"('Q8N6Y0', 'Q96HB5')"
"('Q6ZUJ8', 'P27986')"
"('Q99638', 'Q92547')"
"('P19438', 'Q00403')"
"('P12830', 'Q07021')"
"('P20036', 'P04233')"
"('Q99961', 'Q9ULV8')"
"('Q99873', 'Q9Y4K3')"
"('Q7L5N1', 'P21673')"
"('P10644', 'P61081')"
"('P62841', 'P62280')"
"('P08729', 'P63010')"
"('P27361', 'Q9C0H2')"
"('Q8NAA4', 'P04183')"
"('P04150', 'P22736')"
"('P10276', 'O43763')"
"('Q13555', 'Q9NY47')"
"('Q96DI7', 'P83876')"
"('Q92956', 'Q14703')"
"('Q05397', 'P48736')"
"('O43187', 'Q9C0D7')"
"('P17844', 'O95433')"
"('P46937', 'P27348')"
"('Q96KR7', 'Q16659')"
"('Q15008', 'P35998')"
"('O95168', 'O15239')"
"('P00491', 'P01889')"
"('P02768', 'Q9P0X4')"
"('P28702', 'P55055')"
"('Q92765', 'Q9UKW6')"
"('P05386', 'Q9NPI1')"
"('Q9BV47', 'Q08117')"
"('Q9NRD5', 'Q99684')"
"('O75896', 'O95757')"
"('Q15797', 'O75586')"
"('P21796', 'P99999')"
"('P43360', 'P39656')"
"('P24385', 'Q99828')"
"('Q9Y2X8', 'Q9HCM9')"
"('A6NER0', 'P62258')"
"('P04222', 'P25205')"
"('P60520', 'P49321')"
"('O15350', 'P09429')"
"('P16471', 'P27986')"
"('Q7L804', 'Q9H4M9')"
"('P07910', 'Q14164')"
"('O15530', 'Q9Y383')"
"('Q03701', 'Q9UHA4')"
"('O60296', 'P34903')"
"('Q13257', 'O15205')"
"('Q8IY92', 'Q15517')"
"('P28472', 'P63244')"
"('Q9NRA1', 'P35968')"
"('O60603', 'P22314')"
"('P51610', 'P30304')"
"('Q8N5A5', 'Q14839')"
"('Q02543', 'Q96BK5')"
"('P53041', 'P56945')"
"('Q9NRG4', 'Q96KM6')"
"('Q99973', 'P17252')"
"('P62714', 'P17252')"
"('Q15714', 'P46777')"
"('P42677', 'P62701')"
"('P07948', 'Q6S5L8')"
"('Q9P2K3', 'Q9Y2I6')"
"('P06756', 'Q9BRC7')"
"('P08238', 'P78527')"
"('P07196', 'P08670')"
"('Q9Y3C7', 'O00231')"
"('Q9BQ87', 'P25054')"
"('O14656', 'Q9BT78')"
"('Q8TEW0', 'Q04917')"
"('P26368', 'O43395')"
"('P08908', 'Q9P2W3')"
"('Q9GZT6', 'Q9UN74')"
"('P78549', 'Q9HC36')"
"('Q15797', 'Q9BRB3')"
"('P16220', 'P41134')"
"('P46695', 'P04156')"
"('O75956', 'O95070')"
"('P16220', 'P11274')"
"('P0C869', 'P16220')"
"('P51531', 'Q86U86')"
"('Q99759', 'O95816')"
"('P05107', 'P35354')"
"('Q9Y490', 'O75578')"
"('Q16537', 'Q5FBB7')"
"('O14497', 'Q92925')"
"('Q9NV56', 'Q9UBU8')"
"('P60510', 'Q5MIZ7')"
"('Q9BXS5', 'O14976')"
"('P28702', 'Q9UHV7')"
"('P11473', 'O95257')"
"('O15211', 'Q13432')"
"('P51991', 'P62258')"
"('P23229', 'P05106')"
"('P37023', 'P10600')"
"('P35222', 'P11142')"
"('P02768', 'Q12791')"
"('P26367', 'Q13461')"
"('Q99961', 'P07333')"
"('Q8N752', 'O75581')"
"('O95049', 'O95500')"
"('P51864', 'Q7L5N1')"
"('Q9P2G9', 'Q9Y4P3')"
"('Q99873', 'P30504')"
"('Q12772', 'Q969H0')"
"('O14832', 'P28288')"
"('P56545', 'O95600')"
"('P51991', 'Q9BUJ2')"
"('Q99731', 'Q14653')"
"('P23229', 'P26006')"
"('Q9NPH9', 'Q6UXL0')"
"('Q9BXM7', 'P0CG47')"
"('P07996', 'P17301')"
"('Q9Y3C6', 'Q13769')"
"('O60925', 'Q14590')"
"('P0CG47', 'Q29983')"
"('P35626', 'Q8NGI9')"
"('P07437', 'Q96NA2')"
"('P18146', 'Q03014')"
"('Q9NX18', 'Q16891')"
"('P10721', 'P42680')"
"('P07910', 'P19525')"
"('P08670', 'Q9H4K1')"
"('P62837', 'O00237')"
"('Q8NGK9', 'P38405')"
"('Q8IWZ8', 'Q15366')"
"('Q9BQ83', 'O95166')"
"('P00519', 'Q13619')"
"('Q9NRI5', 'O60216')"
"('Q15796', 'Q02078')"
"('P42224', 'P50591')"
"('Q01094', 'P30281')"
"('Q92963', 'Q12967')"
"('Q13315', 'Q15572')"
"('P13637', 'P35240')"
"('P20073', 'P29400')"
"('Q99459', 'Q9HCK8')"
"('O43318', 'Q9HAT8')"
"('Q04206', 'P14316')"
"('P62753', 'P62266')"
"('Q96JB5', 'Q04206')"
"('Q9Y3T9', 'P01106')"
"('A8TX70', 'P56199')"
"('Q14164', 'Q9BXJ9')"
"('Q9BQ67', 'Q13619')"
"('Q07955', 'Q07021')"
"('Q13625', 'Q92783')"
"('P35222', 'Q15910')"
"('P04183', 'Q9BRK5')"
"('Q12933', 'Q9NR28')"
"('O14939', 'P19174')"
"('P62917', 'P62945')"
"('Q93079', 'Q9BTM1')"
"('Q15334', 'O14640')"
"('P56545', 'Q99594')"
"('P15311', 'Q13158')"
"('Q92993', 'O96019')"
"('Q0VDF9', 'Q9H816')"
"('Q13042', 'Q9UJX2')"
"('P14317', 'Q92918')"
"('Q6PEY2', 'Q9BUF5')"
"('Q9NYJ8', 'O60641')"
"('Q13555', 'P01112')"
"('P05141', 'P29372')"
"('Q02930', 'Q09472')"
"('Q9UBP5', 'Q14469')"
"('Q8NI27', 'Q13769')"
"('Q9BQY4', 'Q9NWB1')"
"('O75159', 'Q14765')"
"('Q13191', 'Q13651')"
"('P35968', 'P42566')"
"('Q9H1Y0', 'Q9NT62')"
"('Q14653', 'P29965')"
"('P04150', 'O43294')"
"('Q15464', 'P23458')"
"('P01266', 'P98164')"
"('Q96B96', 'Q9UGN5')"
"('P62993', 'P46776')"
"('P05455', 'Q15126')"
"('Q9UBU3', 'Q9BXA5')"
"('Q9NPD8', 'Q9Y675')"
"('Q8NEY8', 'Q13625')"
"('P21815', 'P06756')"
"('P52597', 'Q15366')"
"('Q92569', 'P31751')"
"('P42566', 'P04629')"
"('O43707', 'Q9UKX5')"
"('P10826', 'P17676')"
"('Q9BXL7', 'O15530')"
"('Q9UKS6', 'Q13443')"
"('P13945', 'P08754')"
"('Q5QNW6', 'O15047')"
"('O43184', 'Q5HYK7')"
"('Q9Y2T1', 'Q9Y4X0')"
"('P04278', 'Q9NRW3')"
"('P0C0S5', 'Q99880')"
"('Q14194', 'P42858')"
"('O15126', 'O95674')"
"('Q02543', 'O15479')"
"('O43765', 'Q13232')"
"('P15976', 'P13727')"
"('P51817', 'P63211')"
"('P35626', 'Q8NH60')"
"('Q9UKL0', 'Q92769')"
"('P38646', 'O00221')"
"('Q5UIP0', 'P61513')"
"('Q9UJM3', 'P0CG47')"
"('P51149', 'Q96B97')"
"('P58012', 'O75925')"
"('P50406', 'Q92905')"
"('Q5UIP0', 'P42773')"
"('Q16531', 'Q13233')"
"('P01892', 'P10966')"
"('P01854', 'P12319')"
"('Q99567', 'Q8NFH5')"
"('O76093', 'P22607')"
"('Q13315', 'Q96RL1')"
"('P50613', 'Q03181')"
"('P09651', 'P63104')"
"('Q01094', 'P11021')"
"('P01567', 'P19235')"
"('P04150', 'P10275')"
"('P19105', 'Q9UKE5')"
"('O15047', 'Q9C005')"
"('Q13573', 'P50552')"
"('Q93079', 'Q9C005')"
"('P78537', 'O43318')"
"('P24385', 'Q16695')"
"('Q92831', 'P20823')"
"('O75821', 'O60739')"
"('P62993', 'O75643')"
"('P01569', 'P48357')"
"('P62829', 'Q96HC4')"
"('P16871', 'P07237')"
"('Q6QNY1', 'Q9UL45')"
"('P53567', 'P55198')"
"('P11940', 'Q96DH6')"
"('Q6YP21', 'P47224')"
"('Q9BUQ8', 'Q15029')"
"('P62847', 'P62857')"
"('P59768', 'Q92806')"
"('Q8TAI7', 'Q15797')"
"('Q14676', 'Q14683')"
"('Q8WYR1', 'P01116')"
"('P25440', 'Q9NPI1')"
"('P42338', 'P48736')"
"('O60496', 'O75832')"
"('Q13315', 'Q14141')"
"('Q16821', 'O95685')"
"('P01891', 'P22309')"
"('P35268', 'P42766')"
"('Q13191', 'Q96B97')"
"('P08107', 'Q14197')"
"('P04049', 'P98170')"
"('Q9UHF4', 'P52333')"
"('Q13153', 'P52565')"
"('Q92769', 'Q86X95')"
"('P46108', 'Q13905')"
"('Q86Y01', 'P61077')"
"('Q8N6T3', 'P48730')"
"('P60880', 'Q9HC10')"
"('P20309', 'Q8IZF0')"
"('Q13310', 'P78543')"
"('Q5TCQ9', 'P12814')"
"('Q9HD67', 'P27482')"
"('P13500', 'P51671')"
"('O15111', 'P49642')"
"('P20810', 'P04632')"
"('407053', 'Q5BJF6')"
"('Q06190', 'P31751')"
"('Q9UNY4', 'Q9Y6A5')"
"('P41220', 'Q9H596')"
"('P49810', 'Q99466')"
"('P12931', 'P36575')"
"('P02647', 'Q07343')"
"('P49736', 'Q14164')"
"('Q9BT22', 'P61978')"
"('Q13485', 'Q16625')"
"('Q14103', 'Q13243')"
"('Q08043', 'Q5TCQ9')"
"('Q99613', 'O75822')"
"('P60709', 'Q6PI98')"
"('P32881', 'P48551')"
"('P17931', 'P05771')"
"('O43556', 'Q16586')"
"('Q9H869', 'Q16539')"
