negatives
"('P06681', 'P0C0L4')"
"('P56192', 'Q13418')"
"('P13797', 'O60739')"
"('Q9UGT4', 'Q9NYU2')"
"('Q9UL46', 'Q06323')"
"('Q96N67', 'O00212')"
"('O43572', 'P10644')"
"('P59768', 'P27361')"
"('Q8TCU5', 'P78352')"
"('Q99836', 'Q71U36')"
"('Q9BVA1', 'Q9HD67')"
"('O14492', 'P09619')"
"('P15692', 'Q13485')"
"('Q66LE6', 'Q08289')"
"('P48729', 'P07910')"
"('P48594', 'P20333')"
"('P26010', 'P49023')"
"('P09603', 'P08138')"
"('Q9H4P4', 'Q9H832')"
"('O14836', 'P49069')"
"('Q16539', 'P29590')"
"('Q9H492', 'Q13501')"
"('Q9UQL6', 'Q9UKV0')"
"('P10275', 'Q15797')"
"('P53355', 'P14618')"
"('P22736', 'P02775')"
"('P45973', 'Q9BXL5')"
"('P19532', 'Q01105')"
"('P26367', 'P14653')"
"('Q9NYD6', 'P30260')"
"('P21580', 'P19438')"
"('Q9HBA0', 'P27824')"
"('P62993', 'P42167')"
"('P62158', 'P20333')"
"('P33176', 'Q8IUQ4')"
"('406995', 'Q13315')"
"('P25942', 'Q92504')"
"('Q7Z699', 'P62136')"
"('O95402', 'Q9BWU1')"
"('O75177', 'Q15427')"
"('Q8WX92', 'P00519')"
"('P01009', 'Q8IY92')"
"('P42345', 'O15530')"
"('Q92901', 'P46778')"
"('Q10587', 'P15408')"
"('O60936', 'P25445')"
"('Q12931', 'P01889')"
"('Q96T21', 'Q14CW9')"
"('Q9BYV9', 'P05412')"
"('O00267', 'P16104')"
"('O75368', 'P00533')"
"('Q7Z5R6', 'Q13094')"
"('Q86SG6', 'P00519')"
"('P00533', 'P07585')"
"('P29459', 'Q99665')"
"('P30304', 'P04049')"
"('Q15365', 'Q9BUJ2')"
"('Q96QV6', 'Q969S8')"
"('P25445', 'Q9BWQ8')"
"('Q8NCM8', 'A6NHL2')"
"('P61247', 'Q6VMQ6')"
"('P21980', 'P61586')"
"('P48736', 'Q9Y259')"
"('P01889', 'P16949')"
"('P15880', 'P25398')"
"('P05556', 'Q05397')"
"('O94868', 'P08238')"
"('P60981', 'P04278')"
"('Q13547', 'Q09028')"
"('P12757', 'Q9UM11')"
"('Q00653', 'P56192')"
"('P61353', 'P62750')"
"('Q86TG7', 'Q15306')"
"('Q86Y56', 'Q9HAW0')"
"('P04628', 'P46531')"
"('Q14164', 'P24534')"
"('P14866', 'P07910')"
"('P10914', 'P52630')"
"('P12931', 'Q8WYR1')"
"('O43921', 'P35916')"
"('Q9UGP5', 'P0CG48')"
"('O43809', 'P56182')"
"('Q9BYD2', 'Q14197')"
"('P50502', 'Q9Y4K3')"
"('P29590', 'Q99607')"
"('Q9NR30', 'P01243')"
"('Q9H213', 'O75528')"
"('P62873', 'Q08828')"
"('P10809', 'P61604')"
"('Q96HP0', 'Q07890')"
"('P05129', 'Q14145')"
"('O75626', 'P62318')"
"('Q13547', 'P25963')"
"('Q13588', 'P19174')"
"('P28566', 'P50151')"
"('Q9UQM7', 'P16220')"
"('Q8IXH7', 'Q9ULA0')"
"('Q7Z6L1', 'Q9BTE3')"
"('Q12933', 'Q05397')"
"('P61764', 'P60880')"
"('Q6P2Q9', 'O95400')"
"('Q9UMY4', 'P00519')"
"('P05556', 'Q16787')"
"('Q9Y3E7', 'Q70EL1')"
"('O15525', 'P17544')"
"('Q86XI6', 'P27482')"
"('Q9P0P0', 'Q969T4')"
"('Q9UHF0', 'Q99689')"
"('O95071', 'Q96EZ8')"
"('P22607', 'Q96JH8')"
"('P08183', 'Q99496')"
"('P06241', 'P14784')"
"('P28331', 'P42574')"
"('Q9BRJ6', 'Q9NX58')"
"('Q9BQA1', 'Q12972')"
"('Q6ZUM4', 'Q07889')"
"('P28065', 'Q9Y3R0')"
"('P15170', 'P40337')"
"('O43684', 'Q13042')"
"('Q14790', 'Q12933')"
"('Q6P1M3', 'Q14160')"
"('Q9BT78', 'O14656')"
"('Q92750', 'Q16514')"
"('Q92905', 'Q13616')"
"('Q04206', 'O15519')"
"('O00193', 'Q8WWI5')"
"('P62328', 'P63261')"
"('Q15777', 'P10589')"
"('O75643', 'P49662')"
"('Q13330', 'Q16665')"
"('O96017', 'P06400')"
"('Q9HCK8', 'Q14653')"
"('P17612', 'P04049')"
"('Q92993', 'P16104')"
"('O14777', 'Q14203')"
"('P01112', 'Q01201')"
"('Q9ULU4', 'Q93009')"
"('Q06481', 'P05412')"
"('Q13435', 'Q96N46')"
"('Q01543', 'O15198')"
"('O75051', 'O00212')"
"('P24863', 'P06400')"
"('P51817', 'Q9NZT1')"
"('Q8IY92', 'Q92665')"
"('P30305', 'P63104')"
"('P07996', 'P06756')"
"('P62917', 'P47914')"
"('Q9BYV6', 'P26641')"
"('P25101', 'P29992')"
"('Q92616', 'Q15714')"
"('P04626', 'O75553')"
"('P37837', 'Q14164')"
"('P38646', 'Q86UA6')"
"('Q9NRI5', 'Q70YC4')"
"('P20042', 'P16104')"
"('P06493', 'Q13573')"
"('P03915', 'O43676')"
"('P01241', 'O75937')"
"('P36873', 'Q9GZV5')"
"('P23921', 'Q5UIP0')"
"('P30260', 'P12757')"
"('Q6P1L8', 'P40337')"
"('P41240', 'Q9NWQ8')"
"('P08107', 'Q9Y239')"
"('P02790', 'P17931')"
"('Q9BYC9', 'O60641')"
"('Q9Y3D7', 'P51674')"
"('Q14164', 'P57088')"
"('Q14596', 'P60520')"
"('P01574', 'Q14626')"
"('Q8ND25', 'P62837')"
"('Q15027', 'Q9HC29')"
"('O60341', 'O95863')"
"('Q8TD31', 'Q9Y3C7')"
"('O15198', 'Q9UBL3')"
"('P68431', 'O43463')"
"('P02794', 'Q14994')"
"('O95785', 'Q15714')"
"('P12757', 'P07951')"
"('P06401', 'P53778')"
"('P42677', 'P25054')"
"('P46776', 'P62917')"
"('P12270', 'P49792')"
"('P36957', 'Q8N2Y8')"
"('693190', 'O94855')"
"('P10398', 'P53779')"
"('O60907', 'Q16778')"
"('406938', 'P61073')"
"('O95373', 'P13569')"
"('P42224', 'P49790')"
"('Q9NPD3', 'P51681')"
"('P14416', 'P63215')"
"('Q99469', 'Q9UGP4')"
"('Q96I25', 'Q99459')"
"('Q96BN2', 'Q9Y6J9')"
"('P63010', 'P36897')"
"('P25490', 'Q14209')"
"('P25788', 'P01889')"
"('Q9C040', 'Q9Y2X8')"
"('P35626', 'P51681')"
"('O14920', 'P11021')"
"('Q9UJY4', 'P61204')"
"('P27986', 'Q9ULW0')"
"('Q15834', 'O60941')"
"('P49593', 'Q13131')"
"('Q00987', 'P04637')"
"('Q9Y618', 'Q13573')"
"('Q05707', 'P16070')"
"('Q9P035', 'P60520')"
"('Q9H0R8', 'Q16445')"
"('P26010', 'Q9UKX5')"
"('P03886', 'P51970')"
"('P27695', 'Q14203')"
"('Q9P2S5', 'Q6UB35')"
"('Q9HCJ2', 'Q96CW9')"
"('O15524', 'P42224')"
"('P35968', 'Q9H201')"
"('Q13315', 'Q15021')"
"('P04350', 'Q13409')"
"('P01106', 'P28074')"
"('P35609', 'P62993')"
"('P67870', 'Q8N205')"
"('Q14397', 'Q9NR80')"
"('Q9NYY1', 'P15260')"
"('Q7Z2V1', 'P62195')"
"('Q3B7T1', 'Q9H840')"
"('P09874', 'Q92547')"
"('P42338', 'P10827')"
"('P68104', 'O43504')"
"('P29353', 'Q16659')"
"('Q92934', 'Q96HR8')"
"('P62328', 'Q9H5J8')"
"('P09874', 'P14625')"
"('Q15834', 'Q9BVV2')"
"('P20073', 'Q13107')"
"('P0C0L4', 'P01024')"
"('O43676', 'Q86Y39')"
"('P00519', 'P04629')"
"('P62857', 'P60866')"
"('Q6P1J9', 'Q8NHQ1')"
"('P62993', 'O00499')"
"('P20042', 'O00303')"
"('Q9Y535', 'P52434')"
"('P24941', 'Q9UJX3')"
"('P13569', 'Q9UNK0')"
"('P61764', 'Q13501')"
"('Q14197', 'Q8NC60')"
"('O95139', 'P03923')"
"('Q6VMQ6', 'Q14669')"
"('Q13487', 'O75971')"
"('Q9UL18', 'Q9UKN8')"
"('P33151', 'P35221')"
"('P62256', 'O76050')"
"('Q9Y2J2', 'P55157')"
"('P22090', 'P62263')"
"('P08865', 'P46783')"
"('P56385', 'P00846')"
"('Q7Z6B7', 'P15153')"
"('P48357', 'Q13526')"
"('Q9NQC7', 'Q13114')"
"('P46940', 'P63104')"
"('Q00653', 'P30153')"
"('P63279', 'Q9UBC3')"
"('Q9NQC3', 'P55199')"
"('P22234', 'Q9GZT8')"
"('P17947', 'P20702')"
"('P01138', 'P07333')"
"('P33151', 'P35968')"
"('Q9Y2K7', 'Q96KM6')"
"('Q9P0U3', 'P61956')"
"('Q14781', 'P18206')"
"('P35568', 'P17252')"
"('P53803', 'P62875')"
"('Q14498', 'Q9BTT4')"
"('P45983', 'P16104')"
"('P18146', 'P54219')"
"('Q01968', 'P98164')"
"('O14920', 'Q15653')"
"('Q15714', 'P51571')"
"('P38159', 'Q14103')"
"('Q9NY65', 'Q8NCM8')"
"('Q15034', 'Q9UMX0')"
"('Q0VG06', 'Q8NB91')"
"('Q13557', 'P27482')"
"('P49281', 'P07602')"
"('P61978', 'Q15637')"
"('P35637', 'O43390')"
"('O60941', 'P46939')"
"('Q99708', 'Q9UKT9')"
"('P17947', 'P49715')"
"('P01112', 'Q9UQ13')"
"('Q8IX12', 'Q08211')"
"('Q02878', 'P83731')"
"('Q9Y6A5', 'P07199')"
"('P41220', 'Q9Y5U9')"
"('P15090', 'O76070')"
"('Q04206', 'Q9UNN5')"
"('P63173', 'P62945')"
"('Q99459', 'P41214')"
"('Q96DZ1', 'P19438')"
"('Q14186', 'P24864')"
"('P63151', 'P62714')"
"('O00165', 'P01583')"
"('P60510', 'P08833')"
"('P63279', 'P20674')"
"('Q15008', 'P30480')"
"('P05783', 'P22681')"
"('P19338', 'Q9Y6D6')"
"('P16298', 'Q9Y6J0')"
"('Q9UBY5', 'P50150')"
"('Q07955', 'Q14103')"
"('Q9UPT5', 'Q9NRI5')"
"('P04637', 'O43663')"
"('P30153', 'P04637')"
"('O15379', 'Q9NYJ8')"
"('Q13501', 'Q8NEY8')"
"('Q15796', 'Q9Y2K2')"
"('O00459', 'Q07890')"
"('Q9Y4P9', 'O96006')"
"('P55795', 'Q92620')"
"('P15248', 'Q08334')"
"('Q13546', 'Q9H171')"
"('P01100', 'P53567')"
"('Q14511', 'Q96J02')"
"('Q86V81', 'Q00839')"
"('P67775', 'P78371')"
"('Q9P2Y4', 'P45983')"
"('Q00005', 'Q7Z3S7')"
"('P24385', 'P17275')"
"('Q04206', 'Q9Y297')"
"('Q13616', 'Q969U6')"
"('P51617', 'Q05513')"
"('Q5JSL3', 'P60953')"
"('Q13153', 'Q04771')"
"('P20226', 'P51784')"
"('P52597', 'Q9UKV8')"
"('P25774', 'Q13952')"
"('P25054', 'P49841')"
"('O14974', 'Q9H2G2')"
"('Q9UII2', 'P30711')"
"('O00232', 'P55036')"
"('Q01201', 'Q96GM5')"
"('P62993', 'Q92947')"
"('Q16254', 'Q92698')"
"('P78556', 'P07339')"
"('O00231', 'P61289')"
"('Q9NR09', 'O43464')"
"('P05556', 'O14924')"
"('P23467', 'P19235')"
"('Q13616', 'P24941')"
"('O96017', 'Q96NY9')"
"('Q9ULV8', 'O43597')"
"('Q01094', 'P07996')"
"('Q14CB8', 'P61586')"
"('Q9BYM8', 'P48200')"
"('P60520', 'P18433')"
"('Q13432', 'Q6PD74')"
"('Q13315', 'Q00987')"
"('Q8WU39', 'Q16659')"
"('P62993', 'P26998')"
"('Q10586', 'Q9H2P0')"
"('P61927', 'P62917')"
"('P02511', 'P05813')"
"('P0CG48', 'Q86VP1')"
"('P19875', 'O00574')"
"('P29590', 'P23497')"
"('Q9UHX1', 'O75533')"
"('P60484', 'P10275')"
"('Q9BQ83', 'Q15008')"
"('Q96MF7', 'Q99598')"
"('Q14774', 'Q8N806')"
"('P06132', 'Q12873')"
"('P60763', 'O14733')"
"('O15067', 'P30480')"
"('P40933', 'P48357')"
"('P01106', 'O75161')"
"('Q9H1D0', 'P60903')"
"('P19784', 'P67870')"
"('Q96A08', 'O15379')"
"('Q6ZVL6', 'Q13099')"
"('O14920', 'O95819')"
"('Q13114', 'O95819')"
"('P48023', 'P16333')"
"('Q9NZI7', 'P54727')"
"('P24864', 'Q14186')"
"('Q9UEF7', 'P56705')"
"('P24928', 'Q9GZS3')"
"('P58876', 'Q99878')"
"('P11831', 'Q14934')"
"('Q99877', 'P51610')"
"('Q5UIP0', 'P16870')"
"('P40763', 'P04626')"
"('Q9P2I0', 'Q15287')"
"('P04637', 'P51531')"
"('Q9C040', 'P51965')"
"('P34932', 'P08235')"
"('Q9ULH1', 'P08631')"
"('O95166', 'Q8TD19')"
"('Q16539', 'O95644')"
"('Q96B97', 'O43150')"
"('P42695', 'Q8IY92')"
"('P0CG48', 'O75581')"
"('Q9Y478', 'Q9H2U1')"
"('P04745', 'Q9NTK1')"
"('Q13557', 'O95644')"
"('P60763', 'P55160')"
"('Q01780', 'Q9Y230')"
"('Q9BVJ6', 'Q13113')"
"('P29074', 'P62993')"
"('P48454', 'Q9UJX3')"
"('O14933', 'Q6UVK1')"
"('Q9BTT4', 'Q9UHV7')"
"('Q96S82', 'P07992')"
"('Q02543', 'P46779')"
"('Q9Y297', 'P46937')"
"('Q14241', 'P62834')"
"('Q12805', 'P04049')"
"('Q09472', 'Q9NQB0')"
"('P78527', 'Q9Y6K9')"
"('Q14155', 'Q13509')"
"('Q8TBE0', 'O75525')"
"('Q13330', 'Q15717')"
"('P62249', 'P15880')"
"('Q14643', 'Q14457')"
"('Q9Y2U8', 'O15198')"
"('Q04206', 'Q92598')"
"('P08246', 'P01023')"
"('P12956', 'Q08211')"
"('P49916', 'Q7Z2E3')"
"('P51587', 'Q15008')"
"('Q9Y272', 'P16520')"
"('P39023', 'Q92901')"
"('Q8IYK4', 'P18146')"
"('Q12913', 'P19174')"
"('442896', 'P43354')"
"('P61254', 'Q9UKV8')"
"('P62987', 'P46531')"
"('P05120', 'Q14653')"
"('P49458', 'P11171')"
"('Q9Y6K9', 'O14920')"
"('Q00613', 'Q9Y2Z0')"
"('Q9Y3U8', 'P60520')"
"('P50502', 'P52735')"
"('O00585', 'P51681')"
"('O94868', 'P78371')"
"('P78395', 'Q13617')"
"('P41235', 'O43395')"
"('Q99814', 'P60228')"
"('Q99570', 'Q9NYY3')"
"('P62306', 'O15527')"
"('Q6P1J9', 'Q15291')"
"('P35080', 'P01889')"
"('O75038', 'P05771')"
"('Q16663', 'P61073')"
"('P62324', 'Q4VXU2')"
"('P54619', 'Q9UGJ0')"
"('O60861', 'O00401')"
"('Q9Y5S2', 'Q9NR30')"
"('P43320', 'P53673')"
"('Q96HA1', 'P36406')"
"('Q9Y2Q3', 'P04843')"
"('554210', 'Q9Y2I8')"
"('Q9BQE3', 'Q13409')"
"('P35240', 'Q9H204')"
"('Q13228', 'Q9Y2S7')"
"('Q8TAP6', 'P32321')"
"('P29597', 'Q8WYR1')"
"('Q9NRG4', 'Q96JH8')"
"('P84022', 'Q13219')"
"('Q13315', 'P52926')"
"('Q8WYP5', 'Q12769')"
"('Q9NV70', 'Q96A65')"
"('Q8TDG2', 'Q8TD84')"
"('P62736', 'P05976')"
"('Q15365', 'O95400')"
"('O60641', 'Q15750')"
"('Q96N67', 'Q96L33')"
"('P35222', 'Q9UGN5')"
"('Q16637', 'Q9Y3C7')"
"('Q92830', 'Q15596')"
"('Q9UKV8', 'P62906')"
"('Q9UK08', 'P53779')"
"('O14905', 'O00144')"
"('O00141', 'P26640')"
"('Q08170', 'P52756')"
"('P26367', 'Q16630')"
"('Q13315', 'Q9Y4B4')"
"('P11142', 'Q9UKG9')"
"('P26641', 'Q9C0J8')"
"('P42768', 'P06241')"
"('P23508', 'Q13439')"
"('Q5T3J3', 'Q13190')"
"('O14964', 'O75478')"
"('Q15118', 'Q99814')"
"('P04637', 'Q9NYY3')"
"('Q9UL45', 'Q8N302')"
"('P50453', 'O60383')"
"('Q9Y258', 'P42226')"
"('P02768', 'O43561')"
"('A6NM03', 'P38405')"
"('P63104', 'P07237')"
"('Q969X6', 'P04156')"
"('P08238', 'P05388')"
"('Q8N3U4', 'Q29RF7')"
"('P50995', 'P09104')"
"('O43172', 'O43447')"
"('Q9UGF6', 'P38405')"
"('Q01813', 'Q99459')"
"('P39019', 'P62277')"
"('O14776', 'P18146')"
"('P35568', 'Q9UM73')"
"('P62993', '9757')"
"('P03372', 'Q13547')"
"('Q05193', 'P55157')"
"('Q92838', 'Q9HAV5')"
"('Q9UL15', 'Q99759')"
"('P01308', 'P10721')"
"('Q0VF96', 'P63104')"
"('P62879', 'Q01970')"
"('Q6P4R8', 'Q9H981')"
"('P60602', 'Q12933')"
"('Q8IWX8', 'P63244')"
"('O75807', 'P35638')"
"('Q9UBK9', 'O94763')"
"('O00267', 'P63272')"
"('O75400', 'Q9H492')"
"('Q8TES7', 'Q14134')"
"('P42766', 'Q9Y3U8')"
"('P62987', 'O75886')"
"('P28062', 'P25787')"
"('P28070', 'Q9Y5K5')"
"('P49356', 'P49354')"
"('O60287', 'Q15750')"
"('P37173', 'Q9NPB6')"
"('P42566', 'P06241')"
"('P01106', 'P50749')"
"('P22694', 'Q9NY47')"
"('P51617', 'O60602')"
"('Q13362', 'P31751')"
"('P11047', 'O75578')"
"('Q9HAW0', 'Q93084')"
"('Q99836', 'P07437')"
"('P55072', 'P23508')"
"('O95714', 'Q9NRI5')"
"('P63279', 'Q8TDB6')"
"('P08912', 'Q5JWF2')"
"('P62993', 'O60884')"
"('Q9UKL3', 'P63279')"
"('P19438', 'O15397')"
"('Q14197', 'O14979')"
"('Q9Y6E0', 'O60506')"
"('P18847', 'Q9NR55')"
"('P28562', 'Q12906')"
"('Q99880', 'P61964')"
"('O75251', 'P17568')"
"('P06241', 'P19174')"
"('P22694', 'Q9UN42')"
"('P62913', 'P50914')"
"('P61077', 'Q8N5U6')"
"('P63261', 'Q7Z406')"
"('P51610', 'Q96ST3')"
"('O75665', 'P56537')"
"('O00311', 'P49736')"
"('Q15047', 'Q15486')"
"('Q9NRI5', 'Q9UBB9')"
"('Q15788', 'Q9NRJ4')"
"('P27986', 'Q96Q35')"
"('P49721', 'Q9BQ83')"
"('P18124', 'P61513')"
"('P04626', 'Q9UBN7')"
"('P27986', 'P07332')"
"('P63211', 'Q92806')"
"('Q9ULK4', 'P10914')"
"('P35626', 'Q8NGN1')"
"('P16220', 'Q96AX2')"
"('P04083', 'Q9UKR5')"
"('P54646', 'Q9UGI9')"
"('Q86YC2', 'P02545')"
"('O15273', 'Q9HAU4')"
"('Q99459', 'O14777')"
"('Q9Y234', 'P60174')"
"('Q9ULA0', 'Q9UPW8')"
"('Q13490', 'P68036')"
"('Q14141', 'Q15019')"
"('P11047', 'P08648')"
"('Q9HC35', 'P01116')"
"('Q9HAU4', 'Q9H0T7')"
"('P12956', 'Q9BTW9')"
"('P67870', 'Q15287')"
"('P62424', 'Q99558')"
"('Q14164', 'P36957')"
"('P18146', 'Q9NQA5')"
"('P19387', 'O76061')"
"('Q9Y2T4', 'Q92736')"
"('O75376', 'P06454')"
"('Q7Z6J0', 'P63000')"
"('Q9Y4K3', 'Q9UDY2')"
"('O75534', 'Q9H4A3')"
"('P56945', 'Q68CZ2')"
"('Q9H3P2', 'P18615')"
"('Q96LZ3', 'Q8TD86')"
"('P38159', 'O60508')"
"('Q8IZC6', 'P17301')"
"('Q9Y572', 'Q14790')"
"('A8TX70', 'P23229')"
"('P46940', 'Q13573')"
"('Q9H7J1', 'P46019')"
"('P49407', 'Q13428')"
"('P17844', 'Q9NWQ8')"
"('Q13042', 'P51955')"
"('P43360', 'Q96KB5')"
"('Q9UJX2', 'Q9UJX3')"
"('O75937', 'P14866')"
"('P07947', 'P05106')"
"('P07900', 'Q04206')"
"('P48736', 'P16144')"
"('Q2TAY7', 'Q9H0H5')"
"('Q96P70', 'P01106')"
"('P49286', 'P63215')"
"('Q9BVJ6', 'P11464')"
"('Q02363', 'P15923')"
"('Q99727', 'P03956')"
"('P35626', 'Q8NGL7')"
"('P18206', 'Q01081')"
"('Q9H4D5', 'Q86V81')"
"('Q8IZJ0', 'Q99665')"
"('Q12834', 'Q9UM11')"
"('P17252', 'P12830')"
"('O95167', 'O95139')"
"('P50591', 'P42224')"
"('Q03013', 'Q13432')"
"('O95402', 'O75586')"
"('P63104', 'Q86X27')"
"('Q16566', 'Q9NZT1')"
"('P04080', 'O43597')"
"('Q8NEU8', 'P23945')"
"('P01889', 'P14174')"
"('Q9NW64', 'Q07021')"
"('P61981', 'Q5VV41')"
"('Q9NV56', 'Q9NRQ2')"
"('P40763', 'Q9UER7')"
"('Q02045', 'P63261')"
"('Q13242', 'Q8IWZ8')"
"('O96006', 'P63279')"
"('Q13751', 'P53708')"
"('Q13315', 'Q9H3S7')"
"('Q9NZ42', 'Q04721')"
"('P49736', 'Q13416')"
"('Q96SN7', 'Q9Y3C7')"
"('P08637', 'O75023')"
"('O95727', 'P18146')"
"('P42336', 'P15153')"
"('P01106', 'Q9HC56')"
"('P04049', 'P15498')"
"('P63279', 'Q99497')"
"('Q9UER7', 'Q92698')"
"('P54257', 'O00231')"
"('P05556', 'P50552')"
"('P48736', 'Q05513')"
"('P78406', 'Q99567')"
"('P0C1Z6', 'Q96EZ8')"
"('P62140', 'Q7Z2W7')"
"('P01106', 'Q5XUX0')"
"('P53778', 'P15336')"
"('P19793', 'Q06710')"
"('P56545', 'Q9HCS4')"
"('P62333', 'P01889')"
"('Q9H160', 'Q4LE39')"
"('P56524', 'Q93079')"
"('P55795', 'Q8IYB3')"
"('P01871', 'Q99962')"
"('Q01094', 'P63261')"
"('Q8N5Z5', 'Q6ZVK8')"
"('Q9UNF1', 'Q2TAZ0')"
"('Q01082', 'Q16539')"
"('P62987', 'Q9BXL7')"
"('Q96JB5', 'Q14194')"
"('P09651', 'P84103')"
"('Q9UBG0', 'P61812')"
"('Q99418', 'P84077')"
"('O60674', 'P52333')"
"('P33076', 'Q92769')"
"('P42574', 'Q07820')"
"('P08588', 'Q5JY77')"
"('P04629', 'P01112')"
"('P26373', 'P16333')"
"('Q96L34', 'O94964')"
"('Q9BZI7', 'Q04637')"
"('Q9BZK7', 'Q86Y13')"
"('P55060', 'O60684')"
"('Q8NCM8', 'Q71U36')"
"('Q99683', 'Q96EZ8')"
"('Q9NRI5', 'Q9Y316')"
"('P18825', 'Q14344')"
"('P12429', 'Q8IWV7')"
"('P09132', 'O15397')"
"('Q12904', 'Q9Y6D9')"
"('Q16594', 'Q9UPT9')"
"('P31947', 'Q8IZW8')"
"('O60674', 'P68431')"
"('O76061', 'P28300')"
"('Q13247', 'Q00839')"
"('O75508', 'O95500')"
"('Q9Y5J3', 'P15976')"
"('P34931', 'Q9NV56')"
"('P36873', 'Q10570')"
"('O60271', 'Q16539')"
"('P52435', 'Q9NY61')"
"('Q13573', 'Q96P48')"
"('Q9UQM7', 'Q70SY1')"
"('P32121', 'P51684')"
"('P48357', 'Q9UGI9')"
"('P61289', 'P42771')"
"('P32745', 'Q8N3R9')"
"('Q9UJX6', 'O15479')"
"('P01242', 'P40238')"
"('O43318', 'Q96ES7')"
"('P40763', 'Q9UBE8')"
"('P26599', 'P09012')"
"('O43164', 'P61077')"
"('P03956', 'P01033')"
"('Q8IUX8', 'Q99962')"
"('P49407', 'P53779')"
"('P62993', 'P61353')"
"('O95994', 'Q9GZT6')"
"('P36543', 'P61421')"
"('P07942', 'P16144')"
"('P26373', 'Q13233')"
"('Q14416', 'P63215')"
"('Q8NGY9', 'P38405')"
"('P62258', 'Q02878')"
"('Q16621', 'P62987')"
"('P50990', 'Q9UHD2')"
"('P49459', 'P04406')"
"('P10636', 'P43004')"
"('Q8WXE1', 'P27694')"
"('O14745', 'P23508')"
"('O43639', 'Q16630')"
"('P19878', 'P13498')"
"('O14733', 'Q13387')"
"('P25054', 'Q9UM11')"
"('P13725', 'P23458')"
"('P51610', 'Q9NS37')"
"('P62136', 'P38398')"
"('Q93097', 'O00144')"
"('P84077', 'Q9Y2W2')"
"('Q13418', 'O43639')"
"('Q8IUD2', 'Q9NRW1')"
"('Q01113', 'P52333')"
"('P02741', 'Q92496')"
"('P0CG48', 'O95863')"
"('P00519', 'Q9UIF9')"
"('407047', 'P19838')"
"('P12931', 'P46527')"
"('Q9Y6X2', 'P03372')"
"('Q14674', 'Q8WVM7')"
"('Q13573', 'P14625')"
"('Q13216', 'Q15843')"
"('Q00013', 'O43147')"
"('P47914', 'P62891')"
"('P22626', 'P38159')"
"('Q9BVN2', 'Q9Y6K9')"
"('Q9Y572', 'O60716')"
"('Q13309', 'Q01201')"
"('P36897', 'Q13485')"
"('Q06190', 'O00305')"
"('Q96S59', 'P20701')"
"('P53618', 'P61923')"
"('P16070', 'Q05707')"
"('P00558', 'P63104')"
"('P42771', 'P63279')"
"('P00519', 'O43196')"
"('Q9Y5L4', 'P35244')"
"('Q5SQH8', 'P67870')"
"('P15172', 'Q92793')"
"('Q9ULG1', 'Q9Y230')"
"('P78330', 'P62857')"
"('P23258', 'Q9BW27')"
"('P62877', 'P49674')"
"('P23470', 'P09619')"
"('Q96QZ7', 'Q9Y624')"
"('Q9Y5V3', 'Q9Y5U8')"
"('O94955', 'Q9NP90')"
"('P26992', 'Q96RY5')"
"('P18146', 'Q99952')"
"('O75150', 'O00471')"
"('Q9UL03', 'O43292')"
"('P08912', 'P63092')"
"('Q6PD62', 'P01871')"
"('Q99996', 'Q9BSJ2')"
"('Q92698', 'Q9H7U1')"
"('Q86Y39', 'O15239')"
"('P49674', 'P10070')"
"('P05067', 'P07196')"
"('O15105', 'O75995')"
"('P40818', 'Q7LBR1')"
"('Q9NX14', 'P03915')"
"('P09486', 'P08254')"
"('P16333', 'Q7Z494')"
"('Q13526', 'Q9UKT4')"
"('Q9Y265', 'Q9WJR5')"
"('P36873', 'Q9BXT2')"
"('P40225', 'P01589')"
"('Q9UNA1', 'P84095')"
"('Q14457', 'Q6ZNE5')"
"('Q96GM5', 'Q99459')"
"('Q15796', 'Q8TAD8')"
"('P42262', 'P33176')"
"('Q02543', 'P63173')"
"('Q6UWE0', 'O75800')"
"('Q16763', 'O76095')"
"('P62993', 'P06396')"
"('Q9Y4K3', 'Q14257')"
"('Q92985', 'P05161')"
"('Q8WZA2', 'P30307')"
"('P08865', 'P23396')"
"('Q99459', 'Q9Y5K5')"
"('P62875', 'P52435')"
"('P60880', 'Q9HC10')"
"('P78368', 'Q13330')"
"('Q9NWT8', 'O14965')"
"('Q08379', 'Q13424')"
"('Q93070', 'P04156')"
"('P51587', 'Q7Z589')"
"('P17693', 'Q03518')"
"('P03372', 'Q9Y3R0')"
"('O75251', 'O00483')"
"('Q14240', 'Q6Y7W6')"
"('Q15554', 'Q92878')"
"('P10643', 'P07358')"
"('P18146', 'P23511')"
"('Q9ULZ2', 'Q96B97')"
"('Q05516', 'Q14451')"
"('O43439', 'Q13951')"
"('P09016', 'P16220')"
"('Q9NRA1', 'P35968')"
"('O94805', 'P04637')"
"('Q8N752', 'P18846')"
"('Q96B02', 'Q96EQ8')"
"('Q12933', 'O14639')"
"('P37840', 'Q5VU43')"
"('P20963', 'P16410')"
"('Q7Z2G1', 'Q7L7L0')"
"('Q96CV9', 'P61981')"
"('P00374', 'P23511')"
"('Q9Y6K9', 'Q9Y2G2')"
"('Q92793', 'P42229')"
"('P05771', 'Q96B18')"
"('Q96B02', 'Q9NX47')"
"('P22736', 'P22626')"
"('P62310', 'Q9Y4Z0')"
"('P04183', 'Q15034')"
"('P41279', 'P11142')"
"('Q9HCM9', 'P51668')"
"('Q9P086', 'Q15528')"
