negatives
"('P30307', 'Q9P244')"
"('P01106', 'P43307')"
"('Q0WX57', 'Q9BZK3')"
"('Q9Y3A3', 'Q5VYK3')"
"('P37840', 'P51116')"
"('P05141', 'Q9Y572')"
"('P49761', 'Q8TAD8')"
"('P53041', 'Q9HCE1')"
"('Q99750', 'Q8IZQ1')"
"('Q13009', 'P56524')"
"('Q00987', 'P55000')"
"('P04637', 'P16220')"
"('P12004', 'P30281')"
"('Q01804', 'O95466')"
"('P30559', 'Q13596')"
"('P42771', 'P11171')"
"('P51159', 'Q5UIP0')"
"('P62263', 'O00567')"
"('Q13064', 'P51965')"
"('Q96GX1', 'P61803')"
"('Q6ZWI9', 'Q8IWI9')"
"('P15923', 'P78371')"
"('P13929', 'P04179')"
"('Q96LJ8', 'Q9Y547')"
"('Q96H35', 'Q96F85')"
"('Q00987', 'P06748')"
"('Q9Y3S1', 'O00141')"
"('Q9H0R8', 'Q9BZH6')"
"('O00214', 'Q86VP1')"
"('Q9UNY4', 'P16220')"
"('Q99816', 'P26196')"
"('Q96A19', 'P43355')"
"('O15264', 'P61978')"
"('Q9HCM3', 'P56470')"
"('O43638', 'Q9BQ75')"
"('P60033', 'P14618')"
"('Q9Y2Z4', 'O95900')"
"('Q5S007', 'P35232')"
"('Q9H8W4', 'Q96G97')"
"('Q13371', 'Q14318')"
"('Q96SA4', 'B7ZAQ6')"
"('Q13432', 'P09429')"
"('P62899', 'Q9Y478')"
"('Q13485', 'Q12778')"
"('O15234', 'Q13595')"
"('O43741', 'P26371')"
"('P42025', 'P50991')"
"('Q9BYD3', 'Q5T7N2')"
"('Q14332', 'P09471')"
"('O60336', 'P62699')"
"('O95758', 'Q96HR3')"
"('Q9ULJ3', 'Q6ZV73')"
"('P28838', 'P05412')"
"('Q07955', 'O60260')"
"('O43464', 'P98170')"
"('P60896', 'P35998')"
"('P62258', 'Q9GZV5')"
"('Q92621', 'P27105')"
"('P62136', 'Q969L2')"
"('Q99457', 'Q9UJ04')"
"('Q9P2F6', 'P63000')"
"('P03372', 'O15379')"
"('Q9NVX7', 'Q13618')"
"('Q9NRG4', 'P04637')"
"('P17252', 'Q05209')"
"('O96019', 'P0C0S5')"
"('Q9UMX1', 'Q9Y3S2')"
"('O95782', 'Q92731')"
"('P21796', 'P39656')"
"('Q9Y2Z9', 'O95822')"
"('Q96QA5', 'O94986')"
"('P38432', 'Q9H6A0')"
"('Q2M1P5', 'Q6ZU80')"
"('P61964', 'Q8IYH5')"
"('Q9H307', 'P09651')"
"('Q15797', 'Q92831')"
"('Q9H422', 'Q9UGP4')"
"('Q07020', 'P41252')"
"('P56279', 'Q13625')"
"('Q13620', 'P08621')"
"('Q16543', 'O14879')"
"('Q96GX9', 'P63208')"
"('P37198', 'Q96I24')"
"('Q15257', 'P01106')"
"('P21675', 'P49848')"
"('P24385', 'P49918')"
"('Q8NBX0', 'O00483')"
"('Q719H9', 'O15160')"
"('P50222', 'Q9NTM9')"
"('Q14207', 'O60216')"
"('P0CJ68', 'Q99549')"
"('P49736', 'Q9NZH8')"
"('Q13835', 'Q96ER9')"
"('Q9BYR6', 'Q96MT4')"
"('Q13310', 'Q13616')"
"('Q7Z3Y8', 'Q92805')"
"('Q15477', 'P61018')"
"('Q7Z3B3', 'O60341')"
"('O94903', 'P49411')"
"('P10145', 'P30518')"
"('Q9UNE7', 'P48643')"
"('Q8N6L1', 'P40337')"
"('Q14194', 'P09429')"
"('O43181', 'P22695')"
"('O60291', 'Q9UKV5')"
"('Q00587', 'Q9BPZ7')"
"('P11831', 'P35269')"
"('Q9H2C0', 'O60293')"
"('O14530', 'Q99570')"
"('O75478', 'Q9NVC6')"
"('Q9UI30', 'Q96PK6')"
"('Q9BV73', 'Q14677')"
"('Q9NRI5', 'Q03001')"
"('Q13797', 'Q07890')"
"('O43566', 'P05067')"
"('P62249', 'Q9Y6K9')"
"('Q14258', 'P35226')"
"('Q96A32', 'P35580')"
"('P20160', 'Q99961')"
"('Q13237', 'P15336')"
"('Q15717', 'P27987')"
"('Q92628', 'P63104')"
"('Q96FW1', 'P30101')"
"('Q9Y2H6', 'O60506')"
"('P58166', 'P34897')"
"('Q9UQ84', 'Q9H9F9')"
"('P15151', 'P51808')"
"('Q9NRC8', 'Q8IWA0')"
"('P50914', 'Q9NW13')"
"('P02766', 'P51946')"
"('Q99666', 'Q9Y240')"
"('Q8N122', 'Q96EB6')"
"('P61020', 'Q68CZ1')"
"('Q9UKX7', 'O60684')"
"('Q9P031', 'O75618')"
"('Q9BY89', 'Q9UF56')"
"('P35579', 'Q7LBC6')"
"('P45880', 'Q99623')"
"('Q03164', 'Q01844')"
"('Q9BZE9', 'Q8TAT6')"
"('Q9BTC8', 'Q17R98')"
"('Q9GZX5', 'Q9Y3C5')"
"('Q5JR59', 'Q9NX04')"
"('Q96LK0', 'P49458')"
"('Q9NQS3', 'P15151')"
"('Q15006', 'Q96CT7')"
"('Q9Y333', 'P09661')"
"('Q14247', 'Q13573')"
"('Q86WV1', 'B2RTY4')"
"('O75603', 'P0C870')"
"('Q9Y2K6', 'O00232')"
"('P46934', 'P07332')"
"('O60237', 'Q96H55')"
"('Q9NQG1', 'O00555')"
"('Q02539', 'P23396')"
"('Q96PZ2', 'Q9UJX2')"
"('O00716', 'O60341')"
"('P19387', 'Q96B02')"
"('Q9NWV8', 'Q14676')"
"('O00267', 'Q96L14')"
"('Q96ST8', 'Q9Y3A3')"
"('P19338', 'Q99733')"
"('P10909', 'Q9H492')"
"('O43809', 'O14530')"
"('Q9UHR5', 'O75360')"
"('Q92522', 'P11387')"
"('Q9NP81', 'P05412')"
"('O95433', 'Q9UET6')"
"('Q9P0L0', 'Q9UKB1')"
"('P10909', 'P04156')"
"('P84022', 'Q99697')"
"('Q15645', 'Q13257')"
"('Q8WYA6', 'Q9UMS4')"
"('Q9H4Z2', 'P11802')"
"('P30450', 'P04629')"
"('P51812', 'Q86XI6')"
"('P46527', 'Q15418')"
"('Q13885', 'Q5VZV1')"
"('O00308', 'Q9H074')"
"('O60563', 'Q86VU5')"
"('Q16352', 'Q9Y586')"
"('Q6P5W5', 'O00461')"
"('P61221', 'Q9P0N5')"
"('Q6NUS6', 'Q9Y5M8')"
"('Q9NRD1', 'Q13444')"
"('P18146', 'C9J442')"
"('Q9NYZ3', 'Q9Y2I6')"
"('O75909', 'Q08117')"
"('P59990', 'P60409')"
"('Q96JP5', 'Q9UET6')"
"('Q9UBU9', 'P30566')"
"('P82933', 'O43390')"
"('Q9UHD2', 'Q7Z3C6')"
"('Q9H4K1', 'P19012')"
"('P12270', 'P62826')"
"('Q6EMK4', 'Q15019')"
"('Q9GZU7', 'P42773')"
"('P07919', 'O43181')"
"('P23634', 'P50613')"
"('P50991', 'Q13882')"
"('Q16795', 'O60313')"
"('P13725', 'P40189')"
"('P11233', 'P45984')"
"('P42224', 'P49591')"
"('Q9Y4K3', 'P63000')"
"('Q9UK32', 'O60828')"
"('P61020', 'O95400')"
"('Q9Y2Q3', 'P04843')"
"('Q15717', 'Q5T0B9')"
"('P30084', 'P54578')"
"('P08670', 'Q13835')"
"('O75528', 'Q92831')"
"('O00574', 'P49407')"
"('O75822', 'O15371')"
"('O75937', 'Q13151')"
"('P16989', 'P09651')"
"('P42704', 'P82673')"
"('Q9UJM3', 'P0DMV8')"
"('P24588', 'P54652')"
"('Q12800', 'P63279')"
"('P20226', 'P20265')"
"('Q16222', 'P04792')"
"('Q8N6Y0', 'Q9UIA0')"
"('Q9UBC3', 'P21246')"
"('Q504Q3', 'Q9BQA1')"
"('P02766', 'P51681')"
"('O15264', 'P19338')"
"('O14980', 'Q9UPQ3')"
"('Q8N137', 'Q99698')"
"('O14980', 'Q96JM7')"
"('Q15149', 'Q9UQ35')"
"('Q9H0W5', 'P49736')"
"('Q06710', 'O14746')"
"('P07498', 'Q15691')"
"('Q01844', 'P54652')"
"('Q5VIR6', 'Q9NP66')"
"('Q9NVI1', 'P62979')"
"('P32121', 'Q5JRS4')"
"('P25445', 'Q99683')"
"('Q6L8G9', 'Q9BYR6')"
"('Q9P0S2', 'P25445')"
"('Q13287', 'Q9Y217')"
"('P51959', 'Q13362')"
"('P31948', 'P55854')"
"('Q13873', 'Q9Y210')"
"('Q9NVE4', 'P19012')"
"('Q68D85', 'O00214')"
"('Q6NUS6', 'Q6UWP7')"
"('Q99720', 'Q14573')"
"('Q96CV9', 'P17021')"
"('Q8TEE9', 'Q92769')"
"('Q6R327', 'P62829')"
"('Q96DZ7', 'P42858')"
"('O75665', 'Q9H7U1')"
"('Q9UBL3', 'Q15291')"
"('P18583', 'Q12824')"
"('O76070', 'P25205')"
"('P12830', 'Q13492')"
"('P86480', 'O14503')"
"('P46379', 'P13385')"
"('O95758', 'Q13155')"
"('Q14203', 'O60925')"
"('Q8WUI4', 'Q8TEH3')"
"('Q86YS3', 'Q9H0H5')"
"('Q9Y6Y8', 'Q9H553')"
"('Q13126', 'P62820')"
"('Q14011', 'O95433')"
"('Q13635', 'O60704')"
"('Q96T88', 'Q16643')"
"('Q96ST2', 'Q96A26')"
"('Q7L5N1', 'Q9BT78')"
"('P32249', 'P35052')"
"('Q02880', 'Q16181')"
"('Q12959', 'P23634')"
"('Q13177', 'P53671')"
"('Q9H9L4', 'Q9H816')"
"('P01574', 'Q01201')"
"('Q15654', 'Q9Y316')"
"('P50995', 'P30626')"
"('Q9BTE1', 'Q13561')"
"('O95166', 'Q05513')"
"('P02545', 'P98175')"
"('P09496', 'Q16643')"
"('P0C0S8', 'Q99879')"
"('Q8IWL3', 'P07741')"
"('O60260', 'Q5VTE0')"
"('P32241', 'P62158')"
"('Q8TDY2', 'P27816')"
"('P48643', 'Q9H2C0')"
"('P06396', 'P29372')"
"('O60504', 'Q9H788')"
"('Q03519', 'P04439')"
"('P08238', 'Q70EL3')"
"('P00533', 'Q86Y56')"
"('Q49AN0', 'P62258')"
"('P12314', 'Q14005')"
"('Q8WV99', 'O75832')"
"('Q8TC07', 'P60520')"
"('Q99757', 'Q99750')"
"('Q9P286', 'Q14155')"
"('P10398', 'Q92985')"
"('P54725', 'Q92793')"
"('Q9H0K1', 'P60520')"
"('Q8N163', 'Q9H4Z2')"
"('Q3YEC7', 'O43683')"
"('Q9P2E3', 'P51668')"
"('O75554', 'Q00839')"
"('Q8N693', 'O60861')"
"('O75175', 'P51679')"
"('Q8N1B4', 'Q53HC9')"
"('P62249', 'Q9Y262')"
"('Q8WUD1', 'Q6UY14')"
"('Q13315', 'Q12906')"
"('Q5S007', 'O43795')"
"('Q6P1L8', 'P15036')"
"('Q14974', 'Q00005')"
"('P35544', 'P46781')"
"('P25391', 'P13612')"
"('Q6PKG0', 'Q14152')"
"('Q92997', 'Q99633')"
"('Q96PU5', 'Q9H3Y6')"
"('P17302', 'Q6IQ23')"
"('Q8TDX7', 'O96028')"
"('Q86XI2', 'P04629')"
"('O43734', 'Q16552')"
"('P50570', 'Q99961')"
"('O43678', 'Q9Y3E0')"
"('Q9BT25', 'Q9HC77')"
"('Q15583', 'Q15797')"
"('P23246', 'Q00987')"
"('O94776', 'Q6IN85')"
"('P48643', 'Q6P1J9')"
"('Q08426', 'O15344')"
"('P17252', 'P14598')"
"('P49768', 'Q9H0A6')"
"('Q96Q77', 'Q9BUY5')"
"('Q9UHB6', 'O95782')"
"('Q9NRC8', 'Q15021')"
"('O15027', 'Q9NZN9')"
"('P02751', 'Q09161')"
"('P62258', 'P55072')"
"('P63208', 'Q9BSM1')"
"('P49821', 'P23921')"
"('O14730', 'Q7KZ85')"
"('Q01094', 'P10244')"
"('P23025', 'O43683')"
"('P51948', 'Q08379')"
"('P62837', 'Q9NP87')"
"('Q29RF7', 'O95644')"
"('Q9NRF8', 'P62750')"
"('P13569', 'Q5SW79')"
"('P49238', 'P52333')"
"('Q5JTV8', 'Q13257')"
"('Q14061', 'P22061')"
"('Q8NGS6', 'P38405')"
"('P15884', 'Q96FJ0')"
"('Q9HAU4', 'Q13635')"
"('Q92901', 'P05388')"
"('P49406', 'Q6XE24')"
"('P07900', 'P62750')"
"('P15559', 'Q9UBU9')"
"('P61421', 'P54709')"
"('Q15077', 'Q9BYR6')"
"('P14735', 'Q86X76')"
"('Q8N1S5', 'Q13291')"
"('P01579', 'P15509')"
"('Q09328', 'Q86YD3')"
"('P08758', 'P35555')"
"('Q05682', 'Q96H55')"
"('Q15057', 'Q8NDI1')"
"('Q9P2M7', 'Q8TBB1')"
"('P55072', 'Q96JH7')"
"('Q9H4K1', 'Q8IYF3')"
"('P49356', 'Q9H0W8')"
"('Q04864', 'Q9HBZ2')"
"('Q9Y287', 'P34925')"
"('Q96PD7', 'P55072')"
"('Q12834', 'P51955')"
"('P33527', 'Q9NZR1')"
"('P02730', 'P02724')"
"('Q96N66', 'P43088')"
"('P05164', 'Q659A1')"
"('Q3ZCW2', 'P50458')"
"('Q96HA8', 'P02489')"
"('O95273', 'P05388')"
"('P49407', 'P30954')"
"('Q9UQ35', 'O43918')"
"('O95848', 'Q8N448')"
"('Q9H814', 'Q09161')"
"('Q6R6M4', 'Q00534')"
"('Q8TBK6', 'Q96MT8')"
"('P62191', 'Q9Y3D3')"
"('P46778', 'P62277')"
"('Q9NZ71', 'Q99501')"
"('Q9NQS7', 'P0C0S5')"
"('Q9Y5V3', 'P31274')"
"('Q13257', 'Q9UI14')"
"('O43918', 'Q03252')"
"('Q96RL1', 'Q9UBU9')"
"('Q15006', 'Q5J8M3')"
"('Q8TEB1', 'Q13620')"
"('P11142', 'Q9Y5U4')"
"('Q96GG9', 'P62318')"
"('Q9Y478', 'P17812')"
"('Q96EG3', 'Q3KQV3')"
"('P02751', 'P62263')"
"('Q96H20', 'Q9NW38')"
"('P35228', 'P62899')"
"('Q86SE5', 'Q15459')"
"('P04279', 'P03372')"
"('Q96GX9', 'P08670')"
"('P63220', 'P30050')"
"('Q86U38', 'P12268')"
"('Q9NUG6', 'P52788')"
"('P10809', 'P48147')"
"('Q6UWR7', 'Q9NPA0')"
"('Q00526', 'P31948')"
"('P78364', 'P78317')"
"('P45880', 'O15438')"
"('Q96GM5', 'O95678')"
"('P25445', 'P19838')"
"('Q96R06', 'Q53FD0')"
"('Q9Y6A5', 'Q9Y697')"
"('Q9UBS3', 'Q92629')"
"('Q9UDV7', 'Q14314')"
"('Q9BYD1', 'Q96A35')"
"('P05455', 'O14879')"
"('Q04864', 'Q9BZF9')"
"('Q05655', 'Q13546')"
"('Q8N726', 'Q8IXK2')"
"('O43242', 'P20618')"
"('Q96DA0', 'P31323')"
"('Q86X19', 'Q9Y219')"
"('Q7Z6Z7', 'P19338')"
"('P55103', 'Q8NER5')"
"('Q8N3Y1', 'P63208')"
"('Q8IVT5', 'P51553')"
"('O75420', 'Q9BZF3')"
"('Q5JU69', 'Q5JTV8')"
"('Q01081', 'O60506')"
"('Q86TM6', 'Q9Y5J3')"
"('Q15717', 'Q5U5Q3')"
"('Q92530', 'P63208')"
"('Q8TAP6', 'Q5TD97')"
"('Q9BVG8', 'Q96GY3')"
"('Q9H857', 'Q13077')"
"('Q9Y5X3', 'Q15811')"
"('O14777', 'Q8IY31')"
"('Q96J02', 'Q00987')"
"('P05362', 'P19838')"
"('P68104', 'Q9UH99')"
"('P41240', 'O75340')"
"('Q13402', 'P11137')"
"('Q9Y478', 'P45974')"
"('Q8IZ69', 'Q16637')"
"('P13747', 'P43632')"
"('P18583', 'P61326')"
"('Q8NFW5', 'Q6L8Q7')"
"('P40763', 'Q9NWQ8')"
"('P63279', 'Q13465')"
"('P04629', 'Q9UHI6')"
"('P0DP23', 'O00221')"
"('Q16630', 'Q8WZ42')"
"('O14530', 'Q6PFW1')"
"('Q8N163', 'Q5TC82')"
"('P55268', 'Q03405')"
"('Q9BQ67', 'Q9HCE1')"
"('Q96GG9', 'Q9H9Q2')"
"('A0PJY2', 'Q07627')"
"('Q8TAQ2', 'O15360')"
"('Q15118', 'P31749')"
"('Q86X95', 'Q8TA86')"
"('Q9UL18', 'P63173')"
"('Q02817', 'Q96FL9')"
"('Q5VT66', 'Q9BQG0')"
"('P25116', 'P50148')"
"('P36542', 'Q9Y575')"
"('P06241', 'P29322')"
"('P16104', 'P14314')"
"('P05412', 'P51531')"
"('P00441', 'O00244')"
"('Q06187', 'Q99856')"
"('Q13568', 'O15355')"
"('Q8N3V7', 'P84996')"
"('Q6UY14', 'P34130')"
"('Q14934', 'P43694')"
"('Q13952', 'P14635')"
"('Q7Z3K3', 'Q00534')"
"('Q96FW1', 'P43487')"
"('Q8IY34', 'Q99750')"
"('Q15404', 'P48059')"
"('Q96ER9', 'O75208')"
"('Q9H467', 'Q13257')"
"('P04629', 'Q01484')"
"('P25098', 'P51685')"
"('Q8NCF5', 'Q96NC0')"
"('P33993', 'O15078')"
"('Q13200', 'Q9UHD2')"
"('Q8TDD5', 'Q9C0C4')"
"('Q9HD15', 'O75446')"
"('P62701', 'O95433')"
"('Q15942', 'Q14511')"
"('Q7Z794', 'Q93034')"
"('P07550', 'O00116')"
"('P30838', 'Q8WWY8')"
"('P55036', 'P00533')"
"('Q9HD33', 'Q9HC36')"
"('P62241', 'P50914')"
"('Q9H0R8', 'P08708')"
"('P62249', 'P22090')"
"('P05787', 'P08729')"
"('Q16659', 'P78371')"
"('P00533', 'P34931')"
"('P22234', 'P30480')"
"('P0C7P0', 'P36542')"
"('Q5TC82', 'P39019')"
"('Q13435', 'O00189')"
"('P83731', 'O43324')"
"('Q15628', 'O95999')"
"('P30793', 'P68400')"
"('Q53EZ4', 'Q5TAP6')"
"('Q9BRK5', 'Q9HBG6')"
"('Q9Y2I6', 'Q9UGJ1')"
"('P51858', 'P52292')"
"('P51812', 'P01112')"
"('P08700', 'P14859')"
"('Q96HN2', 'Q8NE31')"
"('Q01543', 'P19419')"
"('Q99417', 'Q08945')"
"('Q16851', 'Q86YR5')"
"('O95298', 'P03923')"
"('Q15545', 'P49848')"
"('Q9HCK5', 'P49411')"
"('Q9BRJ2', 'Q99471')"
"('Q9NRD1', 'Q9HCN8')"
"('Q9UNN5', 'P12757')"
"('Q9UK41', 'Q96GS6')"
"('Q5T5X7', 'Q9NRC8')"
"('Q9P0X4', 'Q8NEC5')"
"('Q13118', 'Q96BZ8')"
"('Q9UNS2', 'P30480')"
"('Q9BU64', 'P01100')"
"('P49459', 'Q14166')"
"('Q96RT8', 'Q9BQE3')"
"('Q9H270', 'Q9NVD7')"
"('P08579', 'O75937')"
"('Q9UBT7', 'Q99551')"
"('Q9H2S1', 'P0DP24')"
"('P01889', 'Q06210')"
"('Q9Y6R4', 'O60506')"
"('P46940', 'O95749')"
"('P55210', 'Q13233')"
"('Q96GX5', 'P41743')"
"('Q0VDD7', 'Q13227')"
"('P67809', 'Q12834')"
"('Q92530', 'Q96FW1')"
"('P61247', 'Q9NY93')"
"('P38606', 'O75348')"
"('Q7L5N1', 'Q16659')"
"('Q9HC52', 'Q92997')"
"('Q5VYK3', 'P05023')"
"('Q92988', 'P16333')"
"('O94966', 'Q14318')"
"('P34810', 'Q15306')"
"('P31930', 'P49736')"
"('P20719', 'O95749')"
"('Q04917', 'Q9BYG5')"
"('P78362', 'Q8IWP9')"
"('Q14103', 'O60888')"
"('Q9HC38', 'P07954')"
"('Q92530', 'P28070')"
"('P51965', 'Q6ZSG1')"
"('P12956', 'P52701')"
"('Q9BQ04', 'Q9UHA3')"
"('P62195', 'P10826')"
"('P15880', 'P62249')"
"('P40227', 'Q13418')"
"('Q9UBS8', 'P09651')"
"('Q9UKX5', 'Q9NVD7')"
"('P17612', 'O00483')"
"('Q5JST6', 'Q8WW24')"
"('P31930', 'P04629')"
"('P06748', 'P51532')"
"('P60709', 'P60228')"
"('Q15363', 'Q9BVK6')"
"('P62993', 'Q99816')"
"('Q7RTP6', 'Q99728')"
"('O75436', 'Q9BR76')"
"('Q01844', 'P50479')"
"('P47884', 'Q16585')"
"('P61247', 'P68104')"
"('P00519', 'Q15464')"
"('Q09472', 'O15151')"
"('P04818', 'Q06203')"
"('Q6PL24', 'O14980')"
"('Q9Y2D8', 'O14641')"
"('Q9UHD9', 'P01037')"
"('P55072', 'P25025')"
"('Q92841', 'Q9Y4K3')"
"('Q13237', 'P36873')"
"('O00716', 'Q8IXI2')"
"('P68371', 'P16455')"
"('P46821', 'Q00975')"
"('Q13573', 'O00148')"
"('P22794', 'O75915')"
"('Q9UQ13', 'Q9UPR0')"
"('P16619', 'P51681')"
"('Q5THJ4', 'P62191')"
"('P61247', 'Q02539')"
"('Q9NPH2', 'P55854')"
"('Q7L190', 'Q12888')"
"('Q9UNQ2', 'P62280')"
"('Q8TDY2', 'Q8IZY5')"
"('Q9BQS8', 'Q15437')"
"('Q96SD1', 'P22694')"
"('Q9BRP8', 'P60866')"
"('Q04637', 'Q13310')"
"('Q9H329', 'P60953')"
"('A8MQ03', 'Q14533')"
"('Q9UJM3', 'P05165')"
"('P50222', 'Q684P5')"
"('Q8NEZ3', 'O95573')"
"('Q96BI3', 'O14503')"
"('Q5TC82', 'O95347')"
"('Q7Z6Z7', 'P35606')"
"('P26038', 'P16150')"
"('P23634', 'P18859')"
"('O75364', 'P05164')"
"('O75390', 'P62330')"
"('Q13838', 'P04844')"
"('O00178', 'Q92905')"
"('Q96L50', 'Q7L5N1')"
"('P11498', 'Q8WZ79')"
"('Q12933', 'Q15819')"
"('P38432', 'Q9UNH7')"
"('P14784', 'P31785')"
"('P37173', 'Q9H0M0')"
"('P06576', 'Q99496')"
"('Q9UM54', 'Q14203')"
"('P60842', 'Q13573')"
"('Q9Y4K3', 'Q99538')"
"('Q6DD88', 'P38117')"
"('P50748', 'Q9ULX7')"
"('P35544', 'P05362')"
"('Q8WXA9', 'Q05519')"
"('Q13616', 'Q9NVI7')"
"('P35609', 'Q7Z5G4')"
"('O60870', 'Q9BUU2')"
"('Q8IYF3', 'Q9BT92')"
"('Q9UBP5', 'P26371')"
"('Q8NI22', 'P52907')"
"('P16104', 'Q08211')"
"('O95817', 'P49759')"
"('O14964', 'Q5VTD9')"
"('Q9UQ35', 'P09234')"
"('Q9Y6X2', 'P29590')"
"('P61086', 'Q9H000')"
"('P07900', 'O75460')"
"('P43490', 'P04629')"
"('O95758', 'Q9UKM9')"
"('P41159', 'Q8IU57')"
"('Q9HD15', 'P11161')"
"('P13569', 'O95373')"
"('P68402', 'O94903')"
"('Q3MIT2', 'Q7Z6G3')"
"('P35226', 'Q14011')"
"('P22307', 'Q15637')"
"('Q5T9A4', 'Q9H9G7')"
"('Q03431', 'Q15842')"
"('P60228', 'Q969H0')"
"('P22736', 'O14980')"
"('P28065', 'O43242')"
"('P62979', 'Q9BYX4')"
"('P23443', 'O00418')"
"('Q9P0I2', 'Q8NBM4')"
"('Q99567', 'Q01105')"
"('O00555', 'Q9NQG1')"
"('Q9NWX6', 'Q92747')"
"('O94972', 'Q86UD4')"
"('P52757', 'P15153')"
"('P35244', 'Q12768')"
"('Q8IVL1', 'Q7Z6V5')"
"('P17252', 'P10398')"
"('Q96GX1', 'Q9BVC6')"
"('Q9NZ42', 'O94905')"
"('Q8WVB6', 'P15927')"
"('Q9BZE0', 'P26368')"
"('Q9NQX5', 'Q9BYQ3')"
"('Q9NUL5', 'Q9UJV3')"
"('Q7Z3I7', 'Q9BYV2')"
"('Q13094', 'P20273')"
"('P43378', 'Q12888')"
"('Q13643', 'P09603')"
"('Q13571', 'Q8IZ07')"
"('Q05086', 'P33993')"
"('Q16822', 'Q99816')"
"('Q8NCE0', 'Q8ND25')"
"('Q14457', 'Q07820')"
"('P26641', 'Q13011')"
"('Q9Y5Q8', 'P60328')"
"('P35226', 'P0DMV8')"
"('Q14008', 'Q9NRD1')"
"('Q9Y5J5', 'Q9UGJ1')"
"('Q9UPN3', 'Q16401')"
"('Q07157', 'P04264')"
"('Q9GZP0', 'Q02763')"
"('O75688', 'P00519')"
"('Q16531', 'Q9H0R8')"
"('Q9H672', 'Q8WYJ6')"
"('Q13573', 'Q9UKV3')"
"('Q13323', 'Q5TGU0')"
"('P27361', 'O60244')"
"('Q9UHD9', 'O43521')"
"('P07355', 'P02749')"
"('P17612', 'Q13576')"
"('P78509', 'Q05397')"
"('Q969J2', 'Q96N95')"
"('P18848', 'O43889')"
"('P27824', 'P61019')"
"('P27986', 'Q9HBH0')"
"('Q86XA9', 'Q6ZMV9')"
"('P62879', 'Q92871')"
"('P78356', 'Q9Y6U3')"
"('P10599', 'P19838')"
"('O14746', 'O43524')"
"('Q9Y4X4', 'Q14192')"
"('P08151', 'P51532')"
"('Q7Z6E9', 'P78362')"
"('O14776', 'O43809')"
"('Q86XP1', 'P30153')"
"('P62136', 'Q14CS0')"
"('Q92731', 'Q8IZL8')"
"('P63027', 'Q86Y82')"
"('P24928', 'Q96S94')"
"('P59768', 'Q9H7P9')"
"('P00533', 'Q7Z7G1')"
"('O43896', 'P56524')"
"('P61289', 'Q70EL4')"
"('Q9H0W5', 'Q53GS9')"
"('P15880', 'P12235')"
"('P23528', 'P04629')"
"('Q9NRD5', 'Q7Z2E3')"
"('Q7Z3E5', 'Q8IUQ4')"
"('P61421', 'P42167')"
"('P17655', 'O43252')"
"('Q01082', 'Q8IVT5')"
"('Q8WUI4', 'P55210')"
"('P38936', 'Q99683')"
"('Q9Y478', 'Q16543')"
"('P43360', 'O14530')"
"('Q16718', 'Q9Y2V7')"
"('P02749', 'P62993')"
"('P46527', 'O15111')"
"('Q9Y2W1', 'P33992')"
"('P25786', 'Q8ND90')"
"('Q9NUL5', 'Q13422')"
"('Q93075', 'Q9UBU9')"
"('P43115', 'Q96AQ6')"
"('Q07812', 'Q32NC0')"
"('Q8IXT1', 'A9UHW6')"
"('Q8NGN6', 'P62873')"
"('P13500', 'P51681')"
"('Q13501', 'O75489')"
"('P00519', 'P43351')"
"('P52292', 'P35240')"
"('P32121', 'P34998')"
"('Q5T751', 'Q5TA76')"
"('Q9H3P7', 'P04629')"
"('P42677', 'P32969')"
"('P50851', 'Q15773')"
"('O00232', 'Q06323')"
"('Q63HR2', 'Q9BXF9')"
"('Q9NQZ2', 'Q13748')"
"('P46531', 'P35249')"
"('P49411', 'P04406')"
"('Q12840', 'Q9H0B6')"
"('Q9H4A9', 'O94808')"
"('Q8IZI9', 'Q99650')"
"('O14745', 'P09619')"
"('O00411', 'P05412')"
"('Q9H1J1', 'Q9NS56')"
"('Q9H6Z9', 'Q9P2D6')"
"('Q9UGC6', 'Q8TBP0')"
"('P17858', 'Q99759')"
"('O95817', 'O75844')"
"('P51813', 'Q8TCJ0')"
"('Q15650', 'Q9UKL0')"
"('Q9NX20', 'P49006')"
"('Q06265', 'Q5VWQ8')"
"('Q13315', 'Q9UJY5')"
"('P08238', 'Q13470')"
"('P59768', 'O14775')"
"('Q9H082', 'Q676U5')"
"('Q9BQ66', 'Q96IQ9')"
"('Q5TD97', 'Q7Z7A3')"
"('O43482', 'Q9NX70')"
"('P53365', 'P63000')"
"('Q9Y618', 'Q92769')"
"('Q12952', 'P25490')"
"('Q9BRP4', 'P50552')"
"('Q92830', 'Q14157')"
"('Q13435', 'Q96DB2')"
"('Q96EK6', 'P61088')"
"('O75969', 'Q5JQC9')"
"('Q70Z35', 'Q14749')"
"('Q96QG7', 'Q13618')"
"('Q9C0B0', 'Q15059')"
"('P01308', 'P08581')"
"('Q04724', 'P56282')"
"('Q9BPX3', 'Q6IBW4')"
"('P37088', 'Q99816')"
"('Q9NYL2', 'Q96PU5')"
"('P16220', 'Q9UBW7')"
"('P07900', 'P11441')"
"('Q8NEA9', 'Q8N6Y0')"
"('Q9H944', 'Q9BUE0')"
"('P10253', 'P14598')"
"('P56545', 'Q9NQ66')"
"('P50991', 'O00628')"
"('Q9UHY1', 'Q15370')"
"('Q15691', 'Q9C0B0')"
